url,provider,subject,area
https://www.class-central.com/mooc/1816/coursera-web-application-architectures,Coursera,Mobile and Web Development,Computer Science
https://www.class-central.com/mooc/1833/edx-the-art-of-poetry,edX,Literature,Arts and Humanities
https://www.class-central.com/mooc/1834/edx-war-for-the-greater-middle-east,edX,History,Arts and Humanities
https://www.class-central.com/mooc/1844/coursera-better-leader-richer-life,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/1845/edx-china-part-4-literati-china-examinations-and-neo-confucianism,edX,History,Arts and Humanities
https://www.class-central.com/mooc/1856/coursera-advanced-competitive-strategy,Coursera,Business Strategy,Business
https://www.class-central.com/mooc/1857/edx-introduction-to-linux,edX,Computer Science,Computer Science
https://www.class-central.com/mooc/1887/coursera-vital-signs-understanding-what-the-body-is-telling-us,Coursera,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/1905/coursera-shaping-the-way-we-teach-english-1-the-landscape-of-english-language-teaching,Coursera,Learning English,Language Learning
https://www.class-central.com/mooc/1929/coursera-shaping-the-way-we-teach-english-2-paths-to-success-in-elt,Coursera,Learning English,Language Learning
https://www.class-central.com/mooc/1957/coursera-programming-for-everybody-python,Coursera,Software Development,Computer Science
https://www.class-central.com/mooc/1969/coursera-representaciones-culturales-de-las-sexualidades,Coursera,Philosophy,Arts and Humanities
https://www.class-central.com/mooc/1986/edx-china-part-6-the-manchus-and-the-qing-dynasty,edX,History,Arts and Humanities
https://www.class-central.com/mooc/1988/edx-china-part-5-from-a-global-empire-under-the-mongols-to-a-global-economy-under-the-ming-dynasty,edX,History,Arts and Humanities
https://www.class-central.com/mooc/1989/edx-mas-s69x-big-data-and-social-physics,edX,Computer Science,Computer Science
https://www.class-central.com/mooc/2011/coursera-managing-your-money-mba-insights-for-undergraduates,Coursera,Finance,Business
https://www.class-central.com/mooc/2022/edx-english-grammar-and-style,edX,Humanities,Language Learning
https://www.class-central.com/mooc/2027/edx-leaders-of-learning,edX,Education & Teacher Training,Social Sciences
https://www.class-central.com/mooc/2033/coursera-what-future-for-education,Coursera,Education,Social Sciences
https://www.class-central.com/mooc/2055/coursera-our-energy-future,Coursera,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/2065/coursera-supply-chain-management-a-learning-perspective,Coursera,Business Strategy,Business
https://www.class-central.com/mooc/2070/edx-future-cities,edX,Architecture,Physical Science and Engineering
https://www.class-central.com/mooc/2074/edx-aa432x-composite-materials-overview-for-engineers,edX,Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/2082/coursera-introduction-to-key-constitutional-concepts-and-supreme-court-cases,Coursera,Governance and Society,Social Sciences
https://www.class-central.com/mooc/2113/coursera-get-organized-how-to-be-a-together-teacher,Coursera,Education,Social Sciences
https://www.class-central.com/mooc/2136/coursera-social-impact-strategy-tools-for-entrepreneurs-and-innovators,Coursera,Entrepreneurship,Business
https://www.class-central.com/mooc/2137/coursera-copyright-for-educators-librarians,Coursera,Education,Social Sciences
https://www.class-central.com/mooc/2140/edx-supply-chain-fundamentals,edX,Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/2146/edx-creative-problem-solving-and-decision-making,edX,Business & Management,Business
https://www.class-central.com/mooc/2147/edx-introduction-to-functional-programming,edX,Computer Science,Computer Science
https://www.class-central.com/mooc/2161/coursera-learning-how-to-learn-powerful-mental-tools-to-help-you-master-tough-subjects,Coursera,Personal Development,Personal Development
https://www.class-central.com/mooc/2163/coursera-questionnaire-design-for-social-surveys,Coursera,Psychology,Social Sciences
https://www.class-central.com/mooc/2167/coursera-greening-the-economy-lessons-from-scandinavia,Coursera,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/2216/coursera-gps-an-introduction-to-satellite-navigation-with-an-interactive-worldwide-laboratory-using-smartphones,Coursera,Civil Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/2234/edx-3-032x-mechanical-behavior-of-materials,edX,Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/2244/edx-ut-7-01x-foundations-of-data-analysis,edX,Data Analysis & Statistics,Data Science
https://www.class-central.com/mooc/2286/coursera-corporate-finance-essentials,Coursera,Finance,Business
https://www.class-central.com/mooc/2305/coursera-gut-check-exploring-your-microbiome,Coursera,Biology,Life Sciences
https://www.class-central.com/mooc/2353/coursera-chinese-for-beginners,Coursera,Other Languages,Language Learning
https://www.class-central.com/mooc/2365/edx-saving-schools-mini-course-1-history-and-politics-of-u-s-education,edX,Social Sciences,Social Sciences
https://www.class-central.com/mooc/2445/coursera-process-mining-data-science-in-action,Coursera,Data Analysis,Data Science
https://www.class-central.com/mooc/2446/coursera-nonlinear-dynamics-1-geometry-of-chaos,Coursera,Math and Logic,Math and Logic
https://www.class-central.com/mooc/2452/coursera-introduction-to-sustainable-development,Coursera,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/2460/coursera-successful-negotiation-essential-strategies-and-skills,Coursera,Business Essentials,Business
https://www.class-central.com/mooc/2463/coursera-surveillance-law,Coursera,Law,Social Sciences
https://www.class-central.com/mooc/2464/coursera---introduction-to-combinatorics,Coursera,Math and Logic,Math and Logic
https://www.class-central.com/mooc/2466/coursera-introduction-to-electronics,Coursera,Electrical Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/2468/edx-china-part-8-creating-modern-china-the-birth-of-a-nation,edX,History,Arts and Humanities
https://www.class-central.com/mooc/2487/coursera-advertising-and-society,Coursera,Economics,Social Sciences
https://www.class-central.com/mooc/2508/edx-ap-physics-2-part-1-fluids-and-thermodynamics,edX,Physics,Physical Science and Engineering
https://www.class-central.com/mooc/2529/edx-engr1-0x-introduction-to-engineering-and-engineering-mathematics,edX,Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/2567/coursera-technology-commercialization-part-1-setting-up-your-idea-filtering-system,Coursera,Entrepreneurship,Business
https://www.class-central.com/mooc/2663/coursera-preparing-for-the-ap-calculus-ab-and-bc-exams-part-1-differential-calculus,Coursera,Math and Logic,Math and Logic
https://www.class-central.com/mooc/2667/coursera-the-bilingual-brain,Coursera,Psychology,Social Sciences
https://www.class-central.com/mooc/2677/coursera-america-s-written-constitution,Coursera,Governance and Society,Social Sciences
https://www.class-central.com/mooc/2678/coursera-arts-and-culture-strategy,Coursera,Governance and Society,Social Sciences
https://www.class-central.com/mooc/2699/coursera-international-business-ii,Coursera,Business Strategy,Business
https://www.class-central.com/mooc/2707/coursera-scaling-operations-linking-strategy-and-execution,Coursera,Business Strategy,Business
https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,Coursera,Entrepreneurship,Business
https://www.class-central.com/mooc/2709/coursera-new-venture-finance-startup-funding-for-entrepreneurs,Coursera,Entrepreneurship,Business
https://www.class-central.com/mooc/2717/coursera-cloud-computing-concepts-part-1,Coursera,Algorithms,Computer Science
https://www.class-central.com/mooc/2718/coursera-foundational-neuroscience-for-perception-and-action,Coursera,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/2720/coursera-fundamentals-of-management,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/2724/coursera-high-impact-business-writing,Coursera,Business Essentials,Business
https://www.class-central.com/mooc/2727/coursera-work-smarter-not-harder-time-management-for-personal-professional-productivity,Coursera,Business Essentials,Business
https://www.class-central.com/mooc/2728/coursera-initiating-and-planning-projects,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/2730/coursera-managing-project-risks-and-changes,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/2733/coursera-pattern-discovery-in-data-mining,Coursera,Data Analysis,Data Science
https://www.class-central.com/mooc/2734/coursera-text-retrieval-and-search-engines,Coursera,Data Analysis,Data Science
https://www.class-central.com/mooc/2735/coursera-cluster-analysis-in-data-mining,Coursera,Data Analysis,Data Science
https://www.class-central.com/mooc/2750/coursera-marketing-in-a-digital-world,Coursera,Marketing,Business
https://www.class-central.com/mooc/2752/coursera-managerial-accounting-tools-for-facilitating-and-guiding-business-decisions,Coursera,Finance,Business
https://www.class-central.com/mooc/2753/coursera-digital-analytics-for-marketing-professionals-marketing-analytics-in-theory,Coursera,Marketing,Business
https://www.class-central.com/mooc/2782/coursera-project-management-the-basics-for-success,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/2793/coursera-american-education-reform-history-policy-practice,Coursera,History,Arts and Humanities
https://www.class-central.com/mooc/2794/coursera-australian-literature-a-rough-guide,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/2835/coursera---philosophy-of-culture,Coursera,Philosophy,Arts and Humanities
https://www.class-central.com/mooc/2840/coursera-economics-of-transition-and-emerging-markets,Coursera,Economics,Social Sciences
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,Coursera,Psychology,Social Sciences
https://www.class-central.com/mooc/2872/coursera-an-introduction-to-american-law,Coursera,Law,Social Sciences
https://www.class-central.com/mooc/2876/coursera-shakespeare-in-community,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/2883/coursera-welcome-to-game-theory,Coursera,Economics,Social Sciences
https://www.class-central.com/mooc/2899/coursera-statistical-reasoning-for-public-health-2-regression-methods,Coursera,Probability and Statistics,Data Science
https://www.class-central.com/mooc/2900/coursera-psychological-first-aid,Coursera,Psychology,Social Sciences
https://www.class-central.com/mooc/2914/edx-ec1101x-principles-of-economics-with-calculus,edX,Business & Management,Business
https://www.class-central.com/mooc/2919/coursera-preparing-for-the-ap-calculus-ab-and-bc-exams-part-2-integral-calculus,Coursera,Math and Logic,Math and Logic
https://www.class-central.com/mooc/2920/coursera-managing-the-company-of-the-future,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/2921/coursera-model-thinking--,Coursera,Economics,Social Sciences
https://www.class-central.com/mooc/2940/coursera-miracles-of-human-language-an-introduction-to-linguistics,Coursera,Other Languages,Language Learning
https://www.class-central.com/mooc/2941/coursera--food-safety-toxicology,Coursera,Nutrition,Life Sciences
https://www.class-central.com/mooc/2943/coursera-positive-psychology,Coursera,Psychology,Social Sciences
https://www.class-central.com/mooc/2944/coursera-chemistry,Coursera,Chemistry,Physical Science and Engineering
https://www.class-central.com/mooc/2984/coursera-rural-health-nursing,Coursera,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/2987/coursera-introduction-to-classical-music,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/3007/coursera-astronomy-exploring-time-and-space,Coursera,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/3016/coursera-metaliteracy-empowering-yourself-in-a-connected-world,Coursera,Personal Development,Personal Development
https://www.class-central.com/mooc/306/coursera-human-computer-interaction,Coursera,Design and Product,Computer Science
https://www.class-central.com/mooc/3076/coursera-programming-mobile-applications-for-android-handheld-systems-part-2,Coursera,Mobile and Web Development,Computer Science
https://www.class-central.com/mooc/308/coursera-game-theory,Coursera,Economics,Social Sciences
https://www.class-central.com/mooc/309/coursera-probabilistic-graphical-models-1-representation,Coursera,Machine Learning,Data Science
https://www.class-central.com/mooc/3140/coursera-powerful-tools-for-teaching-and-learning-web-2-0-tools,Coursera,Education,Social Sciences
https://www.class-central.com/mooc/3159/coursera-emotions-a-philosophical-introduction,Coursera,Philosophy,Arts and Humanities
https://www.class-central.com/mooc/3196/coursera-an-introduction-to-interactive-programming-in-python-part-2,Coursera,Software Development,Computer Science
https://www.class-central.com/mooc/3202/coursera-ebola-virus-disease-an-evolving-epidemic,Coursera,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/3206/coursera-cybersecurity-and-its-ten-domains,Coursera,Computer Security and Networks,Computer Science
https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,Coursera,Algorithms,Computer Science
https://www.class-central.com/mooc/3240/coursera-sagas-and-space-thinking-space-in-viking-age-and-medieval-scandinavia,Coursera,History,Arts and Humanities
https://www.class-central.com/mooc/328/coursera-compilers,Coursera,Computer Science,Computer Science
https://www.class-central.com/mooc/3280/coursera-public-private-partnerships-ppp-how-can-ppps-help-deliver-better-services,Coursera,Business,Business
https://www.class-central.com/mooc/3289/coursera-finding-hidden-messages-in-dna-bioinformatics-i,Coursera,Bioinformatics,Life Sciences
https://www.class-central.com/mooc/329/coursera-introduction-to-logic,Coursera,Math and Logic,Math and Logic
https://www.class-central.com/mooc/3292/coursera-fundamentals-of-project-planning-and-management,Coursera,Business Essentials,Business
https://www.class-central.com/mooc/331/coursera-calculus-single-variable,Coursera,Math and Logic,Math and Logic
https://www.class-central.com/mooc/3325/coursera-understanding-the-uk-s-2015-general-election,Coursera,History,Arts and Humanities
https://www.class-central.com/mooc/3348/edx-dev202-1x-building-cloud-apps-with-microsoft-azure-part-1,edX,Computer Science,Computer Science
https://www.class-central.com/mooc/336/coursera-networked-life,Coursera,Sociology,Social Sciences
https://www.class-central.com/mooc/3375/coursera-launching-new-ventures,Coursera,Entrepreneurship,Business
https://www.class-central.com/mooc/339/coursera-algorithms-part-i,Coursera,Algorithms,Computer Science
https://www.class-central.com/mooc/340/coursera-algorithms-part-ii,Coursera,Algorithms,Computer Science
https://www.class-central.com/mooc/343/coursera-gamification,Coursera,Design and Product,Computer Science
https://www.class-central.com/mooc/3448/coursera-women-in-leadership-inspiring-positive-change,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/345/coursera-introduction-to-finance,Coursera,Finance,Business
https://www.class-central.com/mooc/346/coursera-basic-behavioral-neurology,Coursera,Biology,Life Sciences
https://www.class-central.com/mooc/3472/coursera-introduction-to-genomic-technologies,Coursera,Data Analysis,Data Science
https://www.class-central.com/mooc/3477/coursera-magic-in-the-middle-ages,Coursera,History,Arts and Humanities
https://www.class-central.com/mooc/351/coursera-a-history-of-the-world-since-1300,Coursera,History,Arts and Humanities
https://www.class-central.com/mooc/352/coursera-fantasy-and-science-fiction-the-human-mind-our-modern-world,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,Coursera,Philosophy,Arts and Humanities
https://www.class-central.com/mooc/3536/edx-dev202-2x-building-cloud-apps-with-microsoft-azure-part-2,edX,Computer Science,Computer Science
https://www.class-central.com/mooc/356/coursera-modern-contemporary-american-poetry-modpo,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/370/coursera-introduction-to-mathematical-thinking,Coursera,Math and Logic,Math and Logic
https://www.class-central.com/mooc/371/coursera-design-creation-of-artifacts-in-society,Coursera,Entrepreneurship,Business
https://www.class-central.com/mooc/372/coursera-introduction-to-operations-management,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/375/coursera-computer-science-101,Coursera,Computer Science,Computer Science
https://www.class-central.com/mooc/380/coursera-introductory-human-physiology,Coursera,Biology,Life Sciences
https://www.class-central.com/mooc/381/coursera-introduction-to-genetics-and-evolution,Coursera,Biology,Life Sciences
https://www.class-central.com/mooc/382/coursera-introduction-to-astronomy,Coursera,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/383/coursera-think-again-how-to-reason-and-argue,Coursera,Personal Development,Personal Development
https://www.class-central.com/mooc/389/coursera-clinical-problem-solving,Coursera,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/391/coursera-nutrition-for-health-promotion-and-disease-prevention,Coursera,Nutrition,Life Sciences
https://www.class-central.com/mooc/396/coursera-an-introduction-to-the-u-s-food-system-perspectives-from-public-health,Coursera,Nutrition,Life Sciences
https://www.class-central.com/mooc/398/coursera-neural-networks-for-machine-learning,Coursera,Machine Learning,Data Science
https://www.class-central.com/mooc/401/coursera-galaxies-and-cosmology,Coursera,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/404/coursera-control-of-mobile-robots,Coursera,Mobile and Web Development,Computer Science
https://www.class-central.com/mooc/407/coursera-computational-photography,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/413/coursera-nanotechnology-the-basics,Coursera,Nanotechnology,Physical Science and Engineering
https://www.class-central.com/mooc/415/coursera-astrobiology-and-the-search-for-extraterrestrial-life,Coursera,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/418/coursera-introduction-to-philosophy,Coursera,Philosophy,Arts and Humanities
https://www.class-central.com/mooc/419/coursera-equine-nutrition,Coursera,Nutrition,Life Sciences
https://www.class-central.com/mooc/420/coursera-critical-thinking-in-global-challenges,Coursera,Psychology,Social Sciences
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,Coursera,Psychology,Social Sciences
https://www.class-central.com/mooc/426/coursera-algorithms-design-and-analysis-part-2,Coursera,Algorithms,Computer Science
https://www.class-central.com/mooc/427/coursera-heterogeneous-parallel-programming,Coursera,Software Development,Computer Science
https://www.class-central.com/mooc/429/coursera-creative-serious-and-playful-science-of-android-apps,Coursera,Software Development,Computer Science
https://www.class-central.com/mooc/431/coursera-how-things-work-an-introduction-to-physics,Coursera,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/433/coursera-grow-to-greatness-smart-growth-for-private-businesses-part-i,Coursera,Business Strategy,Business
https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability,Coursera,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/435/coursera-planet-earth-and-you,Coursera,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/436/coursera-microeconomics-principles,Coursera,Economics,Social Sciences
https://www.class-central.com/mooc/443/edx-agile-development-using-ruby-on-rails-basics,edX,Computer Science,Computer Science
https://www.class-central.com/mooc/444/edx-6-002x-circuits-and-electronics,edX,Electronics,Physical Science and Engineering
https://www.class-central.com/mooc/445/edx-cs188-1x-artificial-intelligence,edX,Computer Science,Computer Science
https://www.class-central.com/mooc/451/coursera-introduction-to-data-science,Coursera,Data Analysis,Data Science
https://www.class-central.com/mooc/452/coursera-programming-languages-part-a,Coursera,Software Development,Computer Science
https://www.class-central.com/mooc/459/coursera-organizational-analysis,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/463/coursera-grow-to-greatness-smart-growth-for-private-businesses-part-ii,Coursera,Business Strategy,Business
https://www.class-central.com/mooc/484/coursera-fundamentals-of-personal-financial-planning,Coursera,Finance,Business
https://www.class-central.com/mooc/486/coursera-epigenetic-control-of-gene-expression,Coursera,Biology,Life Sciences
https://www.class-central.com/mooc/487/coursera-discrete-optimization,Coursera,Algorithms,Computer Science
https://www.class-central.com/mooc/491/coursera-network-analysis-in-systems-biology,Coursera,Bioinformatics,Life Sciences
https://www.class-central.com/mooc/495/coursera-climate-change,Coursera,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/497/coursera-exercise-physiology-understanding-the-athlete-within,Coursera,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/502/coursera-the-ancient-greeks,Coursera,History,Arts and Humanities
https://www.class-central.com/mooc/505/coursera-coding-the-matrix-linear-algebra-through-computer-science-applications,Coursera,Computer Science,Computer Science
https://www.class-central.com/mooc/506/coursera-introduction-to-digital-sound-design,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/508/coursera-aids,Coursera,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/513/coursera-archaeology-s-dirty-little-secrets,Coursera,History,Arts and Humanities
https://www.class-central.com/mooc/522/coursera-introduction-to-guitar,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/523/coursera-songwriting-writing-the-lyrics,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/525/coursera-introduction-to-music-production,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/531/coursera-malicious-software-and-its-underground-economy-two-sides-to-every-story,Coursera,Software Development,Computer Science
https://www.class-central.com/mooc/543/coursera-english-common-law-structure-and-principles,Coursera,Law,Social Sciences
https://www.class-central.com/mooc/544/coursera-online-games-literature-new-media-and-narrative,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/555/coursera-social-psychology,Coursera,Psychology,Social Sciences
https://www.class-central.com/mooc/556/coursera-surviving-disruptive-technologies-on-demand,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/563/coursera-calculus-one,Coursera,Math and Logic,Math and Logic
https://www.class-central.com/mooc/564/coursera-introduction-to-engineering-mechanics,Coursera,Mechanical Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,Coursera,History,Arts and Humanities
https://www.class-central.com/mooc/591/coursera-technicity,Coursera,Governance and Society,Social Sciences
https://www.class-central.com/mooc/596/coursera-mathematical-biostatistics-boot-camp-1,Coursera,Math and Logic,Math and Logic
https://www.class-central.com/mooc/597/coursera-genes-and-the-human-condition-from-behavior-to-biotechnology,Coursera,Biology,Life Sciences
https://www.class-central.com/mooc/610/edx-justice,edX,Philosophy & Ethics,Arts and Humanities
https://www.class-central.com/mooc/616/coursera-cryptography-i,Coursera,Computer Security and Networks,Computer Science
https://www.class-central.com/mooc/617/coursera-english-composition-i,Coursera,History,Arts and Humanities
https://www.class-central.com/mooc/625/coursera-introduction-to-corporate-finance,Coursera,Finance,Business
https://www.class-central.com/mooc/636/coursera-games-without-chance-combinatorial-game-theory,Coursera,Math and Logic,Math and Logic
https://www.class-central.com/mooc/637/edx-introduction-to-biology-the-secret-of-life,edX,Biology & Life Sciences,Life Sciences
https://www.class-central.com/mooc/648/coursera-new-models-of-business-in-society,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/655/coursera-social-epidemiology,Coursera,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/663/coursera-constitutional-struggles-in-the-muslim-world,Coursera,Law,Social Sciences
https://www.class-central.com/mooc/664/coursera-diabetes-a-global-challenge,Coursera,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/674/coursera-international-organizations-management,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/678/coursera-epidemics-the-dynamics-of-infectious-diseases,Coursera,Clinical Science,Life Sciences
https://www.class-central.com/mooc/690/coursera-history-of-rock-part-one,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/699/coursera-law-and-the-entrepreneur,Coursera,Law,Business
https://www.class-central.com/mooc/703/coursera-soul-beliefs-causes-and-consequences-unit-1-historical-foundations,Coursera,Governance and Society,Social Sciences
https://www.class-central.com/mooc/706/coursera-competitive-strategy,Coursera,Business Strategy,Business
https://www.class-central.com/mooc/710/coursera-inspiring-leadership-through-emotional-intelligence,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/713/coursera-early-renaissance-architecture-in-italy-from-alberti-to-bramante,Coursera,History,Arts and Humanities
https://www.class-central.com/mooc/714/coursera-critical-perspectives-on-management,Coursera,Leadership and Management,Business
https://www.class-central.com/mooc/715/coursera-understanding-media-by-understanding-google,Coursera,Business Strategy,Business
https://www.class-central.com/mooc/720/coursera-linear-and-integer-programming,Coursera,Computer Science,Computer Science
https://www.class-central.com/mooc/722/coursera-from-the-big-bang-to-dark-energy,Coursera,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/723/coursera-the-diversity-of-exoplanets,Coursera,Physics and Astronomy,Physical Science and Engineering
https://www.class-central.com/mooc/724/coursera-fundamentals-of-digital-image-and-video-processing,Coursera,Electrical Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/727/coursera-content-strategy-for-professionals-engaging-audiences,Coursera,Marketing,Business
https://www.class-central.com/mooc/730/coursera-exploring-beethoven-s-piano-sonatas,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/733/coursera-epidemiology-the-basic-science-of-public-health,Coursera,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis,Coursera,Economics,Social Sciences
https://www.class-central.com/mooc/745/coursera-biology-meets-programming-bioinformatics-for-beginners,Coursera,Bioinformatics,Life Sciences
https://www.class-central.com/mooc/766/coursera-crafting-an-effective-writer-tools-of-the-trade-fundamental-english-writing,Coursera,Learning English,Language Learning
https://www.class-central.com/mooc/769/coursera-introduction-to-financial-accounting,Coursera,Business Essentials,Business
https://www.class-central.com/mooc/810/edx-ideas-of-the-twentieth-century,edX,Art & Culture,Arts and Humanities
https://www.class-central.com/mooc/816/coursera-child-nutrition-and-cooking,Coursera,Nutrition,Life Sciences
https://www.class-central.com/mooc/824/coursera-computer-networks,Coursera,Computer Security and Networks,Computer Science
https://www.class-central.com/mooc/835/coursera-machine-learning,Coursera,Machine Learning,Data Science
https://www.class-central.com/mooc/837/coursera-health-for-all-through-primary-health-care,Coursera,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/840/coursera-developing-innovative-ideas-for-new-companies-the-first-step-in-entrepreneurship,Coursera,Entrepreneurship,Business
https://www.class-central.com/mooc/843/coursera-pre-calculus-trigonometry,Coursera,Math and Logic,Math and Logic
https://www.class-central.com/mooc/845/coursera-introduction-to-systematic-program-design-part-1,Coursera,Software Development,Computer Science
https://www.class-central.com/mooc/853/coursera-el-abc-del-emprendimiento-esbelto,Coursera,Entrepreneurship,Business
https://www.class-central.com/mooc/866/coursera-teaching-character-and-creating-positive-classrooms,Coursera,Education,Social Sciences
https://www.class-central.com/mooc/883/coursera-foundations-of-teaching-for-learning-6-introduction-to-student-assessment,Coursera,Education,Social Sciences
https://www.class-central.com/mooc/888/coursera-case-based-introduction-to-biostatistics,Coursera,Bioinformatics,Life Sciences
https://www.class-central.com/mooc/889/coursera-introduction-to-public-speaking,Coursera,Personal Development,Personal Development
https://www.class-central.com/mooc/907/edx-solar-energy,edX,Electronics,Physical Science and Engineering
https://www.class-central.com/mooc/911/coursera-moralities-of-everyday-life,Coursera,Psychology,Social Sciences
https://www.class-central.com/mooc/912/coursera-financial-markets,Coursera,Finance,Business
https://www.class-central.com/mooc/913/coursera-constitutional-law,Coursera,Law,Social Sciences
https://www.class-central.com/mooc/920/coursera-globalization-and-you,Coursera,Economics,Social Sciences
https://www.class-central.com/mooc/922/coursera-analytic-combinatorics,Coursera,Math and Logic,Math and Logic
https://www.class-central.com/mooc/943/edx-hds1544-1x-early-christianity-the-letters-of-paul,edX,History,Arts and Humanities
https://www.class-central.com/mooc/945/edx-genomic-medicine-gets-personal,edX,Biology & Life Sciences,Life Sciences
https://www.class-central.com/mooc/1009/edx-behavioral-economics-in-action,edX,Economics,Social Sciences
https://www.class-central.com/mooc/1032/coursera-21st-century-american-foreign-policy,Coursera,Governance and Society,Social Sciences
https://www.class-central.com/mooc/1033/coursera-mathematical-biostatistics-boot-camp-2,Coursera,Bioinformatics,Life Sciences
https://www.class-central.com/mooc/1034/coursera-major-depression-in-the-population-a-public-health-approach,Coursera,Medicine & Healthcare,Life Sciences
https://www.class-central.com/mooc/1036/coursera-statistical-reasoning-for-public-health-1-estimation-inference-interpretation,Coursera,Probability and Statistics,Data Science
https://www.class-central.com/mooc/1037/coursera-design-and-interpretation-of-clinical-trials,Coursera,Clinical Science,Life Sciences
https://www.class-central.com/mooc/1047/coursera-designing-cities,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/1135/coursera-the-music-of-the-beatles,Coursera,Music and Art,Arts and Humanities
https://www.class-central.com/mooc/1148/coursera-applications-in-engineering-mechanics,Coursera,Mechanical Engineering,Physical Science and Engineering
https://www.class-central.com/mooc/1149/coursera-useful-genetics-part-2,Coursera,Biology,Life Sciences
https://www.class-central.com/mooc/1151/coursera-global-warming-i-the-science-and-modeling-of-climate-change,Coursera,Environmental Science and Sustainability,Physical Science and Engineering
https://www.class-central.com/mooc/1173/coursera-plagues-witches-and-war-the-worlds-of-historical-fiction,Coursera,History,Arts and Humanities
https://www.class-central.com/mooc/1179/coursera-informatik-fur-okonomen,Coursera,Computer Science,Computer Science
https://www.class-central.com/mooc/1189/coursera-fundamentals-of-electrical-engineering-laboratory,Coursera,Electrical Engineering,Physical Science and Engineering
