course_id,url,platform,provider,subject,area,time-1,time-2,time-3,time-4,performance-1,performance-2,performance-3,performance-4,betweenness-1,betweenness-2,betweenness-3,betweenness-4,closeness-1,closeness-2,closeness-3,closeness-4,eigen-1,eigen-2,eigen-3,eigen-4
CourseTalk-1,36498,CourseTalk,edX,Engineering,Physical Science and Engineering,FALSE,TRUE,FALSE,TRUE,0.0,0.0,5.0,5.0,NA,NA,606.8333333,160,NA,NA,1.52E-05,1.87E-05,NA,NA,0,2.39E-17
CourseTalk-2,51341,CourseTalk,edX,Music,Arts and Humanities,FALSE,FALSE,TRUE,FALSE,0.0,0.0,4.999999998,0.0,NA,NA,7312.833333,NA,NA,NA,1.52E-05,NA,NA,NA,5.25E-17,NA
CourseTalk-3,75447,CourseTalk,edX,History,Arts and Humanities,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-4,14133,CourseTalk,edX,Business & Management,Business,TRUE,TRUE,TRUE,FALSE,0.0,0.0,5.000000001,4.714285716,NA,NA,3235.166667,810,NA,NA,1.51E-05,1.89E-05,NA,NA,0,0.000154869
CourseTalk-5,69848,CourseTalk,edX,Computer Science,Computer Science,TRUE,TRUE,TRUE,TRUE,0.0,0.0,5.0,4.666666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-6,80166,CourseTalk,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,TRUE,TRUE,0.0,0.0,5.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-7,45518,CourseTalk,edX,Computer Science,Computer Science,FALSE,FALSE,TRUE,FALSE,0.0,0.0,3.999999996,4.4375,NA,NA,0,NA,NA,NA,1.52E-05,NA,NA,NA,0,NA
CourseTalk-8,36480,CourseTalk,edX,Biology & Life Sciences,Life Sciences,FALSE,TRUE,TRUE,FALSE,0.0,3.625,4.8,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-9,45342,CourseTalk,edX,Philosophy & Ethics,Arts and Humanities,FALSE,TRUE,TRUE,FALSE,0.0,0.0,4.888888893,0.0,NA,NA,0,NA,NA,NA,4.93E-06,NA,NA,NA,0,NA
CourseTalk-10,27188,CourseTalk,edX,Biology & Life Sciences,Life Sciences,FALSE,TRUE,TRUE,FALSE,0.0,0.0,5.0,0.0,NA,NA,4553,NA,NA,NA,1.49E-05,NA,NA,NA,1.08E-17,NA
CourseTalk-11,66271,CourseTalk,edX,Social Sciences,Social Sciences,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-12,14421,CourseTalk,edX,History,Arts and Humanities,TRUE,FALSE,TRUE,FALSE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,1.16E-05,NA,NA,NA,4.26E-17
CourseTalk-13,80170,CourseTalk,edX,Economics & Finance,Business,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.44444444,4.083333336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-14,86960,CourseTalk,edX,Communication,Business,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-15,82884,CourseTalk,edX,Economics & Finance,Business,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.8,4.75,NA,NA,NA,0,NA,NA,NA,1.16E-05,NA,NA,NA,4.92E-17
CourseTalk-16,45517,CourseTalk,edX,Food & Nutrition,Life Sciences,NA,NA,NA,NA,0.0,0.0,4.772727278,0.0,NA,NA,0,NA,NA,NA,4.93E-06,NA,NA,NA,0,NA
CourseTalk-17,41391,CourseTalk,edX,Art & Culture,Arts and Humanities,FALSE,TRUE,TRUE,FALSE,0.0,5.0,4.999999998,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-18,86958,CourseTalk,edX,History,Arts and Humanities,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-19,16427,CourseTalk,edX,Science,Physical Science and Engineering,TRUE,TRUE,TRUE,FALSE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-20,80336,CourseTalk,edX,Education & Teacher Training,Social Sciences,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-21,78566,CourseTalk,edX,Law,Social Sciences,FALSE,TRUE,TRUE,TRUE,0.0,4.538461538,4.825,4.615384618,NA,360,0,0,NA,4.44E-05,4.93E-06,1.16E-05,NA,1.38E-13,0,4.92E-17
CourseTalk-22,34575,CourseTalk,edX,Education & Teacher Training,Social Sciences,NA,NA,NA,NA,0.0,4.88333334,4.095238098,4.3,NA,0,0,0,NA,1.36E-05,4.93E-06,1.16E-05,NA,1.06E-17,0,3.58E-17
CourseTalk-23,69880,CourseTalk,edX,Social Sciences,Social Sciences,TRUE,TRUE,TRUE,TRUE,0.0,4.574468076,4.363636365,4.869565221,NA,3183.6838,6365.583333,4,NA,4.81E-05,1.55E-05,1.18E-05,NA,1.37E-05,0,2.67E-17
CourseTalk-24,83221,CourseTalk,edX,Business & Management,Business,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,4.714285716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-25,80768,CourseTalk,edX,Business & Management,Business,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.4491525350000005,3.8,NA,NA,251,0,NA,NA,1.54E-05,1.88E-05,NA,NA,0,0.001402015
CourseTalk-26,34831,CourseTalk,edX,Health & Safety,Life Sciences,TRUE,TRUE,FALSE,FALSE,5.000000001,5.0,0.0,0.0,1,0,NA,NA,0.000109818,1.36E-05,NA,NA,0,1.06E-17,NA,NA
CourseTalk-27,70223,CourseTalk,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,TRUE,TRUE,0.0,0.0,5.0,0.0,NA,NA,1974,NA,NA,NA,1.52E-05,NA,NA,NA,0,NA
CourseTalk-28,84080,CourseTalk,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-29,42214,CourseTalk,edX,Humanities,Language Learning,FALSE,FALSE,TRUE,FALSE,0.0,0.0,2.5,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-30,86956,CourseTalk,edX,Social Sciences,Social Sciences,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,4.38888888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-31,69215,CourseTalk,edX,Computer Science,Computer Science,FALSE,TRUE,TRUE,TRUE,0.0,4.333333332,4.5,4.857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-32,67561,CourseTalk,edX,Business & Management,Business,FALSE,FALSE,TRUE,TRUE,0.0,0.0,2.25,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-33,70676,CourseTalk,edX,Engineering,Physical Science and Engineering,FALSE,TRUE,TRUE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-34,46956,CourseTalk,edX,Language,Language Learning,FALSE,FALSE,TRUE,TRUE,0.0,0.0,5.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-35,68048,CourseTalk,edX,Biology & Life Sciences,Life Sciences,FALSE,FALSE,TRUE,TRUE,0.0,0.0,3.625,5.0,NA,NA,NA,0,NA,NA,NA,1.16E-05,NA,NA,NA,4.92E-17
CourseTalk-36,78581,CourseTalk,edX,Social Sciences,Social Sciences,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-37,80613,CourseTalk,edX,Business & Management,Business,NA,NA,NA,NA,0.0,0.0,2.333333334,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-38,20343,CourseTalk,edX,Ethics,Arts and Humanities,TRUE,TRUE,TRUE,FALSE,0.0,0.0,5.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-39,75538,CourseTalk,edX,Science,Physical Science and Engineering,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-40,81645,CourseTalk,edX,Economics & Finance,Business,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-41,69232,CourseTalk,edX,Biology & Life Sciences,Life Sciences,FALSE,FALSE,TRUE,TRUE,0.0,0.0,5.000000003999999,4.999999998,NA,NA,0,0,NA,NA,4.93E-06,1.17E-05,NA,NA,0,3.79E-17
CourseTalk-42,70679,CourseTalk,edX,Computer Science,Computer Science,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-43,67563,CourseTalk,edX,Business & Management,Business,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-44,40031,CourseTalk,edX,Philosophy & Ethics,Arts and Humanities,NA,NA,NA,NA,0.0,2.0,0.833333334,0.0,NA,NA,0,NA,NA,NA,4.93E-06,NA,NA,NA,0,NA
CourseTalk-45,65188,CourseTalk,edX,Computer Science,Computer Science,FALSE,FALSE,FALSE,TRUE,0.0,0.0,3.5,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-46,83422,CourseTalk,edX,Communication,Business,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-47,45244,CourseTalk,edX,History,Arts and Humanities,FALSE,TRUE,TRUE,TRUE,0.0,0.0,2.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-48,83112,CourseTalk,edX,Law,Social Sciences,FALSE,TRUE,TRUE,TRUE,0.0,4.40625,4.680327846,4.977272718,NA,2577.001554,0,0,NA,4.80E-05,4.93E-06,1.16E-05,NA,5.53E-06,0,4.92E-17
CourseTalk-49,69534,CourseTalk,edX,Computer Science,Computer Science,NA,NA,NA,NA,0.0,0.0,0.0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-50,45478,CourseTalk,edX,Business & Management,Business,TRUE,TRUE,TRUE,FALSE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-51,69241,CourseTalk,edX,Computer Science,Computer Science,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-52,47679,CourseTalk,edX,Art & Culture,Arts and Humanities,FALSE,FALSE,TRUE,TRUE,0.0,0.0,2.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-53,75458,CourseTalk,edX,Biology & Life Sciences,Life Sciences,FALSE,FALSE,FALSE,FALSE,0.0,0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-54,69858,CourseTalk,edX,Data Analysis & Statistics,Data Science,FALSE,FALSE,TRUE,TRUE,0.0,0.0,3.794117647,4.659044275,NA,NA,0,142,NA,NA,4.93E-06,1.88E-05,NA,NA,0,0.24001009
CourseTalk-55,69538,CourseTalk,edX,Business & Management,Business,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.462962975,4.6000000000000005,NA,NA,0,NA,NA,NA,4.93E-06,NA,NA,NA,0,NA
CourseTalk-56,41555,CourseTalk,edX,Humanities,Language Learning,FALSE,FALSE,TRUE,FALSE,0.0,0.0,2.25,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-57,67525,CourseTalk,edX,Design,Social Sciences,NA,NA,NA,NA,0.0,0.0,2.5,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-58,69937,CourseTalk,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.2,4.75,NA,NA,0,0,NA,NA,4.93E-06,1.16E-05,NA,NA,0,4.92E-17
CourseTalk-59,83975,CourseTalk,edX,Art & Culture,Arts and Humanities,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-60,14131,CourseTalk,edX,Math,Math and Logic,TRUE,FALSE,FALSE,FALSE,0.0,0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-61,65195,CourseTalk,edX,Humanities,Language Learning,FALSE,FALSE,TRUE,FALSE,0.0,0.0,1.0,0.0,NA,NA,3198.166667,NA,NA,NA,1.51E-05,NA,NA,NA,1.60E-17,NA
CourseTalk-62,83201,CourseTalk,edX,Computer Science,Computer Science,NA,NA,NA,NA,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-63,70217,CourseTalk,edX,Computer Science,Computer Science,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-64,48836,CourseTalk,edX,Economics & Finance,Business,FALSE,FALSE,TRUE,FALSE,0.0,0.0,3.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-65,82609,CourseTalk,edX,Biology & Life Sciences,Life Sciences,NA,NA,NA,NA,0.0,0.0,0.0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-66,69545,CourseTalk,edX,Environmental Studies,Physical Science and Engineering,FALSE,TRUE,TRUE,TRUE,0.0,0.0,5.000000001,1.0,NA,NA,0,693,NA,NA,4.93E-06,1.89E-05,NA,NA,0,1.92E-05
CourseTalk-67,36368,CourseTalk,edX,Environmental Studies,Physical Science and Engineering,FALSE,TRUE,TRUE,FALSE,0.0,2.5,0.0,0.0,NA,0,NA,NA,NA,4.75E-05,NA,NA,NA,0.021290869,NA,NA
CourseTalk-68,69246,CourseTalk,edX,Economics & Finance,Business,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,3.7,NA,NA,NA,12,NA,NA,NA,1.88E-05,NA,NA,NA,2.67E-17
CourseTalk-69,46982,CourseTalk,edX,Math,Math and Logic,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-70,49805,CourseTalk,edX,Health & Safety,Life Sciences,FALSE,FALSE,TRUE,FALSE,0.0,0.0,5.0,0.0,NA,NA,4631,NA,NA,NA,1.50E-05,NA,NA,NA,2.90E-17,NA
CourseTalk-71,70232,CourseTalk,edX,Data Analysis & Statistics,Data Science,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.730769225,4.4375,NA,NA,0,0,NA,NA,4.93E-06,1.88E-05,NA,NA,0,4.92E-17
CourseTalk-72,83207,CourseTalk,edX,Computer Science,Computer Science,NA,NA,NA,NA,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-73,75388,CourseTalk,edX,Biology & Life Sciences,Life Sciences,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.5,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-74,36266,CourseTalk,edX,Engineering,Physical Science and Engineering,TRUE,TRUE,TRUE,TRUE,4.75,4.916666664,5.0,4.857142857,0,0,NA,539,0.000118455,1.36E-05,NA,1.88E-05,0.131438893,1.06E-17,NA,0.012692273
CourseTalk-75,24898,CourseTalk,edX,History,Arts and Humanities,FALSE,TRUE,TRUE,FALSE,0.0,0.0,0.0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-76,83013,CourseTalk,edX,Computer Science,Computer Science,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-77,83019,CourseTalk,edX,Communication,Business,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,4.000000004,NA,NA,NA,0,NA,NA,NA,1.16E-05,NA,NA,NA,4.92E-17
CourseTalk-78,69881,CourseTalk,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,FALSE,TRUE,0.0,0.0,5.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-79,83121,CourseTalk,edX,Business & Management,Business,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-80,27202,CourseTalk,edX,Math,Math and Logic,FALSE,TRUE,TRUE,TRUE,0.0,4.0,5.0,0.0,NA,NA,0,NA,NA,NA,4.93E-06,NA,NA,NA,0,NA
CourseTalk-81,78627,CourseTalk,edX,Business & Management,Business,FALSE,FALSE,FALSE,TRUE,0.0,0.0,4.75,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-82,82882,CourseTalk,edX,Data Analysis & Statistics,Data Science,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,4.333333329,NA,NA,NA,0,NA,NA,NA,1.16E-05,NA,NA,NA,4.92E-17
CourseTalk-83,34601,CourseTalk,edX,Energy & Earth Sciences,Physical Science and Engineering,TRUE,FALSE,FALSE,FALSE,4.5,5.0,0.0,0.0,0,0,NA,NA,0.000114051,1.36E-05,NA,NA,0.002532147,1.06E-17,NA,NA
CourseTalk-84,65203,CourseTalk,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-85,81490,CourseTalk,edX,Health & Safety,Life Sciences,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-86,83120,CourseTalk,edX,Humanities,Language Learning,FALSE,TRUE,TRUE,TRUE,0.0,4.666666668,3.8269231,4.357142853,NA,0,0,0,NA,4.68E-05,4.93E-06,1.16E-05,NA,7.21E-05,0,4.92E-17
CourseTalk-87,78604,CourseTalk,edX,Social Sciences,Social Sciences,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-88,80769,CourseTalk,edX,Computer Science,Computer Science,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-89,78580,CourseTalk,edX,Business & Management,Business,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-90,28699,CourseTalk,edX,Biology & Life Sciences,Life Sciences,FALSE,TRUE,TRUE,FALSE,0.0,4.0,5.0,0.0,NA,0,NA,NA,NA,1.36E-05,NA,NA,NA,1.06E-17,NA,NA
CourseTalk-91,78570,CourseTalk,edX,Social Sciences,Social Sciences,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-92,89904,CourseTalk,edX,Economics & Finance,Business,NA,NA,NA,NA,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-93,69277,CourseTalk,edX,Data Analysis & Statistics,Data Science,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.75,4.115384624,NA,NA,NA,0,NA,NA,NA,1.87E-05,NA,NA,NA,0.925289446
CourseTalk-94,16432,CourseTalk,edX,Biology & Life Sciences,Life Sciences,FALSE,TRUE,TRUE,FALSE,0.0,0.0,4.5,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-95,34707,CourseTalk,edX,Chemistry,Physical Science and Engineering,NA,NA,NA,NA,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-96,29194,CourseTalk,edX,Communication,Business,FALSE,TRUE,TRUE,FALSE,0.0,0.0,4.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-97,78606,CourseTalk,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.454545458,4.6000000000000005,NA,NA,0,0,NA,NA,4.93E-06,1.16E-05,NA,NA,0,4.92E-17
CourseTalk-98,83209,CourseTalk,edX,Social Sciences,Social Sciences,FALSE,FALSE,TRUE,TRUE,0.0,0.0,3.0,5.000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-99,14103,CourseTalk,edX,Engineering,Physical Science and Engineering,TRUE,TRUE,FALSE,FALSE,0.0,0.0,5.0,0.0,NA,NA,2027.916667,NA,NA,NA,1.53E-05,NA,NA,NA,0,NA
CourseTalk-100,81718,CourseTalk,edX,Computer Science,Computer Science,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,3.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-101,46988,CourseTalk,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,TRUE,FALSE,0.0,0.0,3.8333333339999998,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-102,71656,CourseTalk,edX,Business & Management,Business,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,3.500000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-103,41388,CourseTalk,edX,Engineering,Physical Science and Engineering,TRUE,TRUE,FALSE,FALSE,0.0,4.5,0.0,0.0,NA,762.9878066,NA,NA,NA,4.80E-05,NA,NA,NA,8.77E-06,NA,NA
CourseTalk-104,32030,CourseTalk,edX,Electronics,Physical Science and Engineering,TRUE,TRUE,TRUE,FALSE,0.0,0.0,5.0,0.0,NA,NA,773.75,NA,NA,NA,1.53E-05,NA,NA,NA,0,NA
CourseTalk-105,48812,CourseTalk,edX,Social Sciences,Social Sciences,FALSE,FALSE,TRUE,TRUE,0.0,0.0,4.6000000000000005,0.0,NA,NA,4485,NA,NA,NA,1.50E-05,NA,NA,NA,1.49E-17,NA
CourseTalk-106,49846,CourseTalk,edX,Literature,Arts and Humanities,FALSE,FALSE,TRUE,FALSE,0.0,0.0,0.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-107,49998,CourseTalk,edX,History,Arts and Humanities,NA,NA,NA,NA,0.0,0.0,4.071428571,0.0,NA,NA,5696.25,NA,NA,NA,1.53E-05,NA,NA,NA,0,NA
CourseTalk-108,68042,CourseTalk,edX,Music,Arts and Humanities,FALSE,FALSE,TRUE,FALSE,0.0,0.0,4.666666668,5.0,NA,NA,NA,36,NA,NA,NA,1.86E-05,NA,NA,NA,6.45E-17
CourseTalk-109,69269,CourseTalk,edX,Biology & Life Sciences,Life Sciences,FALSE,TRUE,TRUE,FALSE,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-110,25641,CourseTalk,edX,Environmental Studies,Physical Science and Engineering,FALSE,TRUE,FALSE,FALSE,0.0,0.0,5.0,0.0,NA,NA,0,NA,NA,NA,4.93E-06,NA,NA,NA,0,NA
CourseTalk-111,45329,CourseTalk,edX,Education & Teacher Training,Social Sciences,NA,NA,NA,NA,0.0,3.0,5.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-112,69964,CourseTalk,edX,Computer Science,Computer Science,FALSE,TRUE,TRUE,TRUE,0.0,5.0,4.333333332,0.0,NA,NA,4592,NA,NA,NA,1.50E-05,NA,NA,NA,0,NA
CourseTalk-113,71509,CourseTalk,edX,Physics,Physical Science and Engineering,NA,NA,NA,NA,0.0,0.0,0.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-114,45457,CourseTalk,edX,Education & Teacher Training,Social Sciences,FALSE,FALSE,TRUE,TRUE,0.0,4.0,4.0,4.0,NA,0,NA,NA,NA,1.36E-05,NA,NA,NA,1.06E-17,NA,NA
CourseTalk-115,26688,CourseTalk,edX,Math,Math and Logic,NA,NA,NA,NA,0.0,0.0,5.0,4.5,NA,NA,0,NA,NA,NA,4.93E-06,NA,NA,NA,0,NA
CourseTalk-116,68053,CourseTalk,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,TRUE,TRUE,0.0,0.0,5.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-117,29733,CourseTalk,edX,Electronics,Physical Science and Engineering,FALSE,TRUE,FALSE,FALSE,0.0,0.0,0.0,5.0,NA,NA,NA,0,NA,NA,NA,1.16E-05,NA,NA,NA,4.92E-17
CourseTalk-118,14383,CourseTalk,edX,Physics,Physical Science and Engineering,FALSE,TRUE,FALSE,FALSE,0.0,0.0,5.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-119,66272,CourseTalk,edX,Economics & Finance,Business,FALSE,FALSE,TRUE,TRUE,0.0,0.0,5.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-120,89757,CourseTalk,edX,Engineering,Physical Science and Engineering,FALSE,FALSE,FALSE,TRUE,0.0,0.0,0.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-121,45210,CourseTalk,edX,Computer Science,Computer Science,FALSE,TRUE,TRUE,FALSE,0.0,0.0,4.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-122,45171,CourseTalk,edX,Computer Science,Computer Science,NA,NA,NA,NA,0.0,4.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-123,71385,CourseTalk,edX,Business & Management,Business,NA,NA,NA,NA,0.0,0.0,0.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-124,45241,CourseTalk,edX,Art & Culture,Arts and Humanities,FALSE,TRUE,TRUE,FALSE,0.0,0.0,4.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CourseTalk-125,48075,CourseTalk,edX,Computer Science,Computer Science,FALSE,FALSE,TRUE,TRUE,0.0,0.0,5.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
