url,index,course_id,review_platform,title,provider,subject,area,school,published_time,effort_hours (per_week),level,price,enrollment_type,course_length
36498,1,CourseTalk-1,CourseTalk,Introduction to Aerospace Engineering: Astronautics and Human Spaceflight,edX,Engineering,Physical Science and Engineering,Massachusetts Institute of Technology,2,3,Introductory,49,FREE audit/Pay for certificate,8
51341,2,CourseTalk-2,CourseTalk,First Nights: Beethoven¡¯s 9th Symphony and the 19th Century Orchestra,edX,Music,Arts and Humanities,Harvard University,3,2.5,Introductory,29,FREE audit/Pay for certificate,3
75447,3,CourseTalk-3,CourseTalk,PredictionX: John Snow and the Cholera Epidemic of 1854,edX,History,Arts and Humanities,Harvard University,4,4,Introductory,25,FREE audit/Pay for certificate,1
14133,4,CourseTalk-4,CourseTalk,Behavioral Economics in Action,edX,Business & Management,Business,University of Toronto,1,4.5,Introductory,49,FREE audit/Pay for certificate,6
69848,5,CourseTalk-5,CourseTalk,Autonomous Mobile Robots,edX,Computer Science,Computer Science,ETH Zurich,1,5,Intermediate,50,FREE audit/Pay for certificate,15
80166,6,CourseTalk-6,CourseTalk,"Technological, Social, and Sustainable Systems",edX,Engineering,Physical Science and Engineering,Arizona State University,3,18,Introductory,49,FREE audit/Pay for certificate,8
45518,7,CourseTalk-7,CourseTalk,Learn to Program Using Python,edX,Computer Science,Computer Science,University of Texas Arlington,3,7,Introductory,0,FREE audit,9
36480,8,CourseTalk-8,CourseTalk,Essential Human Biology: Cells and Tissues,edX,Biology & Life Sciences,Life Sciences,University of Adelaide,2,2.5,Introductory,49,FREE audit/Pay for certificate,5
45342,9,CourseTalk-9,CourseTalk,Paradox and Infinity,edX,Philosophy & Ethics,Arts and Humanities,Massachusetts Institute of Technology,2,4.5,Introductory,300,FREE audit/Pay for certificate,10
27188,10,CourseTalk-10,CourseTalk,Introduction to Psychology,edX,Biology & Life Sciences,Life Sciences,St. Margaret¡¯s Episcopal School,2,4.5,Introductory,50,FREE audit/Pay for certificate,10
66271,11,CourseTalk-11,CourseTalk,Social Work Practice: Advocating Social Justice and Change,edX,Social Sciences,Social Sciences,University of Michigan,4,2.5,Introductory,49,FREE audit/Pay for certificate,5
14421,12,CourseTalk-12,CourseTalk,China (Part 3): Cosmopolitan Tang: Aristocratic Culture,edX,History,Arts and Humanities,Harvard University,1,2.5,Introductory,90,FREE audit/Pay for certificate,4
80170,13,CourseTalk-13,CourseTalk,Macroeconometric Forecasting,edX,Economics & Finance,Business,International Monetary Fund,3,7,Intermediate,25,FREE audit/Pay for certificate,9
86960,14,CourseTalk-14,CourseTalk,"Fake News, Facts, and Alternative Facts",edX,Communication,Business,University of Michigan,4,3.5,Introductory,25,FREE audit/Pay for certificate,1
82884,15,CourseTalk-15,CourseTalk,Foundations of Development Policy: Advanced Development Economics,edX,Economics & Finance,Business,Massachusetts Institute of Technology,3,12,Intermediate,49,FREE audit/Pay for certificate,12
45517,16,CourseTalk-16,CourseTalk,Nutrition and Health Part 2: Micronutrients and Malnutrition,edX,Food & Nutrition,Life Sciences,Wageningen University,NA,7,Intermediate,0,FREE audit,7
41391,17,CourseTalk-17,CourseTalk,Making Sense of News,edX,Art & Culture,Arts and Humanities,The University of Hong Kong,2,2.5,Introductory,50,FREE audit/Pay for certificate,5
86958,18,CourseTalk-18,CourseTalk,Democratic to Authoritarian Rule,edX,History,Arts and Humanities,University of Michigan,4,3.5,Introductory,25,FREE audit/Pay for certificate,1
16427,19,CourseTalk-19,CourseTalk,Alien Worlds: The Science of Exoplanet Discovery and Characterization,edX,Science,Physical Science and Engineering,Boston University,2,6,Introductory,25,FREE audit/Pay for certificate,9
80336,20,CourseTalk-20,CourseTalk,Design Thinking for Leading and Learning,edX,Education & Teacher Training,Social Sciences,Massachusetts Institute of Technology,4,2,Intermediate,49,FREE audit/Pay for certificate,6
78566,21,CourseTalk-21,CourseTalk,International Law,edX,Law,Social Sciences,null,2,6,Advanced,150,FREE audit/Pay for certificate,8
34575,22,CourseTalk-22,CourseTalk,DemoX,edX,Education & Teacher Training,Social Sciences,null,NA,1,Introductory,NA,NA,NA
69880,23,CourseTalk-23,CourseTalk,The Science of Happiness,edX,Social Sciences,Social Sciences,"University of California, Berkeley",2,4.5,Introductory,49,FREE audit/Pay for certificate,8
83221,24,CourseTalk-24,CourseTalk,Family Business ? Strategy Essentials,edX,Business & Management,Business,University of British Columbia,4,3.5,Introductory,99,FREE audit/Pay for certificate,6
80768,25,CourseTalk-25,CourseTalk,Digital Branding and Engagement,edX,Business & Management,Business,Curtin University,3,3.5,Intermediate,99,FREE audit/Pay for certificate,4
34831,26,CourseTalk-26,CourseTalk,United States Health Policy,edX,Health & Safety,Life Sciences,Harvard University,1,4,Introductory,250,FREE audit/Pay for certificate,13
70223,27,CourseTalk-27,CourseTalk,Introduction to Control System Design - A First Look,edX,Engineering,Physical Science and Engineering,Massachusetts Institute of Technology,3,5.5,Introductory,25,FREE audit/Pay for certificate,4
84080,28,CourseTalk-28,CourseTalk,Materials Science and Engineering,edX,Engineering,Physical Science and Engineering,National University of Science and Technology MISiS,4,3.5,Intermediate,49,FREE audit/Pay for certificate,7
42214,29,CourseTalk-29,CourseTalk,"""A Room with a View"" by Forster: BerkeleyX Book Club",edX,Humanities,Language Learning,"University of California, Berkeley",3,3,Introductory,NA,FREE audit/Pay for certificate,4
86956,30,CourseTalk-30,CourseTalk,Introduction to Social Psychology,edX,Social Sciences,Social Sciences,University of Queensland,4,1.5,Introductory,99,FREE audit/Pay for certificate,7
69215,31,CourseTalk-31,CourseTalk,The Computing Technology Inside Your Smartphone,edX,Computer Science,Computer Science,Cornell University,2,6,Introductory,49,FREE audit/Pay for certificate,10
67561,32,CourseTalk-32,CourseTalk,Marketing Analytics: Marketing Measurement Strategy,edX,Business & Management,Business,"University of California, Berkeley",3,6,Introductory,NA,FREE audit/Pay for certificate,4
70676,33,CourseTalk-33,CourseTalk,Urban Sewage Treatment,edX,Engineering,Physical Science and Engineering,Delft University of Technology,2,7,Intermediate,49,FREE audit/Pay for certificate,7
46956,34,CourseTalk-34,CourseTalk,AP¢ç Spanish Language and Culture,edX,Language,Language Learning,Boston University,3,3.5,Introductory,50,FREE audit/Pay for certificate,12
68048,35,CourseTalk-35,CourseTalk,Cell Biology: Mitochondria,edX,Biology & Life Sciences,Life Sciences,Harvard University,3,3,Introductory,49,FREE audit/Pay for certificate,14
78581,36,CourseTalk-36,CourseTalk,Human Rights Theory and Philosophy,edX,Social Sciences,Social Sciences,Curtin University,4,9,Advanced,300,FREE audit/Pay for certificate,12
80613,37,CourseTalk-37,CourseTalk,Financial Accounting,edX,Business & Management,Business,ACCA,NA,4.5,Intermediate,89,FREE audit/Pay for certificate,10
20343,38,CourseTalk-38,CourseTalk,"Responsible Innovation: Ethics, Safety and Technology",edX,Ethics,Arts and Humanities,Delft University of Technology,2,5,Intermediate,50,FREE audit/Pay for certificate,7
75538,39,CourseTalk-39,CourseTalk,A Resilient Future: Science and Technology for Disaster Risk Reduction,edX,Science,Physical Science and Engineering,?cole Polytechnique F?d?rale de Lausanne,4,3,Advanced,50,FREE audit/Pay for certificate,7
81645,40,CourseTalk-40,CourseTalk,Personal Finance,edX,Economics & Finance,Business,Purdue University,4,3.5,Introductory,49,FREE audit/Pay for certificate,5
69232,41,CourseTalk-41,CourseTalk,Molecular Biology ? Part 2: Transcription and Transposition,edX,Biology & Life Sciences,Life Sciences,Massachusetts Institute of Technology,3,6,Advanced,50,FREE audit/Pay for certificate,6
70679,42,CourseTalk-42,CourseTalk,The Beauty and Joy of Computing - AP¢ç CS Principles Part 1,edX,Computer Science,Computer Science,"University of California, Berkeley",3,5,Introductory,NA,FREE audit/Pay for certificate,14
67563,43,CourseTalk-43,CourseTalk,Marketing Analytics: Competitive Analysis and Market Segmentation,edX,Business & Management,Business,"University of California, Berkeley",4,6,Intermediate,99,FREE audit/Pay for certificate,4
40031,44,CourseTalk-44,CourseTalk,Introduction to Psychology ãý×â???,edX,Philosophy & Ethics,Arts and Humanities,Tsinghua University,NA,5,Introductory,0,FREE audit,13
65188,45,CourseTalk-45,CourseTalk,Algorithms,edX,Computer Science,Computer Science,Indian Institute of Technology Bombay,4,8,Intermediate,49,FREE audit/Pay for certificate,6
83422,46,CourseTalk-46,CourseTalk,Global Muckraking: Investigative Journalism and Global Media,edX,Communication,Business,Columbia University,4,4,Introductory,50,FREE audit/Pay for certificate,5
45244,47,CourseTalk-47,CourseTalk,Chinese History From Warring States to the Tang Dynasty | ?ö½÷×?,edX,History,Arts and Humanities,Tsinghua University,2,4,Introductory,49,FREE audit/Pay for certificate,18
83112,48,CourseTalk-48,CourseTalk,Contract Law: From Trust to Promise to Contract,edX,Law,Social Sciences,Harvard University,2,4,Intermediate,125,FREE audit/Pay for certificate,8
69534,49,CourseTalk-49,CourseTalk,Microsoft Windows Server 2012 Fundamentals: DHCP,edX,Computer Science,Computer Science,Microsoft,NA,3,Intermediate,0,FREE audit,5
45478,50,CourseTalk-50,CourseTalk,Innovating in Health Care,edX,Business & Management,Business,Harvard University,1,7,Intermediate,0,FREE audit,9
69241,51,CourseTalk-51,CourseTalk,How to Win Coding Competitions: Secrets of Champions,edX,Computer Science,Computer Science,ITMO University,4,5,Introductory,49,FREE audit/Pay for certificate,5
47679,52,CourseTalk-52,CourseTalk,Relics of Chinese History - Part 2: Astronomy and Medicine | ÙþÚªïñù¡?Ùþûùñé?£ºô¸Ùþ???,edX,Art & Culture,Arts and Humanities,Tsinghua University,3,4,Introductory,49,FREE audit/Pay for certificate,5
75458,53,CourseTalk-53,CourseTalk,Anatomy: Human Neuroanatomy,edX,Biology & Life Sciences,Life Sciences,University of Michigan,4,3.5,Introductory,49,FREE audit/Pay for certificate,8
69858,54,CourseTalk-54,CourseTalk,Introduction to Data Analysis using Excel,edX,Data Analysis & Statistics,Data Science,Microsoft,3,3,Introductory,49,FREE audit/Pay for certificate,4
69538,55,CourseTalk-55,CourseTalk,Introduction to Managerial Economics,edX,Business & Management,Business,Indian Institute of Management Bangalore,3,5.5,Intermediate,25,FREE audit/Pay for certificate,6
41555,56,CourseTalk-56,CourseTalk,"""Pride and Prejudice"" by Austen: BerkeleyX Book Club",edX,Humanities,Language Learning,"University of California, Berkeley",3,3,Introductory,NA,FREE audit/Pay for certificate,4
67525,57,CourseTalk-57,CourseTalk,Implementing Customer Insights for Your Business,edX,Design,Social Sciences,Delft University of Technology,NA,3.5,Intermediate,250,FREE audit/Pay for certificate,4
69937,58,CourseTalk-58,CourseTalk,The Business of Mining,edX,Engineering,Physical Science and Engineering,Curtin University,3,1.5,Introductory,50,FREE audit/Pay for certificate,4
83975,59,CourseTalk-59,CourseTalk,"Plato, Socrates, and the Birth of Western Philosophy | à¤Û°ôÉ?ïñãê÷®ê¹",edX,Art & Culture,Arts and Humanities,Tsinghua University,4,3.5,Introductory,49,FREE audit/Pay for certificate,16
14131,60,CourseTalk-60,CourseTalk,Introduction to Statistics: Probability,edX,Math,Math and Logic,"University of California, Berkeley",0,NA,Introductory,0,FREE audit,5
65195,61,CourseTalk-61,CourseTalk,Religious Literacy: Traditions and Scriptures,edX,Humanities,Language Learning,Harvard University,3,8,Introductory,50,FREE audit/Pay for certificate,4
83201,62,CourseTalk-62,CourseTalk,Microsoft Exchange Server 2016 - 1: Infrastructure,edX,Computer Science,Computer Science,Microsoft,NA,4,Intermediate,99,FREE audit/Pay for certificate,NA
70217,63,CourseTalk-63,CourseTalk,Managing Projects & Portfolios with Microsoft PPM,edX,Computer Science,Computer Science,Microsoft,4,3,Intermediate,49,FREE audit/Pay for certificate,6
48836,64,CourseTalk-64,CourseTalk,How to Save Money: Making Smart Financial Decisions,edX,Economics & Finance,Business,"University of California, Berkeley",3,2.5,Introductory,NA,NA,5
82609,65,CourseTalk-65,CourseTalk,Biospecimen Research Methods,edX,Biology & Life Sciences,Life Sciences,University of British Columbia,NA,4.5,Advanced,99,FREE audit/Pay for certificate,6
69545,66,CourseTalk-66,CourseTalk,Sustainability in Everyday Life,edX,Environmental Studies,Physical Science and Engineering,Chalmers University of Technology,2,6,Introductory,49,FREE audit/Pay for certificate,6
36368,67,CourseTalk-67,CourseTalk,AP¢ç Environmental Science - Part 1: The Living World,edX,Environmental Studies,Physical Science and Engineering,Rice University,2,3,Introductory,49,FREE audit/Pay for certificate,6
69246,68,CourseTalk-68,CourseTalk,Financial Decision Rules for Project Evaluation,edX,Economics & Finance,Business,University of Michigan,4,NA,Intermediate,99,FREE audit/Pay for certificate,1
46982,69,CourseTalk-69,CourseTalk,On-Ramp to AP* Calculus,edX,Math,Math and Logic,Weston High School,3,4.5,Introductory,49,FREE audit/Pay for certificate,6
49805,70,CourseTalk-70,CourseTalk,Lessons from Ebola: Preventing the Next Pandemic,edX,Health & Safety,Life Sciences,Harvard University,3,3.5,Introductory,50,FREE audit/Pay for certificate,4
70232,71,CourseTalk-71,CourseTalk,Policy Analysis Using Interrupted Time Series,edX,Data Analysis & Statistics,Data Science,The University of British Columbia,3,8,Intermediate,49,FREE audit/Pay for certificate,5
83207,72,CourseTalk-72,CourseTalk,Transitioning to Microsoft Exchange Server 2016,edX,Computer Science,Computer Science,Microsoft,NA,4,Advanced,99,FREE audit/Pay for certificate,NA
75388,73,CourseTalk-73,CourseTalk,The Extremes of Life: Microbes and Their Diversity,edX,Biology & Life Sciences,Life Sciences,Kyoto University,3,2.5,Intermediate,49,FREE audit/Pay for certificate,4
36266,74,CourseTalk-74,CourseTalk,Elements of Structures,edX,Engineering,Physical Science and Engineering,Massachusetts Institute of Technology,0,11,Intermediate,NA,FREE audit/Pay for certificate,10
24898,75,CourseTalk-75,CourseTalk,The Civil War and Reconstruction ? 1865-1890: The Unfinished Revolution,edX,History,Arts and Humanities,Columbia University,2,7,Intermediate,50,FREE audit/Pay for certificate,9
83013,76,CourseTalk-76,CourseTalk,Applied Machine Learning,edX,Computer Science,Computer Science,Microsoft,4,3.5,Advanced,99,FREE audit/Pay for certificate,6
83019,77,CourseTalk-77,CourseTalk,Communication Skills for Bridging Divides,edX,Communication,Business,Catalyst,4,0.9,Introductory,25,FREE audit/Pay for certificate,1
69881,78,CourseTalk-78,CourseTalk,Research Methods: An Engineering Approach,edX,Engineering,Physical Science and Engineering,null,4,2.5,Introductory,49,FREE audit/Pay for certificate,6
83121,79,CourseTalk-79,CourseTalk,Entrepreneurship 101: Who is Your Customer?,edX,Business & Management,Business,Massachusetts Institute of Technology,1,10,Introductory,300,FREE audit/Pay for certificate,2
27202,80,CourseTalk-80,CourseTalk,Calculus 1A: Differentiation,edX,Math,Math and Logic,Massachusetts Institute of Technology,2,8,Introductory,99,FREE audit/Pay for certificate,13
78627,81,CourseTalk-81,CourseTalk,Supply Chain Dynamics,edX,Business & Management,Business,Massachusetts Institute of Technology,4,10,Advanced,150,FREE audit/Pay for certificate,13
82882,82,CourseTalk-82,CourseTalk,Data Analysis for Social Scientists,edX,Data Analysis & Statistics,Data Science,Massachusetts Institute of Technology,4,12,Advanced,49,FREE audit/Pay for certificate,12
34601,83,CourseTalk-83,CourseTalk,Our Energetic Earth,edX,Energy & Earth Sciences,Physical Science and Engineering,University of Toronto,1,2.5,Introductory,0,FREE audit,6
65203,84,CourseTalk-84,CourseTalk,Innovation and Competition: Succeeding through Global Standards,edX,Engineering,Physical Science and Engineering,IEEE,3,2.5,Introductory,50,FREE audit/Pay for certificate,6
81490,85,CourseTalk-85,CourseTalk,Healthy Ageing in 6 Steps. Let your environment do the work.,edX,Health & Safety,Life Sciences,Delft University of Technology,4,2.5,Introductory,49,FREE audit/Pay for certificate,6
83120,86,CourseTalk-86,CourseTalk,English Grammar and Style,edX,Humanities,Language Learning,University of Queensland,2,4,Introductory,99,FREE audit/Pay for certificate,8
78604,87,CourseTalk-87,CourseTalk,Human Rights and Development,edX,Social Sciences,Social Sciences,Curtin University,4,9,Advanced,300,FREE audit/Pay for certificate,12
80769,88,CourseTalk-88,CourseTalk,Optimizing Performance for SQL Based Applications,edX,Computer Science,Computer Science,Microsoft,4,2.5,Intermediate,49,FREE audit/Pay for certificate,4
78580,89,CourseTalk-89,CourseTalk,Evidence-Based Practice in Management,edX,Business & Management,Business,Australian National University,4,9,Intermediate,149,FREE audit/Pay for certificate,12
28699,90,CourseTalk-90,CourseTalk,AP¢ç Biology - Part 1: The Cell,edX,Biology & Life Sciences,Life Sciences,Rice University,2,3,Introductory,49,FREE audit/Pay for certificate,6
78570,91,CourseTalk-91,CourseTalk,"Social Work Practice with Individuals, Families, and Small Groups",edX,Social Sciences,Social Sciences,University of Michigan,4,9,Advanced,199,FREE audit/Pay for certificate,8
89904,92,CourseTalk-92,CourseTalk,Project Finance and the Public Private Partnership Examination,edX,Economics & Finance,Business,New York Institute of Finance,NA,2,Introductory,355,FREE audit/Pay for certificate,NA
69277,93,CourseTalk-93,CourseTalk,Microsoft Professional Orientation : Data Science,edX,Data Analysis & Statistics,Data Science,Microsoft,3,3,Introductory,99,FREE audit/Pay for certificate,6
16432,94,CourseTalk-94,CourseTalk,"Fundamentals of Immunology, Part 2",edX,Biology & Life Sciences,Life Sciences,Rice University,2,9,Intermediate,NA,FREE audit/Pay for certificate,8
34707,95,CourseTalk-95,CourseTalk,Lab Safety: The Interactive Game of Don¡¯t Endanger the Owls,edX,Chemistry,Physical Science and Engineering,Rice University,NA,2,Introductory,49,FREE audit/Pay for certificate,NA
29194,96,CourseTalk-96,CourseTalk,Journalism for Social Change,edX,Communication,Business,"University of California, Berkeley",2,3,Introductory,49,FREE audit/Pay for certificate,NA
78606,97,CourseTalk-97,CourseTalk,Supply Chain Design,edX,Engineering,Physical Science and Engineering,Massachusetts Institute of Technology,3,10,Advanced,150,FREE audit/Pay for certificate,13
83209,98,CourseTalk-98,CourseTalk,Working in Teams: A Practical Guide,edX,Social Sciences,Social Sciences,University of Queensland,3,7,Introductory,99,FREE audit/Pay for certificate,NA
14103,99,CourseTalk-99,CourseTalk,Mechanics ReView,edX,Engineering,Physical Science and Engineering,Massachusetts Institute of Technology,0,8,Introductory,0,FREE audit,15
81718,100,CourseTalk-100,CourseTalk,Intermediate C++,edX,Computer Science,Computer Science,Microsoft,4,6,Intermediate,49,FREE audit/Pay for certificate,4
46988,101,CourseTalk-101,CourseTalk,Introduction to Bioelectricity,edX,Engineering,Physical Science and Engineering,Purdue University,3,5,Intermediate,50,FREE audit/Pay for certificate,16
71656,102,CourseTalk-102,CourseTalk,Finance Essentials for MBA Success,edX,Business & Management,Business,Imperial College London,4,2.5,Introductory,79,FREE audit/Pay for certificate,6
41388,103,CourseTalk-103,CourseTalk,"Discrete Time Signals and Systems, Part 1: Time Domain",edX,Engineering,Physical Science and Engineering,Rice University,1,8,Advanced,0,FREE audit,5
32030,104,CourseTalk-104,CourseTalk,ISSCC Previews: Circuit and System Insights,edX,Electronics,Physical Science and Engineering,IEEE,2,0.5,Introductory,0,FREE audit,13
48812,105,CourseTalk-105,CourseTalk,Making Government Work in Hard Places,edX,Social Sciences,Social Sciences,Princeton University,3,4,Advanced,0,FREE audit,9
49846,106,CourseTalk-106,CourseTalk,The American Renaissance: Classic Literature of the 19th Century,edX,Literature,Arts and Humanities,Dartmouth,3,4,Intermediate,50,FREE audit/Pay for certificate,7
49998,107,CourseTalk-107,CourseTalk,"From Goddard to Apollo: The History of Rockets, Part 1",edX,History,Arts and Humanities,IEEE,NA,1,Introductory,0,FREE audit,4
68042,108,CourseTalk-108,CourseTalk,First Nights: Monteverdi¡¯s L¡¯Orfeo and the Birth of Opera,edX,Music,Arts and Humanities,Harvard University,3,2.5,Introductory,29,FREE audit/Pay for certificate,3
69269,109,CourseTalk-109,CourseTalk,Introduction to Linear Models and Matrix Algebra,edX,Biology & Life Sciences,Life Sciences,Harvard University,2,3,Intermediate,49,FREE audit/Pay for certificate,4
25641,110,CourseTalk-110,CourseTalk,Urban Water - Innovations for Environmental Sustainability,edX,Environmental Studies,Physical Science and Engineering,The University of British Columbia,2,3.5,Introductory,50,FREE audit/Pay for certificate,6
45329,111,CourseTalk-111,CourseTalk,Welcome to Global Freshman Academy,edX,Education & Teacher Training,Social Sciences,Arizona State University,NA,NA,Introductory,NA,NA,NA
69964,112,CourseTalk-112,CourseTalk,Think. Create. Code,edX,Computer Science,Computer Science,University of Adelaide,2,2.5,Introductory,50,FREE audit/Pay for certificate,6
71509,113,CourseTalk-113,CourseTalk,AP¢ç?Physics 1: Challenging Concepts,edX,Physics,Physical Science and Engineering,null,NA,3.5,Introductory,49,FREE audit/Pay for certificate,8
45457,114,CourseTalk-114,CourseTalk,Teaching With Technology and Inquiry: An Open Course For Teachers,edX,Education & Teacher Training,Social Sciences,University of Toronto,3,4,Intermediate,50,FREE audit/Pay for certificate,6
26688,115,CourseTalk-115,CourseTalk,Combinatorial Mathematics | ?ùê??,edX,Math,Math and Logic,Tsinghua University,NA,5,Introductory,49,FREE audit/Pay for certificate,12
68053,116,CourseTalk-116,CourseTalk,Optical Materials and Devices,edX,Engineering,Physical Science and Engineering,Massachusetts Institute of Technology,3,10,Advanced,49,FREE audit/Pay for certificate,6
29733,117,CourseTalk-117,CourseTalk,Organic Electronic Devices,edX,Electronics,Physical Science and Engineering,Purdue University,2,6,Intermediate,25,FREE audit/Pay for certificate,7
14383,118,CourseTalk-118,CourseTalk,Introductory Physics ? Part 1: Mechanics and Waves,edX,Physics,Physical Science and Engineering,Seoul National University,2,10,Introductory,0,FREE audit,8
66272,119,CourseTalk-119,CourseTalk,AP¢ç Macroeconomics,edX,Economics & Finance,Business,Davidson College,3,2.5,Introductory,49,FREE audit/Pay for certificate,18
89757,120,CourseTalk-120,CourseTalk,Magnetic Materials and Devices,edX,Engineering,Physical Science and Engineering,Massachusetts Institute of Technology,4,10,Advanced,49,FREE audit/Pay for certificate,4
45210,121,CourseTalk-121,CourseTalk,Introduction to Office 365 APIs,edX,Computer Science,Computer Science,Microsoft,2,2.5,Intermediate,0,FREE audit,5
45171,122,CourseTalk-122,CourseTalk,Building Cloud Apps with Microsoft Azure ? Part 1,edX,Computer Science,Computer Science,Microsoft,NA,4,Intermediate,0,FREE audit,4
71385,123,CourseTalk-123,CourseTalk,Business Strategy from Wharton: Competitive Advantage,edX,Business & Management,Business,null,NA,3.5,Intermediate,199,FREE audit/Pay for certificate,6
45241,124,CourseTalk-124,CourseTalk,Western and Chinese Art: Masters and Classics,edX,Art & Culture,Arts and Humanities,null,2,1,Introductory,25,FREE audit/Pay for certificate,16
48075,125,CourseTalk-125,CourseTalk,Developing Windows 10 Universal Apps - Part 1,edX,Computer Science,Computer Science,Microsoft,3,11,Intermediate,49,FREE audit/Pay for certificate,4
28970,126,CourseTalk-126,CourseTalk,Modeling Climate Change,edX,Environmental Studies,Physical Science and Engineering,The University of Chicago,2,4,Intermediate,50,FREE audit/Pay for certificate,8
45467,127,CourseTalk-127,CourseTalk,Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,edX,Biology & Life Sciences,Life Sciences,Massachusetts Institute of Technology,3,4,Intermediate,NA,FREE audit/Pay for certificate,6
83277,128,CourseTalk-128,CourseTalk,Introduction to C++,edX,Computer Science,Computer Science,Microsoft,3,4,Introductory,99,FREE audit/Pay for certificate,4
65211,129,CourseTalk-129,CourseTalk,"Digital Marketing, Social Media and E-Commerce for Your Business",edX,Business & Management,Business,Wharton School of the University of Pennsylvania,NA,2.5,Intermediate,585,FREE audit/Pay for certificate,6
36355,130,CourseTalk-130,CourseTalk,Poetry in America: The Poetry of Early New England,edX,Literature,Arts and Humanities,Harvard University,1,4,Introductory,NA,FREE audit/Pay for certificate,5
36411,131,CourseTalk-131,CourseTalk,Spirituality and Sensuality: Sacred Objects in Religious Life,edX,Humanities,Language Learning,Hamilton,2,3.5,Introductory,25,FREE audit/Pay for certificate,7
69253,132,CourseTalk-132,CourseTalk,Financial Institutions and Markets,edX,Economics & Finance,Business,University of Michigan,4,NA,Intermediate,99,FREE audit/Pay for certificate,1
81720,133,CourseTalk-133,CourseTalk,Anthropology of Current World Issues,edX,Humanities,Language Learning,University of Queensland,2,2,Introductory,99,FREE audit/Pay for certificate,9
27189,134,CourseTalk-134,CourseTalk,Advanced Introductory Classical Mechanics,edX,Physics,Physical Science and Engineering,Massachusetts Institute of Technology,2,7,Introductory,0,FREE audit,13
51174,135,CourseTalk-135,CourseTalk,Introduction to Music Theory,edX,Music,Arts and Humanities,Berklee College of Music,3,5,Introductory,49,FREE audit/Pay for certificate,3
46983,136,CourseTalk-136,CourseTalk,Nonlinear Differential Equations: Order and Chaos,edX,Math,Math and Logic,Boston University,3,9,Intermediate,49,FREE audit/Pay for certificate,5
46957,137,CourseTalk-137,CourseTalk,Personal Finance Planning,edX,Economics & Finance,Business,Purdue University,NA,3.5,Introductory,0,FREE audit,5
47757,138,CourseTalk-138,CourseTalk,Atomic and Optical Physics I? Part 1: Resonance,edX,Physics,Physical Science and Engineering,Massachusetts Institute of Technology,3,12,Advanced,50,FREE audit/Pay for certificate,4
78946,139,CourseTalk-139,CourseTalk,Teaching Historical Inquiry with Objects,edX,Education & Teacher Training,Social Sciences,Smithsonian Institution,3,3,Introductory,50,FREE audit/Pay for certificate,6
46963,140,CourseTalk-140,CourseTalk,"The Book: Monasteries, Schools, and Notaries, Part 1: Reading the Late Medieval Marseille Archive",edX,Humanities,Language Learning,Harvard University,3,1.5,Introductory,70,FREE audit/Pay for certificate,3
81881,141,CourseTalk-141,CourseTalk,Business and Data Analysis Skills,edX,Business & Management,Business,Fullbridge,3,1.5,Introductory,60,FREE audit/Pay for certificate,4
45486,142,CourseTalk-142,CourseTalk,Human Anatomy,edX,Biology & Life Sciences,Life Sciences,Hong Kong Polytechnic University,3,3,Introductory,50,FREE audit/Pay for certificate,6
45476,143,CourseTalk-143,CourseTalk,Introduction to Oil Country Tubular Goods (OCTG),edX,Engineering,Physical Science and Engineering,TenarisUniversity,3,2.5,Introductory,0,FREE audit,3
80765,144,CourseTalk-144,CourseTalk,Implementing In-Memory SQL Database Objects,edX,Computer Science,Computer Science,Microsoft,4,2.5,Intermediate,99,FREE audit/Pay for certificate,4
83212,145,CourseTalk-145,CourseTalk,Global Health Informatics to Improve Quality of Care,edX,Medicine,Life Sciences,Massachusetts Institute of Technology,4,2.5,Advanced,49,FREE audit/Pay for certificate,10
69894,146,CourseTalk-146,CourseTalk,Advanced Software Construction in Java,edX,Computer Science,Computer Science,Massachusetts Institute of Technology,4,15,Intermediate,49,FREE audit/Pay for certificate,9
83882,147,CourseTalk-147,CourseTalk,Introduction to Sociology,edX,Social Sciences,Social Sciences,University of Texas of the Permian Basin,3,5,Introductory,49,FREE audit/Pay for certificate,6
35400,148,CourseTalk-148,CourseTalk,Introduction ? l'astrophysique - Introduction to Astrophysics,edX,Math,Math and Logic,EPFLx,NA,4,Intermediate,0,FREE audit,7
84284,149,CourseTalk-149,CourseTalk,Preparing for the AP* Physics C: Electricity and Magnetism Exam,edX,Physics,Physical Science and Engineering,Georgetown University,2,8,Introductory,50,FREE audit/Pay for certificate,7
81875,150,CourseTalk-150,CourseTalk,Data Cleansing with Data Quality Services (DQS),edX,Computer Science,Computer Science,Microsoft,4,2.5,Intermediate,99,FREE audit/Pay for certificate,4
80160,151,CourseTalk-151,CourseTalk,AngularJS: Advanced Framework Techniques,edX,Computer Science,Computer Science,Microsoft,4,NA,Intermediate,99,FREE audit/Pay for certificate,6
83276,152,CourseTalk-152,CourseTalk,Asynchronous Programming with JavaScript,edX,Computer Science,Computer Science,Microsoft,4,3.5,Intermediate,99,FREE audit/Pay for certificate,4
68073,153,CourseTalk-153,CourseTalk,Financial Analysis and Decision Making,edX,Business & Management,Business,Tsinghua University,NA,3,Introductory,0,FREE audit,12
