from,to
https://www.class-central.com/mooc/1811/coursera-personal-family-financial-planning,https://www.class-central.com/mooc/6344/edx-toefl-test-preparation-the-insider-s-guide
https://www.class-central.com/mooc/4292/coursera-front-end-javascript-frameworks-angularjs,https://www.class-central.com/mooc/1811/coursera-personal-family-financial-planning
https://www.class-central.com/mooc/4292/coursera-front-end-javascript-frameworks-angularjs,https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox
https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,https://www.class-central.com/mooc/1713/coursera-r-programming
https://www.class-central.com/mooc/1713/coursera-r-programming,https://www.class-central.com/mooc/1714/coursera-getting-and-cleaning-data
https://www.class-central.com/mooc/2161/coursera-learning-how-to-learn-powerful-mental-tools-to-help-you-master-tough-subjects,https://www.class-central.com/mooc/1714/coursera-getting-and-cleaning-data
https://www.class-central.com/mooc/2161/coursera-learning-how-to-learn-powerful-mental-tools-to-help-you-master-tough-subjects,https://www.class-central.com/mooc/4269/coursera-hadoop-platform-and-application-framework
https://www.class-central.com/mooc/4164/coursera-introduction-to-big-data,https://www.class-central.com/mooc/4269/coursera-hadoop-platform-and-application-framework
https://www.class-central.com/mooc/4164/coursera-introduction-to-big-data,https://www.class-central.com/mooc/7384/edx-angularjs-advanced-framework-techniques
https://www.class-central.com/mooc/7384/edx-angularjs-advanced-framework-techniques,https://www.class-central.com/mooc/2650/edx-making-sense-of-climate-science-denial
https://www.class-central.com/mooc/2650/edx-making-sense-of-climate-science-denial,https://www.class-central.com/mooc/3031/edx-astrophysics-cosmology
https://www.class-central.com/mooc/4949/edx-introduction-to-mongodb-using-the-mean-stack,https://www.class-central.com/mooc/3031/edx-astrophysics-cosmology
https://www.class-central.com/mooc/4949/edx-introduction-to-mongodb-using-the-mean-stack,https://www.class-central.com/mooc/1927/edx-becoming-a-resilient-person-the-science-of-stress-management
https://www.class-central.com/mooc/1927/edx-becoming-a-resilient-person-the-science-of-stress-management,https://www.class-central.com/mooc/3338/edx-introduction-to-bootstrap-a-tutorial
https://www.class-central.com/mooc/613/edx-quantum-mechanics-and-quantum-computation,https://www.class-central.com/mooc/3338/edx-introduction-to-bootstrap-a-tutorial
https://www.class-central.com/mooc/613/edx-quantum-mechanics-and-quantum-computation,https://www.class-central.com/mooc/2965/edx-cs190-1x-scalable-machine-learning
https://www.class-central.com/mooc/5855/edx-introduction-to-apache-spark,https://www.class-central.com/mooc/2965/edx-cs190-1x-scalable-machine-learning
https://www.class-central.com/mooc/5855/edx-introduction-to-apache-spark,https://www.class-central.com/mooc/6000/edx-lfs151-x-introduction-to-cloud-infrastructure-technologies
