course_id,title,provider,area,subject,school,time_school_ranking,total_review_rating,total_review_count,published_time,time,session_open,time_review_count,time_review_rating,time_avg_helpful_review_score,time_avg_moderate_review,time_avg_review_length,total_review_rating,time_avg_high_review,time_avg_low_review,effort_hours (per_week),level,price,enrollment_type,course_length,url,in-degree,out-degree,closeness,betweenness,eigenvector,transitivity,constraint
classCentral-10,Diversity and Social Justice in Social Work,edX,NA,Social Sciences,University of Michigan,23,0,0,4,4,TRUE,0,0,0,0,0,0,0,0,9,Advanced,199,FREE audit/Pay for certificate,8,https://www.class-central.com/mooc/7305/edx-diversity-and-social-justice-in-social-work,NA,NA,NA,NA,NA,NA,NA
classCentral-11,Introduction to Psychological Research Methods,edX,NA,Social Sciences,University of Queensland,43,0,0,4,1,FALSE,0,0,0,0,0,0,0,0,1.5,Introductory,99,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/8257/edx-introduction-to-psychological-research-methods,NA,NA,NA,NA,NA,NA,NA
classCentral-11,Introduction to Psychological Research Methods,edX,NA,Social Sciences,University of Queensland,43,0,0,4,2,FALSE,0,0,0,0,0,0,0,0,1.5,Introductory,99,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/8257/edx-introduction-to-psychological-research-methods,NA,NA,NA,NA,NA,NA,NA
classCentral-11,Introduction to Psychological Research Methods,edX,NA,Social Sciences,University of Queensland,46,0,0,4,3,FALSE,0,0,0,0,0,0,0,0,1.5,Introductory,99,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/8257/edx-introduction-to-psychological-research-methods,NA,NA,NA,NA,NA,NA,NA
classCentral-11,Introduction to Psychological Research Methods,edX,NA,Social Sciences,University of Queensland,51,0,0,4,4,TRUE,0,0,0,0,0,0,0,0,1.5,Introductory,99,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/8257/edx-introduction-to-psychological-research-methods,NA,NA,NA,NA,NA,NA,NA
classCentral-12,Agile Development Using Ruby on Rails - Basics,edX,Computer Science,Computer Science,"University of California, Berkeley",25,4.578947368,19,0,1,TRUE,2,4.5,1.0,0.0,573.0,4.578947368,1.0,0.0,12,Intermediate,99,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/443/edx-agile-development-using-ruby-on-rails-basics,NA,NA,NA,NA,NA,NA,NA
classCentral-12,Agile Development Using Ruby on Rails - Basics,edX,Computer Science,Computer Science,"University of California, Berkeley",27,4.578947368,19,0,2,TRUE,3,4.666666666666667,1.0,0.0,210.33333333333334,4.578947368,1.0,0.0,12,Intermediate,99,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/443/edx-agile-development-using-ruby-on-rails-basics,0.00289017341040462,0.00289017341040462,0.00883848059876874,0,4.55648804496945e-18,0.000103850247942467,1.00009389955817
classCentral-12,Agile Development Using Ruby on Rails - Basics,edX,Computer Science,Computer Science,"University of California, Berkeley",26,4.578947368,19,0,3,TRUE,8,4.25,0.875,0.25,266.125,4.578947368,0.75,0.0,12,Intermediate,99,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/443/edx-agile-development-using-ruby-on-rails-basics,0.0342801175318315,0.0333006856023506,0.00591164379595854,0.00197987863570053,0.0117923090530042,0.271113659097963,0.0758425436870581
classCentral-12,Agile Development Using Ruby on Rails - Basics,edX,Computer Science,Computer Science,"University of California, Berkeley",28,4.578947368,19,0,4,TRUE,3,5.0,0.0,0.0,0.0,4.578947368,1.0,0.0,12,Intermediate,99,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/443/edx-agile-development-using-ruby-on-rails-basics,0.000910746812386157,0.000910746812386157,0.0036686090024591,0,3.15654814251279e-06,1.13725547727826e-06,1.00004626469832
classCentral-13,Leading With Effective Communication (Inclusive Leadership Training),edX,NA,Business & Management,Catalyst,NA,4,1,3,1,FALSE,0,0,0,0,0,4,0,0,1.75,Introductory,50,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/4547/edx-leading-with-effective-communication-inclusive-leadership-training,NA,NA,NA,NA,NA,NA,NA
classCentral-13,Leading With Effective Communication (Inclusive Leadership Training),edX,NA,Business & Management,Catalyst,NA,4,1,3,2,FALSE,0,0,0,0,0,4,0,0,1.75,Introductory,50,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/4547/edx-leading-with-effective-communication-inclusive-leadership-training,NA,NA,NA,NA,NA,NA,NA
classCentral-13,Leading With Effective Communication (Inclusive Leadership Training),edX,NA,Business & Management,Catalyst,NA,4,1,3,3,TRUE,0,0,0,0,0,4,0,0,1.75,Introductory,50,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/4547/edx-leading-with-effective-communication-inclusive-leadership-training,NA,NA,NA,NA,NA,NA,NA
classCentral-13,Leading With Effective Communication (Inclusive Leadership Training),edX,NA,Business & Management,Catalyst,NA,4,1,3,4,TRUE,1,4.0,0.0,0.0,0.0,4,1.0,0.0,1.75,Introductory,50,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/4547/edx-leading-with-effective-communication-inclusive-leadership-training,0.00182149362477231,0,0.00364677436496971,0,0,1.13725547727826e-06,0.500046264698318
classCentral-14,Complex Analysis with Physical Applications,edX,NA,Math,National University of Science and Technology MISiS,NA,0,0,4,1,FALSE,0,0,0,0,0,0,0,0,5.5,Advanced,49,FREE audit/Pay for certificate,14,https://www.class-central.com/mooc/8152/edx-complex-analysis-with-physical-applications,NA,NA,NA,NA,NA,NA,NA
classCentral-14,Complex Analysis with Physical Applications,edX,NA,Math,National University of Science and Technology MISiS,750,0,0,4,2,FALSE,0,0,0,0,0,0,0,0,5.5,Advanced,49,FREE audit/Pay for certificate,14,https://www.class-central.com/mooc/8152/edx-complex-analysis-with-physical-applications,NA,NA,NA,NA,NA,NA,NA
classCentral-14,Complex Analysis with Physical Applications,edX,NA,Math,National University of Science and Technology MISiS,758,0,0,4,3,FALSE,0,0,0,0,0,0,0,0,5.5,Advanced,49,FREE audit/Pay for certificate,14,https://www.class-central.com/mooc/8152/edx-complex-analysis-with-physical-applications,NA,NA,NA,NA,NA,NA,NA
classCentral-14,Complex Analysis with Physical Applications,edX,NA,Math,National University of Science and Technology MISiS,623,0,0,4,4,TRUE,0,0,0,0,0,0,0,0,5.5,Advanced,49,FREE audit/Pay for certificate,14,https://www.class-central.com/mooc/8152/edx-complex-analysis-with-physical-applications,NA,NA,NA,NA,NA,NA,NA
classCentral-15,Get Beyond Work-Life Balance (Inclusive Leadership Training),edX,NA,Business & Management,Catalyst,NA,4,1,3,1,FALSE,0,0,0,0,0,4,0,0,1.25,Introductory,50,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/5286/edx-get-beyond-work-life-balance-inclusive-leadership-training,NA,NA,NA,NA,NA,NA,NA
classCentral-15,Get Beyond Work-Life Balance (Inclusive Leadership Training),edX,NA,Business & Management,Catalyst,NA,4,1,3,2,TRUE,0,0,0,0,0,4,0,0,1.25,Introductory,50,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/5286/edx-get-beyond-work-life-balance-inclusive-leadership-training,NA,NA,NA,NA,NA,NA,NA
classCentral-15,Get Beyond Work-Life Balance (Inclusive Leadership Training),edX,NA,Business & Management,Catalyst,NA,4,1,3,3,TRUE,0,0,0,0,0,4,0,0,1.25,Introductory,50,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/5286/edx-get-beyond-work-life-balance-inclusive-leadership-training,NA,NA,NA,NA,NA,NA,NA
classCentral-15,Get Beyond Work-Life Balance (Inclusive Leadership Training),edX,NA,Business & Management,Catalyst,NA,4,1,3,4,TRUE,1,4.0,0.0,0.0,0.0,4,1.0,0.0,1.25,Introductory,50,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/5286/edx-get-beyond-work-life-balance-inclusive-leadership-training,0.00182149362477231,0,0.00364677436496971,0,0,1.13725547727826e-06,0.500046264698318
classCentral-16,Tsinghua Chinese: Start Talking with 1.3 Billion People,edX,NA,Language,Tsinghua University,48,4.823529412,34,3,1,FALSE,0,0,0,0,0,4.823529412,0,0,4,Introductory,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/5426/edx-tsinghua-chinese-start-talking-with-1-3-billion-people,NA,NA,NA,NA,NA,NA,NA
classCentral-16,Tsinghua Chinese: Start Talking with 1.3 Billion People,edX,NA,Language,Tsinghua University,47,4.823529412,34,3,2,FALSE,0,0,0,0,0,4.823529412,0,0,4,Introductory,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/5426/edx-tsinghua-chinese-start-talking-with-1-3-billion-people,NA,NA,NA,NA,NA,NA,NA
classCentral-16,Tsinghua Chinese: Start Talking with 1.3 Billion People,edX,NA,Language,Tsinghua University,25,4.823529412,34,3,3,TRUE,0,0,0,0,0,4.823529412,0,0,4,Introductory,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/5426/edx-tsinghua-chinese-start-talking-with-1-3-billion-people,NA,NA,NA,NA,NA,NA,NA
classCentral-16,Tsinghua Chinese: Start Talking with 1.3 Billion People,edX,NA,Language,Tsinghua University,24,4.823529412,34,3,4,TRUE,36,4.833333333333333,0.5277777777777778,0.027777777777777776,271.30555555555554,4.823529412,0.9722222222222222,0.0,4,Introductory,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/5426/edx-tsinghua-chinese-start-talking-with-1-3-billion-people,0,0,0.000909918107370337,0,1.366854578262e-18,0,0
classCentral-17,Becoming a Successful Leader (Inclusive Leadership Training),edX,NA,Business & Management,NA,NA,4,1,2,1,FALSE,0,0,0,0,0,4,0,0,1.25,Introductory,50,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/2947/edx-becoming-a-successful-leader-inclusive-leadership-training,NA,NA,NA,NA,NA,NA,NA
classCentral-17,Becoming a Successful Leader (Inclusive Leadership Training),edX,NA,Business & Management,NA,NA,4,1,2,2,TRUE,0,0,0,0,0,4,0,0,1.25,Introductory,50,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/2947/edx-becoming-a-successful-leader-inclusive-leadership-training,NA,NA,NA,NA,NA,NA,NA
classCentral-17,Becoming a Successful Leader (Inclusive Leadership Training),edX,NA,Business & Management,NA,NA,4,1,2,3,TRUE,0,0,0,0,0,4,0,0,1.25,Introductory,50,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/2947/edx-becoming-a-successful-leader-inclusive-leadership-training,NA,NA,NA,NA,NA,NA,NA
classCentral-17,Becoming a Successful Leader (Inclusive Leadership Training),edX,NA,Business & Management,NA,NA,4,1,2,4,TRUE,1,4.0,0.0,0.0,0.0,4,1.0,0.0,1.25,Introductory,50,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/2947/edx-becoming-a-successful-leader-inclusive-leadership-training,0,0.000910746812386157,0.00363676109659277,0,1.366854578262e-18,0,1.00004626469832
classCentral-18,Climate Change: The Science,edX,NA,Science,The University of British Columbia,49,4.5,2,3,1,FALSE,0,0,0,0,0,4.5,0,0,3.5,Introductory,49,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/4001/edx-climate-change-the-science,NA,NA,NA,NA,NA,NA,NA
classCentral-18,Climate Change: The Science,edX,NA,Science,The University of British Columbia,43,4.5,2,3,2,FALSE,0,0,0,0,0,4.5,0,0,3.5,Introductory,49,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/4001/edx-climate-change-the-science,NA,NA,NA,NA,NA,NA,NA
classCentral-18,Climate Change: The Science,edX,NA,Science,The University of British Columbia,50,4.5,2,3,3,TRUE,1,4.0,0.0,0.0,288.0,4.5,1.0,0.0,3.5,Introductory,49,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/4001/edx-climate-change-the-science,NA,NA,NA,NA,NA,NA,NA
classCentral-18,Climate Change: The Science,edX,NA,Science,The University of British Columbia,45,4.5,2,3,4,TRUE,1,5.0,0.0,0.0,0.0,4.5,1.0,0.0,3.5,Introductory,49,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/4001/edx-climate-change-the-science,NA,NA,NA,NA,NA,NA,NA
classCentral-19,Analytics for Decision Making,edX,NA,Business & Management,Babson College,NA,0,0,4,1,FALSE,0,0,0,0,0,0,0,0,5,Introductory,49,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/7517/edx-analytics-for-decision-making,NA,NA,NA,NA,NA,NA,NA
classCentral-19,Analytics for Decision Making,edX,NA,Business & Management,Babson College,NA,0,0,4,2,FALSE,0,0,0,0,0,0,0,0,5,Introductory,49,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/7517/edx-analytics-for-decision-making,NA,NA,NA,NA,NA,NA,NA
classCentral-19,Analytics for Decision Making,edX,NA,Business & Management,Babson College,NA,0,0,4,3,FALSE,0,0,0,0,0,0,0,0,5,Introductory,49,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/7517/edx-analytics-for-decision-making,NA,NA,NA,NA,NA,NA,NA
classCentral-19,Analytics for Decision Making,edX,NA,Business & Management,Babson College,NA,0,0,4,4,TRUE,0,0,0,0,0,0,0,0,5,Introductory,49,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/7517/edx-analytics-for-decision-making,NA,NA,NA,NA,NA,NA,NA
classCentral-20,Atomic and Optical Physics: Light Forces and Laser Cooling,edX,NA,Physics,Massachusetts Institute of Technology,1,0,0,4,1,FALSE,0,0,0,0,0,0,0,0,11,Advanced,49,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/8288/edx-atomic-and-optical-physics-light-forces-and-laser-cooling,NA,NA,NA,NA,NA,NA,NA
classCentral-20,Atomic and Optical Physics: Light Forces and Laser Cooling,edX,NA,Physics,Massachusetts Institute of Technology,1,0,0,4,2,FALSE,0,0,0,0,0,0,0,0,11,Advanced,49,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/8288/edx-atomic-and-optical-physics-light-forces-and-laser-cooling,NA,NA,NA,NA,NA,NA,NA
classCentral-20,Atomic and Optical Physics: Light Forces and Laser Cooling,edX,NA,Physics,Massachusetts Institute of Technology,1,0,0,4,3,FALSE,0,0,0,0,0,0,0,0,11,Advanced,49,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/8288/edx-atomic-and-optical-physics-light-forces-and-laser-cooling,NA,NA,NA,NA,NA,NA,NA
classCentral-20,Atomic and Optical Physics: Light Forces and Laser Cooling,edX,NA,Physics,Massachusetts Institute of Technology,1,0,0,4,4,TRUE,0,0,0,0,0,0,0,0,11,Advanced,49,FREE audit/Pay for certificate,4,https://www.class-central.com/mooc/8288/edx-atomic-and-optical-physics-light-forces-and-laser-cooling,NA,NA,NA,NA,NA,NA,NA
