course_id,title,provider,area,subject,school,time_school_ranking,total_review_rating,total_review_count,published_time,time,session_open,time_review_count,time_review_rating,time_avg_helpful_review_score,time_avg_moderate_review,time_avg_review_length,total_review_rating,time_avg_high_review,time_avg_low_review,effort_hours (per_week),level,price,enrollment_type,course_length,url,in-degree,out-degree,closeness,betweenness,eigenvector,transitivity,constraint
classCentral-440,The History of Medieval Medicine Through Jewish Manuscripts,edX,NA,History,University of Pennsylvania,13,5,2,3,1,FALSE,0,0,0,0,0,5,0,0,2,Advanced,29,FREE audit/Pay for certificate,NA,https://www.class-central.com/mooc/6301/edx-the-history-of-medieval-medicine-through-jewish-manuscripts,NA,NA,NA,NA,NA,NA,NA
classCentral-440,The History of Medieval Medicine Through Jewish Manuscripts,edX,NA,History,University of Pennsylvania,13,5,2,3,2,FALSE,0,0,0,0,0,5,0,0,2,Advanced,29,FREE audit/Pay for certificate,NA,https://www.class-central.com/mooc/6301/edx-the-history-of-medieval-medicine-through-jewish-manuscripts,NA,NA,NA,NA,NA,NA,NA
classCentral-440,The History of Medieval Medicine Through Jewish Manuscripts,edX,NA,History,University of Pennsylvania,18,5,2,3,3,TRUE,0,0,0,0,0,5,0,0,2,Advanced,29,FREE audit/Pay for certificate,NA,https://www.class-central.com/mooc/6301/edx-the-history-of-medieval-medicine-through-jewish-manuscripts,NA,NA,NA,NA,NA,NA,NA
classCentral-440,The History of Medieval Medicine Through Jewish Manuscripts,edX,NA,History,University of Pennsylvania,18,5,2,3,4,TRUE,2,5.0,0.0,0.0,136.5,5,1.0,0.0,2,Advanced,29,FREE audit/Pay for certificate,NA,https://www.class-central.com/mooc/6301/edx-the-history-of-medieval-medicine-through-jewish-manuscripts,0.00182149362477231,0.000910746812386157,0.00362965607521123,2.49064761819368e-06,3.87249037985719e-12,1.13725547727826e-06,0.555601820253873
classCentral-441,CS For All: Introduction to Computer Science and Python Programming,edX,Computer Science,Computer Science,Harvey Mudd College,NA,5,2,2,1,FALSE,0,0,0,0,0,5,0,0,6,Introductory,49,FREE audit/Pay for certificate,14,https://www.class-central.com/mooc/3483/edx-cs-for-all-introduction-to-computer-science-and-python-programming,NA,NA,NA,NA,NA,NA,NA
classCentral-441,CS For All: Introduction to Computer Science and Python Programming,edX,Computer Science,Computer Science,Harvey Mudd College,NA,5,2,2,2,TRUE,0,0,0,0,0,5,0,0,6,Introductory,49,FREE audit/Pay for certificate,14,https://www.class-central.com/mooc/3483/edx-cs-for-all-introduction-to-computer-science-and-python-programming,NA,NA,NA,NA,NA,NA,NA
classCentral-441,CS For All: Introduction to Computer Science and Python Programming,edX,Computer Science,Computer Science,Harvey Mudd College,NA,5,2,2,3,TRUE,2,5.0,0.0,0.0,0.0,5,1.0,0.0,6,Introductory,49,FREE audit/Pay for certificate,14,https://www.class-central.com/mooc/3483/edx-cs-for-all-introduction-to-computer-science-and-python-programming,0,0,0.000978473581213307,0,1.81393579674931e-18,0,0
classCentral-441,CS For All: Introduction to Computer Science and Python Programming,edX,Computer Science,Computer Science,Harvey Mudd College,NA,5,2,2,4,TRUE,0,0,0,0,0,5,0,0,6,Introductory,49,FREE audit/Pay for certificate,14,https://www.class-central.com/mooc/3483/edx-cs-for-all-introduction-to-computer-science-and-python-programming,NA,NA,NA,NA,NA,NA,NA
classCentral-442,The Computing Technology Inside Your Smartphone,edX,Computer Science,Computer Science,Cornell University,15,5,2,2,1,FALSE,0,0,0,0,0,5,0,0,6,Introductory,49,FREE audit/Pay for certificate,10,https://www.class-central.com/mooc/2809/edx-the-computing-technology-inside-your-smartphone,NA,NA,NA,NA,NA,NA,NA
classCentral-442,The Computing Technology Inside Your Smartphone,edX,Computer Science,Computer Science,Cornell University,19,5,2,2,2,TRUE,0,0,0,0,0,5,0,0,6,Introductory,49,FREE audit/Pay for certificate,10,https://www.class-central.com/mooc/2809/edx-the-computing-technology-inside-your-smartphone,NA,NA,NA,NA,NA,NA,NA
classCentral-442,The Computing Technology Inside Your Smartphone,edX,Computer Science,Computer Science,Cornell University,17,5,2,2,3,TRUE,2,5.0,0.0,0.0,103.0,5,1.0,0.0,6,Introductory,49,FREE audit/Pay for certificate,10,https://www.class-central.com/mooc/2809/edx-the-computing-technology-inside-your-smartphone,0.000979431929480901,0.0019588638589618,0.00589240162978866,0,8.87910836221001e-06,0.333347248185772,0.579443704091251
classCentral-442,The Computing Technology Inside Your Smartphone,edX,Computer Science,Computer Science,Cornell University,16,5,2,2,4,TRUE,0,0,0,0,0,5,0,0,6,Introductory,49,FREE audit/Pay for certificate,10,https://www.class-central.com/mooc/2809/edx-the-computing-technology-inside-your-smartphone,NA,NA,NA,NA,NA,NA,NA
classCentral-443,"Circuits and Electronics 2: Amplification, Speed, and Delay",edX,NA,Electronics,Massachusetts Institute of Technology,1,5,2,3,1,FALSE,0,0,0,0,0,5,0,0,8,Intermediate,49,FREE audit/Pay for certificate,5,https://www.class-central.com/mooc/4577/edx-circuits-and-electronics-2-amplification-speed-and-delay,NA,NA,NA,NA,NA,NA,NA
classCentral-443,"Circuits and Electronics 2: Amplification, Speed, and Delay",edX,NA,Electronics,Massachusetts Institute of Technology,1,5,2,3,2,FALSE,0,0,0,0,0,5,0,0,8,Intermediate,49,FREE audit/Pay for certificate,5,https://www.class-central.com/mooc/4577/edx-circuits-and-electronics-2-amplification-speed-and-delay,NA,NA,NA,NA,NA,NA,NA
classCentral-443,"Circuits and Electronics 2: Amplification, Speed, and Delay",edX,NA,Electronics,Massachusetts Institute of Technology,1,5,2,3,3,TRUE,0,0,0,0,0,5,0,0,8,Intermediate,49,FREE audit/Pay for certificate,5,https://www.class-central.com/mooc/4577/edx-circuits-and-electronics-2-amplification-speed-and-delay,NA,NA,NA,NA,NA,NA,NA
classCentral-443,"Circuits and Electronics 2: Amplification, Speed, and Delay",edX,NA,Electronics,Massachusetts Institute of Technology,1,5,2,3,4,TRUE,2,5.0,0.0,0.0,254.0,5,1.0,0.0,8,Intermediate,49,FREE audit/Pay for certificate,5,https://www.class-central.com/mooc/4577/edx-circuits-and-electronics-2-amplification-speed-and-delay,0.000910746812386157,0.00273224043715847,0.00366633053071637,0.00127106050115151,4.02098249005311e-06,1.13725547727826e-06,0.375046264698318
classCentral-444,The Engineering of Structures Around Us,edX,Physical Science and Engineering,Engineering,Dartmouth,119,5,2,2,1,FALSE,0,0,0,0,0,5,0,0,4.5,Introductory,25,FREE audit/Pay for certificate,5,https://www.class-central.com/mooc/3208/edx-the-engineering-of-structures-around-us,NA,NA,NA,NA,NA,NA,NA
classCentral-444,The Engineering of Structures Around Us,edX,Physical Science and Engineering,Engineering,Dartmouth,136,5,2,2,2,TRUE,0,0,0,0,0,5,0,0,4.5,Introductory,25,FREE audit/Pay for certificate,5,https://www.class-central.com/mooc/3208/edx-the-engineering-of-structures-around-us,NA,NA,NA,NA,NA,NA,NA
classCentral-444,The Engineering of Structures Around Us,edX,Physical Science and Engineering,Engineering,Dartmouth,158,5,2,2,3,FALSE,2,5.0,1.0,0.0,346.5,5,1.0,0.0,4.5,Introductory,25,FREE audit/Pay for certificate,5,https://www.class-central.com/mooc/3208/edx-the-engineering-of-structures-around-us,0.0019588638589618,0.00587659157688541,0.00589447674250778,0,0.00023275479104609,0.535728200566724,0.381231649823881
classCentral-444,The Engineering of Structures Around Us,edX,Physical Science and Engineering,Engineering,Dartmouth,158,5,2,2,4,TRUE,0,0,0,0,0,5,0,0,4.5,Introductory,25,FREE audit/Pay for certificate,5,https://www.class-central.com/mooc/3208/edx-the-engineering-of-structures-around-us,NA,NA,NA,NA,NA,NA,NA
classCentral-445,Discrete-Time Signal Processing,edX,NA,Computer Science,Massachusetts Institute of Technology,1,5,2,2,1,FALSE,0,0,0,0,0,5,0,0,8,Advanced,99,FREE audit/Pay for certificate,1,https://www.class-central.com/mooc/2651/edx-discrete-time-signal-processing,NA,NA,NA,NA,NA,NA,NA
classCentral-445,Discrete-Time Signal Processing,edX,NA,Computer Science,Massachusetts Institute of Technology,1,5,2,2,2,TRUE,0,0,0,0,0,5,0,0,8,Advanced,99,FREE audit/Pay for certificate,1,https://www.class-central.com/mooc/2651/edx-discrete-time-signal-processing,NA,NA,NA,NA,NA,NA,NA
classCentral-445,Discrete-Time Signal Processing,edX,NA,Computer Science,Massachusetts Institute of Technology,1,5,2,2,3,FALSE,2,5.0,0.0,0.0,214.5,5,1.0,0.0,8,Advanced,99,FREE audit/Pay for certificate,1,https://www.class-central.com/mooc/2651/edx-discrete-time-signal-processing,NA,NA,NA,NA,NA,NA,NA
classCentral-445,Discrete-Time Signal Processing,edX,NA,Computer Science,Massachusetts Institute of Technology,1,5,2,2,4,TRUE,0,0,0,0,0,5,0,0,8,Advanced,99,FREE audit/Pay for certificate,1,https://www.class-central.com/mooc/2651/edx-discrete-time-signal-processing,NA,NA,NA,NA,NA,NA,NA
classCentral-446,Introduction to Solid State Chemistry,edX,NA,Chemistry,Massachusetts Institute of Technology,1,5,2,0,1,TRUE,0,0,0,0,0,5,0,0,12,Introductory,99,FREE audit/Pay for certificate,15,https://www.class-central.com/mooc/447/edx-introduction-to-solid-state-chemistry,NA,NA,NA,NA,NA,NA,NA
classCentral-446,Introduction to Solid State Chemistry,edX,NA,Chemistry,Massachusetts Institute of Technology,1,5,2,0,2,TRUE,0,0,0,0,0,5,0,0,12,Introductory,99,FREE audit/Pay for certificate,15,https://www.class-central.com/mooc/447/edx-introduction-to-solid-state-chemistry,NA,NA,NA,NA,NA,NA,NA
classCentral-446,Introduction to Solid State Chemistry,edX,NA,Chemistry,Massachusetts Institute of Technology,1,5,2,0,3,TRUE,2,5.0,0.0,0.0,0.0,5,1.0,0.0,12,Introductory,99,FREE audit/Pay for certificate,15,https://www.class-central.com/mooc/447/edx-introduction-to-solid-state-chemistry,NA,NA,NA,NA,NA,NA,NA
classCentral-446,Introduction to Solid State Chemistry,edX,NA,Chemistry,Massachusetts Institute of Technology,1,5,2,0,4,TRUE,0,0,0,0,0,5,0,0,12,Introductory,99,FREE audit/Pay for certificate,15,https://www.class-central.com/mooc/447/edx-introduction-to-solid-state-chemistry,NA,NA,NA,NA,NA,NA,NA
classCentral-447,Pricing Options with Mathematical Models,edX,NA,Economics & Finance,California Institute of Technology,10,5,2,2,1,FALSE,0,0,0,0,0,5,0,0,9,Intermediate,49,FREE audit/Pay for certificate,10,https://www.class-central.com/mooc/2318/edx-pricing-options-with-mathematical-models,NA,NA,NA,NA,NA,NA,NA
classCentral-447,Pricing Options with Mathematical Models,edX,NA,Economics & Finance,California Institute of Technology,8,5,2,2,2,TRUE,0,0,0,0,0,5,0,0,9,Intermediate,49,FREE audit/Pay for certificate,10,https://www.class-central.com/mooc/2318/edx-pricing-options-with-mathematical-models,NA,NA,NA,NA,NA,NA,NA
classCentral-447,Pricing Options with Mathematical Models,edX,NA,Economics & Finance,California Institute of Technology,5,5,2,2,3,TRUE,1,5.0,0.0,0.0,0.0,5,1.0,0.0,9,Intermediate,49,FREE audit/Pay for certificate,10,https://www.class-central.com/mooc/2318/edx-pricing-options-with-mathematical-models,NA,NA,NA,NA,NA,NA,NA
classCentral-447,Pricing Options with Mathematical Models,edX,NA,Economics & Finance,California Institute of Technology,5,5,2,2,4,TRUE,1,5.0,1.0,0.0,427.0,5,1.0,0.0,9,Intermediate,49,FREE audit/Pay for certificate,10,https://www.class-central.com/mooc/2318/edx-pricing-options-with-mathematical-models,NA,NA,NA,NA,NA,NA,NA
classCentral-448,Managing Addiction: A Framework for Successful Treatment,edX,NA,Biology & Life Sciences,University of Adelaide,104,5,2,3,1,FALSE,0,0,0,0,0,5,0,0,2.5,Introductory,50,FREE audit/Pay for certificate,5,https://www.class-central.com/mooc/3891/edx-managing-addiction-a-framework-for-successful-treatment,NA,NA,NA,NA,NA,NA,NA
classCentral-448,Managing Addiction: A Framework for Successful Treatment,edX,NA,Biology & Life Sciences,University of Adelaide,100,5,2,3,2,FALSE,0,0,0,0,0,5,0,0,2.5,Introductory,50,FREE audit/Pay for certificate,5,https://www.class-central.com/mooc/3891/edx-managing-addiction-a-framework-for-successful-treatment,NA,NA,NA,NA,NA,NA,NA
classCentral-448,Managing Addiction: A Framework for Successful Treatment,edX,NA,Biology & Life Sciences,University of Adelaide,113,5,2,3,3,TRUE,1,5.0,0.0,0.0,0.0,5,1.0,0.0,2.5,Introductory,50,FREE audit/Pay for certificate,5,https://www.class-central.com/mooc/3891/edx-managing-addiction-a-framework-for-successful-treatment,NA,NA,NA,NA,NA,NA,NA
classCentral-448,Managing Addiction: A Framework for Successful Treatment,edX,NA,Biology & Life Sciences,University of Adelaide,125,5,2,3,4,TRUE,1,5.0,0.0,0.0,667.0,5,1.0,0.0,2.5,Introductory,50,FREE audit/Pay for certificate,5,https://www.class-central.com/mooc/3891/edx-managing-addiction-a-framework-for-successful-treatment,0,0.00182149362477231,0.00365686728369364,0,1.366854578262e-18,1.13725547727826e-06,0.500046264698318
classCentral-449,"Mechanical Behavior of Materials, Part 3: Time Dependent Behavior and Failure",edX,Physical Science and Engineering,Engineering,Massachusetts Institute of Technology,1,5,2,3,1,FALSE,0,0,0,0,0,5,0,0,12,Intermediate,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/4010/edx-mechanical-behavior-of-materials-part-3-time-dependent-behavior-and-failure,NA,NA,NA,NA,NA,NA,NA
classCentral-449,"Mechanical Behavior of Materials, Part 3: Time Dependent Behavior and Failure",edX,Physical Science and Engineering,Engineering,Massachusetts Institute of Technology,1,5,2,3,2,FALSE,0,0,0,0,0,5,0,0,12,Intermediate,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/4010/edx-mechanical-behavior-of-materials-part-3-time-dependent-behavior-and-failure,NA,NA,NA,NA,NA,NA,NA
classCentral-449,"Mechanical Behavior of Materials, Part 3: Time Dependent Behavior and Failure",edX,Physical Science and Engineering,Engineering,Massachusetts Institute of Technology,1,5,2,3,3,TRUE,1,5.0,0.0,0.0,0.0,5,1.0,0.0,12,Intermediate,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/4010/edx-mechanical-behavior-of-materials-part-3-time-dependent-behavior-and-failure,0.0029382957884427,0.00783545543584721,0.00590398649195647,0,5.36307506419758e-07,0.509104823943347,0.378606848503365
classCentral-449,"Mechanical Behavior of Materials, Part 3: Time Dependent Behavior and Failure",edX,Physical Science and Engineering,Engineering,Massachusetts Institute of Technology,1,5,2,3,4,TRUE,1,5.0,0.0,0.0,0.0,5,1.0,0.0,12,Intermediate,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/4010/edx-mechanical-behavior-of-materials-part-3-time-dependent-behavior-and-failure,0.00182149362477231,0,0.00368088287551375,0,1.77779896751274e-05,1.13725547727826e-06,0.500046264698318
classCentral-450,Statistics for Business - II,edX,Business,Business & Management,Indian Institute of Management Bangalore,NA,5,2,3,1,FALSE,0,0,0,0,0,5,0,0,6,Intermediate,25,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/3638/edx-statistics-for-business-ii,NA,NA,NA,NA,NA,NA,NA
classCentral-450,Statistics for Business - II,edX,Business,Business & Management,Indian Institute of Management Bangalore,NA,5,2,3,2,FALSE,0,0,0,0,0,5,0,0,6,Intermediate,25,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/3638/edx-statistics-for-business-ii,NA,NA,NA,NA,NA,NA,NA
classCentral-450,Statistics for Business - II,edX,Business,Business & Management,Indian Institute of Management Bangalore,NA,5,2,3,3,TRUE,1,5.0,0.0,0.0,1255.0,5,1.0,0.0,6,Intermediate,25,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/3638/edx-statistics-for-business-ii,0.0029382957884427,0.0039177277179236,0.00588340373057353,0,2.65750527397767e-05,0.285728200566724,0.439841817901173
classCentral-450,Statistics for Business - II,edX,Business,Business & Management,Indian Institute of Management Bangalore,NA,5,2,3,4,TRUE,1,5.0,0.0,0.0,0.0,5,1.0,0.0,6,Intermediate,25,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/3638/edx-statistics-for-business-ii,0,0,0.000909918107370337,0,1.366854578262e-18,0,0
classCentral-451,A Hands-on Introduction to Engineering Simulations,edX,NA,Engineering,Cornell University,15,5,2,3,1,FALSE,0,0,0,0,0,5,0,0,5,Intermediate,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/5850/edx-a-hands-on-introduction-to-engineering-simulations,NA,NA,NA,NA,NA,NA,NA
classCentral-451,A Hands-on Introduction to Engineering Simulations,edX,NA,Engineering,Cornell University,19,5,2,3,2,FALSE,0,0,0,0,0,5,0,0,5,Intermediate,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/5850/edx-a-hands-on-introduction-to-engineering-simulations,NA,NA,NA,NA,NA,NA,NA
classCentral-451,A Hands-on Introduction to Engineering Simulations,edX,NA,Engineering,Cornell University,17,5,2,3,3,TRUE,0,0,0,0,0,5,0,0,5,Intermediate,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/5850/edx-a-hands-on-introduction-to-engineering-simulations,NA,NA,NA,NA,NA,NA,NA
classCentral-451,A Hands-on Introduction to Engineering Simulations,edX,NA,Engineering,Cornell University,16,5,2,3,4,TRUE,2,5.0,0.5,0.0,1101.0,5,1.0,0.0,5,Intermediate,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/5850/edx-a-hands-on-introduction-to-engineering-simulations,0.000910746812386157,0.00182149362477231,0.00365948767172596,0.000921539618731662,4.10056373478599e-18,1.13725547727826e-06,0.555601820253873
classCentral-452,From Poverty to Prosperity: Understanding Economic Development,edX,NA,Economics & Finance,University of Oxford,6,5,2,4,1,FALSE,0,0,0,0,0,5,0,0,2.5,Intermediate,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/7878/edx-from-poverty-to-prosperity-understanding-economic-development,NA,NA,NA,NA,NA,NA,NA
classCentral-452,From Poverty to Prosperity: Understanding Economic Development,edX,NA,Economics & Finance,University of Oxford,5,5,2,4,2,FALSE,0,0,0,0,0,5,0,0,2.5,Intermediate,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/7878/edx-from-poverty-to-prosperity-understanding-economic-development,NA,NA,NA,NA,NA,NA,NA
classCentral-452,From Poverty to Prosperity: Understanding Economic Development,edX,NA,Economics & Finance,University of Oxford,6,5,2,4,3,FALSE,0,0,0,0,0,5,0,0,2.5,Intermediate,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/7878/edx-from-poverty-to-prosperity-understanding-economic-development,NA,NA,NA,NA,NA,NA,NA
classCentral-452,From Poverty to Prosperity: Understanding Economic Development,edX,NA,Economics & Finance,University of Oxford,6,5,2,4,4,TRUE,2,5.0,0.0,0.0,66.5,5,1.0,0.0,2.5,Intermediate,49,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/7878/edx-from-poverty-to-prosperity-understanding-economic-development,NA,NA,NA,NA,NA,NA,NA
classCentral-453,A System View of Communications: From Signals to Packets (Part 2),edX,NA,Computer Science,The Hong Kong University of Science and Technology,34,5,2,3,1,FALSE,0,0,0,0,0,5,0,0,5,Introductory,50,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/3439/edx-a-system-view-of-communications-from-signals-to-packets-part-2,NA,NA,NA,NA,NA,NA,NA
classCentral-453,A System View of Communications: From Signals to Packets (Part 2),edX,NA,Computer Science,The Hong Kong University of Science and Technology,40,5,2,3,2,FALSE,0,0,0,0,0,5,0,0,5,Introductory,50,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/3439/edx-a-system-view-of-communications-from-signals-to-packets-part-2,NA,NA,NA,NA,NA,NA,NA
classCentral-453,A System View of Communications: From Signals to Packets (Part 2),edX,NA,Computer Science,The Hong Kong University of Science and Technology,28,5,2,3,3,TRUE,1,5.0,0.0,0.0,0.0,5,1.0,0.0,5,Introductory,50,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/3439/edx-a-system-view-of-communications-from-signals-to-packets-part-2,NA,NA,NA,NA,NA,NA,NA
classCentral-453,A System View of Communications: From Signals to Packets (Part 2),edX,NA,Computer Science,The Hong Kong University of Science and Technology,36,5,2,3,4,TRUE,1,5.0,0.0,0.0,0.0,5,1.0,0.0,5,Introductory,50,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/3439/edx-a-system-view-of-communications-from-signals-to-packets-part-2,0.000910746812386157,0,0.00367210570848564,0,2.58264586037852e-06,0,1.00004626469832
classCentral-454,Analyzing and Visualizing Data with Power BI,edX,NA,Data Analysis & Statistics,Microsoft,NA,5,2,3,1,FALSE,0,0,0,0,0,5,0,0,3,Introductory,99,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/5156/edx-analyzing-and-visualizing-data-with-power-bi,NA,NA,NA,NA,NA,NA,NA
classCentral-454,Analyzing and Visualizing Data with Power BI,edX,NA,Data Analysis & Statistics,Microsoft,NA,5,2,3,2,TRUE,0,0,0,0,0,5,0,0,3,Introductory,99,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/5156/edx-analyzing-and-visualizing-data-with-power-bi,NA,NA,NA,NA,NA,NA,NA
classCentral-454,Analyzing and Visualizing Data with Power BI,edX,NA,Data Analysis & Statistics,Microsoft,NA,5,2,3,3,TRUE,1,5.0,2.0,0.0,409.0,5,1.0,0.0,3,Introductory,99,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/5156/edx-analyzing-and-visualizing-data-with-power-bi,NA,NA,NA,NA,NA,NA,NA
classCentral-454,Analyzing and Visualizing Data with Power BI,edX,NA,Data Analysis & Statistics,Microsoft,NA,5,2,3,4,TRUE,1,5.0,0.0,0.0,308.0,5,1.0,0.0,3,Introductory,99,FREE audit/Pay for certificate,6,https://www.class-central.com/mooc/5156/edx-analyzing-and-visualizing-data-with-power-bi,0,0,0.000909918107370337,0,1.366854578262e-18,0,0
classCentral-455,Shakespeare: On the Page and in Performance,edX,Arts and Humanities,History,Wesleyan University,NA,4.666666667,3,2,1,FALSE,0,0,0,0,0,4.666666667,0,0,4.5,Introductory,0,FREE audit,12,https://www.class-central.com/mooc/939/edx-shakespeare-on-the-page-and-in-performance,NA,NA,NA,NA,NA,NA,NA
classCentral-455,Shakespeare: On the Page and in Performance,edX,Arts and Humanities,History,Wesleyan University,NA,4.666666667,3,2,2,TRUE,0,0,0,0,0,4.666666667,0,0,4.5,Introductory,0,FREE audit,12,https://www.class-central.com/mooc/939/edx-shakespeare-on-the-page-and-in-performance,NA,NA,NA,NA,NA,NA,NA
classCentral-455,Shakespeare: On the Page and in Performance,edX,Arts and Humanities,History,Wesleyan University,NA,4.666666667,3,2,3,FALSE,1,5.0,0.0,0.0,0.0,4.666666667,1.0,0.0,4.5,Introductory,0,FREE audit,12,https://www.class-central.com/mooc/939/edx-shakespeare-on-the-page-and-in-performance,0.00489715964740451,0.00489715964740451,0.0058891728048267,0,4.799694669006e-05,0.222236137074661,0.298163674451382
classCentral-455,Shakespeare: On the Page and in Performance,edX,Arts and Humanities,History,Wesleyan University,NA,4.666666667,3,2,4,FALSE,2,4.5,0.0,0.0,0.0,4.666666667,1.0,0.0,4.5,Introductory,0,FREE audit,12,https://www.class-central.com/mooc/939/edx-shakespeare-on-the-page-and-in-performance,0.000910746812386157,0.000910746812386157,0.00367857681290517,0.00039933383478372,0.000211679797151068,1.13725547727826e-06,0.500046264698318
classCentral-456,Positive Behavior Support for Young Children,edX,NA,Communication,University of Washington,59,4.666666667,3,1,1,TRUE,0,0,0,0,0,4.666666667,0,0,3.5,Introductory,NA,NA,9,https://www.class-central.com/mooc/1926/edx-positive-behavior-support-for-young-children,NA,NA,NA,NA,NA,NA,NA
classCentral-456,Positive Behavior Support for Young Children,edX,NA,Communication,University of Washington,65,4.666666667,3,1,2,TRUE,0,0,0,0,0,4.666666667,0,0,3.5,Introductory,NA,NA,9,https://www.class-central.com/mooc/1926/edx-positive-behavior-support-for-young-children,NA,NA,NA,NA,NA,NA,NA
classCentral-456,Positive Behavior Support for Young Children,edX,NA,Communication,University of Washington,65,4.666666667,3,1,3,FALSE,2,4.5,0.0,0.0,0.0,4.666666667,1.0,0.0,3.5,Introductory,NA,NA,9,https://www.class-central.com/mooc/1926/edx-positive-behavior-support-for-young-children,NA,NA,NA,NA,NA,NA,NA
classCentral-456,Positive Behavior Support for Young Children,edX,NA,Communication,University of Washington,59,4.666666667,3,1,4,FALSE,1,5.0,0.0,0.0,0.0,4.666666667,1.0,0.0,3.5,Introductory,NA,NA,9,https://www.class-central.com/mooc/1926/edx-positive-behavior-support-for-young-children,NA,NA,NA,NA,NA,NA,NA
classCentral-457,Introduction to Public Speaking,edX,Personal Development,Communication,University of Washington,59,4.666666667,3,1,1,TRUE,1,5.0,5.0,0.0,410.0,4.666666667,1.0,0.0,4,Introductory,NA,NA,10,https://www.class-central.com/mooc/1482/edx-introduction-to-public-speaking,NA,NA,NA,NA,NA,NA,NA
classCentral-457,Introduction to Public Speaking,edX,Personal Development,Communication,University of Washington,65,4.666666667,3,1,2,TRUE,0,0,0,0,0,4.666666667,0,0,4,Introductory,NA,NA,10,https://www.class-central.com/mooc/1482/edx-introduction-to-public-speaking,NA,NA,NA,NA,NA,NA,NA
classCentral-457,Introduction to Public Speaking,edX,Personal Development,Communication,University of Washington,65,4.666666667,3,1,3,FALSE,1,4.0,0.0,0.0,0.0,4.666666667,1.0,0.0,4,Introductory,NA,NA,10,https://www.class-central.com/mooc/1482/edx-introduction-to-public-speaking,0,0.00587659157688541,0.00588788226542181,0,1.81393579674931e-18,1.00001391485244,0.372892717588154
classCentral-457,Introduction to Public Speaking,edX,Personal Development,Communication,University of Washington,59,4.666666667,3,1,4,FALSE,1,5.0,0.0,0.0,1042.0,4.666666667,1.0,0.0,4,Introductory,NA,NA,10,https://www.class-central.com/mooc/1482/edx-introduction-to-public-speaking,0,0,0.000909918107370337,0,1.366854578262e-18,0,0
classCentral-458,The Art of Structural Engineering: Bridges,edX,NA,Engineering,Princeton University,10,4.666666667,3,3,1,FALSE,0,0,0,0,0,4.666666667,0,0,2.5,Introductory,0,FREE audit,9,https://www.class-central.com/mooc/4561/edx-the-art-of-structural-engineering-bridges,NA,NA,NA,NA,NA,NA,NA
classCentral-458,The Art of Structural Engineering: Bridges,edX,NA,Engineering,Princeton University,9,4.666666667,3,3,2,FALSE,0,0,0,0,0,4.666666667,0,0,2.5,Introductory,0,FREE audit,9,https://www.class-central.com/mooc/4561/edx-the-art-of-structural-engineering-bridges,NA,NA,NA,NA,NA,NA,NA
classCentral-458,The Art of Structural Engineering: Bridges,edX,NA,Engineering,Princeton University,11,4.666666667,3,3,3,TRUE,0,0,0,0,0,4.666666667,0,0,2.5,Introductory,0,FREE audit,9,https://www.class-central.com/mooc/4561/edx-the-art-of-structural-engineering-bridges,NA,NA,NA,NA,NA,NA,NA
classCentral-458,The Art of Structural Engineering: Bridges,edX,NA,Engineering,Princeton University,11,4.666666667,3,3,4,FALSE,3,4.666666666666667,1.3333333333333333,0.0,676.0,4.666666667,1.0,0.0,2.5,Introductory,0,FREE audit,9,https://www.class-central.com/mooc/4561/edx-the-art-of-structural-engineering-bridges,0,0,0.000909918107370337,0,1.366854578262e-18,0,0
classCentral-459,Nutrition and Health: Micronutrients and Malnutrition,edX,Life Sciences,Food & Nutrition,Wageningen University,150,4.666666667,3,3,1,FALSE,0,0,0,0,0,4.666666667,0,0,7,Intermediate,49,FREE audit/Pay for certificate,7,https://www.class-central.com/mooc/3643/edx-nutrition-and-health-part-2-micronutrients-and-malnutrition,NA,NA,NA,NA,NA,NA,NA
