id,1,2,3,4,5,6,7
/u/411970,"['Personal Development', 'Personal Development']",,,,,,
/u/431753,['Personal Development'],,,,,,
/u/427386,['Personal Development'],,,,,,
/u/425622,['Personal Development'],,,,,,
/u/176587,['Psychology'],"['Music and Art', 'History']",['Personal Development'],,,,
/u/196477,['Personal Development'],,,,,,
/u/429563,['Personal Development'],,,,,,
/u/444482,['Personal Development'],,,,,,
/u/407013,['Personal Development'],,,,,,
/u/433190,['Personal Development'],,,,,,
/u/415450,['Personal Development'],,,,,,
/u/468586,['Personal Development'],,,,,,
/u/447658,['Personal Development'],,,,,,
/u/417694,['Personal Development'],,,,,,
/u/453105,['Personal Development'],,,,,,
/u/421288,['Personal Development'],['Personal Development'],,,,,
/u/139033,"['Personal Development', 'Personal Development']",,,,,,
/u/90292,['Personal Development'],,,,,,
/u/420326,['Personal Development'],,,,,,
/u/374026,['Personal Development'],,,,,,
/u/165719,['Personal Development'],,,,,,
/u/429867,['Personal Development'],,,,,,
/u/440555,['Personal Development'],,,,,,
/u/403469,['Personal Development'],,,,,,
/u/412034,['Personal Development'],,,,,,
/u/452663,['Personal Development'],,,,,,
/u/452715,['Personal Development'],,,,,,
/u/421157,['Personal Development'],,,,,,
/u/294330,['Personal Development'],['Personal Development'],,,,,
/u/446946,['Personal Development'],,,,,,
/u/192370,['Personal Development'],,,,,,
/u/253838,['Personal Development'],,,,,,
/u/422598,['Personal Development'],,,,,,
/u/424343,['Personal Development'],,,,,,
/u/447506,['Personal Development'],,,,,,
/u/432309,['Personal Development'],,,,,,
/u/433171,['Personal Development'],,,,,,
/u/431533,['Personal Development'],,,,,,
/u/417242,['Personal Development'],,,,,,
/u/93777,['Computer Security and Networks'],,,,,,
/u/420838,['Personal Development'],,,,,,
/u/403726,"['Personal Development', 'Mechanical Engineering']",,,,,,
/u/427059,['Personal Development'],,,,,,
/u/451757,['Personal Development'],,,,,,
/u/447433,['Personal Development'],,,,,,
/u/431003,['Personal Development'],,,,,,
/u/435500,['Personal Development'],,,,,,
/u/76728,['Personal Development'],,,,,,
/u/436173,['Personal Development'],,,,,,
/u/459205,['Personal Development'],,,,,,
/u/417007,['Personal Development'],,,,,,
/u/425096,['Personal Development'],,,,,,
/u/451292,['Personal Development'],,,,,,
/u/431026,['Personal Development'],,,,,,
/u/396421,['Personal Development'],,,,,,
/u/402137,['Personal Development'],,,,,,
/u/432812,['Personal Development'],,,,,,
/u/467578,['Personal Development'],,,,,,
/u/366421,['Personal Development'],,,,,,
/u/423204,['Personal Development'],,,,,,
/u/448458,['Personal Development'],,,,,,
/u/426758,['Personal Development'],,,,,,
/u/422196,['Personal Development'],,,,,,
/u/458447,"['Personal Development', 'Psychology', 'Personal Development', 'Personal Development', 'Personal Development', 'Personal Development']",,,,,,
/u/430311,['Personal Development'],,,,,,
/u/425267,['Personal Development'],,,,,,
/u/65780,['Personal Development'],,,,,,
/u/427505,"['Personal Development', 'Personal Development']",,,,,,
/u/450864,['Personal Development'],,,,,,
/u/461332,['Personal Development'],,,,,,
/u/450099,['Personal Development'],,,,,,
/u/165198,['Personal Development'],,,,,,
/u/412961,['Personal Development'],,,,,,
/u/427658,['Personal Development'],,,,,,
/u/452078,['Personal Development'],,,,,,
/u/423246,['Personal Development'],,,,,,
/u/43904,"['Leadership and Management', 'Data Analysis & Statistics', 'Machine Learning']",['Personal Development'],['Data Analysis'],,,,
/u/455473,"['Personal Development', 'Personal Development']",,,,,,
/u/291767,['Personal Development'],,,,,,
/u/220196,['Personal Development'],,,,,,
/u/162734,['Personal Development'],,,,,,
/u/276552,['Personal Development'],,,,,,
/u/469842,['Personal Development'],,,,,,
/u/461552,['Personal Development'],,,,,,
/u/420101,['Personal Development'],,,,,,
/u/447580,['Personal Development'],,,,,,
/u/434082,['Personal Development'],,,,,,
/u/80912,['Personal Development'],,,,,,
/u/412830,['Personal Development'],,,,,,
/u/427090,['Personal Development'],,,,,,
/u/445984,"['Personal Development', 'Personal Development']",,,,,,
/u/452304,['Personal Development'],,,,,,
/u/452772,['Personal Development'],,,,,,
/u/454884,['Personal Development'],,,,,,
/u/421750,['Personal Development'],,,,,,
/u/448757,"['Personal Development', 'Business Strategy', 'Leadership and Management', 'Leadership and Management', 'Software Development', 'Personal Development', 'Business Strategy', 'Nutrition', 'Economics']",,,,,,
/u/88429,['Personal Development'],,,,,,
/u/418312,['Personal Development'],,,,,,
/u/429914,['Personal Development'],,,,,,
/u/465472,['Personal Development'],,,,,,
/u/441937,['Personal Development'],,,,,,
/u/449376,['Personal Development'],,,,,,
/u/432399,['Personal Development'],,,,,,
/u/419311,['Personal Development'],,,,,,
/u/446170,['Personal Development'],,,,,,
/u/452491,['Personal Development'],,,,,,
/u/431006,"['Personal Development', 'Finance', 'Personal Development', 'Finance']",,,,,,
/u/115298,['Personal Development'],,,,,,
/u/43849,['Personal Development'],,,,,,
/u/408752,['Personal Development'],,,,,,
/u/433121,['Personal Development'],,,,,,
/u/135096,['Personal Development'],,,,,,
/u/431398,['Personal Development'],,,,,,
/u/308870,['Personal Development'],,,,,,
/u/431618,['Personal Development'],,,,,,
/u/427040,['Personal Development'],,,,,,
/u/431995,['Personal Development'],,,,,,
/u/427983,['Personal Development'],,,,,,
