id,1,2,3,4,5
/@dhawal,['Algorithms'],['Software Development'],"['Business Strategy', 'Data Analysis', 'Economics']",,
/u/8345,['Environmental Science and Sustainability'],"['Governance and Society', 'History']",['Human Rights'],['Philosophy'],['Business Intelligence']
/u/10870,['Computer Security and Networks'],,,,
/@henrik,['Algorithms'],,,,
/@charlie,"['Software Development', 'Economics', 'Computer Science']",,,,
