id,1,2,3,4,5,6,7,8,9,10,11,12,13,14
/accounts/profile/eugenemetlyaev,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/christopherdwalborn,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/gregorybush,"['Computer Science', 'Algorithms', 'Computer Science']",['Physics and Astronomy'],['History'],['Computer Science'],,,,,,,,,,
/accounts/profile/mizar83,"['Computer Science', 'Computer Science']","['Software Development', 'Software Development']","['Software Development', 'Probability and Statistics']",['Computer Science'],,,,,,,,,,
/accounts/profile/donradick,"['Computer Science', 'Software Development', 'Software Development']",,,,,,,,,,,,,
/accounts/profile/danbrown,"['Electronics', 'Physics and Astronomy']",,,,,,,,,,,,,
/accounts/profile/sagarsachdeva,['Electronics'],,,,,,,,,,,,,
/accounts/profile/romanshapovalov,['Machine Learning'],['Algorithms'],['Machine Learning'],,,,,,,,,,,
/accounts/profile/chadcolgur,['Algorithms'],,,,,,,,,,,,,
/accounts/profile/rossbrown1,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/bilalkorir,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/prashanth.ravindran.7,"['Biology & Life Sciences', 'Computer Science']",,,,,,,,,,,,,
/accounts/profile/drabhijeetsafai,['Health & Safety'],,,,,,,,,,,,,
/accounts/profile/rahulkdash1,['Electronics'],,,,,,,,,,,,,
/accounts/profile/brunodesouza,['Electronics'],,,,,,,,,,,,,
/accounts/profile/casseusmaxime,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/mitchellstokes,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/tetefd78,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/krishanubandyopadhyay,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/prateekshakeshari,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/sergiodiazjubera1,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/luca.penasa,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/dibyenduchatterjee,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/michaels,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/balakrishna,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/garykavanagh,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/sumeshchandran,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/joaocoelho1,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/igorsokolov,"['Computer Science', 'Software Development']",['Computer Science'],,,,,,,,,,,,
/accounts/profile/salamelbsat,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/gordon,['Data Analysis'],"['Data Analysis', 'Biology']",['Chemistry'],,,,,,,,,,,
/accounts/profile/wb,['Chemistry'],['Nutrition'],"['Chemistry', 'Medicine & Healthcare']",['Biology'],,,,,,,,,,
/accounts/profile/llewellynmann,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/justineivan,"['Engineering', 'Software Development', 'Physics and Astronomy', 'Math and Logic', 'Bioinformatics']","['Philosophy', 'Education']",,,,,,,,,,,,
/accounts/profile/gabriel,['Psychology'],"['Software Development', 'Software Development']",['Psychology'],,,,,,,,,,,
/accounts/profile/shirleyamy,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/massimilianolosi1,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/linechampagnecmafcma,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/kategribble,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/SreekanthAnantharaman,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/christopherwisniewski,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/franciscopalencia,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/sylviabowles,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/michele.leblanc.3990,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/barbaramesquita,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/tomsantacruz1,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/carengibson,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/natalyakiselnikova,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/cynthiaphillips,['Chemistry'],,,,,,,,,,,,,
/accounts/profile/anoopkulkarni,['Physics'],,,,,,,,,,,,,
/accounts/profile/tejasiyer,['Physics'],,,,,,,,,,,,,
/accounts/profile/the.gerenuk,"['Computer Science', 'Probability and Statistics', 'Software Development', 'Algorithms', 'Governance and Society', 'Psychology']",['Math and Logic'],['Biology'],,,,,,,,,,,
/accounts/profile/bqf2000,"['Software Development', 'Psychology', 'Entrepreneurship']","['Computer Science', 'Math and Logic', 'Physics and Astronomy']",,,,,,,,,,,,
/accounts/profile/jonathanwhittington,['Computer Science'],,,,,,,,,,,,,
/accounts/profile/homerthompson,['Physics and Astronomy'],['Algorithms'],['Algorithms'],['Physics and Astronomy'],"['Math', 'Algorithms']",['Math and Logic'],['Math and Logic'],,,,,,,
/accounts/profile/frankmendelsohn,['Software Development'],,,,,,,,,,,,,
/accounts/profile/lloydknott,['Software Development'],,,,,,,,,,,,,
/accounts/profile/otuyelu,['Software Development'],,,,,,,,,,,,,
/accounts/profile/pankajbasliyal,['Software Development'],,,,,,,,,,,,,
/accounts/profile/ryannardiellogmailcomryannardi,['Software Development'],,,,,,,,,,,,,
/accounts/profile/emanuelmoreno,['Software Development'],,,,,,,,,,,,,
/accounts/profile/simonguenette,['Software Development'],,,,,,,,,,,,,
/accounts/profile/gabrielfernandes,['Software Development'],,,,,,,,,,,,,
/accounts/profile/adinatudor,['Software Development'],,,,,,,,,,,,,
/accounts/profile/danayarimi1,['Software Development'],,,,,,,,,,,,,
/accounts/profile/simondestercke1,['Software Development'],,,,,,,,,,,,,
/accounts/profile/maciejcisowskiw,['Software Development'],,,,,,,,,,,,,
/accounts/profile/nabinshrestha,['Software Development'],,,,,,,,,,,,,
/accounts/profile/avinashkommineni,['Software Development'],,,,,,,,,,,,,
/accounts/profile/duncanmurray,['Machine Learning'],['Software Development'],['Computer Science'],"['Computer Science', 'Sociology', 'Computer Science', 'Entrepreneurship', 'Software Development']","['Math and Logic', 'Data Analysis']",['Software Development'],,,,,,,,
/accounts/profile/dastanabdrakhmanov,['Software Development'],,,,,,,,,,,,,
/accounts/profile/barrylai,['Software Development'],,,,,,,,,,,,,
/accounts/profile/wanqiongqiao,['Software Development'],,,,,,,,,,,,,
/accounts/profile/elenanisioti,['Software Development'],,,,,,,,,,,,,
/accounts/profile/carolchung,"['Software Development', 'Entrepreneurship']",,,,,,,,,,,,,
/accounts/profile/diegocoto,['Software Development'],,,,,,,,,,,,,
/accounts/profile/krisnybakken,['Software Development'],,,,,,,,,,,,,
/accounts/profile/Cecilia.Cheng0210,['Software Development'],,,,,,,,,,,,,
/accounts/profile/dazdnconfuzled,['Software Development'],,,,,,,,,,,,,
/accounts/profile/rohitsingh,['Software Development'],,,,,,,,,,,,,
/accounts/profile/0x4d59,['Software Development'],,,,,,,,,,,,,
/accounts/profile/ekaterinashainiak,['Software Development'],,,,,,,,,,,,,
/accounts/profile/arlan.wareham,['Software Development'],,,,,,,,,,,,,
/accounts/profile/peterbarbosa,['Software Development'],,,,,,,,,,,,,
/accounts/profile/bryantbair,['Software Development'],,,,,,,,,,,,,
/accounts/profile/michaelrobinson,['Software Development'],,,,,,,,,,,,,
