id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
/accounts/profile/kathyho,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/sarah5,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/sam,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/jasonwright,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/msafirimtanga,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/albertyap,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/sofiazaleeva,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/rayyanmaster,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/sarahoward,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/lindeekeller,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/gregorybush,['Software Development'],['Biology'],,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/palosvath1,['Chemistry'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/romanshapovalov,['Computer Science'],['Psychology'],,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/tim.bate,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/chadcolgur,['Computer Science'],['Computer Security and Networks'],,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/admin,['Music'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/davood.abbaspour,['Communication'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/faizanahamad,['Communication'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/diocubero1,['Communication'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/hanhtran,['Communication'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/muhammadasimpanhwar,['Communication'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/diegosepulveda,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/vilacalvo.albert,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/johnbeattie,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/bilalkorir,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/sushantsharma,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/timtaka,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/seanchen1,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/teringu,['Biology & Life Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/joe4,['Biology & Life Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/catherine4,['Biology & Life Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/dilsondepina,['Biology & Life Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/simonchenery,['Software Development'],['Software Development'],,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/kaoutherzenati,['Biology & Life Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/dawzinzinwin,['Education'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/sheylaaguilarvelasquez,['Business & Management'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/luisdiaz,['Business & Management'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/anirudhrokadiya,['Energy & Earth Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/chamiraathauda,['Humanities'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/carineverdet,['Humanities'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/marcstanton,['Humanities'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/moehonda,['Biology & Life Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/mohammedalhefnawy,['Electronics'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/bernarddeham,['Electronics'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/davidneary,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/stefanescu,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/prasannamohanasundaram,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/Pravin.n,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/chrissmith,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/charleslogsdon,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/junqu,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/melroyvandenberg1,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/enaut.w,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/dmitrywolf,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/stupidamigo,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/satyaprakash,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/minadursun,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/sangvenkatraman,['Math'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/jacekczaja,"['Computer Science', 'Math']",,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/georgeavazzy,['Business & Management'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/130,['Chemistry'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/wb,"['Biology', 'Medicine & Healthcare', 'Nutrition']",['Environmental Science and Sustainability'],,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/andrewbarrett,['Health & Safety'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/capreddy,['Health & Safety'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/keivnmorice,['Health & Safety'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/marcosagostinho,['Health & Safety'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/lyk,['Health & Safety'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/chandrasekharpabba,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/raulrobalinodiaz,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/masoodmousavi,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/doctorscience,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/samcham,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/patrickandrews,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/petermott,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/snehakuhikar95,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/haiderrizvi,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/aniruddhask,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/neeleshsingh,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/raymondsiwale,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/gauravkukreja,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/zohaibkool00,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/gabriel,"['Computer Science', 'Software Development']",['Algorithms'],['Computer Science'],,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/arashpourhabibizarandi,"['Computer Science', 'Mobile and Web Development']",,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/gesianepajarinen,['Chemistry'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/adriennefischer,['Chemistry'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/steven4,['Communication'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/smithpd1,['Communication'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/shannonobrien,['Communication'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/glenn.tamblyn,['Communication'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/johnjorgensen,['Communication'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/hyonsoosung1,['Humanities'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/marynalagereva,['History'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/lcharrismd,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/alessandro.cederle,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/howardrabach,['Engineering'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/pranavbobde,['Architecture'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/kichijacob.kj,['Education & Teacher Training'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/juanhdv,['Mobile and Web Development'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/ayushagarwal,['Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/keziawilliams1,['Business & Management'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/gregkanevsky,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/massimomorelli1,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/annkang85,['Business & Management'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/paul15,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/JananiAnbarasan,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/lauraquinn,['Energy & Earth Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/debbiefecteau,['Energy & Earth Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/kevindineen,['Energy & Earth Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/ilariameggetto,['Energy & Earth Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/debandrews,['Energy & Earth Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/tracykane,['Energy & Earth Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/andrewagbonlahor,['Energy & Earth Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/joannekennedy,"['Energy & Earth Sciences', 'Physics and Astronomy']",,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/nitinraikar1,['Energy & Earth Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/marco2,"['Computer Science', 'Business Essentials']",,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/pablo5,['Computer Science'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/odimamark1,['Biology & Life Sciences'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/EmersonAbrahamJackson,['Environmental Studies'],,,,,,,,,,,,,,,,,,,,,,,,
/accounts/profile/priscilaguimaraes,['Data Analysis'],['Philosophy'],['Leadership and Management'],['Communication'],,,,,,,,,,,,,,,,,,,,,
