id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
/u/62802,"['Electrical Engineering', 'Software Development', 'Algorithms', 'Algorithms', 'Software Development', 'Software Development', 'Data Analysis & Statistics', 'Entrepreneurship', 'Education', 'Education', 'Nanotechnology', 'Education', 'Computer Science', 'Education', 'Mobile and Web Development', 'Education', 'Bioinformatics', 'Bioinformatics', 'Design and Product', 'Data Analysis', 'Leadership and Management', 'Computer Security and Networks', 'Data Analysis', 'Math and Logic', 'Computer Science', 'Data Analysis & Statistics', 'Machine Learning', 'Electrical Engineering', 'Software Development', 'Computer Science', 'Software Development', 'Algorithms', 'Algorithms', 'Machine Learning']",,,,,,,,,,,,,,,,,,,
/u/88994,['Software Development'],,,,,,,,,,,,,,,,,,,
/u/168941,"['Software Development', 'Personal Development']",,,,,,,,,,,,,,,,,,,
/u/183701,"['Software Development', 'Machine Learning', 'Entrepreneurship', 'Design and Product']",,,,,,,,,,,,,,,,,,,
/u/187439,['Personal Development'],,,,,,,,,,,,,,,,,,,
/u/78296,"['Biology', 'Biology', 'Biology', 'Biology', 'History', 'Music and Art', 'Biology', 'Environmental Science and Sustainability', 'Data Analysis', 'Physics and Astronomy', 'Psychology', 'Psychology', 'Economics', 'Music and Art', 'Biology', 'Music and Art', 'Math and Logic', 'Film', 'Software Development', 'Medicine & Healthcare']",['Biology'],"['Design and Product', 'Music and Art', 'Music and Art', 'Music and Art', 'Medicine & Healthcare']",['Biology'],['Philosophy'],"['Bioinformatics', 'Electronics']",['Engineering'],['Design and Product'],"['Physics and Astronomy', 'Biology']",['Software Development'],,,,,,,,,,
/u/73990,['Humanities'],['Data Analysis'],"['Machine Learning', 'History']",['Software Development'],['Software Development'],['Probability and Statistics'],['Software Development'],['Software Development'],,,,,,,,,,,,
/u/74172,"['Software Development', 'Computer Science']","['Math and Logic', 'Electrical Engineering']",,,,,,,,,,,,,,,,,,
/u/46337,['Food & Nutrition'],,,,,,,,,,,,,,,,,,,
/u/116959,['Medicine & Healthcare'],,,,,,,,,,,,,,,,,,,
/u/32605,['Nutrition'],,,,,,,,,,,,,,,,,,,
