course,reviewer,date
https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala,/u/38313,2014-12-18
https://www.class-central.com/mooc/597/coursera-genes-and-the-human-condition-from-behavior-to-biotechnology,/@emma,2014-09-28
https://www.class-central.com/mooc/543/coursera-english-common-law-structure-and-principles,/u/36210,2014-12-04
https://www.class-central.com/mooc/380/coursera-introductory-human-physiology,/u/31570,2014-10-20
https://www.class-central.com/mooc/380/coursera-introductory-human-physiology,/u/39560,2014-12-29
https://www.class-central.com/mooc/487/coursera-discrete-optimization,/u/35929,2014-11-25
https://www.class-central.com/mooc/1811/coursera-personal-family-financial-planning,/u/26611,2014-09-30
https://www.class-central.com/mooc/596/coursera-mathematical-biostatistics-boot-camp-1,/u/33586,2014-12-03
https://www.class-central.com/mooc/596/coursera-mathematical-biostatistics-boot-camp-1,/@adelyne,2014-07-20
https://www.class-central.com/mooc/678/coursera-epidemics-the-dynamics-of-infectious-diseases,/@emma,2014-09-28
https://www.class-central.com/mooc/1362/coursera-the-brain-and-space,/u/35462,2014-11-30
https://www.class-central.com/mooc/443/edx-agile-development-using-ruby-on-rails-basics,/u/14407,2014-07-08
https://www.class-central.com/mooc/1057/coursera-dino-101-dinosaur-paleobiology,/u/35217,2014-11-18
https://www.class-central.com/mooc/706/coursera-competitive-strategy,/@adelyne,2014-07-20
https://www.class-central.com/mooc/706/coursera-competitive-strategy,/u/37104,2014-12-06
https://www.class-central.com/mooc/1368/coursera-bioinformatic-methods-i,/@adelyne,2014-07-20
https://www.class-central.com/mooc/1887/coursera-vital-signs-understanding-what-the-body-is-telling-us,/u/39560,2014-12-29
https://www.class-central.com/mooc/1856/coursera-advanced-competitive-strategy,/@adelyne,2014-09-20
https://www.class-central.com/mooc/1856/coursera-advanced-competitive-strategy,/u/37104,2014-12-06
https://www.class-central.com/mooc/339/coursera-algorithms-part-i,/u/40040,2014-12-30
https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,/u/28990,2014-10-01
https://www.class-central.com/mooc/372/coursera-introduction-to-operations-management,/u/20751,2014-11-28
https://www.class-central.com/mooc/372/coursera-introduction-to-operations-management,/u/31974,2014-10-23
https://www.class-central.com/mooc/372/coursera-introduction-to-operations-management,/u/37104,2014-12-06
https://www.class-central.com/mooc/372/coursera-introduction-to-operations-management,/@adelyne,2014-12-07
https://www.class-central.com/mooc/769/coursera-introduction-to-financial-accounting,/u/31716,2014-10-21
https://www.class-central.com/mooc/769/coursera-introduction-to-financial-accounting,/u/20751,2014-11-28
https://www.class-central.com/mooc/769/coursera-introduction-to-financial-accounting,/u/31974,2014-11-10
https://www.class-central.com/mooc/769/coursera-introduction-to-financial-accounting,/u/28734,2014-10-01
https://www.class-central.com/mooc/1395/coursera-an-introduction-to-consumer-neuroscience-neuromarketing,/u/39563,2014-12-29
https://www.class-central.com/mooc/556/coursera-surviving-disruptive-technologies-on-demand,/u/37104,2014-07-08
https://www.class-central.com/mooc/563/coursera-calculus-one,/u/37104,2014-12-06
https://www.class-central.com/mooc/1137/coursera-introduction-to-marketing,/@adelyne,2014-07-20
https://www.class-central.com/mooc/1606/coursera-understanding-the-brain-the-neurobiology-of-everyday-life,/u/39560,2014-12-29
https://www.class-central.com/mooc/2065/coursera-supply-chain-management-a-learning-perspective,/u/20751,2014-08-11
https://www.class-central.com/mooc/2678/coursera-arts-and-culture-strategy,/u/33310,2014-12-14
https://www.class-central.com/mooc/398/coursera-neural-networks-for-machine-learning,/@bob,2014-12-07
https://www.class-central.com/mooc/2136/coursera-social-impact-strategy-tools-for-entrepreneurs-and-innovators,/u/20289,2014-07-08
https://www.class-central.com/mooc/452/coursera-programming-languages-part-a,/u/20364,2014-07-08
https://www.class-central.com/mooc/452/coursera-programming-languages-part-a,/u/39313,2014-07-08
https://www.class-central.com/mooc/452/coursera-programming-languages-part-a,/u/37636,2014-07-08
https://www.class-central.com/mooc/452/coursera-programming-languages-part-a,/u/39410,2014-07-08
https://www.class-central.com/mooc/1312/coursera-on-strategy-what-managers-can-learn-from-philosophy-part-1,/u/33438,2014-11-04
https://www.class-central.com/mooc/2055/coursera-our-energy-future,/u/39560,2014-12-29
https://www.class-central.com/mooc/636/coursera-games-without-chance-combinatorial-game-theory,/@adelyne,2014-07-20
https://www.class-central.com/mooc/1705/coursera-the-french-revolution,/u/8345,2014-09-12
https://www.class-central.com/mooc/459/coursera-organizational-analysis,/u/33043,2014-07-08
https://www.class-central.com/mooc/714/coursera-critical-perspectives-on-management,/u/7022,2014-07-08
https://www.class-central.com/mooc/714/coursera-critical-perspectives-on-management,/@matteo,2014-12-24
https://www.class-central.com/mooc/1054/coursera-the-power-of-microeconomics-economic-principles-in-the-real-world,/u/31974,2014-12-07
https://www.class-central.com/mooc/1136/coursera-music-s-big-bang-the-genesis-of-rock-n-roll,/u/40180,2014-12-31
https://www.class-central.com/mooc/1749/coursera-bioinformatic-methods-ii,/@adelyne,2014-07-20
https://www.class-central.com/mooc/2677/coursera-america-s-written-constitution,/u/36210,2014-12-04
