course,date
69742,2016-07-20
45322,2016-08-31
36266,2016-09-02
69292,2016-09-02
69540,2016-09-18
69887,2016-12-18
12,2017-01-05
75571,2017-01-08
14098,2017-05-31
47113,2017-06-01
71725,2017-06-01
92724,2017-06-01
69203,2017-06-17
14098,2016-07-29
69939,2016-12-12
70680,2016-12-12
12,2017-01-16
51548,2016-07-31
68042,2016-08-25
28660,2016-08-25
70222,2016-08-27
68055,2016-09-19
36498,2016-10-31
12672,2016-11-05
50491,2016-11-07
401,2016-11-08
78764,2016-11-12
75241,2016-11-19
71723,2016-11-26
78961,2016-12-26
71536,2016-12-26
70017,2017-01-02
75198,2017-01-15
82740,2017-03-05
80333,2017-03-18
81709,2017-04-11
83277,2017-04-14
78787,2017-04-14
86977,2017-04-18
83927,2017-04-18
83458,2017-05-09
83024,2017-05-15
84320,2017-05-16
83004,2017-06-03
90862,2017-06-12
71535,2017-06-12
75625,2017-06-16
83873,2017-06-19
51747,2017-06-21
70230,2016-09-12
46951,2016-09-12
69545,2016-09-27
69871,2016-09-29
75549,2016-10-07
83210,2016-11-12
51186,2016-11-12
51189,2016-11-12
51187,2016-11-12
69244,2016-11-14
78764,2016-11-29
71484,2016-12-02
70233,2016-12-23
83212,2017-02-26
82607,2017-04-04
82204,2017-04-25
78587,2016-11-21
82895,2017-05-12
82895,2017-05-11
82895,2017-05-06
82895,2017-05-05
82895,2017-05-02
82895,2017-04-27
82895,2017-04-25
82895,2017-04-25
68083,2016-08-03
68083,2016-08-02
69982,2016-10-03
36234,2017-01-11
88868,2017-03-13
82602,2017-02-23
82602,2017-02-21
82602,2016-10-29
82602,2016-10-25
82602,2016-10-20
83118,2017-03-27
84172,2017-06-21
84172,2017-05-25
84172,2017-04-29
70225,2016-09-03
70225,2017-03-09
70225,2017-02-15
70225,2017-01-28
70225,2016-12-17
70225,2016-12-11
70225,2016-11-27
70225,2016-10-10
70225,2016-10-02
70225,2016-09-28
70225,2016-09-24
70225,2016-09-16
70225,2016-09-11
70225,2016-09-11
70225,2016-09-08
70225,2016-09-06
70225,2016-09-06
70225,2016-09-06
70225,2016-09-05
70225,2016-09-05
70225,2016-09-05
70225,2016-09-05
70225,2016-09-05
70225,2016-09-05
84122,2017-05-18
84122,2017-05-16
84122,2017-05-10
45226,2017-05-30
45226,2016-10-15
45226,2016-09-04
45226,2016-08-30
34642,2016-11-21
34834,2016-08-01
34642,2016-08-02
69868,2017-03-03
