course,date
3356,2014-07-08
12659,2014-08-15
3581,2014-08-22
35,2014-09-14
3370,2014-09-14
24330,2014-09-14
20449,2014-09-16
21,2014-10-19
14214,2014-10-28
24536,2014-10-28
20448,2014-10-28
20200,2014-11-03
26563,2014-12-09
12658,2014-12-11
12690,2015-02-16
27787,2015-02-17
35389,2015-03-15
35902,2014-12-19
69880,2014-12-19
25680,2014-12-19
16064,2015-01-08
34642,2014-11-10
35931,2014-07-21
34642,2014-07-22
69895,2015-04-28
69983,2014-12-18
69939,2015-05-19
69291,2014-08-27
98,2014-12-18
69742,2015-05-26
69742,2015-05-24
69742,2015-05-20
69742,2015-05-15
69742,2015-05-24
69742,2014-09-02
14158,2014-09-02
122,2014-09-02
226,2014-09-02
51467,2014-09-02
51446,2014-09-02
47053,2014-09-05
81876,2014-09-05
3355,2014-09-07
17410,2014-09-09
68064,2014-08-14
12,2014-08-26
106,2014-08-26
98,2014-08-27
35,2014-09-05
24359,2014-11-14
365,2014-11-14
28660,2015-03-02
418,2015-03-03
41388,2015-03-05
68132,2015-04-28
75462,2015-05-31
340,2015-05-31
28662,2015-06-18
407,2014-07-03
81876,2014-08-20
69742,2015-02-15
83112,2015-02-15
82875,2015-02-15
12,2015-02-15
12638,2015-02-15
68064,2014-09-08
98,2014-09-08
69854,2015-05-22
12,2015-05-22
70322,2015-05-22
69291,2015-05-22
69854,2014-09-20
69854,2014-08-25
69854,2014-07-27
69854,2014-07-11
1196,2014-07-11
35736,2014-07-07
69291,2014-08-05
68064,2014-11-04
12695,2015-04-24
45168,2015-06-24
45430,2015-06-24
28662,2015-06-24
36404,2015-06-11
36404,2015-01-29
36404,2014-12-20
36404,2014-10-01
36404,2014-12-05
36404,2014-10-05
35742,2014-10-05
36404,2014-09-16
36404,2014-09-12
36404,2014-07-27
36404,2014-07-14
45321,2014-07-14
75449,2014-07-14
88,2014-07-14
16,2014-07-14
19561,2014-07-14
36404,2014-07-07
69983,2014-12-19
36404,2014-07-01
81876,2014-07-02
35742,2014-07-02
97,2014-07-02
17410,2014-07-02
101,2014-07-02
6823,2014-07-02
36404,2014-12-12
36404,2015-03-01
34617,2014-09-08
81425,2014-09-18
3133,2014-09-18
86,2014-09-18
350,2014-09-18
81876,2014-09-19
81425,2014-09-09
81425,2014-08-26
81425,2014-07-13
86,2014-07-13
81425,2014-11-13
68064,2014-11-20
69880,2014-11-07
36398,2014-11-07
35931,2014-07-29
35931,2014-07-21
35931,2014-07-21
35931,2014-07-21
35931,2014-07-21
14150,2014-07-01
12677,2014-07-02
35844,2015-01-18
36385,2015-03-17
69939,2015-05-25
69939,2015-05-24
69939,2015-05-09
69939,2015-05-08
69939,2014-09-01
69939,2014-07-21
35774,2015-02-09
35413,2015-02-09
35774,2014-11-23
35774,2014-09-17
6471,2014-09-17
35774,2014-08-26
78565,2015-04-18
78565,2015-04-21
78565,2015-04-21
78565,2015-01-03
12695,2014-11-09
81876,2015-03-13
45520,2014-12-24
45521,2014-12-24
45520,2014-12-21
45521,2014-12-21
45520,2014-12-27
45521,2014-12-27
45520,2014-12-21
45521,2014-12-21
45520,2014-12-08
45521,2014-12-08
45520,2014-11-03
45521,2014-11-03
45520,2014-10-07
45521,2014-10-07
50780,2015-05-27
83112,2015-06-10
69880,2015-02-06
69880,2015-01-04
69880,2014-11-12
69880,2014-07-21
69880,2014-07-08
35742,2014-08-02
3613,2014-11-28
45184,2015-05-26
34575,2015-06-06
34575,2015-02-11
34831,2014-07-25
12672,2014-10-01
51446,2014-10-14
14411,2014-12-14
17410,2015-01-20
20388,2015-03-08
81876,2015-05-29
81876,2015-01-21
81876,2015-03-05
45225,2015-05-12
81876,2015-05-27
81876,2015-01-24
81876,2014-12-23
81876,2014-12-15
81876,2014-11-30
418,2014-11-30
81876,2014-09-09
106,2014-09-09
81876,2014-08-21
81876,2014-08-14
69195,2014-12-22
14123,2014-12-22
81876,2014-08-09
30,2014-11-02
20,2014-11-25
35757,2014-09-02
159,2014-09-02
38,2014-09-03
35,2014-09-03
12681,2014-09-03
12676,2014-09-03
19,2014-09-04
12659,2014-09-04
12665,2014-09-23
36236,2014-11-11
411,2014-11-11
80169,2014-10-17
36393,2014-12-30
36320,2015-03-20
36320,2015-03-20
36320,2015-03-20
36320,2015-03-06
36320,2015-03-06
25295,2014-12-01
35742,2014-07-02
14308,2014-07-23
80172,2014-07-25
14158,2014-07-25
3613,2014-07-25
12647,2014-07-25
421,2014-07-25
3356,2014-11-21
17410,2015-02-08
69195,2015-05-01
69195,2015-05-16
69195,2015-01-25
69195,2014-12-14
69195,2014-11-24
69195,2014-11-04
69195,2014-08-27
69195,2014-09-03
69195,2014-07-01
45321,2014-09-26
17410,2014-07-25
12672,2014-09-11
69981,2014-08-29
35736,2014-07-20
208,2014-07-31
35736,2014-07-14
35736,2014-08-26
97,2014-08-28
75448,2015-06-01
69550,2015-02-02
69550,2015-02-02
69550,2015-02-02
69550,2015-02-03
69550,2015-02-03
69240,2014-08-13
69240,2014-08-15
69240,2014-08-13
69240,2014-08-14
78569,2015-03-02
78569,2015-03-05
78569,2014-12-30
78862,2014-09-09
69212,2015-05-27
69212,2015-05-21
69212,2014-12-30
69291,2014-10-31
3555,2015-05-27
81151,2014-07-02
45189,2015-05-28
67523,2014-09-28
67523,2014-09-11
34601,2014-11-25
81720,2014-10-26
81720,2014-11-15
81720,2014-09-30
28699,2014-10-20
45492,2014-08-31
45492,2014-08-19
68064,2014-08-09
68064,2015-04-04
68064,2015-01-15
68064,2015-01-07
68064,2014-12-23
68064,2014-12-09
68064,2014-12-20
68064,2014-07-30
68064,2014-08-10
68064,2014-08-05
68064,2014-08-03
68064,2014-07-19
68064,2014-11-18
35934,2015-05-30
69885,2014-09-06
36392,2014-09-06
82875,2015-02-07
36403,2014-11-04
3613,2014-07-28
458,2014-07-28
159,2014-07-28
16065,2014-08-03
81430,2015-05-06
81430,2015-05-06
81430,2015-05-04
81430,2015-05-04
81430,2015-04-28
36266,2014-07-17
36266,2014-07-16
36266,2014-08-25
36266,2014-07-18
36266,2014-07-17
81721,2014-10-21
81721,2014-10-21
81721,2014-07-26
81721,2014-08-21
81721,2014-08-11
81721,2014-08-02
81721,2014-07-31
81721,2014-07-29
81721,2014-07-28
34676,2014-12-02
104,2014-12-02
28644,2015-02-10
14125,2015-02-12
14125,2014-12-24
136,2014-12-24
69983,2015-02-18
69983,2014-08-08
69868,2015-06-12
69868,2015-05-22
69868,2014-10-22
69868,2014-10-23
69868,2014-10-18
69549,2014-09-29
410,2014-08-19
75449,2014-07-15
75449,2014-07-14
75449,2014-07-14
36405,2014-10-21
45457,2015-06-22
35731,2015-06-02
34816,2015-03-14
69971,2014-10-31
69885,2014-10-26
69885,2014-12-07
69849,2014-12-29
14123,2015-05-30
14123,2014-12-03
26686,2014-09-21
26686,2014-09-06
26686,2014-08-27
26686,2014-08-27
26686,2014-08-26
26686,2014-08-26
26686,2014-08-26
26686,2014-08-26
67376,2014-08-26
26686,2014-08-25
45225,2015-05-26
50780,2015-05-26
45225,2015-05-15
36142,2014-10-12
35864,2015-01-14
51467,2015-01-04
12658,2015-01-05
12666,2015-01-25
81644,2015-03-10
86,2015-06-11
86,2015-05-27
86,2015-05-23
86,2015-05-13
86,2015-05-02
86,2015-05-01
86,2015-04-30
86,2015-04-28
86,2015-04-28
86,2015-04-28
12,2015-04-28
86,2015-04-28
86,2015-04-28
86,2015-04-27
86,2015-04-27
86,2015-04-27
86,2015-04-27
86,2015-04-26
86,2015-02-22
86,2015-01-28
86,2014-12-03
17410,2014-12-03
86,2014-11-28
86,2014-11-25
86,2014-11-23
86,2014-11-22
86,2014-11-21
86,2014-11-20
86,2014-11-20
86,2014-11-20
86,2014-11-20
86,2014-11-20
86,2014-11-19
86,2014-11-19
86,2014-11-19
86,2014-11-19
86,2014-11-19
86,2014-11-19
86,2014-11-19
86,2014-11-19
86,2014-11-19
86,2014-11-19
86,2014-11-19
86,2014-11-19
86,2014-11-18
86,2014-11-18
86,2014-11-18
86,2014-11-18
86,2014-11-18
86,2014-11-18
86,2014-11-18
86,2014-11-18
86,2014-11-18
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
51467,2014-11-17
51446,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-17
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-11-16
86,2014-10-14
86,2014-09-26
463,2014-09-26
35,2014-09-26
86,2014-09-03
86,2014-08-04
17410,2014-07-17
86,2014-09-18
17410,2014-07-01
12647,2014-08-11
16853,2014-08-31
12681,2015-06-14
12672,2014-12-11
69291,2014-08-07
14381,2014-08-21
67376,2015-05-29
67376,2015-06-11
67376,2015-05-29
67376,2015-06-08
67376,2015-06-08
67376,2015-06-07
3370,2015-06-07
384,2015-06-07
67376,2015-06-07
12699,2015-06-07
67376,2015-06-07
67376,2015-06-05
67376,2015-06-03
67376,2015-06-02
67376,2015-06-01
67376,2015-05-31
67376,2015-05-31
67376,2015-05-29
67376,2015-05-29
67376,2015-05-29
67376,2015-05-29
67376,2015-05-29
67376,2015-05-29
67376,2015-05-28
67376,2015-05-28
67376,2015-05-28
67376,2015-05-26
67376,2015-05-26
67376,2015-05-25
67376,2015-05-25
67376,2015-05-25
67376,2015-05-25
67376,2015-05-25
67376,2015-05-25
67376,2015-05-25
67376,2015-05-25
67376,2015-05-24
67376,2015-05-31
67376,2015-05-24
67376,2015-05-23
67376,2015-05-23
67376,2014-10-20
67376,2014-09-02
67376,2014-08-03
67376,2014-07-25
379,2014-07-25
6266,2014-07-25
67376,2014-07-13
67376,2014-07-10
12672,2014-07-22
12,2015-05-23
12,2015-05-03
51467,2015-05-03
51446,2015-05-03
12,2015-02-07
12695,2015-02-07
24,2015-02-07
12,2015-01-06
12,2015-01-05
418,2015-01-05
98,2015-01-05
51446,2015-01-05
12,2014-11-22
25295,2014-11-27
12,2014-12-30
12,2014-12-08
25295,2014-12-08
12,2014-10-16
12,2014-09-28
12,2014-09-19
12,2014-09-09
12,2014-08-18
12,2014-08-13
12,2014-07-30
98,2014-08-08
35,2014-09-10
374,2014-09-10
20,2014-10-17
24,2014-11-18
365,2014-11-18
418,2014-12-04
42,2014-12-04
25295,2014-12-04
25392,2014-12-17
28660,2015-06-30
28662,2015-06-30
68132,2015-06-30
250,2015-06-30
68121,2015-06-30
379,2014-08-30
70362,2014-08-30
75193,2015-03-17
104,2014-10-03
26,2014-11-22
26,2014-11-21
26,2014-11-21
12677,2014-07-08
12677,2014-07-07
12677,2014-07-04
12677,2014-07-04
12677,2014-07-03
458,2014-07-03
12677,2014-07-02
12677,2014-07-02
12677,2014-07-02
196,2014-07-02
12677,2014-07-01
50780,2015-05-19
50780,2015-05-28
50780,2015-05-29
50780,2015-05-29
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-28
50780,2015-05-27
50780,2015-05-27
50780,2015-05-27
122,2015-05-27
50780,2015-05-27
50780,2015-05-27
50780,2015-05-27
50780,2015-05-27
50780,2015-05-27
50780,2015-05-27
50780,2015-05-27
50780,2015-05-27
50780,2015-05-27
50780,2015-05-27
50780,2015-05-27
50780,2015-05-26
50780,2015-05-26
50780,2015-05-26
50780,2015-05-26
50780,2015-05-24
50780,2015-05-24
50780,2015-05-24
50780,2015-05-24
50780,2015-05-24
50780,2015-05-24
50780,2015-05-23
50780,2015-05-21
50780,2015-05-21
50780,2015-05-21
50780,2015-05-20
50780,2015-05-20
50780,2015-05-19
50780,2015-05-19
50780,2015-05-19
50780,2015-05-27
50780,2015-05-18
50780,2015-05-27
50780,2015-05-18
50780,2015-05-18
50780,2015-05-28
50780,2015-05-18
50780,2015-05-18
50780,2015-05-18
50780,2015-05-18
50780,2015-05-18
50780,2015-05-18
50780,2015-05-18
50780,2015-05-18
50780,2015-05-18
50780,2015-05-18
50780,2015-05-18
50780,2015-05-18
50780,2015-05-25
50780,2015-05-17
12695,2015-06-01
12695,2015-05-07
12695,2014-09-29
12695,2014-08-18
52,2014-10-17
96,2014-10-17
30,2014-11-18
30,2014-07-31
106,2014-10-26
196,2014-07-08
196,2014-07-09
196,2014-07-23
45,2014-07-23
104,2015-02-01
104,2015-01-19
418,2014-12-17
63,2014-12-26
3356,2014-10-21
3356,2014-09-21
3581,2014-09-21
75193,2015-06-16
75193,2014-12-14
75193,2014-12-09
12661,2015-01-05
12661,2014-08-01
75462,2015-05-07
14158,2014-07-22
14158,2014-07-22
17410,2014-08-09
24536,2014-12-02
45,2014-08-18
379,2015-05-18
379,2015-05-16
379,2015-05-11
379,2015-04-28
379,2015-03-01
379,2014-08-27
379,2014-10-07
38,2015-04-30
19,2014-08-27
35413,2015-02-15
20,2015-02-15
60,2015-02-18
79,2015-02-18
60,2015-01-28
463,2014-07-04
463,2014-12-03
98,2014-12-03
12708,2014-08-09
458,2014-08-30
12656,2014-11-19
13,2014-07-09
69291,2015-05-21
17410,2014-09-10
17410,2015-02-12
17410,2014-10-27
17410,2014-09-23
17410,2014-08-13
12672,2014-09-06
62,2015-03-31
244,2015-02-17
407,2015-01-30
122,2014-11-13
3184,2015-02-18
12672,2014-08-17
12672,2014-07-28
12672,2014-09-07
12672,2014-09-06
1177,2014-11-30
14151,2014-11-30
1177,2014-11-24
76,2015-06-11
415,2014-11-16
16,2015-02-19
16,2014-08-31
16,2014-08-14
16,2014-09-16
16,2014-07-28
3613,2014-09-29
210,2015-02-17
20420,2014-09-29
12647,2015-03-08
3611,2014-10-06
411,2014-10-27
12666,2015-01-13
226,2014-11-21
22,2014-09-23
3370,2014-09-02
23701,2014-12-10
14409,2014-07-04
44271,2015-06-09
44271,2015-05-27
14308,2014-08-29
67,2015-05-28
3612,2015-02-11
469,2014-12-09
212,2014-08-12
16064,2014-10-28
139,2015-02-25
20045,2014-11-25
239,2015-01-08
239,2014-09-22
239,2014-07-28
14150,2014-07-28
6814,2015-02-12
6814,2014-07-07
102,2014-07-07
385,2014-07-07
414,2014-07-07
386,2014-07-07
138,2015-05-31
27501,2015-05-02
19238,2014-07-17
34438,2015-02-11
79,2015-01-01
14163,2014-07-20
50691,2014-08-19
12699,2014-12-24
16853,2015-05-17
98,2015-01-15
98,2014-12-29
28660,2015-02-27
188,2015-04-11
41325,2015-02-13
45434,2015-06-30
95,2014-09-08
35417,2015-05-04
21,2014-10-14
16064,2014-10-17
51467,2015-03-30
51467,2015-02-04
51467,2014-11-03
51467,2014-08-11
51467,2014-07-11
51446,2015-04-19
51446,2015-04-03
51446,2014-11-08
51446,2014-11-04
51446,2014-08-13
12705,2014-08-08
240,2014-12-07
39853,2015-01-05
34333,2015-01-07
27928,2015-01-07
