"","degree","closeness","betweenness","eigenvector","transitivity","constraint","isolate","foldness","url","time"
"1094",0.0068259385665529,0.00557118953452997,0,7.42984565170876e-05,1,0.88906086185866,0,0,"70232",4
"1095",0.116040955631399,0.00560261582882383,0.0345793287159176,0.978861248327733,0.836007130124777,0.105475711095697,0,2,"75625",4
"1096",0,0.00340136054421769,0,7.93391135014936e-05,0,0,1,0,"83120",4
"1097",0.10580204778157,0.00559737133687388,0,0.973742399001364,1,0.122234117728578,0,1,"68042",4
"1098",0.00341296928327645,0.00341296928327645,0,4.23267735585677e-05,0,1.00003024961376,0,0,"78572",4
"1099",0,0.00340136054421769,0,7.93391135014936e-05,0,0,1,0,"68064",4
"1100",0.0068259385665529,0.00342465753424658,0,8.14541912754678e-05,1,1.12503024961376,0,1,"51178",4
"1101",0.0443686006825939,0.00559138964161673,0.011039386066269,0.000497696766120376,0.58974358974359,0.247243502997507,0,3,"69277",4
"1102",0.10580204778157,0.00559737133687388,0,0.973742396529521,1,0.122234117728578,0,1,"86977",4
"1103",0,0.00340136054421769,0,7.93391135014936e-05,0,0,1,0,"82882",4
"1104",0,0.00340136054421769,0,7.93391135014936e-05,0,0,1,0,"69876",4
"1105",0.00341296928327645,0.00556558077690189,0,2.70523836207168e-05,0,1.00003024961376,0,0,"48811",4
"1106",0,0.00340136054421769,0,7.93391135014936e-05,0,0,1,0,"78567",4
"1107",0,0.00340136054421769,0,7.93391135014936e-05,0,0,1,0,"69878",4
"1108",0,0.00340136054421769,0,7.93391135014936e-05,0,0,1,0,"75412",4
"1109",0.10580204778157,0.00559737133687388,0,0.973742399716463,1,0.122234117728578,0,1,"71723",4
"1110",0.0477815699658703,0.00559309739243309,0,0.0573851382883712,1,0.250134620738407,0,2,"70233",4
"1111",0.0068259385665529,0.00342465753424658,0,8.14510100325147e-05,1,1.12503024961376,0,1,"49838",4
"1112",0.0477815699658703,0.00559309739243309,0,0.0573851403170697,1,0.250134620738407,0,2,"51186",4
"1113",0.0443686006825939,0.00559726440865761,0.0120865976948543,0.0021089571786626,0.846153846153846,0.24502821970618,0,1,"36266",4
"1114",0.0477815699658703,0.00559309739243309,0,0.0573851379387794,1,0.250134620738407,0,2,"51189",4
"1115",0.0477815699658703,0.00559309739243309,0,0.0573851391189947,1,0.250134620738407,0,2,"51187",4
"1116",0,0.00340136054421769,0,7.93391135014936e-05,0,0,1,0,"69233",4
