"","in-degree","out-degree","closeness","betweenness","eigenvector","transitivity","constraint","url","time"
"1",0.0833333333333333,0.0791666666666667,0.029429797670141,0.0164053428095036,0.309299312563943,0.097257187014776,0.0960873477160531,"81876",1
"2",0,0.00833333333333333,0.0283185840707965,0,0,1.00009119511194,0.846975787811652,"81151",1
"3",0.00416666666666667,0.00416666666666667,0.0283185840707965,0,0,1.00009119511194,0.846975787811652,"34831",1
"4",0.0625,0,0.0290240657878825,0,0.0739947014741215,0.752472147492894,0.170693913843538,"35742",1
"5",0,0,0.004149377593361,0,0,0,0,"36235",1
"6",0.0208333333333333,0,0.0289505428226779,0,0.0659953771482418,1.00009119511194,0.420768722103083,"36234",1
"7",0.0166666666666667,0.0208333333333333,0.0289505428226779,0,0.0631895002999637,0.27786897288972,0.387109319774996,"35757",1
"8",0.108333333333333,0.0333333333333333,0.0292754330324469,0.00434644307381485,0.531875632437346,0.440376400103029,0.111084000531053,"419",1
"9",0.0208333333333333,0.0291666666666667,0.0289925102681807,0.000182222377030357,0.086255028085773,0.197060892081639,0.319435912503875,"221",1
"10",0.133333333333333,0.133333333333333,0.029458696452682,0.0275313680759675,0.611390891133882,0.131043576064323,0.0856752680363322,"61",1
"11",0.0708333333333333,0.0791666666666667,0.0293721698690491,0.0247837158610518,0.193531976372704,0.0778689728897198,0.108072138341431,"21",1
"12",0.0208333333333333,0.00833333333333333,0.0290100326362867,0.00590790645594111,0.0358227837903503,0.142948337969085,0.330973095067888,"34704",1
"13",0.141666666666667,0.229166666666667,0.0295420974889217,0.0604330007622983,0.198347137122021,0.0590799591568858,0.0659245772983524,"12",1
"14",0.0416666666666667,0.1,0.0293721698690491,0.00326027371620834,0.102073062350408,0.18369190812442,0.13723443260299,"98",1
"15",0.166666666666667,0.2625,0.0296479308214948,0.0774152898478959,0.666996262922809,0.0779514654336629,0.0558987342647084,"379",1
"16",0.145833333333333,0.1125,0.0295530107129664,0.0212061121242701,0.631304601117311,0.178832601775083,0.0772603989583878,"201",1
"17",0.05,0.0541666666666667,0.0294009555310548,0.0034983180942063,0.1466832294799,0.313424528445275,0.124935131603593,"3336",1
"18",0.0541666666666667,0.0666666666666667,0.0293111871030777,0.00126334142999575,0.129000147375852,0.189746367525735,0.182582816038132,"136",1
"19",0.0291666666666667,0.0166666666666667,0.0292255236239649,0,0.0879058407821794,0.81827301329376,0.208995367573445,"71",1
"20",0.0458333333333333,0.0541666666666667,0.0293577981651376,0.00441891510555037,0.105271237800811,0.478352064677159,0.112812871248655,"6287",1
"21",0.116666666666667,0.0541666666666667,0.0294767870302137,0.0241936639836348,0.379544785418076,0.264725341453405,0.0791656679639236,"1177",1
"22",0.0916666666666667,0.0166666666666667,0.0293613897724492,0.00751022990315683,0.247793419306137,0.486245041265788,0.11424609150394,"14150",1
"23",0.0416666666666667,0,0.0292255236239649,0,0.11966565370408,1.00009119511194,0.206936090499274,"6820",1
"24",0.0666666666666667,0.0458333333333333,0.029143897996357,0.0118721541730102,0.100656971939793,0.239407434428181,0.149768046664165,"69742",1
"25",0.104166666666667,0.179166666666667,0.02953119232189,0.0525355088038625,0.219613962167277,0.0883264892295891,0.0590965146166253,"239",1
"26",0,0.0125,0.0286259541984733,0,0,1.00009119511194,0.662259313258868,"459",1
"27",0.0916666666666667,0.108333333333333,0.0292255236239649,0.00660930755620066,0.464266825559206,0.208424528445275,0.128932244973692,"359",1
"28",0.0125,0.00416666666666667,0.0286259541984733,0,0.0222060603466933,0.500091195111942,0.616936503868908,"361",1
"29",0.00833333333333333,0.0708333333333333,0.029296875,0.00142309561314684,0.0234280153309842,0.649214002129486,0.125977398861218,"357",1
"30",0.0833333333333333,0.15,0.0293577981651376,0.0041872901905355,0.423800804973904,0.223467818488565,0.100059759355553,"391",1
"31",0.0416666666666667,0.0666666666666667,0.0293613897724492,0.00673934698604422,0.114409179769142,0.393937348958096,0.101057859236448,"390",1
"32",0.0166666666666667,0.05,0.02916514764856,0,0.034690839191935,0.875091195111942,0.16613689206557,"408",1
"33",0.125,0.15,0.029513034923758,0.0108457359091895,0.554529059982643,0.184240379261126,0.0865618522191396,"54",1
