course,date
81876,2013-12-27
81151,2014-06-01
34831,2014-06-09
35742,2014-06-25
36235,2014-05-29
36234,2014-05-23
35757,2014-05-11
419,2014-05-11
221,2014-05-11
61,2014-05-11
21,2014-05-11
36234,2014-05-17
34704,2013-12-30
34704,2014-06-23
12,2013-07-22
98,2013-07-22
379,2013-08-28
201,2013-08-28
3336,2013-12-21
136,2013-12-21
71,2014-05-07
6287,2014-05-07
1177,2014-05-27
14150,2014-05-27
6820,2014-06-05
69742,2014-05-15
34704,2014-05-17
34704,2014-04-17
34704,2014-04-13
34704,2014-04-29
34704,2014-01-09
34704,2014-01-01
34704,2013-12-31
34704,2013-10-01
239,2013-10-01
34704,2013-08-28
459,2013-07-11
359,2013-07-23
34704,2013-07-31
361,2013-07-31
357,2013-07-28
391,2013-08-22
390,2013-09-25
239,2013-10-13
408,2013-10-13
54,2013-11-18
101,2014-02-18
1177,2014-02-23
190,2014-03-14
3611,2014-03-21
12636,2014-04-11
12705,2014-04-25
14158,2014-05-13
14150,2014-06-04
12637,2014-06-09
12685,2014-06-09
34642,2014-06-16
34642,2014-06-15
34642,2014-06-06
34642,2014-05-30
34642,2014-05-25
14080,2014-05-25
86,2014-05-25
12696,2014-05-25
6823,2014-05-25
81876,2013-12-15
81876,2014-04-25
83210,2014-06-23
16,2013-09-18
112,2013-12-17
97,2014-01-14
69195,2014-02-07
6287,2014-03-28
108,2014-04-10
12695,2014-04-16
51467,2014-04-16
51446,2014-04-17
69985,2014-05-16
69742,2014-05-21
69939,2014-05-27
36404,2014-06-10
35742,2014-06-30
69742,2014-04-23
69742,2014-05-22
69742,2014-06-03
69939,2014-06-03
69742,2014-05-28
69742,2014-05-28
12,2014-05-28
51467,2014-05-28
69742,2014-05-23
69742,2014-05-21
69742,2014-05-21
69981,2014-05-21
14080,2014-05-21
26686,2014-06-01
69742,2014-06-26
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-05-20
69742,2014-04-25
69742,2014-04-11
69742,2014-05-15
51446,2014-05-15
97,2014-06-11
45321,2013-08-03
246,2013-12-06
20,2014-04-10
374,2014-05-07
22,2014-06-17
351,2013-09-12
12,2014-04-14
136,2014-04-14
98,2014-04-14
414,2014-04-14
63,2014-04-17
51467,2014-04-17
51446,2014-05-01
36404,2014-06-19
36404,2014-06-28
36404,2014-06-26
36404,2014-06-26
36404,2014-06-25
36404,2014-06-25
36404,2014-06-26
36404,2014-06-21
36404,2014-06-20
36404,2014-06-20
36404,2014-06-20
36404,2014-06-20
14123,2014-06-24
36404,2014-06-20
