from,to
69885,480
69885,98
69885,115
69885,365
69885,198
69885,344
69885,24330
69885,14151
69885,159
69885,51467
69885,51446
69885,6823
69885,20325
69885,14154
69885,16847
69885,28164
69885,28660
69885,188
69885,69939
69885,12690
69885,25295
69885,25942
12,34704
12,81876
12,35742
12,36403
12,69885
12,479
12,401
12,407
12,42
12,1177
12,20420
12,469
12,12696
12,239
12,328
12,24
12,136
12,398
12,480
12,98
12,115
12,365
12,198
12,344
12,24330
12,14151
12,159
12,51467
12,51446
12,6823
12,20325
12,14154
12,16847
12,28164
12,28660
12,188
12,69939
12,12690
12,25295
12,25942
479,34704
479,81876
479,35742
479,36403
479,69885
479,12
479,401
479,407
479,42
479,1177
479,20420
479,469
479,12696
479,239
479,328
479,24
479,136
479,398
479,480
479,98
479,115
479,365
479,198
479,344
479,24330
479,14151
479,159
479,51467
479,51446
479,6823
479,20325
479,14154
479,16847
479,28164
479,28660
479,188
479,69939
479,12690
479,25295
479,25942
401,34704
401,81876
401,35742
401,36403
401,69885
401,12
401,479
401,407
401,42
401,1177
401,20420
401,469
401,12696
401,239
401,328
401,24
401,136
401,398
401,480
401,98
401,115
401,365
401,198
401,344
401,24330
401,14151
401,159
401,51467
401,51446
401,6823
401,20325
401,14154
401,16847
401,28164
401,28660
401,188
401,69939
401,12690
401,25295
401,25942
407,34704
407,81876
407,35742
407,36403
407,69885
407,12
407,479
407,401
407,42
407,1177
407,20420
407,469
407,12696
407,239
407,328
407,24
407,136
407,398
407,480
407,98
407,115
407,365
407,198
407,344
407,24330
407,14151
407,159
407,51467
407,51446
407,6823
407,20325
407,14154
407,16847
407,28164
407,28660
407,188
407,69939
407,12690
407,25295
407,25942
42,34704
42,81876
42,35742
42,36403
42,69885
42,12
42,479
42,401
42,407
42,1177
42,20420
42,469
42,12696
42,239
42,328
42,24
42,136
42,398
42,480
42,98
42,115
42,365
42,198
42,344
42,24330
42,14151
42,159
42,51467
42,51446
42,6823
42,20325
42,14154
42,16847
42,28164
42,28660
42,188
42,69939
42,12690
42,25295
42,25942
1177,34704
1177,81876
1177,35742
1177,36403
1177,69885
1177,12
1177,479
1177,401
1177,407
1177,42
1177,20420
1177,469
1177,12696
1177,239
1177,328
1177,24
1177,136
1177,398
1177,480
1177,98
1177,115
1177,365
1177,198
1177,344
1177,24330
1177,14151
1177,159
1177,51467
1177,51446
1177,6823
1177,20325
1177,14154
1177,16847
1177,28164
1177,28660
1177,188
1177,69939
1177,12690
1177,25295
1177,25942
20420,34704
20420,81876
20420,35742
20420,36403
20420,69885
20420,12
20420,479
20420,401
20420,407
20420,42
20420,1177
20420,469
20420,12696
20420,239
20420,328
20420,24
20420,136
20420,398
20420,480
20420,98
20420,115
20420,365
20420,198
20420,344
20420,24330
20420,14151
20420,159
20420,51467
20420,51446
20420,6823
20420,20325
20420,14154
20420,16847
20420,28164
20420,28660
20420,188
20420,69939
20420,12690
20420,25295
20420,25942
469,34704
469,81876
469,35742
469,36403
469,69885
469,12
469,479
469,401
469,407
469,42
469,1177
469,20420
469,12696
469,239
469,328
469,24
469,136
469,398
469,480
469,98
469,115
469,365
469,198
469,344
469,24330
469,14151
469,159
469,51467
469,51446
469,6823
469,20325
469,14154
469,16847
469,28164
469,28660
469,188
469,69939
469,12690
469,25295
469,25942
12696,34704
12696,81876
12696,35742
12696,36403
12696,69885
12696,12
12696,479
12696,401
12696,407
12696,42
12696,1177
12696,20420
12696,469
12696,239
12696,328
12696,24
12696,136
12696,398
12696,480
12696,98
12696,115
12696,365
12696,198
12696,344
12696,24330
12696,14151
12696,159
12696,51467
12696,51446
12696,6823
12696,20325
12696,14154
12696,16847
12696,28164
12696,28660
12696,188
12696,69939
12696,12690
12696,25295
12696,25942
239,34704
239,81876
239,35742
239,36403
239,69885
239,12
239,479
239,401
239,407
239,42
239,1177
239,20420
239,469
239,12696
239,328
239,24
239,136
239,398
239,480
239,98
239,115
239,365
239,198
239,344
239,24330
239,14151
239,159
239,51467
239,51446
239,6823
239,20325
239,14154
239,16847
239,28164
239,28660
239,188
239,69939
239,12690
239,25295
239,25942
328,34704
328,81876
328,35742
328,36403
328,69885
328,12
328,479
328,401
328,407
328,42
328,1177
328,20420
328,469
328,12696
328,239
328,24
328,136
328,398
328,480
328,98
328,115
328,365
328,198
328,344
328,24330
328,14151
328,159
328,51467
328,51446
328,6823
328,20325
328,14154
328,16847
328,28164
328,28660
328,188
328,69939
328,12690
328,25295
328,25942
24,34704
24,81876
24,35742
24,36403
24,69885
24,12
24,479
24,401
24,407
24,42
24,1177
24,20420
24,469
24,12696
24,239
24,328
24,136
24,398
24,480
24,98
24,115
24,365
24,198
24,344
24,24330
24,14151
24,159
24,51467
24,51446
24,6823
24,20325
24,14154
24,16847
24,28164
24,28660
24,188
24,69939
24,12690
24,25295
24,25942
136,34704
136,81876
136,35742
136,36403
136,69885
136,12
136,479
136,401
136,407
136,42
136,1177
136,20420
136,469
136,12696
136,239
136,328
136,24
136,398
136,480
136,98
136,115
136,365
136,198
136,344
136,24330
136,14151
136,159
136,51467
136,51446
136,6823
136,20325
136,14154
136,16847
136,28164
136,28660
136,188
136,69939
136,12690
136,25295
136,25942
398,34704
398,81876
398,35742
398,36403
398,69885
398,12
398,479
398,401
398,407
398,42
398,1177
398,20420
398,469
398,12696
398,239
398,328
398,24
398,136
398,480
398,98
398,115
398,365
398,198
398,344
398,24330
398,14151
398,159
398,51467
398,51446
398,6823
398,20325
398,14154
398,16847
398,28164
398,28660
398,188
398,69939
398,12690
398,25295
398,25942
480,34704
480,81876
480,35742
480,36403
480,69885
480,12
480,479
480,401
480,407
480,42
480,1177
480,20420
480,469
480,12696
480,239
480,328
480,24
480,136
480,398
480,98
480,115
480,365
480,198
480,344
480,24330
480,14151
480,159
480,51467
480,51446
480,6823
480,20325
480,14154
480,16847
480,28164
480,28660
480,188
480,69939
480,12690
480,25295
480,25942
98,34704
98,81876
98,35742
98,36403
98,69885
98,12
98,479
98,401
98,407
98,42
98,1177
98,20420
98,469
98,12696
98,239
98,328
98,24
98,136
98,398
98,480
98,115
98,365
98,198
98,344
98,24330
98,14151
98,159
98,51467
98,51446
98,6823
98,20325
98,14154
98,16847
98,28164
98,28660
98,188
98,69939
98,12690
98,25295
98,25942
115,34704
115,81876
115,35742
115,36403
115,69885
115,12
115,479
115,401
115,407
115,42
115,1177
115,20420
115,469
115,12696
115,239
115,328
115,24
115,136
115,398
115,480
115,98
115,365
115,198
115,344
115,24330
115,14151
115,159
115,51467
115,51446
115,6823
115,20325
115,14154
115,16847
115,28164
115,28660
115,188
115,69939
115,12690
115,25295
115,25942
365,34704
365,81876
365,35742
365,36403
365,69885
365,12
365,479
365,401
365,407
365,42
365,1177
365,20420
365,469
365,12696
365,239
365,328
365,24
365,136
365,398
365,480
365,98
365,115
365,198
365,344
365,24330
365,14151
365,159
365,51467
365,51446
365,6823
365,20325
365,14154
365,16847
365,28164
365,28660
365,188
365,69939
365,12690
365,25295
365,25942
198,34704
198,81876
198,35742
198,36403
198,69885
198,12
198,479
198,401
198,407
198,42
198,1177
198,20420
198,469
198,12696
198,239
198,328
198,24
198,136
198,398
198,480
198,98
198,115
198,365
198,344
198,24330
198,14151
198,159
198,51467
198,51446
198,6823
198,20325
198,14154
198,16847
198,28164
198,28660
198,188
198,69939
198,12690
198,25295
198,25942
344,34704
344,81876
344,35742
344,36403
344,69885
344,12
344,479
344,401
344,407
344,42
344,1177
344,20420
344,469
344,12696
344,239
344,328
344,24
344,136
344,398
344,480
344,98
344,115
344,365
344,198
344,24330
344,14151
344,159
344,51467
344,51446
344,6823
344,20325
344,14154
344,16847
344,28164
344,28660
344,188
344,69939
344,12690
344,25295
344,25942
24330,34704
24330,81876
24330,35742
24330,36403
24330,69885
24330,12
24330,479
24330,401
24330,407
24330,42
24330,1177
24330,20420
24330,469
24330,12696
24330,239
24330,328
24330,24
24330,136
24330,398
24330,480
24330,98
24330,115
24330,365
24330,198
24330,344
24330,14151
24330,159
24330,51467
24330,51446
24330,6823
24330,20325
24330,14154
24330,16847
24330,28164
24330,28660
24330,188
24330,69939
24330,12690
24330,25295
24330,25942
14151,34704
14151,81876
14151,35742
14151,36403
14151,69885
14151,12
14151,479
14151,401
14151,407
14151,42
14151,1177
14151,20420
14151,469
14151,12696
14151,239
14151,328
14151,24
14151,136
14151,398
14151,480
14151,98
14151,115
14151,365
14151,198
14151,344
14151,24330
14151,159
14151,51467
14151,51446
14151,6823
14151,20325
14151,14154
14151,16847
14151,28164
14151,28660
14151,188
14151,69939
14151,12690
14151,25295
14151,25942
159,34704
159,81876
159,35742
159,36403
159,69885
159,12
159,479
159,401
159,407
159,42
159,1177
159,20420
159,469
159,12696
159,239
159,328
159,24
159,136
159,398
159,480
159,98
159,115
159,365
159,198
159,344
159,24330
159,14151
159,51467
159,51446
159,6823
159,20325
159,14154
159,16847
159,28164
159,28660
159,188
159,69939
159,12690
159,25295
159,25942
51467,34704
51467,81876
51467,35742
51467,36403
51467,69885
51467,12
51467,479
51467,401
51467,407
51467,42
51467,1177
51467,20420
51467,469
51467,12696
51467,239
51467,328
51467,24
51467,136
51467,398
51467,480
51467,98
51467,115
51467,365
51467,198
51467,344
51467,24330
51467,14151
51467,159
51467,51446
51467,6823
51467,20325
51467,14154
51467,16847
51467,28164
51467,28660
51467,188
51467,69939
51467,12690
51467,25295
51467,25942
51446,34704
51446,81876
51446,35742
51446,36403
51446,69885
51446,12
51446,479
51446,401
51446,407
51446,42
51446,1177
51446,20420
51446,469
51446,12696
51446,239
51446,328
51446,24
51446,136
51446,398
51446,480
51446,98
51446,115
51446,365
51446,198
51446,344
51446,24330
51446,14151
51446,159
51446,51467
51446,6823
51446,20325
51446,14154
51446,16847
51446,28164
51446,28660
51446,188
51446,69939
51446,12690
51446,25295
51446,25942
6823,34704
6823,81876
6823,35742
6823,36403
6823,69885
6823,12
6823,479
6823,401
6823,407
6823,42
6823,1177
6823,20420
6823,469
6823,12696
6823,239
6823,328
6823,24
6823,136
6823,398
6823,480
6823,98
6823,115
6823,365
6823,198
6823,344
6823,24330
6823,14151
6823,159
6823,51467
6823,51446
6823,20325
6823,14154
6823,16847
6823,28164
6823,28660
6823,188
6823,69939
6823,12690
6823,25295
6823,25942
20325,34704
20325,81876
20325,35742
20325,36403
20325,69885
20325,12
20325,479
20325,401
20325,407
20325,42
20325,1177
20325,20420
20325,469
20325,12696
20325,239
20325,328
20325,24
20325,136
20325,398
20325,480
20325,98
20325,115
20325,365
20325,198
20325,344
20325,24330
20325,14151
20325,159
20325,51467
20325,51446
20325,6823
20325,14154
20325,16847
20325,28164
20325,28660
20325,188
20325,69939
20325,12690
20325,25295
20325,25942
14154,34704
14154,81876
14154,35742
14154,36403
14154,69885
14154,12
14154,479
14154,401
14154,407
14154,42
14154,1177
14154,20420
14154,469
14154,12696
14154,239
14154,328
14154,24
14154,136
14154,398
14154,480
14154,98
14154,115
14154,365
14154,198
14154,344
14154,24330
14154,14151
14154,159
14154,51467
14154,51446
14154,6823
14154,20325
14154,16847
14154,28164
14154,28660
14154,188
14154,69939
14154,12690
14154,25295
14154,25942
16847,28164
16847,28660
16847,188
16847,69939
16847,12690
16847,25295
16847,25942
28164,28660
28164,188
28164,69939
28164,12690
28164,25295
28164,25942
28660,188
28660,69939
28660,12690
28660,25295
28660,25942
188,69939
188,12690
188,25295
188,25942
69939,12690
69939,25295
69939,25942
12690,69939
12690,25295
12690,25942
25295,25942
25942,25295
34704,47053
34704,379
34704,12676
47053,34704
47053,379
47053,12676
379,34704
379,47053
379,12676
12676,34704
12676,47053
12676,379
12677,3613
12677,3356
12677,12659
12677,3581
12677,35
12677,3370
12677,24330
12677,20449
12677,21
12677,14214
12677,24536
12677,20448
12677,20200
12677,26563
12677,12658
12677,12690
12677,27787
12677,35389
3613,3356
3613,12659
3613,3581
3613,35
3613,3370
3613,24330
3613,20449
3613,21
3613,14214
3613,24536
3613,20448
3613,20200
3613,26563
3613,12658
3613,12690
3613,27787
3613,35389
3356,12659
3356,3581
3356,35
3356,3370
3356,24330
3356,20449
3356,21
3356,14214
3356,24536
3356,20448
3356,20200
3356,26563
3356,12658
3356,12690
3356,27787
3356,35389
12659,3581
12659,35
12659,3370
12659,24330
12659,20449
12659,21
12659,14214
12659,24536
12659,20448
12659,20200
12659,26563
12659,12658
12659,12690
12659,27787
12659,35389
3581,35
3581,3370
3581,24330
3581,20449
3581,21
3581,14214
3581,24536
3581,20448
3581,20200
3581,26563
3581,12658
3581,12690
3581,27787
3581,35389
35,3370
35,24330
35,20449
35,21
35,14214
35,24536
35,20448
35,20200
35,26563
35,12658
35,12690
35,27787
35,35389
3370,35
3370,24330
3370,20449
3370,21
3370,14214
3370,24536
3370,20448
3370,20200
3370,26563
3370,12658
3370,12690
3370,27787
3370,35389
24330,35
24330,3370
24330,20449
24330,21
24330,14214
24330,24536
24330,20448
24330,20200
24330,26563
24330,12658
24330,12690
24330,27787
24330,35389
20449,21
20449,14214
20449,24536
20449,20448
20449,20200
20449,26563
20449,12658
20449,12690
20449,27787
20449,35389
21,14214
21,24536
21,20448
21,20200
21,26563
21,12658
21,12690
21,27787
21,35389
14214,24536
14214,20448
14214,20200
14214,26563
14214,12658
14214,12690
14214,27787
14214,35389
24536,14214
24536,20448
24536,20200
24536,26563
24536,12658
24536,12690
24536,27787
24536,35389
20448,14214
20448,24536
20448,20200
20448,26563
20448,12658
20448,12690
20448,27787
20448,35389
20200,26563
20200,12658
20200,12690
20200,27787
20200,35389
26563,12658
26563,12690
26563,27787
26563,35389
12658,12690
12658,27787
12658,35389
12690,27787
12690,35389
27787,35389
35902,69880
35902,25680
35902,16064
69880,35902
69880,25680
69880,16064
25680,35902
25680,69880
25680,16064
35931,34642
69291,98
69742,14158
69742,122
69742,226
69742,51467
69742,51446
69742,47053
69742,81876
69742,3355
69742,17410
14158,69742
14158,122
14158,226
14158,51467
14158,51446
14158,47053
14158,81876
14158,3355
14158,17410
122,69742
122,14158
122,226
122,51467
122,51446
122,47053
122,81876
122,3355
122,17410
226,69742
226,14158
226,122
226,51467
226,51446
226,47053
226,81876
226,3355
226,17410
51467,69742
51467,14158
51467,122
51467,226
51467,51446
51467,47053
51467,81876
51467,3355
51467,17410
51446,69742
51446,14158
51446,122
51446,226
51446,51467
51446,47053
51446,81876
51446,3355
51446,17410
47053,81876
47053,3355
47053,17410
81876,47053
81876,3355
81876,17410
3355,17410
68064,12
68064,106
68064,98
68064,35
68064,24359
68064,365
68064,28660
68064,418
68064,41388
68064,68132
68064,75462
68064,340
68064,28662
12,106
12,98
12,35
12,24359
12,365
12,28660
12,418
12,41388
12,68132
12,75462
12,340
12,28662
106,12
106,98
106,35
106,24359
106,365
106,28660
106,418
106,41388
106,68132
106,75462
106,340
106,28662
98,35
98,24359
98,365
98,28660
98,418
98,41388
98,68132
98,75462
98,340
98,28662
35,24359
35,365
35,28660
35,418
35,41388
35,68132
35,75462
35,340
35,28662
24359,365
24359,28660
24359,418
24359,41388
24359,68132
24359,75462
24359,340
24359,28662
365,24359
365,28660
365,418
365,41388
365,68132
365,75462
365,340
365,28662
28660,418
28660,41388
28660,68132
28660,75462
28660,340
28660,28662
418,41388
418,68132
418,75462
418,340
418,28662
41388,68132
41388,75462
41388,340
41388,28662
68132,75462
68132,340
68132,28662
75462,340
75462,28662
340,75462
340,28662
69742,83112
69742,82875
69742,12
69742,12638
83112,69742
83112,82875
83112,12
83112,12638
82875,69742
82875,83112
82875,12
82875,12638
12,69742
12,83112
12,82875
12,12638
12638,69742
12638,83112
12638,82875
12638,12
68064,98
98,68064
69854,12
69854,70322
69854,69291
12,69854
12,70322
12,69291
70322,69854
70322,12
70322,69291
69291,69854
69291,12
69291,70322
69854,1196
1196,69854
35736,69291
68064,12695
68064,45168
68064,45430
68064,28662
12695,45168
12695,45430
12695,28662
45168,45430
45168,28662
45430,45168
45430,28662
28662,45168
28662,45430
36404,35742
35742,36404
36404,45321
36404,75449
36404,88
36404,16
36404,19561
45321,36404
45321,75449
45321,88
45321,16
45321,19561
75449,36404
75449,45321
75449,88
75449,16
75449,19561
88,36404
88,45321
88,75449
88,16
88,19561
16,36404
16,45321
16,75449
16,88
16,19561
19561,36404
19561,45321
19561,75449
19561,88
19561,16
36404,69983
81876,35742
81876,97
81876,17410
81876,101
81876,6823
35742,81876
35742,97
35742,17410
35742,101
35742,6823
97,81876
97,35742
97,17410
97,101
97,6823
17410,81876
17410,35742
17410,97
17410,101
17410,6823
101,81876
101,35742
101,97
101,17410
101,6823
6823,81876
6823,35742
6823,97
6823,17410
6823,101
81425,3133
81425,86
81425,350
81425,81876
3133,81425
3133,86
3133,350
3133,81876
86,81425
86,3133
86,350
86,81876
350,81425
350,3133
350,86
350,81876
81425,86
86,81425
81425,68064
69880,36398
36398,69880
35774,35413
35413,35774
35774,6471
6471,35774
45520,45521
45521,45520
45520,45521
45521,45520
45520,45521
45521,45520
45520,45521
45521,45520
45520,45521
45521,45520
45520,45521
45521,45520
45520,45521
45521,45520
50780,83112
69880,35742
69880,3613
35742,3613
12672,51446
12672,14411
12672,17410
12672,20388
51446,14411
51446,17410
51446,20388
14411,17410
14411,20388
17410,20388
45225,81876
81876,418
418,81876
81876,106
106,81876
81876,69195
81876,14123
69195,14123
14123,69195
35757,159
35757,38
35757,35
35757,12681
35757,12676
35757,19
35757,12659
35757,12665
35757,36236
35757,411
159,35757
159,38
159,35
159,12681
159,12676
159,19
159,12659
159,12665
159,36236
159,411
38,35
38,12681
38,12676
38,19
38,12659
38,12665
38,36236
38,411
35,38
35,12681
35,12676
35,19
35,12659
35,12665
35,36236
35,411
12681,38
12681,35
12681,12676
12681,19
12681,12659
12681,12665
12681,36236
12681,411
12676,38
12676,35
12676,12681
12676,19
12676,12659
12676,12665
12676,36236
12676,411
19,12659
19,12665
19,36236
19,411
12659,19
12659,12665
12659,36236
12659,411
12665,36236
12665,411
36236,411
411,36236
14308,80172
14308,14158
14308,3613
14308,12647
14308,421
14308,3356
14308,17410
80172,14158
80172,3613
80172,12647
80172,421
80172,3356
80172,17410
14158,80172
14158,3613
14158,12647
14158,421
14158,3356
14158,17410
3613,80172
3613,14158
3613,12647
3613,421
3613,3356
3613,17410
12647,80172
12647,14158
12647,3613
12647,421
12647,3356
12647,17410
421,80172
421,14158
421,3613
421,12647
421,3356
421,17410
3356,17410
17410,12672
35736,208
35736,97
69291,3555
69885,36392
36392,69885
3613,458
3613,159
3613,16065
458,3613
458,159
458,16065
159,3613
159,458
159,16065
34676,104
34676,28644
34676,14125
104,34676
104,28644
104,14125
28644,14125
14125,136
136,14125
26686,67376
67376,26686
45225,50780
50780,45225
