course_id,title,provider,subject,school,time_school_ranking,total_review_rating,total_review_count,time,time_review_count,time_review_rating,time_avg_low_review,time_avg_moderate_review,time_avg_high_review,time_avg_helpful_review_score,time_avg_review_length,effort_hours (per_week),level,price,enrollment_type,course_length,url
CourseTalk-20,Design Thinking for Leading and Learning,edX,Education & Teacher Training,Massachusetts Institute of Technology,1,4,1,2,0,0,0,0,0,0,0,2,Intermediate,49,FREE audit/Pay for certificate,6,80336
CourseTalk-20,Design Thinking for Leading and Learning,edX,Education & Teacher Training,Massachusetts Institute of Technology,1,4,1,3,0,0,0,0,0,0,0,2,Intermediate,49,FREE audit/Pay for certificate,6,80336
CourseTalk-20,Design Thinking for Leading and Learning,edX,Education & Teacher Training,Massachusetts Institute of Technology,1,4,1,4,1,5.0,0.0,0.0,1.0,0.0,101.0,2,Intermediate,49,FREE audit/Pay for certificate,6,80336
CourseTalk-21,International Law,edX,Law,null,NA,5,66,1,0,0,0,0,0,0,0,6,Advanced,150,FREE audit/Pay for certificate,8,78566
CourseTalk-21,International Law,edX,Law,null,NA,5,66,2,13,4.538461538461538,0.0,0.07692307692307693,0.9230769230769231,0.0,253.3846153846154,6,Advanced,150,FREE audit/Pay for certificate,8,78566
CourseTalk-21,International Law,edX,Law,null,NA,5,66,3,40,4.825,0.0,0.075,0.925,0.05,430.125,6,Advanced,150,FREE audit/Pay for certificate,8,78566
CourseTalk-21,International Law,edX,Law,null,NA,5,66,4,13,4.615384615384615,0.0,0.15384615384615385,0.8461538461538461,0.0,534.7692307692307,6,Advanced,150,FREE audit/Pay for certificate,8,78566
CourseTalk-22,DemoX,edX,Education & Teacher Training,null,NA,4,120,1,0,0,0,0,0,0,0,1,Introductory,NA,NA,NA,34575
CourseTalk-22,DemoX,edX,Education & Teacher Training,null,NA,4,120,2,30,4.883333333333334,0.0,0.03333333333333333,0.9666666666666667,0.2,191.26666666666668,1,Introductory,NA,NA,NA,34575
CourseTalk-22,DemoX,edX,Education & Teacher Training,null,NA,4,120,3,42,4.095238095238095,0.047619047619047616,0.16666666666666666,0.7857142857142857,0.16666666666666666,230.71428571428572,1,Introductory,NA,NA,NA,34575
CourseTalk-22,DemoX,edX,Education & Teacher Training,null,NA,4,120,4,50,4.3,0.06,0.08,0.86,0.0,191.92,1,Introductory,NA,NA,NA,34575
CourseTalk-23,The Science of Happiness,edX,Social Sciences,"University of California, Berkeley",25,5,101,1,0,0,0,0,0,0,0,4.5,Introductory,49,FREE audit/Pay for certificate,8,69880
CourseTalk-23,The Science of Happiness,edX,Social Sciences,"University of California, Berkeley",27,5,101,2,47,4.574468085106383,0.02127659574468085,0.06382978723404255,0.9148936170212766,0.2127659574468085,387.1063829787234,4.5,Introductory,49,FREE audit/Pay for certificate,8,69880
CourseTalk-23,The Science of Happiness,edX,Social Sciences,"University of California, Berkeley",26,5,101,3,33,4.363636363636363,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.21212121212121213,389.8787878787879,4.5,Introductory,49,FREE audit/Pay for certificate,8,69880
CourseTalk-23,The Science of Happiness,edX,Social Sciences,"University of California, Berkeley",28,5,101,4,23,4.869565217391305,0.0,0.0,1.0,0.0,579.9565217391304,4.5,Introductory,49,FREE audit/Pay for certificate,8,69880
CourseTalk-24,Family Business ? Strategy Essentials,edX,Business & Management,University of British Columbia,NA,5,6,1,0,0,0,0,0,0,0,3.5,Introductory,99,FREE audit/Pay for certificate,6,83221
CourseTalk-24,Family Business ? Strategy Essentials,edX,Business & Management,University of British Columbia,NA,5,6,2,0,0,0,0,0,0,0,3.5,Introductory,99,FREE audit/Pay for certificate,6,83221
CourseTalk-24,Family Business ? Strategy Essentials,edX,Business & Management,University of British Columbia,NA,5,6,3,0,0,0,0,0,0,0,3.5,Introductory,99,FREE audit/Pay for certificate,6,83221
CourseTalk-24,Family Business ? Strategy Essentials,edX,Business & Management,University of British Columbia,NA,5,6,4,7,4.714285714285714,0.0,0.0,1.0,0.0,281.85714285714283,3.5,Introductory,99,FREE audit/Pay for certificate,6,83221
CourseTalk-25,Digital Branding and Engagement,edX,Business & Management,Curtin University,284,4,69,1,0,0,0,0,0,0,0,3.5,Intermediate,99,FREE audit/Pay for certificate,4,80768
CourseTalk-25,Digital Branding and Engagement,edX,Business & Management,Curtin University,331,4,69,2,0,0,0,0,0,0,0,3.5,Intermediate,99,FREE audit/Pay for certificate,4,80768
CourseTalk-25,Digital Branding and Engagement,edX,Business & Management,Curtin University,284,4,69,3,59,4.4491525423728815,0.05084745762711865,0.06779661016949153,0.8813559322033898,0.3728813559322034,366.50847457627117,3.5,Intermediate,99,FREE audit/Pay for certificate,4,80768
CourseTalk-25,Digital Branding and Engagement,edX,Business & Management,Curtin University,306,4,69,4,10,3.8,0.2,0.2,0.6,0.7,556.2,3.5,Intermediate,99,FREE audit/Pay for certificate,4,80768
CourseTalk-26,United States Health Policy,edX,Health & Safety,Harvard University,2,5,4,1,3,5.0,0.0,0.0,1.0,0.0,511.0,4,Introductory,250,FREE audit/Pay for certificate,13,34831
CourseTalk-26,United States Health Policy,edX,Health & Safety,Harvard University,4,5,4,2,1,5.0,0.0,0.0,1.0,0.0,270.0,4,Introductory,250,FREE audit/Pay for certificate,13,34831
CourseTalk-26,United States Health Policy,edX,Health & Safety,Harvard University,2,5,4,3,0,0,0,0,0,0,0,4,Introductory,250,FREE audit/Pay for certificate,13,34831
CourseTalk-26,United States Health Policy,edX,Health & Safety,Harvard University,3,5,4,4,0,0,0,0,0,0,0,4,Introductory,250,FREE audit/Pay for certificate,13,34831
CourseTalk-27,Introduction to Control System Design - A First Look,edX,Engineering,Massachusetts Institute of Technology,1,5,4,1,0,0,0,0,0,0,0,5.5,Introductory,25,FREE audit/Pay for certificate,4,70223
CourseTalk-27,Introduction to Control System Design - A First Look,edX,Engineering,Massachusetts Institute of Technology,1,5,4,2,0,0,0,0,0,0,0,5.5,Introductory,25,FREE audit/Pay for certificate,4,70223
CourseTalk-27,Introduction to Control System Design - A First Look,edX,Engineering,Massachusetts Institute of Technology,1,5,4,3,4,5.0,0.0,0.0,1.0,0.5,827.5,5.5,Introductory,25,FREE audit/Pay for certificate,4,70223
CourseTalk-27,Introduction to Control System Design - A First Look,edX,Engineering,Massachusetts Institute of Technology,1,5,4,4,0,0,0,0,0,0,0,5.5,Introductory,25,FREE audit/Pay for certificate,4,70223
CourseTalk-28,Materials Science and Engineering,edX,Engineering,National University of Science and Technology MISiS,NA,4,1,1,0,0,0,0,0,0,0,3.5,Intermediate,49,FREE audit/Pay for certificate,7,84080
CourseTalk-28,Materials Science and Engineering,edX,Engineering,National University of Science and Technology MISiS,750,4,1,2,0,0,0,0,0,0,0,3.5,Intermediate,49,FREE audit/Pay for certificate,7,84080
CourseTalk-28,Materials Science and Engineering,edX,Engineering,National University of Science and Technology MISiS,758,4,1,3,0,0,0,0,0,0,0,3.5,Intermediate,49,FREE audit/Pay for certificate,7,84080
CourseTalk-28,Materials Science and Engineering,edX,Engineering,National University of Science and Technology MISiS,623,4,1,4,1,5.0,0.0,0.0,1.0,0.0,130.0,3.5,Intermediate,49,FREE audit/Pay for certificate,7,84080
CourseTalk-29,"""A Room with a View"" by Forster: BerkeleyX Book Club",edX,Humanities,"University of California, Berkeley",25,3,5,1,0,0,0,0,0,0,0,3,Introductory,NA,FREE audit/Pay for certificate,4,42214
CourseTalk-29,"""A Room with a View"" by Forster: BerkeleyX Book Club",edX,Humanities,"University of California, Berkeley",27,3,5,2,0,0,0,0,0,0,0,3,Introductory,NA,FREE audit/Pay for certificate,4,42214
CourseTalk-29,"""A Room with a View"" by Forster: BerkeleyX Book Club",edX,Humanities,"University of California, Berkeley",26,3,5,3,5,2.5,0.0,0.4,0.6,0.0,1394.0,3,Introductory,NA,FREE audit/Pay for certificate,4,42214
CourseTalk-29,"""A Room with a View"" by Forster: BerkeleyX Book Club",edX,Humanities,"University of California, Berkeley",28,3,5,4,0,0,0,0,0,0,0,3,Introductory,NA,FREE audit/Pay for certificate,4,42214
CourseTalk-30,Introduction to Social Psychology,edX,Social Sciences,University of Queensland,43,4,16,1,0,0,0,0,0,0,0,1.5,Introductory,99,FREE audit/Pay for certificate,7,86956
CourseTalk-30,Introduction to Social Psychology,edX,Social Sciences,University of Queensland,43,4,16,2,0,0,0,0,0,0,0,1.5,Introductory,99,FREE audit/Pay for certificate,7,86956
CourseTalk-30,Introduction to Social Psychology,edX,Social Sciences,University of Queensland,46,4,16,3,0,0,0,0,0,0,0,1.5,Introductory,99,FREE audit/Pay for certificate,7,86956
CourseTalk-30,Introduction to Social Psychology,edX,Social Sciences,University of Queensland,51,4,16,4,18,4.388888888888889,0.05555555555555555,0.16666666666666666,0.7777777777777778,0.0,372.3333333333333,1.5,Introductory,99,FREE audit/Pay for certificate,7,86956
CourseTalk-31,The Computing Technology Inside Your Smartphone,edX,Computer Science,Cornell University,15,5,11,1,0,0,0,0,0,0,0,6,Introductory,49,FREE audit/Pay for certificate,10,69215
CourseTalk-31,The Computing Technology Inside Your Smartphone,edX,Computer Science,Cornell University,19,5,11,2,3,4.333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,284.0,6,Introductory,49,FREE audit/Pay for certificate,10,69215
CourseTalk-31,The Computing Technology Inside Your Smartphone,edX,Computer Science,Cornell University,17,5,11,3,2,4.5,0.0,0.0,1.0,0.0,561.5,6,Introductory,49,FREE audit/Pay for certificate,10,69215
CourseTalk-31,The Computing Technology Inside Your Smartphone,edX,Computer Science,Cornell University,16,5,11,4,7,4.857142857142857,0.0,0.0,1.0,0.0,390.14285714285717,6,Introductory,49,FREE audit/Pay for certificate,10,69215
CourseTalk-32,Marketing Analytics: Marketing Measurement Strategy,edX,Business & Management,"University of California, Berkeley",25,3,4,1,0,0,0,0,0,0,0,6,Introductory,NA,FREE audit/Pay for certificate,4,67561
CourseTalk-32,Marketing Analytics: Marketing Measurement Strategy,edX,Business & Management,"University of California, Berkeley",27,3,4,2,0,0,0,0,0,0,0,6,Introductory,NA,FREE audit/Pay for certificate,4,67561
CourseTalk-32,Marketing Analytics: Marketing Measurement Strategy,edX,Business & Management,"University of California, Berkeley",26,3,4,3,2,2.25,0.0,0.0,1.0,0.0,160.5,6,Introductory,NA,FREE audit/Pay for certificate,4,67561
CourseTalk-32,Marketing Analytics: Marketing Measurement Strategy,edX,Business & Management,"University of California, Berkeley",28,3,4,4,2,3.25,0.5,0.0,0.5,0.0,293.5,6,Introductory,NA,FREE audit/Pay for certificate,4,67561
CourseTalk-33,Urban Sewage Treatment,edX,Engineering,Delft University of Technology,95,4,1,1,0,0,0,0,0,0,0,7,Intermediate,49,FREE audit/Pay for certificate,7,70676
CourseTalk-33,Urban Sewage Treatment,edX,Engineering,Delft University of Technology,86,4,1,2,0,0,0,0,0,0,0,7,Intermediate,49,FREE audit/Pay for certificate,7,70676
CourseTalk-33,Urban Sewage Treatment,edX,Engineering,Delft University of Technology,64,4,1,3,0,0,0,0,0,0,0,7,Intermediate,49,FREE audit/Pay for certificate,7,70676
CourseTalk-33,Urban Sewage Treatment,edX,Engineering,Delft University of Technology,62,4,1,4,1,5.0,0.0,0.0,1.0,0.0,167.0,7,Intermediate,49,FREE audit/Pay for certificate,7,70676
CourseTalk-34,AP¢ç Spanish Language and Culture,edX,Language,Boston University,79,5,2,1,0,0,0,0,0,0,0,3.5,Introductory,50,FREE audit/Pay for certificate,12,46956
CourseTalk-34,AP¢ç Spanish Language and Culture,edX,Language,Boston University,78,5,2,2,0,0,0,0,0,0,0,3.5,Introductory,50,FREE audit/Pay for certificate,12,46956
