from,to
188,83277
188,45502
188,26582
188,70223
188,44776
188,44777
188,44778
188,45431
188,45401
188,50753
188,50532
188,80158
188,89756
83277,45502
83277,26582
83277,70223
83277,44776
83277,44777
83277,44778
83277,45431
83277,45401
83277,50753
83277,50532
83277,80158
83277,89756
45502,26582
45502,70223
45502,44776
45502,44777
45502,44778
45502,45431
45502,45401
45502,50753
45502,50532
45502,80158
45502,89756
26582,70223
26582,44776
26582,44777
26582,44778
26582,45431
26582,45401
26582,50753
26582,50532
26582,80158
26582,89756
70223,44776
70223,44777
70223,44778
70223,45431
70223,45401
70223,50753
70223,50532
70223,80158
70223,89756
44776,44777
44776,44778
44776,45431
44776,45401
44776,50753
44776,50532
44776,80158
44776,89756
44777,44778
44777,45431
44777,45401
44777,50753
44777,50532
44777,80158
44777,89756
44778,45431
44778,45401
44778,50753
44778,50532
44778,80158
44778,89756
45431,45401
45431,50753
45431,50532
45431,80158
45431,89756
45401,45431
45401,50753
45401,50532
45401,80158
45401,89756
50753,50532
50753,80158
50753,89756
50532,50753
50532,80158
50532,89756
80158,89756
14098,83015
83015,14098
48089,78860
48089,89710
48089,12
48089,418
48089,167
48089,93
48089,3613
48089,3370
48089,25295
48089,390
48089,227
48089,98
48089,92
48089,28662
48089,113
48089,28664
48089,25392
48089,68132
48089,51446
48089,68121
48089,34816
48089,406
48089,20
48089,90812
48089,50363
48089,80164
48089,12658
48089,47718
48089,49998
48089,50758
48089,50361
48089,50675
48089,48819
48089,51335
48089,51409
48089,51341
48089,51320
48089,47063
48089,51181
48089,51480
48089,50618
48089,48832
48089,34593
48089,51560
78860,48089
78860,89710
78860,12
78860,418
78860,167
78860,93
78860,3613
78860,3370
78860,25295
78860,390
78860,227
78860,98
78860,92
78860,28662
78860,113
78860,28664
78860,25392
78860,68132
78860,51446
78860,68121
78860,34816
78860,406
78860,20
78860,90812
78860,50363
78860,80164
78860,12658
78860,47718
78860,49998
78860,50758
78860,50361
78860,50675
78860,48819
78860,51335
78860,51409
78860,51341
78860,51320
78860,47063
78860,51181
78860,51480
78860,50618
78860,48832
78860,34593
78860,51560
89710,48089
89710,78860
89710,12
89710,418
89710,167
89710,93
89710,3613
89710,3370
89710,25295
89710,390
89710,227
89710,98
89710,92
89710,28662
89710,113
89710,28664
89710,25392
89710,68132
89710,51446
89710,68121
89710,34816
89710,406
89710,20
89710,90812
89710,50363
89710,80164
89710,12658
89710,47718
89710,49998
89710,50758
89710,50361
89710,50675
89710,48819
89710,51335
89710,51409
89710,51341
89710,51320
89710,47063
89710,51181
89710,51480
89710,50618
89710,48832
89710,34593
89710,51560
12,48089
12,78860
12,89710
12,418
12,167
12,93
12,3613
12,3370
12,25295
12,390
12,227
12,98
12,92
12,28662
12,113
12,28664
12,25392
12,68132
12,51446
12,68121
12,34816
12,406
12,20
12,90812
12,50363
12,80164
12,12658
12,47718
12,49998
12,50758
12,50361
12,50675
12,48819
12,51335
12,51409
12,51341
12,51320
12,47063
12,51181
12,51480
12,50618
12,48832
12,34593
12,51560
418,48089
418,78860
418,89710
418,12
418,167
418,93
418,3613
418,3370
418,25295
418,390
418,227
418,98
418,92
418,28662
418,113
418,28664
418,25392
418,68132
418,51446
418,68121
418,34816
418,406
418,20
418,90812
418,50363
418,80164
418,12658
418,47718
418,49998
418,50758
418,50361
418,50675
418,48819
418,51335
418,51409
418,51341
418,51320
418,47063
418,51181
418,51480
418,50618
418,48832
418,34593
418,51560
167,48089
167,78860
167,89710
167,12
167,418
167,93
167,3613
167,3370
167,25295
167,390
167,227
167,98
167,92
167,28662
167,113
167,28664
167,25392
167,68132
167,51446
167,68121
167,34816
167,406
167,20
167,90812
167,50363
167,80164
167,12658
167,47718
167,49998
167,50758
167,50361
167,50675
167,48819
167,51335
167,51409
167,51341
167,51320
167,47063
167,51181
167,51480
167,50618
167,48832
167,34593
167,51560
93,48089
93,78860
93,89710
93,12
93,418
93,167
93,3613
93,3370
93,25295
93,390
93,227
93,98
93,92
93,28662
93,113
93,28664
93,25392
93,68132
93,51446
93,68121
93,34816
93,406
93,20
93,90812
93,50363
93,80164
93,12658
93,47718
93,49998
93,50758
93,50361
93,50675
93,48819
93,51335
93,51409
93,51341
93,51320
93,47063
93,51181
93,51480
93,50618
93,48832
93,34593
93,51560
3613,48089
3613,78860
3613,89710
3613,12
3613,418
3613,167
3613,93
3613,3370
3613,25295
3613,390
3613,227
3613,98
3613,92
3613,28662
3613,113
3613,28664
3613,25392
3613,68132
3613,51446
3613,68121
3613,34816
3613,406
3613,20
3613,90812
3613,50363
3613,80164
3613,12658
3613,47718
3613,49998
3613,50758
3613,50361
3613,50675
3613,48819
3613,51335
3613,51409
3613,51341
3613,51320
3613,47063
3613,51181
3613,51480
3613,50618
3613,48832
3613,34593
3613,51560
3370,48089
3370,78860
3370,89710
3370,12
3370,418
3370,167
3370,93
3370,3613
3370,25295
3370,390
3370,227
3370,98
3370,92
3370,28662
3370,113
3370,28664
3370,25392
3370,68132
3370,51446
3370,68121
3370,34816
3370,406
3370,20
3370,90812
3370,50363
3370,80164
3370,12658
3370,47718
3370,49998
3370,50758
3370,50361
3370,50675
3370,48819
3370,51335
3370,51409
3370,51341
3370,51320
3370,47063
3370,51181
3370,51480
3370,50618
3370,48832
3370,34593
3370,51560
25295,48089
25295,78860
25295,89710
25295,12
25295,418
25295,167
25295,93
25295,3613
25295,3370
25295,390
25295,227
25295,98
25295,92
25295,28662
25295,113
25295,28664
25295,25392
25295,68132
25295,51446
25295,68121
25295,34816
25295,406
25295,20
25295,90812
25295,50363
25295,80164
25295,12658
25295,47718
25295,49998
25295,50758
25295,50361
25295,50675
25295,48819
25295,51335
25295,51409
25295,51341
25295,51320
25295,47063
25295,51181
25295,51480
25295,50618
25295,48832
25295,34593
25295,51560
390,48089
390,78860
390,89710
390,12
390,418
390,167
390,93
390,3613
390,3370
390,25295
390,227
390,98
390,92
390,28662
390,113
390,28664
390,25392
390,68132
390,51446
390,68121
390,34816
390,406
390,20
390,90812
390,50363
390,80164
390,12658
390,47718
390,49998
390,50758
390,50361
390,50675
390,48819
390,51335
390,51409
390,51341
390,51320
390,47063
390,51181
390,51480
390,50618
390,48832
390,34593
390,51560
227,48089
227,78860
227,89710
227,12
227,418
227,167
227,93
227,3613
227,3370
227,25295
227,390
227,98
227,92
227,28662
227,113
227,28664
227,25392
227,68132
227,51446
227,68121
227,34816
227,406
227,20
227,90812
227,50363
227,80164
227,12658
227,47718
227,49998
227,50758
227,50361
227,50675
227,48819
227,51335
227,51409
227,51341
227,51320
227,47063
227,51181
227,51480
227,50618
227,48832
227,34593
227,51560
98,48089
98,78860
98,89710
98,12
98,418
98,167
98,93
98,3613
98,3370
98,25295
98,390
98,227
98,92
98,28662
98,113
98,28664
98,25392
98,68132
98,51446
98,68121
98,34816
98,406
98,20
98,90812
98,50363
98,80164
98,12658
98,47718
98,49998
98,50758
98,50361
98,50675
98,48819
98,51335
98,51409
98,51341
98,51320
98,47063
98,51181
98,51480
98,50618
98,48832
98,34593
98,51560
92,48089
92,78860
92,89710
92,12
92,418
92,167
92,93
92,3613
92,3370
92,25295
92,390
92,227
92,98
92,28662
92,113
92,28664
92,25392
92,68132
92,51446
92,68121
92,34816
92,406
92,20
92,90812
92,50363
92,80164
92,12658
92,47718
92,49998
92,50758
92,50361
92,50675
92,48819
92,51335
92,51409
92,51341
92,51320
92,47063
92,51181
92,51480
92,50618
92,48832
92,34593
92,51560
28662,48089
28662,78860
28662,89710
28662,12
28662,418
28662,167
28662,93
28662,3613
28662,3370
28662,25295
28662,390
28662,227
28662,98
28662,92
28662,113
28662,28664
28662,25392
28662,68132
28662,51446
28662,68121
28662,34816
28662,406
28662,20
28662,90812
28662,50363
28662,80164
28662,12658
28662,47718
28662,49998
28662,50758
28662,50361
28662,50675
28662,48819
28662,51335
28662,51409
28662,51341
28662,51320
28662,47063
28662,51181
28662,51480
28662,50618
28662,48832
28662,34593
28662,51560
113,48089
113,78860
113,89710
113,12
113,418
113,167
113,93
113,3613
113,3370
113,25295
113,390
113,227
