cliq,freq
"['Computer Science', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",2685
"['Computer Science', 'Computer Science', 'Life Sciences', 'Social Sciences']",2413
"['Business', 'Computer Science', 'Life Sciences', 'Social Sciences']",2366
"['Computer Science', 'Life Sciences', 'Social Sciences', 'Social Sciences']",2073
"['Computer Science', 'Computer Science', 'Physical Science and Engineering', 'Social Sciences']",2024
"['Business', 'Computer Science', 'Physical Science and Engineering', 'Social Sciences']",2015
"['Computer Science', 'Physical Science and Engineering', 'Social Sciences', 'Social Sciences']",1756
"['Business', 'Computer Science', 'Computer Science', 'Social Sciences']",1746
"['Business', 'Computer Science', 'Social Sciences', 'Social Sciences']",1568
"['Computer Science', 'Computer Science', 'Social Sciences', 'Social Sciences']",1538
"['Business', 'Computer Science', 'Life Sciences', 'Physical Science and Engineering']",1517
"['Computer Science', 'Computer Science', 'Life Sciences', 'Physical Science and Engineering']",1454
"['Arts and Humanities', 'Computer Science', 'Life Sciences', 'Social Sciences']",1420
"['Arts and Humanities', 'Computer Science', 'Physical Science and Engineering', 'Social Sciences']",1379
"['Computer Science', 'Life Sciences', 'Life Sciences', 'Social Sciences']",1333
"['Computer Science', 'Data Science', 'Life Sciences', 'Social Sciences']",1304
"['Business', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",1274
"['Business', 'Computer Science', 'Computer Science', 'Life Sciences']",1237
"['Arts and Humanities', 'Business', 'Computer Science', 'Social Sciences']",1108
"['Business', 'Computer Science', 'Computer Science', 'Physical Science and Engineering']",1107
"['Arts and Humanities', 'Computer Science', 'Social Sciences', 'Social Sciences']",1101
"['Computer Science', 'Life Sciences', 'Math and Logic', 'Social Sciences']",1087
"['Arts and Humanities', 'Business', 'Computer Science', 'Physical Science and Engineering']",1075
"['Arts and Humanities', 'Computer Science', 'Computer Science', 'Social Sciences']",1048
"['Computer Science', 'Data Science', 'Physical Science and Engineering', 'Social Sciences']",1047
"['Computer Science', 'Computer Science', 'Computer Science', 'Social Sciences']",1043
"['Life Sciences', 'Physical Science and Engineering', 'Social Sciences', 'Social Sciences']",1030
"['Business', 'Computer Science', 'Data Science', 'Social Sciences']",997
"['Arts and Humanities', 'Computer Science', 'Life Sciences', 'Physical Science and Engineering']",995
"['Computer Science', 'Language Learning', 'Life Sciences', 'Social Sciences']",982
"['Business', 'Life Sciences', 'Social Sciences', 'Social Sciences']",958
"['Computer Science', 'Math and Logic', 'Physical Science and Engineering', 'Social Sciences']",956
"['Computer Science', 'Computer Science', 'Data Science', 'Social Sciences']",928
"['Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering', 'Social Sciences']",928
"['Computer Science', 'Data Science', 'Social Sciences', 'Social Sciences']",888
"['Arts and Humanities', 'Business', 'Computer Science', 'Life Sciences']",884
"['Arts and Humanities', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",869
"['Arts and Humanities', 'Business', 'Life Sciences', 'Physical Science and Engineering']",862
"['Arts and Humanities', 'Business', 'Life Sciences', 'Social Sciences']",860
"['Computer Science', 'Language Learning', 'Physical Science and Engineering', 'Social Sciences']",850
"['Computer Science', 'Computer Science', 'Math and Logic', 'Social Sciences']",818
"['Computer Science', 'Life Sciences', 'Life Sciences', 'Physical Science and Engineering']",813
"['Business', 'Computer Science', 'Math and Logic', 'Social Sciences']",809
"['Business', 'Physical Science and Engineering', 'Social Sciences', 'Social Sciences']",800
"['Computer Science', 'Social Sciences', 'Social Sciences', 'Social Sciences']",793
"['Computer Science', 'Computer Science', 'Computer Science', 'Life Sciences']",757
"['Arts and Humanities', 'Computer Science', 'Data Science', 'Social Sciences']",743
"['Business', 'Business', 'Computer Science', 'Social Sciences']",741
"['Arts and Humanities', 'Business', 'Physical Science and Engineering', 'Social Sciences']",738
"['Computer Science', 'Computer Science', 'Language Learning', 'Social Sciences']",736
"['Computer Science', 'Data Science', 'Life Sciences', 'Physical Science and Engineering']",731
"['Arts and Humanities', 'Life Sciences', 'Social Sciences', 'Social Sciences']",721
"['Computer Science', 'Math and Logic', 'Social Sciences', 'Social Sciences']",716
"['Computer Science', 'Computer Science', 'Life Sciences', 'Life Sciences']",711
"['Arts and Humanities', 'Computer Science', 'Computer Science', 'Physical Science and Engineering']",709
"['Arts and Humanities', 'Computer Science', 'Computer Science', 'Life Sciences']",703
"['Business', 'Computer Science', 'Life Sciences', 'Life Sciences']",699
"['Computer Science', 'Life Sciences', 'Physical Science and Engineering', 'Physical Science and Engineering']",698
"['Business', 'Computer Science', 'Data Science', 'Life Sciences']",696
"['Life Sciences', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",693
"['Arts and Humanities', 'Physical Science and Engineering', 'Social Sciences', 'Social Sciences']",673
"['Computer Science', 'Life Sciences', 'Math and Logic', 'Physical Science and Engineering']",660
"['Business', 'Data Science', 'Life Sciences', 'Social Sciences']",655
"['Business', 'Computer Science', 'Language Learning', 'Social Sciences']",653
"['Business', 'Business', 'Computer Science', 'Physical Science and Engineering']",652
"['Arts and Humanities', 'Business', 'Computer Science', 'Computer Science']",647
"['Business', 'Life Sciences', 'Life Sciences', 'Social Sciences']",645
"['Computer Science', 'Computer Science', 'Computer Science', 'Physical Science and Engineering']",640
"['Data Science', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",637
"['Arts and Humanities', 'Business', 'Business', 'Physical Science and Engineering']",630
"['Computer Science', 'Computer Science', 'Data Science', 'Life Sciences']",629
"['Computer Science', 'Language Learning', 'Life Sciences', 'Physical Science and Engineering']",626
"['Business', 'Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",615
"['Computer Science', 'Language Learning', 'Social Sciences', 'Social Sciences']",596
"['Business', 'Business', 'Life Sciences', 'Physical Science and Engineering']",594
"['Computer Science', 'Computer Science', 'Life Sciences', 'Math and Logic']",582
"['Business', 'Computer Science', 'Life Sciences', 'Math and Logic']",580
"['Business', 'Business', 'Computer Science', 'Life Sciences']",573
"['Life Sciences', 'Math and Logic', 'Physical Science and Engineering', 'Social Sciences']",565
"['Life Sciences', 'Physical Science and Engineering', 'Physical Science and Engineering', 'Social Sciences']",555
"['Business', 'Computer Science', 'Math and Logic', 'Physical Science and Engineering']",548
"['Business', 'Computer Science', 'Data Science', 'Physical Science and Engineering']",547
"['Arts and Humanities', 'Computer Science', 'Math and Logic', 'Social Sciences']",546
"['Computer Science', 'Computer Science', 'Language Learning', 'Life Sciences']",543
"['Business', 'Computer Science', 'Computer Science', 'Computer Science']",537
"['Arts and Humanities', 'Business', 'Social Sciences', 'Social Sciences']",533
"['Data Science', 'Life Sciences', 'Social Sciences', 'Social Sciences']",529
"['Life Sciences', 'Life Sciences', 'Social Sciences', 'Social Sciences']",529
"['Language Learning', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",526
"['Business', 'Business', 'Physical Science and Engineering', 'Social Sciences']",518
"['Computer Science', 'Computer Science', 'Data Science', 'Physical Science and Engineering']",517
"['Business', 'Life Sciences', 'Physical Science and Engineering', 'Physical Science and Engineering']",512
"['Computer Science', 'Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",510
"['Computer Science', 'Computer Science', 'Math and Logic', 'Physical Science and Engineering']",509
"['Business', 'Computer Science', 'Language Learning', 'Life Sciences']",502
"['Business', 'Life Sciences', 'Math and Logic', 'Social Sciences']",502
"['Business', 'Data Science', 'Physical Science and Engineering', 'Social Sciences']",496
"['Arts and Humanities', 'Business', 'Business', 'Computer Science']",496
"['Business', 'Physical Science and Engineering', 'Physical Science and Engineering', 'Social Sciences']",490
"['Arts and Humanities', 'Data Science', 'Physical Science and Engineering', 'Social Sciences']",488
"['Arts and Humanities', 'Business', 'Physical Science and Engineering', 'Physical Science and Engineering']",483
"['Business', 'Business', 'Life Sciences', 'Social Sciences']",482
"['Life Sciences', 'Social Sciences', 'Social Sciences', 'Social Sciences']",479
"['Arts and Humanities', 'Arts and Humanities', 'Computer Science', 'Physical Science and Engineering']",476
"['Arts and Humanities', 'Life Sciences', 'Life Sciences', 'Social Sciences']",473
"['Arts and Humanities', 'Data Science', 'Life Sciences', 'Social Sciences']",464
"['Arts and Humanities', 'Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",460
"['Computer Science', 'Computer Science', 'Language Learning', 'Physical Science and Engineering']",459
"['Business', 'Computer Science', 'Computer Science', 'Data Science']",458
"['Arts and Humanities', 'Computer Science', 'Data Science', 'Life Sciences']",456
"['Arts and Humanities', 'Computer Science', 'Data Science', 'Physical Science and Engineering']",454
"['Business', 'Life Sciences', 'Life Sciences', 'Physical Science and Engineering']",450
"['Data Science', 'Physical Science and Engineering', 'Social Sciences', 'Social Sciences']",446
