cliq,freq
"['Computer Security and Networks', 'Music and Art', 'Psychology']",25
"['Data Analysis', 'Music and Art', 'Psychology']",25
"['Environmental Science and Sustainability', 'Music and Art', 'Psychology']",24
"['Music and Art', 'Music and Art', 'Psychology']",18
"['Computer Security and Networks', 'Data Analysis', 'Music and Art']",17
"['Data Analysis', 'Environmental Science and Sustainability', 'Music and Art']",16
"['Computer Security and Networks', 'Environmental Science and Sustainability', 'Music and Art']",16
"['Music and Art', 'Philosophy', 'Psychology']",14
"['Biology', 'Music and Art', 'Psychology']",14
"['Computer Security and Networks', 'Data Analysis', 'Psychology']",13
"['Bioinformatics', 'Business Strategy', 'Leadership and Management']",12
"['Bioinformatics', 'Leadership and Management', 'Physics and Astronomy']",12
"['Business Strategy', 'Leadership and Management', 'Physics and Astronomy']",12
"['Music', 'Music and Art', 'Psychology']",12
"['Data Analysis', 'Environmental Science and Sustainability', 'Psychology']",12
"['Data Analysis', 'Music and Art', 'Music and Art']",12
"['Computer Security and Networks', 'Environmental Science and Sustainability', 'Psychology']",12
"['Computer Security and Networks', 'Music and Art', 'Music and Art']",12
"['Humanities', 'Music and Art', 'Psychology']",12
"['Music and Art', 'Psychology', 'Psychology']",12
"['Economics', 'Music and Art', 'Psychology']",12
"['Mechanical Engineering', 'Music and Art', 'Psychology']",12
"['Math and Logic', 'Music and Art', 'Psychology']",12
"['Music and Art', 'Psychology', 'Software Development']",12
"['Education', 'Music and Art', 'Psychology']",12
"['Environmental Science and Sustainability', 'Music and Art', 'Music and Art']",12
"['Data Analysis', 'Music and Art', 'Philosophy']",11
"['Data Analysis', 'Economics', 'Music and Art']",10
"['Biology', 'Data Analysis', 'Music and Art']",10
"['Entrepreneurship', 'Leadership and Management', 'Physics and Astronomy']",9
"['Data Analysis', 'Education', 'Psychology']",9
"['Data Analysis', 'Math and Logic', 'Music and Art']",9
"['Environmental Science and Sustainability', 'Math and Logic', 'Music and Art']",9
"['Economics', 'Environmental Science and Sustainability', 'Music and Art']",9
"['Data Analysis', 'Finance', 'Leadership and Management']",8
"['Economics', 'Leadership and Management', 'Physics and Astronomy']",8
"['Algorithms', 'Leadership and Management', 'Medicine & Healthcare']",8
"['Leadership and Management', 'Music and Art', 'Physics and Astronomy']",8
"['History', 'Leadership and Management', 'Physics and Astronomy']",8
"['Algorithms', 'Leadership and Management', 'Physics and Astronomy']",8
"['Bioinformatics', 'Business Strategy', 'Physics and Astronomy']",8
"['Data Analysis', 'Music', 'Music and Art']",8
"['Computer Security and Networks', 'Music', 'Music and Art']",8
"['Environmental Science and Sustainability', 'Music', 'Music and Art']",8
"['Computer Security and Networks', 'Music and Art', 'Philosophy']",8
"['Environmental Science and Sustainability', 'Music and Art', 'Philosophy']",8
"['Biology', 'Computer Security and Networks', 'Music and Art']",8
"['Biology', 'Environmental Science and Sustainability', 'Music and Art']",8
"['Computer Security and Networks', 'Data Analysis', 'Environmental Science and Sustainability']",8
"['Data Analysis', 'Humanities', 'Music and Art']",8
"['Data Analysis', 'Psychology', 'Psychology']",8
"['Data Analysis', 'Mechanical Engineering', 'Music and Art']",8
"['Data Analysis', 'Music and Art', 'Software Development']",8
"['Data Analysis', 'Education', 'Music and Art']",8
"['Computer Security and Networks', 'Humanities', 'Music and Art']",8
"['Computer Security and Networks', 'Economics', 'Music and Art']",8
"['Computer Security and Networks', 'Mechanical Engineering', 'Music and Art']",8
"['Computer Security and Networks', 'Math and Logic', 'Music and Art']",8
"['Computer Security and Networks', 'Music and Art', 'Software Development']",8
"['Computer Security and Networks', 'Education', 'Music and Art']",8
"['Environmental Science and Sustainability', 'Humanities', 'Music and Art']",8
"['Environmental Science and Sustainability', 'Mechanical Engineering', 'Music and Art']",8
"['Environmental Science and Sustainability', 'Music and Art', 'Software Development']",8
"['Education', 'Environmental Science and Sustainability', 'Music and Art']",8
"['Data Analysis', 'Philosophy', 'Psychology']",7
"['Music and Art', 'Music and Art', 'Philosophy']",7
"['Bioinformatics', 'History', 'Leadership and Management']",7
"['Business Strategy', 'Entrepreneurship', 'Leadership and Management']",7
"['Business Strategy', 'Data Analysis', 'Leadership and Management']",7
"['Business Strategy', 'Electrical Engineering', 'Leadership and Management']",7
"['History', 'Leadership and Management', 'Medicine & Healthcare']",7
"['Data Analysis', 'Leadership and Management', 'Physics and Astronomy']",7
"['Bioinformatics', 'Entrepreneurship', 'History']",7
"['Biology', 'Data Analysis', 'Psychology']",7
"['Biology', 'Music and Art', 'Music and Art']",7
"['Data Analysis', 'Economics', 'Psychology']",7
"['Data Analysis', 'Math and Logic', 'Psychology']",7
"['Bioinformatics', 'Economics', 'Leadership and Management']",6
"['Business Strategy', 'Economics', 'Leadership and Management']",6
"['Finance', 'Leadership and Management', 'Math and Logic']",6
"['Data Analysis', 'Environmental Science and Sustainability', 'Math and Logic']",6
"['Biology', 'Music and Art', 'Philosophy']",6
"['Bioinformatics', 'Leadership and Management', 'Leadership and Management']",6
"['Bioinformatics', 'Entrepreneurship', 'Leadership and Management']",6
"['Bioinformatics', 'Energy & Earth Sciences', 'Leadership and Management']",6
"['Bioinformatics', 'Career Development', 'Leadership and Management']",6
"['Bioinformatics', 'Leadership and Management', 'Learning English']",6
"['Bioinformatics', 'Leadership and Management', 'Physics']",6
"['Bioinformatics', 'Data Analysis', 'Leadership and Management']",6
"['Bioinformatics', 'Leadership and Management', 'Philosophy']",6
"['Bioinformatics', 'Leadership and Management', 'Music and Art']",6
"['Bioinformatics', 'Business', 'Leadership and Management']",6
