cliq,freq
"['Arts and Humanities', 'Business', 'Computer Science', 'Social Sciences']",18889
"['Arts and Humanities', 'Business', 'Computer Science', 'Life Sciences']",18608
"['Arts and Humanities', 'Business', 'Computer Science', 'Data Science']",17357
"['Arts and Humanities', 'Business', 'Life Sciences', 'Social Sciences']",17139
"['Arts and Humanities', 'Arts and Humanities', 'Business', 'Life Sciences']",15649
"['Arts and Humanities', 'Business', 'Computer Science', 'Computer Science']",14874
"['Arts and Humanities', 'Computer Science', 'Computer Science', 'Data Science']",14401
"['Arts and Humanities', 'Business', 'Computer Science', 'Physical Science and Engineering']",13934
"['Arts and Humanities', 'Computer Science', 'Life Sciences', 'Social Sciences']",13897
"['Arts and Humanities', 'Arts and Humanities', 'Business', 'Computer Science']",13817
"['Arts and Humanities', 'Computer Science', 'Data Science', 'Social Sciences']",13749
"['Arts and Humanities', 'Business', 'Life Sciences', 'Physical Science and Engineering']",13737
"['Business', 'Computer Science', 'Computer Science', 'Data Science']",12902
"['Business', 'Computer Science', 'Data Science', 'Social Sciences']",12304
"['Arts and Humanities', 'Computer Science', 'Computer Science', 'Social Sciences']",12088
"['Arts and Humanities', 'Arts and Humanities', 'Business', 'Social Sciences']",11854
"['Business', 'Computer Science', 'Life Sciences', 'Social Sciences']",11677
"['Arts and Humanities', 'Business', 'Physical Science and Engineering', 'Social Sciences']",11665
"['Arts and Humanities', 'Computer Science', 'Data Science', 'Life Sciences']",11638
"['Arts and Humanities', 'Arts and Humanities', 'Computer Science', 'Life Sciences']",11560
"['Arts and Humanities', 'Business', 'Data Science', 'Life Sciences']",11397
"['Arts and Humanities', 'Computer Science', 'Physical Science and Engineering', 'Social Sciences']",11356
"['Arts and Humanities', 'Computer Science', 'Life Sciences', 'Physical Science and Engineering']",11284
"['Arts and Humanities', 'Arts and Humanities', 'Life Sciences', 'Social Sciences']",11167
"['Business', 'Computer Science', 'Computer Science', 'Social Sciences']",11052
"['Computer Science', 'Computer Science', 'Data Science', 'Social Sciences']",10706
"['Arts and Humanities', 'Business', 'Business', 'Computer Science']",10673
"['Arts and Humanities', 'Business', 'Business', 'Life Sciences']",10499
"['Arts and Humanities', 'Arts and Humanities', 'Computer Science', 'Social Sciences']",10411
"['Arts and Humanities', 'Business', 'Data Science', 'Social Sciences']",10376
"['Arts and Humanities', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",10330
"['Arts and Humanities', 'Business', 'Life Sciences', 'Life Sciences']",10311
"['Business', 'Computer Science', 'Physical Science and Engineering', 'Social Sciences']",10174
"['Business', 'Computer Science', 'Data Science', 'Life Sciences']",9870
"['Arts and Humanities', 'Arts and Humanities', 'Business', 'Physical Science and Engineering']",9372
"['Arts and Humanities', 'Arts and Humanities', 'Computer Science', 'Data Science']",9369
"['Arts and Humanities', 'Arts and Humanities', 'Life Sciences', 'Physical Science and Engineering']",9225
"['Business', 'Computer Science', 'Life Sciences', 'Physical Science and Engineering']",9143
"['Arts and Humanities', 'Computer Science', 'Data Science', 'Physical Science and Engineering']",9127
"['Arts and Humanities', 'Computer Science', 'Computer Science', 'Life Sciences']",8933
"['Arts and Humanities', 'Business', 'Business', 'Social Sciences']",8751
"['Arts and Humanities', 'Data Science', 'Life Sciences', 'Social Sciences']",8303
"['Arts and Humanities', 'Computer Science', 'Computer Science', 'Physical Science and Engineering']",8278
"['Computer Science', 'Computer Science', 'Computer Science', 'Data Science']",8261
"['Arts and Humanities', 'Arts and Humanities', 'Business', 'Data Science']",8192
"['Arts and Humanities', 'Computer Science', 'Computer Science', 'Computer Science']",8126
"['Business', 'Computer Science', 'Computer Science', 'Life Sciences']",8059
"['Arts and Humanities', 'Arts and Humanities', 'Computer Science', 'Physical Science and Engineering']",8042
"['Business', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",7976
"['Business', 'Computer Science', 'Data Science', 'Physical Science and Engineering']",7911
"['Arts and Humanities', 'Arts and Humanities', 'Computer Science', 'Computer Science']",7771
"['Business', 'Business', 'Computer Science', 'Social Sciences']",7586
"['Computer Science', 'Data Science', 'Life Sciences', 'Social Sciences']",7584
"['Business', 'Computer Science', 'Computer Science', 'Physical Science and Engineering']",7470
"['Arts and Humanities', 'Business', 'Data Science', 'Physical Science and Engineering']",7458
"['Business', 'Computer Science', 'Computer Science', 'Computer Science']",7350
"['Computer Science', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",7328
"['Arts and Humanities', 'Life Sciences', 'Life Sciences', 'Social Sciences']",7313
"['Arts and Humanities', 'Computer Science', 'Life Sciences', 'Life Sciences']",7276
"['Arts and Humanities', 'Arts and Humanities', 'Data Science', 'Life Sciences']",7271
"['Arts and Humanities', 'Computer Science', 'Data Science', 'Data Science']",7256
"['Arts and Humanities', 'Arts and Humanities', 'Life Sciences', 'Life Sciences']",7228
"['Arts and Humanities', 'Arts and Humanities', 'Business', 'Business']",7194
"['Business', 'Business', 'Computer Science', 'Life Sciences']",7053
"['Arts and Humanities', 'Arts and Humanities', 'Physical Science and Engineering', 'Social Sciences']",6954
"['Computer Science', 'Computer Science', 'Data Science', 'Life Sciences']",6885
"['Business', 'Business', 'Computer Science', 'Data Science']",6827
"['Arts and Humanities', 'Business', 'Social Sciences', 'Social Sciences']",6773
"['Arts and Humanities', 'Arts and Humanities', 'Arts and Humanities', 'Life Sciences']",6771
"['Arts and Humanities', 'Arts and Humanities', 'Arts and Humanities', 'Business']",6691
"['Business', 'Data Science', 'Life Sciences', 'Social Sciences']",6613
"['Arts and Humanities', 'Computer Science', 'Social Sciences', 'Social Sciences']",6608
"['Arts and Humanities', 'Data Science', 'Life Sciences', 'Physical Science and Engineering']",6541
"['Arts and Humanities', 'Business', 'Business', 'Physical Science and Engineering']",6520
"['Computer Science', 'Computer Science', 'Data Science', 'Data Science']",6447
"['Computer Science', 'Computer Science', 'Physical Science and Engineering', 'Social Sciences']",6432
"['Computer Science', 'Data Science', 'Physical Science and Engineering', 'Social Sciences']",6423
"['Business', 'Computer Science', 'Data Science', 'Data Science']",6389
"['Computer Science', 'Computer Science', 'Data Science', 'Physical Science and Engineering']",6324
"['Computer Science', 'Computer Science', 'Life Sciences', 'Social Sciences']",6287
"['Computer Science', 'Computer Science', 'Computer Science', 'Social Sciences']",6201
"['Business', 'Computer Science', 'Social Sciences', 'Social Sciences']",6200
"['Arts and Humanities', 'Life Sciences', 'Life Sciences', 'Physical Science and Engineering']",6181
"['Arts and Humanities', 'Business', 'Business', 'Data Science']",6080
"['Business', 'Business', 'Life Sciences', 'Social Sciences']",6027
"['Arts and Humanities', 'Arts and Humanities', 'Data Science', 'Social Sciences']",6011
"['Business', 'Business', 'Computer Science', 'Computer Science']",5991
"['Arts and Humanities', 'Data Science', 'Physical Science and Engineering', 'Social Sciences']",5677
"['Business', 'Computer Science', 'Life Sciences', 'Life Sciences']",5596
"['Arts and Humanities', 'Life Sciences', 'Social Sciences', 'Social Sciences']",5559
"['Computer Science', 'Data Science', 'Life Sciences', 'Physical Science and Engineering']",5524
"['Computer Science', 'Data Science', 'Data Science', 'Social Sciences']",5348
"['Business', 'Business', 'Computer Science', 'Physical Science and Engineering']",5289
"['Business', 'Life Sciences', 'Life Sciences', 'Social Sciences']",5227
"['Arts and Humanities', 'Arts and Humanities', 'Arts and Humanities', 'Computer Science']",5166
"['Business', 'Data Science', 'Life Sciences', 'Physical Science and Engineering']",4949
"['Arts and Humanities', 'Arts and Humanities', 'Arts and Humanities', 'Social Sciences']",4748
"['Computer Science', 'Computer Science', 'Life Sciences', 'Physical Science and Engineering']",4734
"['Business', 'Data Science', 'Physical Science and Engineering', 'Social Sciences']",4709
"['Arts and Humanities', 'Data Science', 'Life Sciences', 'Life Sciences']",4707
"['Business', 'Business', 'Life Sciences', 'Physical Science and Engineering']",4620
"['Arts and Humanities', 'Arts and Humanities', 'Data Science', 'Physical Science and Engineering']",4536
"['Business', 'Life Sciences', 'Social Sciences', 'Social Sciences']",4502
"['Computer Science', 'Data Science', 'Social Sciences', 'Social Sciences']",4344
"['Business', 'Business', 'Physical Science and Engineering', 'Social Sciences']",4335
"['Business', 'Life Sciences', 'Life Sciences', 'Physical Science and Engineering']",4325
"['Arts and Humanities', 'Business', 'Physical Science and Engineering', 'Physical Science and Engineering']",4155
"['Arts and Humanities', 'Physical Science and Engineering', 'Social Sciences', 'Social Sciences']",4146
"['Arts and Humanities', 'Business', 'Data Science', 'Data Science']",4109
"['Arts and Humanities', 'Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",4084
"['Computer Science', 'Life Sciences', 'Social Sciences', 'Social Sciences']",4027
"['Computer Science', 'Computer Science', 'Social Sciences', 'Social Sciences']",4026
"['Business', 'Business', 'Data Science', 'Life Sciences']",4023
"['Business', 'Business', 'Data Science', 'Social Sciences']",4001
"['Computer Science', 'Life Sciences', 'Life Sciences', 'Social Sciences']",3999
"['Computer Science', 'Physical Science and Engineering', 'Social Sciences', 'Social Sciences']",3970
"['Arts and Humanities', 'Arts and Humanities', 'Arts and Humanities', 'Physical Science and Engineering']",3887
"['Arts and Humanities', 'Arts and Humanities', 'Social Sciences', 'Social Sciences']",3820
"['Arts and Humanities', 'Life Sciences', 'Physical Science and Engineering', 'Physical Science and Engineering']",3806
"['Computer Science', 'Computer Science', 'Computer Science', 'Physical Science and Engineering']",3790
"['Business', 'Physical Science and Engineering', 'Social Sciences', 'Social Sciences']",3784
"['Computer Science', 'Data Science', 'Data Science', 'Life Sciences']",3713
"['Data Science', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",3697
"['Computer Science', 'Computer Science', 'Computer Science', 'Life Sciences']",3653
"['Arts and Humanities', 'Physical Science and Engineering', 'Physical Science and Engineering', 'Social Sciences']",3509
"['Arts and Humanities', 'Data Science', 'Social Sciences', 'Social Sciences']",3488
"['Business', 'Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",3485
"['Computer Science', 'Life Sciences', 'Life Sciences', 'Physical Science and Engineering']",3413
"['Business', 'Data Science', 'Life Sciences', 'Life Sciences']",3396
"['Computer Science', 'Computer Science', 'Computer Science', 'Computer Science']",3391
"['Business', 'Business', 'Life Sciences', 'Life Sciences']",3323
"['Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering', 'Social Sciences']",3322
"['Arts and Humanities', 'Data Science', 'Data Science', 'Social Sciences']",3283
"['Life Sciences', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",3169
"['Arts and Humanities', 'Arts and Humanities', 'Arts and Humanities', 'Data Science']",3145
"['Computer Science', 'Data Science', 'Data Science', 'Physical Science and Engineering']",3124
"['Computer Science', 'Data Science', 'Life Sciences', 'Life Sciences']",3111
"['Arts and Humanities', 'Business', 'Life Sciences', 'Math and Logic']",3092
"['Business', 'Data Science', 'Social Sciences', 'Social Sciences']",3054
"['Arts and Humanities', 'Business', 'Business', 'Business']",3009
"['Arts and Humanities', 'Data Science', 'Data Science', 'Life Sciences']",2998
"['Business', 'Physical Science and Engineering', 'Physical Science and Engineering', 'Social Sciences']",2996
"['Arts and Humanities', 'Business', 'Math and Logic', 'Social Sciences']",2886
"['Business', 'Data Science', 'Data Science', 'Social Sciences']",2886
"['Arts and Humanities', 'Life Sciences', 'Life Sciences', 'Life Sciences']",2869
"['Life Sciences', 'Physical Science and Engineering', 'Social Sciences', 'Social Sciences']",2841
"['Business', 'Life Sciences', 'Physical Science and Engineering', 'Physical Science and Engineering']",2841
"['Computer Science', 'Life Sciences', 'Physical Science and Engineering', 'Physical Science and Engineering']",2743
"['Arts and Humanities', 'Business', 'Computer Science', 'Math and Logic']",2730
"['Business', 'Business', 'Social Sciences', 'Social Sciences']",2693
"['Business', 'Business', 'Data Science', 'Physical Science and Engineering']",2671
"['Arts and Humanities', 'Business', 'Computer Science', 'Language Learning']",2660
"['Business', 'Business', 'Business', 'Computer Science']",2561
"['Arts and Humanities', 'Arts and Humanities', 'Physical Science and Engineering', 'Physical Science and Engineering']",2554
"['Arts and Humanities', 'Business', 'Language Learning', 'Life Sciences']",2498
"['Life Sciences', 'Physical Science and Engineering', 'Physical Science and Engineering', 'Social Sciences']",2441
"['Business', 'Data Science', 'Data Science', 'Life Sciences']",2425
"['Data Science', 'Life Sciences', 'Life Sciences', 'Social Sciences']",2412
"['Business', 'Computer Science', 'Math and Logic', 'Social Sciences']",2298
"['Arts and Humanities', 'Life Sciences', 'Math and Logic', 'Social Sciences']",2298
"['Computer Science', 'Computer Science', 'Life Sciences', 'Life Sciences']",2262
"['Arts and Humanities', 'Arts and Humanities', 'Data Science', 'Data Science']",2232
"['Business', 'Business', 'Business', 'Life Sciences']",2210
"['Data Science', 'Life Sciences', 'Social Sciences', 'Social Sciences']",2207
"['Arts and Humanities', 'Business', 'Language Learning', 'Social Sciences']",2179
"['Arts and Humanities', 'Computer Science', 'Life Sciences', 'Math and Logic']",2178
"['Arts and Humanities', 'Data Science', 'Data Science', 'Physical Science and Engineering']",2141
"['Computer Science', 'Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",2125
"['Arts and Humanities', 'Computer Science', 'Data Science', 'Language Learning']",2122
"['Business', 'Computer Science', 'Life Sciences', 'Math and Logic']",2116
"['Arts and Humanities', 'Computer Science', 'Math and Logic', 'Social Sciences']",2101
"['Business', 'Life Sciences', 'Math and Logic', 'Social Sciences']",2082
"['Arts and Humanities', 'Computer Science', 'Language Learning', 'Social Sciences']",2054
"['Data Science', 'Life Sciences', 'Life Sciences', 'Physical Science and Engineering']",2016
"['Business', 'Business', 'Business', 'Social Sciences']",2008
"['Arts and Humanities', 'Arts and Humanities', 'Business', 'Math and Logic']",1999
"['Arts and Humanities', 'Arts and Humanities', 'Arts and Humanities', 'Arts and Humanities']",1990
"['Arts and Humanities', 'Computer Science', 'Language Learning', 'Life Sciences']",1976
"['Arts and Humanities', 'Data Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",1936
"['Data Science', 'Data Science', 'Life Sciences', 'Social Sciences']",1918
"['Computer Science', 'Data Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",1914
"['Business', 'Life Sciences', 'Life Sciences', 'Life Sciences']",1911
"['Business', 'Computer Science', 'Data Science', 'Language Learning']",1896
"['Computer Science', 'Data Science', 'Data Science', 'Data Science']",1886
"['Arts and Humanities', 'Business', 'Math and Logic', 'Physical Science and Engineering']",1880
"['Business', 'Computer Science', 'Language Learning', 'Social Sciences']",1871
"['Arts and Humanities', 'Arts and Humanities', 'Life Sciences', 'Math and Logic']",1854
"['Business', 'Data Science', 'Data Science', 'Physical Science and Engineering']",1797
