cliq,freq
"['Computer Science', 'Life Sciences', 'Social Sciences']",660
"['Computer Science', 'Physical Science and Engineering', 'Social Sciences']",570
"['Business', 'Computer Science', 'Social Sciences']",558
"['Computer Science', 'Computer Science', 'Social Sciences']",476
"['Computer Science', 'Social Sciences', 'Social Sciences']",466
"['Arts and Humanities', 'Computer Science', 'Social Sciences']",419
"['Business', 'Computer Science', 'Physical Science and Engineering']",412
"['Computer Science', 'Life Sciences', 'Physical Science and Engineering']",410
"['Business', 'Computer Science', 'Life Sciences']",407
"['Business', 'Life Sciences', 'Social Sciences']",384
"['Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",362
"['Arts and Humanities', 'Computer Science', 'Physical Science and Engineering']",355
"['Arts and Humanities', 'Business', 'Physical Science and Engineering']",355
"['Business', 'Physical Science and Engineering', 'Social Sciences']",351
"['Arts and Humanities', 'Business', 'Computer Science']",335
"['Arts and Humanities', 'Life Sciences', 'Social Sciences']",331
"['Computer Science', 'Computer Science', 'Life Sciences']",326
"['Business', 'Life Sciences', 'Physical Science and Engineering']",324
"['Computer Science', 'Data Science', 'Social Sciences']",319
"['Arts and Humanities', 'Physical Science and Engineering', 'Social Sciences']",316
"['Computer Science', 'Computer Science', 'Physical Science and Engineering']",298
"['Arts and Humanities', 'Computer Science', 'Life Sciences']",295
"['Life Sciences', 'Social Sciences', 'Social Sciences']",293
"['Business', 'Computer Science', 'Computer Science']",280
"['Arts and Humanities', 'Business', 'Life Sciences']",275
"['Arts and Humanities', 'Life Sciences', 'Physical Science and Engineering']",274
"['Arts and Humanities', 'Business', 'Social Sciences']",263
"['Physical Science and Engineering', 'Social Sciences', 'Social Sciences']",256
"['Business', 'Social Sciences', 'Social Sciences']",248
"['Arts and Humanities', 'Social Sciences', 'Social Sciences']",241
"['Business', 'Business', 'Physical Science and Engineering']",237
"['Computer Science', 'Math and Logic', 'Social Sciences']",232
"['Computer Science', 'Data Science', 'Life Sciences']",218
"['Data Science', 'Life Sciences', 'Social Sciences']",210
"['Business', 'Data Science', 'Social Sciences']",205
"['Business', 'Business', 'Computer Science']",204
"['Arts and Humanities', 'Arts and Humanities', 'Physical Science and Engineering']",197
"['Computer Science', 'Life Sciences', 'Life Sciences']",192
"['Life Sciences', 'Life Sciences', 'Social Sciences']",191
"['Arts and Humanities', 'Computer Science', 'Computer Science']",188
"['Business', 'Computer Science', 'Data Science']",187
"['Computer Science', 'Language Learning', 'Social Sciences']",182
"['Data Science', 'Physical Science and Engineering', 'Social Sciences']",180
"['Arts and Humanities', 'Arts and Humanities', 'Social Sciences']",180
"['Arts and Humanities', 'Business', 'Business']",178
"['Arts and Humanities', 'Data Science', 'Social Sciences']",177
"['Computer Science', 'Data Science', 'Physical Science and Engineering']",174
"['Business', 'Physical Science and Engineering', 'Physical Science and Engineering']",172
"['Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",171
"['Business', 'Business', 'Social Sciences']",169
"['Business', 'Business', 'Life Sciences']",168
"['Arts and Humanities', 'Arts and Humanities', 'Computer Science']",166
"['Computer Science', 'Life Sciences', 'Math and Logic']",160
"['Business', 'Computer Science', 'Math and Logic']",155
"['Arts and Humanities', 'Computer Science', 'Data Science']",153
"['Arts and Humanities', 'Arts and Humanities', 'Life Sciences']",153
"['Data Science', 'Social Sciences', 'Social Sciences']",152
"['Life Sciences', 'Math and Logic', 'Social Sciences']",150
"['Arts and Humanities', 'Arts and Humanities', 'Business']",150
"['Computer Science', 'Math and Logic', 'Physical Science and Engineering']",149
