cliq,freq
"['Arts and Humanities', 'Business', 'Physical Science and Engineering']",170
"['Arts and Humanities', 'Physical Science and Engineering', 'Social Sciences']",169
"['Business', 'Business', 'Physical Science and Engineering']",167
"['Business', 'Life Sciences', 'Physical Science and Engineering']",151
"['Arts and Humanities', 'Business', 'Life Sciences']",148
"['Business', 'Physical Science and Engineering', 'Social Sciences']",144
"['Arts and Humanities', 'Life Sciences', 'Social Sciences']",142
"['Arts and Humanities', 'Arts and Humanities', 'Social Sciences']",133
"['Arts and Humanities', 'Computer Science', 'Social Sciences']",133
"['Arts and Humanities', 'Business', 'Social Sciences']",123
"['Arts and Humanities', 'Social Sciences', 'Social Sciences']",111
"['Business', 'Computer Science', 'Physical Science and Engineering']",105
"['Business', 'Business', 'Life Sciences']",105
"['Business', 'Physical Science and Engineering', 'Physical Science and Engineering']",102
"['Arts and Humanities', 'Life Sciences', 'Physical Science and Engineering']",101
"['Arts and Humanities', 'Business', 'Business']",99
"['Arts and Humanities', 'Computer Science', 'Physical Science and Engineering']",97
"['Computer Science', 'Physical Science and Engineering', 'Social Sciences']",96
"['Business', 'Life Sciences', 'Social Sciences']",89
"['Business', 'Business', 'Social Sciences']",85
"['Arts and Humanities', 'Arts and Humanities', 'Life Sciences']",84
"['Business', 'Computer Science', 'Social Sciences']",81
"['Arts and Humanities', 'Arts and Humanities', 'Physical Science and Engineering']",80
"['Business', 'Data Science', 'Physical Science and Engineering']",79
"['Arts and Humanities', 'Data Science', 'Social Sciences']",78
"['Arts and Humanities', 'Math and Logic', 'Social Sciences']",74
"['Business', 'Business', 'Computer Science']",72
"['Arts and Humanities', 'Business', 'Computer Science']",71
"['Physical Science and Engineering', 'Social Sciences', 'Social Sciences']",70
"['Business', 'Computer Science', 'Life Sciences']",69
"['Arts and Humanities', 'Data Science', 'Physical Science and Engineering']",65
"['Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",63
"['Data Science', 'Physical Science and Engineering', 'Social Sciences']",61
"['Business', 'Business', 'Data Science']",60
"['Arts and Humanities', 'Arts and Humanities', 'Computer Science']",60
"['Arts and Humanities', 'Arts and Humanities', 'Business']",60
"['Arts and Humanities', 'Physical Science and Engineering', 'Physical Science and Engineering']",60
"['Computer Science', 'Social Sciences', 'Social Sciences']",57
"['Arts and Humanities', 'Computer Science', 'Life Sciences']",56
"['Arts and Humanities', 'Computer Science', 'Data Science']",56
"['Arts and Humanities', 'Life Sciences', 'Life Sciences']",56
"['Business', 'Data Science', 'Social Sciences']",55
"['Arts and Humanities', 'Language Learning', 'Social Sciences']",53
"['Business', 'Data Science', 'Life Sciences']",53
"['Business', 'Business', 'Business']",52
"['Business', 'Life Sciences', 'Life Sciences']",52
"['Business', 'Social Sciences', 'Social Sciences']",51
"['Physical Science and Engineering', 'Physical Science and Engineering', 'Social Sciences']",49
"['Computer Science', 'Data Science', 'Social Sciences']",47
"['Business', 'Math and Logic', 'Social Sciences']",46
"['Arts and Humanities', 'Arts and Humanities', 'Data Science']",44
"['Life Sciences', 'Social Sciences', 'Social Sciences']",43
"['Arts and Humanities', 'Data Science', 'Life Sciences']",43
"['Arts and Humanities', 'Business', 'Data Science']",43
"['Business', 'Life Sciences', 'Math and Logic']",42
"['Computer Science', 'Data Science', 'Physical Science and Engineering']",40
"['Math and Logic', 'Physical Science and Engineering', 'Social Sciences']",40
"['Life Sciences', 'Physical Science and Engineering', 'Physical Science and Engineering']",40
"['Business', 'Computer Science', 'Math and Logic']",39
"['Arts and Humanities', 'Business', 'Math and Logic']",39
"['Business', 'Computer Science', 'Data Science']",38
"['Arts and Humanities', 'Language Learning', 'Physical Science and Engineering']",38
"['Computer Science', 'Life Sciences', 'Physical Science and Engineering']",37
"['Computer Science', 'Life Sciences', 'Social Sciences']",37
"['Business', 'Math and Logic', 'Physical Science and Engineering']",37
"['Arts and Humanities', 'Math and Logic', 'Physical Science and Engineering']",37
"['Arts and Humanities', 'Life Sciences', 'Math and Logic']",37
"['Business', 'Language Learning', 'Physical Science and Engineering']",37
"['Life Sciences', 'Life Sciences', 'Social Sciences']",36
"['Arts and Humanities', 'Arts and Humanities', 'Arts and Humanities']",36
"['Computer Science', 'Math and Logic', 'Social Sciences']",35
"['Business', 'Language Learning', 'Life Sciences']",35
"['Business', 'Personal Development', 'Physical Science and Engineering']",35
"['Arts and Humanities', 'Language Learning', 'Life Sciences']",35
"['Computer Science', 'Data Science', 'Life Sciences']",34
"['Data Science', 'Social Sciences', 'Social Sciences']",33
"['Life Sciences', 'Math and Logic', 'Social Sciences']",32
"['Data Science', 'Life Sciences', 'Social Sciences']",32
"['Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",31
"['Business', 'Business', 'Math and Logic']",31
"['Arts and Humanities', 'Computer Science', 'Math and Logic']",31
"['Arts and Humanities', 'Business', 'Language Learning']",31
"['Math and Logic', 'Social Sciences', 'Social Sciences']",30
"['Language Learning', 'Life Sciences', 'Social Sciences']",30
"['Data Science', 'Life Sciences', 'Physical Science and Engineering']",30
"['Arts and Humanities', 'Arts and Humanities', 'Math and Logic']",30
"['Computer Science', 'Computer Science', 'Social Sciences']",29
"['Arts and Humanities', 'Computer Science', 'Computer Science']",28
"['Arts and Humanities', 'Arts and Humanities', 'Language Learning']",28
"['Computer Science', 'Math and Logic', 'Physical Science and Engineering']",27
"['Social Sciences', 'Social Sciences', 'Social Sciences']",26
"['Data Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",25
"['Business', 'Business', 'Language Learning']",25
