cliq,freq
"['Arts and Humanities', 'Computer Science', 'Physical Science and Engineering', 'Social Sciences']",9618
"['Computer Science', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",9065
"['Arts and Humanities', 'Computer Science', 'Life Sciences', 'Physical Science and Engineering']",8903
"['Computer Science', 'Computer Science', 'Physical Science and Engineering', 'Social Sciences']",7786
"['Arts and Humanities', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",7166
"['Arts and Humanities', 'Computer Science', 'Computer Science', 'Physical Science and Engineering']",7011
"['Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering', 'Social Sciences']",6435
"['Computer Science', 'Computer Science', 'Life Sciences', 'Physical Science and Engineering']",6431
"['Business', 'Computer Science', 'Physical Science and Engineering', 'Social Sciences']",6340
"['Arts and Humanities', 'Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",6329
"['Arts and Humanities', 'Computer Science', 'Life Sciences', 'Social Sciences']",6255
"['Arts and Humanities', 'Business', 'Computer Science', 'Physical Science and Engineering']",6058
"['Computer Science', 'Data Science', 'Physical Science and Engineering', 'Social Sciences']",5892
"['Computer Science', 'Life Sciences', 'Physical Science and Engineering', 'Physical Science and Engineering']",5614
"['Business', 'Computer Science', 'Life Sciences', 'Physical Science and Engineering']",5548
"['Arts and Humanities', 'Computer Science', 'Data Science', 'Physical Science and Engineering']",5291
"['Computer Science', 'Data Science', 'Life Sciences', 'Physical Science and Engineering']",5138
"['Computer Science', 'Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",4903
"['Arts and Humanities', 'Computer Science', 'Computer Science', 'Social Sciences']",4770
"['Business', 'Computer Science', 'Computer Science', 'Physical Science and Engineering']",4730
"['Arts and Humanities', 'Arts and Humanities', 'Computer Science', 'Physical Science and Engineering']",4645
"['Computer Science', 'Computer Science', 'Life Sciences', 'Social Sciences']",4585
"['Data Science', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",4580
"['Business', 'Life Sciences', 'Physical Science and Engineering', 'Social Sciences']",4488
"['Arts and Humanities', 'Business', 'Physical Science and Engineering', 'Social Sciences']",4415
"['Computer Science', 'Physical Science and Engineering', 'Social Sciences', 'Social Sciences']",4408
"['Arts and Humanities', 'Business', 'Life Sciences', 'Physical Science and Engineering']",4406
"['Arts and Humanities', 'Physical Science and Engineering', 'Physical Science and Engineering', 'Social Sciences']",4342
"['Computer Science', 'Computer Science', 'Data Science', 'Physical Science and Engineering']",4290
"['Arts and Humanities', 'Life Sciences', 'Physical Science and Engineering', 'Physical Science and Engineering']",4285
"['Arts and Humanities', 'Data Science', 'Life Sciences', 'Physical Science and Engineering']",4249
"['Life Sciences', 'Physical Science and Engineering', 'Physical Science and Engineering', 'Social Sciences']",4207
"['Arts and Humanities', 'Business', 'Computer Science', 'Social Sciences']",4196
"['Arts and Humanities', 'Computer Science', 'Computer Science', 'Life Sciences']",4189
"['Arts and Humanities', 'Data Science', 'Physical Science and Engineering', 'Social Sciences']",4182
"['Business', 'Computer Science', 'Life Sciences', 'Social Sciences']",4094
"['Business', 'Computer Science', 'Physical Science and Engineering', 'Physical Science and Engineering']",3953
"['Computer Science', 'Data Science', 'Life Sciences', 'Social Sciences']",3929
