cliq,freq
"['Computer Science', 'History', 'Math and Logic', 'Medicine & Healthcare']",78
"['Algorithms', 'Computer Science', 'Math and Logic', 'Medicine & Healthcare']",77
"['Computer Science', 'Governance and Society', 'History', 'Medicine & Healthcare']",70
"['Algorithms', 'Computer Science', 'History', 'Medicine & Healthcare']",69
"['Biology', 'Computer Science', 'Math and Logic', 'Medicine & Healthcare']",64
"['Biology', 'Computer Science', 'Governance and Society', 'Medicine & Healthcare']",64
"['Biology', 'Computer Science', 'History', 'Medicine & Healthcare']",64
"['Algorithms', 'Biology', 'Computer Science', 'Medicine & Healthcare']",64
"['Computer Science', 'Governance and Society', 'Math and Logic', 'Medicine & Healthcare']",64
"['Algorithms', 'Computer Science', 'Governance and Society', 'Medicine & Healthcare']",64
"['Computer Science', 'Math and Logic', 'Medicine & Healthcare', 'Medicine & Healthcare']",56
"['Computer Science', 'Computer Science', 'Math and Logic', 'Medicine & Healthcare']",54
"['Computer Science', 'History', 'Medicine & Healthcare', 'Medicine & Healthcare']",54
"['Computer Science', 'Governance and Society', 'Medicine & Healthcare', 'Medicine & Healthcare']",54
"['Computer Science', 'Computer Science', 'History', 'Medicine & Healthcare']",51
"['Algorithms', 'Computer Science', 'Computer Science', 'Medicine & Healthcare']",50
"['Algorithms', 'Computer Science', 'Medicine & Healthcare', 'Medicine & Healthcare']",50
"['Computer Science', 'Computer Science', 'Governance and Society', 'Medicine & Healthcare']",49
"['Biology', 'Computer Science', 'Computer Science', 'Medicine & Healthcare']",48
"['Biology', 'Computer Science', 'Medicine & Healthcare', 'Medicine & Healthcare']",48
"['Economics', 'History', 'Medicine & Healthcare', 'Software Development']",46
"['Governance and Society', 'History', 'Math and Logic', 'Medicine & Healthcare']",41
"['Algorithms', 'Computer Science', 'History', 'Math and Logic']",39
"['Algorithms', 'History', 'Math and Logic', 'Medicine & Healthcare']",39
"['Computer Science', 'Computer Science', 'Medicine & Healthcare', 'Medicine & Healthcare']",37
"['Economics', 'History', 'Music and Art', 'Software Development']",37
"['Economics', 'History', 'Medicine & Healthcare', 'Music and Art']",36
"['Computer Science', 'Governance and Society', 'History', 'Math and Logic']",35
"['Biology', 'Governance and Society', 'History', 'Medicine & Healthcare']",34
"['Biology', 'History', 'Math and Logic', 'Medicine & Healthcare']",34
"['Biology', 'Governance and Society', 'Math and Logic', 'Medicine & Healthcare']",34
"['Economics', 'History', 'Math and Logic', 'Medicine & Healthcare']",34
"['Computer Science', 'Entrepreneurship', 'Governance and Society', 'Medicine & Healthcare']",34
"['Economics', 'Governance and Society', 'History', 'Medicine & Healthcare']",34
"['Biology', 'Computer Science', 'Governance and Society', 'Math and Logic']",33
"['Algorithms', 'Biology', 'Computer Science', 'History']",33
"['Computer Science', 'Governance and Society', 'Medicine & Healthcare', 'Software Development']",33
"['Biology & Life Sciences', 'Computer Science', 'Governance and Society', 'Medicine & Healthcare']",33
"['Computer Science', 'History', 'Medicine & Healthcare', 'Software Development']",33
"['Biology & Life Sciences', 'Computer Science', 'History', 'Medicine & Healthcare']",33
"['Computer Science', 'Entrepreneurship', 'History', 'Medicine & Healthcare']",33
"['Computer Science', 'Computer Security and Networks', 'History', 'Medicine & Healthcare']",33
"['Algorithms', 'Biology', 'Math and Logic', 'Medicine & Healthcare']",32
"['Biology', 'Computer Science', 'History', 'Math and Logic']",32
"['Algorithms', 'Biology', 'Computer Science', 'Math and Logic']",32
"['Biology', 'Computer Science', 'Medicine & Healthcare', 'Software Development']",32
"['Biology', 'Biology & Life Sciences', 'Computer Science', 'Medicine & Healthcare']",32
"['Biology', 'Computer Science', 'Economics', 'Medicine & Healthcare']",32
"['Biology', 'Computer Science', 'Entrepreneurship', 'Medicine & Healthcare']",32
"['Biology', 'Computer Science', 'Computer Security and Networks', 'Medicine & Healthcare']",32
"['Algorithms', 'Biology', 'Governance and Society', 'Medicine & Healthcare']",32
"['Algorithms', 'Biology', 'History', 'Medicine & Healthcare']",32
"['Biology', 'Computer Science', 'Governance and Society', 'History']",32
"['Algorithms', 'Biology', 'Computer Science', 'Governance and Society']",32
"['Computer Science', 'Math and Logic', 'Medicine & Healthcare', 'Software Development']",32
"['Biology & Life Sciences', 'Computer Science', 'Math and Logic', 'Medicine & Healthcare']",32
"['Computer Science', 'Economics', 'Math and Logic', 'Medicine & Healthcare']",32
"['Computer Science', 'Entrepreneurship', 'Math and Logic', 'Medicine & Healthcare']",32
