"","V1","V2","V3"
"result.47","Social Sciences","Social Sciences","Data Science"
"result.48","Social Sciences","Social Sciences","Business"
"result.49","Social Sciences","Social Sciences","Math and Logic"
"result.50","Social Sciences","Social Sciences","Physical Science and Engineering"
"result.51","Social Sciences","Social Sciences","Computer Science"
"result.52","Social Sciences","Business","Data Science"
"result.53","Social Sciences","Business","Business"
"result.54","Social Sciences","Business","Math and Logic"
"result.55","Social Sciences","Business","Physical Science and Engineering"
"result.56","Social Sciences","Business","Computer Science"
"result.57","Social Sciences","Data Science","Business"
"result.58","Social Sciences","Data Science","Math and Logic"
"result.59","Social Sciences","Data Science","Physical Science and Engineering"
"result.60","Social Sciences","Data Science","Computer Science"
"result.61","Social Sciences","Business","Math and Logic"
"result.62","Social Sciences","Business","Physical Science and Engineering"
"result.63","Social Sciences","Business","Computer Science"
"result.64","Social Sciences","Math and Logic","Physical Science and Engineering"
"result.65","Social Sciences","Math and Logic","Computer Science"
"result.66","Social Sciences","Physical Science and Engineering","Computer Science"
"result.67","Physical Science and Engineering","Math and Logic","Computer Science"
"result.68","Physical Science and Engineering","Math and Logic","Business"
"result.69","Physical Science and Engineering","Math and Logic","Math and Logic"
"result.70","Physical Science and Engineering","Math and Logic","Data Science"
"result.71","Physical Science and Engineering","Math and Logic","Life Sciences"
"result.72","Physical Science and Engineering","Math and Logic","Social Sciences"
"result.73","Physical Science and Engineering","Math and Logic","Life Sciences"
"result.74","Physical Science and Engineering","Math and Logic","Data Science"
"result.75","Physical Science and Engineering","Math and Logic","Data Science"
"result.76","Physical Science and Engineering","Math and Logic","Computer Science"
"result.77","Physical Science and Engineering","Math and Logic","Business"
"result.78","Physical Science and Engineering","Math and Logic","Computer Science"
"result.79","Physical Science and Engineering","Math and Logic","Data Science"
"result.80","Physical Science and Engineering","Math and Logic","Social Sciences"
"result.81","Physical Science and Engineering","Math and Logic","Business"
"result.82","Physical Science and Engineering","Math and Logic",NA
"result.83","Physical Science and Engineering","Math and Logic","Business"
"result.84","Physical Science and Engineering","Math and Logic","Computer Science"
"result.85","Physical Science and Engineering","Math and Logic","Life Sciences"
"result.86","Physical Science and Engineering","Math and Logic","Business"
"result.87","Physical Science and Engineering","Math and Logic","Data Science"
"result.88","Physical Science and Engineering","Math and Logic","Life Sciences"
"result.89","Physical Science and Engineering","Math and Logic","Business"
"result.90","Physical Science and Engineering","Math and Logic","Language Learning"
"result.91","Physical Science and Engineering","Math and Logic","Arts and Humanities"
"result.92","Physical Science and Engineering","Math and Logic","Business"
"result.93","Physical Science and Engineering","Math and Logic","Data Science"
"result.94","Physical Science and Engineering","Math and Logic","Physical Science and Engineering"
"result.95","Physical Science and Engineering","Math and Logic","Computer Science"
"result.96","Physical Science and Engineering","Math and Logic","Social Sciences"
"result.97","Physical Science and Engineering","Computer Science","Business"
"result.98","Physical Science and Engineering","Computer Science","Math and Logic"
"result.99","Physical Science and Engineering","Computer Science","Data Science"
"result.100","Physical Science and Engineering","Computer Science","Life Sciences"
"result.101","Physical Science and Engineering","Computer Science","Social Sciences"
"result.102","Physical Science and Engineering","Computer Science","Life Sciences"
"result.103","Physical Science and Engineering","Computer Science","Data Science"
"result.104","Physical Science and Engineering","Computer Science","Data Science"
"result.105","Physical Science and Engineering","Computer Science","Computer Science"
"result.106","Physical Science and Engineering","Computer Science","Business"
"result.107","Physical Science and Engineering","Computer Science","Computer Science"
"result.108","Physical Science and Engineering","Computer Science","Data Science"
"result.109","Physical Science and Engineering","Computer Science","Social Sciences"
"result.110","Physical Science and Engineering","Computer Science","Business"
"result.111","Physical Science and Engineering","Computer Science",NA
"result.112","Physical Science and Engineering","Computer Science","Business"
"result.113","Physical Science and Engineering","Computer Science","Computer Science"
"result.114","Physical Science and Engineering","Computer Science","Life Sciences"
"result.115","Physical Science and Engineering","Computer Science","Business"
"result.116","Physical Science and Engineering","Computer Science","Data Science"
"result.117","Physical Science and Engineering","Computer Science","Life Sciences"
"result.118","Physical Science and Engineering","Computer Science","Business"
"result.119","Physical Science and Engineering","Computer Science","Language Learning"
"result.120","Physical Science and Engineering","Computer Science","Arts and Humanities"
"result.121","Physical Science and Engineering","Computer Science","Business"
"result.122","Physical Science and Engineering","Computer Science","Data Science"
"result.123","Physical Science and Engineering","Computer Science","Physical Science and Engineering"
"result.124","Physical Science and Engineering","Computer Science","Computer Science"
"result.125","Physical Science and Engineering","Computer Science","Social Sciences"
"result.126","Physical Science and Engineering","Business","Math and Logic"
"result.127","Physical Science and Engineering","Business","Data Science"
"result.128","Physical Science and Engineering","Business","Life Sciences"
"result.129","Physical Science and Engineering","Business","Social Sciences"
"result.130","Physical Science and Engineering","Business","Life Sciences"
"result.131","Physical Science and Engineering","Business","Data Science"
"result.132","Physical Science and Engineering","Business","Data Science"
"result.133","Physical Science and Engineering","Business","Computer Science"
"result.134","Physical Science and Engineering","Business","Business"
"result.135","Physical Science and Engineering","Business","Computer Science"
"result.136","Physical Science and Engineering","Business","Data Science"
"result.137","Physical Science and Engineering","Business","Social Sciences"
"result.138","Physical Science and Engineering","Business","Business"
"result.139","Physical Science and Engineering","Business",NA
"result.140","Physical Science and Engineering","Business","Business"
"result.141","Physical Science and Engineering","Business","Computer Science"
"result.142","Physical Science and Engineering","Business","Life Sciences"
"result.143","Physical Science and Engineering","Business","Business"
"result.144","Physical Science and Engineering","Business","Data Science"
"result.145","Physical Science and Engineering","Business","Life Sciences"
"result.146","Physical Science and Engineering","Business","Business"
"result.147","Physical Science and Engineering","Business","Language Learning"
"result.148","Physical Science and Engineering","Business","Arts and Humanities"
"result.149","Physical Science and Engineering","Business","Business"
"result.150","Physical Science and Engineering","Business","Data Science"
"result.151","Physical Science and Engineering","Business","Physical Science and Engineering"
"result.152","Physical Science and Engineering","Business","Computer Science"
"result.153","Physical Science and Engineering","Business","Social Sciences"
"result.154","Physical Science and Engineering","Math and Logic","Data Science"
"result.155","Physical Science and Engineering","Math and Logic","Life Sciences"
"result.156","Physical Science and Engineering","Math and Logic","Social Sciences"
"result.157","Physical Science and Engineering","Math and Logic","Life Sciences"
"result.158","Physical Science and Engineering","Math and Logic","Data Science"
"result.159","Physical Science and Engineering","Math and Logic","Data Science"
"result.160","Physical Science and Engineering","Math and Logic","Computer Science"
"result.161","Physical Science and Engineering","Math and Logic","Business"
"result.162","Physical Science and Engineering","Math and Logic","Computer Science"
"result.163","Physical Science and Engineering","Math and Logic","Data Science"
"result.164","Physical Science and Engineering","Math and Logic","Social Sciences"
"result.165","Physical Science and Engineering","Math and Logic","Business"
"result.166","Physical Science and Engineering","Math and Logic",NA
"result.167","Physical Science and Engineering","Math and Logic","Business"
"result.168","Physical Science and Engineering","Math and Logic","Computer Science"
"result.169","Physical Science and Engineering","Math and Logic","Life Sciences"
"result.170","Physical Science and Engineering","Math and Logic","Business"
"result.171","Physical Science and Engineering","Math and Logic","Data Science"
"result.172","Physical Science and Engineering","Math and Logic","Life Sciences"
"result.173","Physical Science and Engineering","Math and Logic","Business"
"result.174","Physical Science and Engineering","Math and Logic","Language Learning"
"result.175","Physical Science and Engineering","Math and Logic","Arts and Humanities"
"result.176","Physical Science and Engineering","Math and Logic","Business"
"result.177","Physical Science and Engineering","Math and Logic","Data Science"
"result.178","Physical Science and Engineering","Math and Logic","Physical Science and Engineering"
"result.179","Physical Science and Engineering","Math and Logic","Computer Science"
"result.180","Physical Science and Engineering","Math and Logic","Social Sciences"
"result.181","Physical Science and Engineering","Data Science","Life Sciences"
"result.182","Physical Science and Engineering","Data Science","Social Sciences"
"result.183","Physical Science and Engineering","Data Science","Life Sciences"
"result.184","Physical Science and Engineering","Data Science","Data Science"
"result.185","Physical Science and Engineering","Data Science","Data Science"
"result.186","Physical Science and Engineering","Data Science","Computer Science"
"result.187","Physical Science and Engineering","Data Science","Business"
"result.188","Physical Science and Engineering","Data Science","Computer Science"
"result.189","Physical Science and Engineering","Data Science","Data Science"
"result.190","Physical Science and Engineering","Data Science","Social Sciences"
"result.191","Physical Science and Engineering","Data Science","Business"
"result.192","Physical Science and Engineering","Data Science",NA
"result.193","Physical Science and Engineering","Data Science","Business"
"result.194","Physical Science and Engineering","Data Science","Computer Science"
"result.195","Physical Science and Engineering","Data Science","Life Sciences"
"result.196","Physical Science and Engineering","Data Science","Business"
"result.197","Physical Science and Engineering","Data Science","Data Science"
"result.198","Physical Science and Engineering","Data Science","Life Sciences"
"result.199","Physical Science and Engineering","Data Science","Business"
"result.200","Physical Science and Engineering","Data Science","Language Learning"
"result.201","Physical Science and Engineering","Data Science","Arts and Humanities"
"result.202","Physical Science and Engineering","Data Science","Business"
"result.203","Physical Science and Engineering","Data Science","Data Science"
"result.204","Physical Science and Engineering","Data Science","Physical Science and Engineering"
"result.205","Physical Science and Engineering","Data Science","Computer Science"
"result.206","Physical Science and Engineering","Data Science","Social Sciences"
"result.207","Physical Science and Engineering","Life Sciences","Social Sciences"
"result.208","Physical Science and Engineering","Life Sciences","Life Sciences"
"result.209","Physical Science and Engineering","Life Sciences","Data Science"
"result.210","Physical Science and Engineering","Life Sciences","Data Science"
"result.211","Physical Science and Engineering","Life Sciences","Computer Science"
"result.212","Physical Science and Engineering","Life Sciences","Business"
"result.213","Physical Science and Engineering","Life Sciences","Computer Science"
"result.214","Physical Science and Engineering","Life Sciences","Data Science"
"result.215","Physical Science and Engineering","Life Sciences","Social Sciences"
"result.216","Physical Science and Engineering","Life Sciences","Business"
"result.217","Physical Science and Engineering","Life Sciences",NA
"result.218","Physical Science and Engineering","Life Sciences","Business"
"result.219","Physical Science and Engineering","Life Sciences","Computer Science"
"result.220","Physical Science and Engineering","Life Sciences","Life Sciences"
"result.221","Physical Science and Engineering","Life Sciences","Business"
"result.222","Physical Science and Engineering","Life Sciences","Data Science"
"result.223","Physical Science and Engineering","Life Sciences","Life Sciences"
"result.224","Physical Science and Engineering","Life Sciences","Business"
"result.225","Physical Science and Engineering","Life Sciences","Language Learning"
"result.226","Physical Science and Engineering","Life Sciences","Arts and Humanities"
"result.227","Physical Science and Engineering","Life Sciences","Business"
"result.228","Physical Science and Engineering","Life Sciences","Data Science"
"result.229","Physical Science and Engineering","Life Sciences","Physical Science and Engineering"
"result.230","Physical Science and Engineering","Life Sciences","Computer Science"
"result.231","Physical Science and Engineering","Life Sciences","Social Sciences"
"result.232","Physical Science and Engineering","Social Sciences","Life Sciences"
"result.233","Physical Science and Engineering","Social Sciences","Data Science"
"result.234","Physical Science and Engineering","Social Sciences","Data Science"
"result.235","Physical Science and Engineering","Social Sciences","Computer Science"
"result.236","Physical Science and Engineering","Social Sciences","Business"
"result.237","Physical Science and Engineering","Social Sciences","Computer Science"
"result.238","Physical Science and Engineering","Social Sciences","Data Science"
"result.239","Physical Science and Engineering","Social Sciences","Social Sciences"
"result.240","Physical Science and Engineering","Social Sciences","Business"
"result.241","Physical Science and Engineering","Social Sciences",NA
"result.242","Physical Science and Engineering","Social Sciences","Business"
"result.243","Physical Science and Engineering","Social Sciences","Computer Science"
"result.244","Physical Science and Engineering","Social Sciences","Life Sciences"
"result.245","Physical Science and Engineering","Social Sciences","Business"
"result.246","Physical Science and Engineering","Social Sciences","Data Science"
"result.247","Physical Science and Engineering","Social Sciences","Life Sciences"
"result.248","Physical Science and Engineering","Social Sciences","Business"
"result.249","Physical Science and Engineering","Social Sciences","Language Learning"
"result.250","Physical Science and Engineering","Social Sciences","Arts and Humanities"
"result.251","Physical Science and Engineering","Social Sciences","Business"
"result.252","Physical Science and Engineering","Social Sciences","Data Science"
"result.253","Physical Science and Engineering","Social Sciences","Physical Science and Engineering"
"result.254","Physical Science and Engineering","Social Sciences","Computer Science"
"result.255","Physical Science and Engineering","Social Sciences","Social Sciences"
"result.256","Physical Science and Engineering","Life Sciences","Data Science"
"result.257","Physical Science and Engineering","Life Sciences","Data Science"
"result.258","Physical Science and Engineering","Life Sciences","Computer Science"
"result.259","Physical Science and Engineering","Life Sciences","Business"
"result.260","Physical Science and Engineering","Life Sciences","Computer Science"
"result.261","Physical Science and Engineering","Life Sciences","Data Science"
"result.262","Physical Science and Engineering","Life Sciences","Social Sciences"
"result.263","Physical Science and Engineering","Life Sciences","Business"
"result.264","Physical Science and Engineering","Life Sciences",NA
"result.265","Physical Science and Engineering","Life Sciences","Business"
"result.266","Physical Science and Engineering","Life Sciences","Computer Science"
"result.267","Physical Science and Engineering","Life Sciences","Life Sciences"
"result.268","Physical Science and Engineering","Life Sciences","Business"
"result.269","Physical Science and Engineering","Life Sciences","Data Science"
"result.270","Physical Science and Engineering","Life Sciences","Life Sciences"
"result.271","Physical Science and Engineering","Life Sciences","Business"
"result.272","Physical Science and Engineering","Life Sciences","Language Learning"
"result.273","Physical Science and Engineering","Life Sciences","Arts and Humanities"
"result.274","Physical Science and Engineering","Life Sciences","Business"
"result.275","Physical Science and Engineering","Life Sciences","Data Science"
"result.276","Physical Science and Engineering","Life Sciences","Physical Science and Engineering"
"result.277","Physical Science and Engineering","Life Sciences","Computer Science"
"result.278","Physical Science and Engineering","Life Sciences","Social Sciences"
"result.279","Physical Science and Engineering","Data Science","Data Science"
"result.280","Physical Science and Engineering","Data Science","Computer Science"
"result.281","Physical Science and Engineering","Data Science","Business"
"result.282","Physical Science and Engineering","Data Science","Computer Science"
"result.283","Physical Science and Engineering","Data Science","Data Science"
"result.284","Physical Science and Engineering","Data Science","Social Sciences"
"result.285","Physical Science and Engineering","Data Science","Business"
"result.286","Physical Science and Engineering","Data Science",NA
"result.287","Physical Science and Engineering","Data Science","Business"
"result.288","Physical Science and Engineering","Data Science","Computer Science"
"result.289","Physical Science and Engineering","Data Science","Life Sciences"
"result.290","Physical Science and Engineering","Data Science","Business"
"result.291","Physical Science and Engineering","Data Science","Data Science"
"result.292","Physical Science and Engineering","Data Science","Life Sciences"
"result.293","Physical Science and Engineering","Data Science","Business"
"result.294","Physical Science and Engineering","Data Science","Language Learning"
"result.295","Physical Science and Engineering","Data Science","Arts and Humanities"
"result.296","Physical Science and Engineering","Data Science","Business"
"result.297","Physical Science and Engineering","Data Science","Data Science"
"result.298","Physical Science and Engineering","Data Science","Physical Science and Engineering"
"result.299","Physical Science and Engineering","Data Science","Computer Science"
"result.300","Physical Science and Engineering","Data Science","Social Sciences"
"result.301","Physical Science and Engineering","Data Science","Computer Science"
"result.302","Physical Science and Engineering","Data Science","Business"
"result.303","Physical Science and Engineering","Data Science","Computer Science"
"result.304","Physical Science and Engineering","Data Science","Data Science"
"result.305","Physical Science and Engineering","Data Science","Social Sciences"
"result.306","Physical Science and Engineering","Data Science","Business"
"result.307","Physical Science and Engineering","Data Science",NA
"result.308","Physical Science and Engineering","Data Science","Business"
"result.309","Physical Science and Engineering","Data Science","Computer Science"
"result.310","Physical Science and Engineering","Data Science","Life Sciences"
"result.311","Physical Science and Engineering","Data Science","Business"
"result.312","Physical Science and Engineering","Data Science","Data Science"
"result.313","Physical Science and Engineering","Data Science","Life Sciences"
"result.314","Physical Science and Engineering","Data Science","Business"
"result.315","Physical Science and Engineering","Data Science","Language Learning"
"result.316","Physical Science and Engineering","Data Science","Arts and Humanities"
"result.317","Physical Science and Engineering","Data Science","Business"
"result.318","Physical Science and Engineering","Data Science","Data Science"
"result.319","Physical Science and Engineering","Data Science","Physical Science and Engineering"
"result.320","Physical Science and Engineering","Data Science","Computer Science"
"result.321","Physical Science and Engineering","Data Science","Social Sciences"
"result.322","Physical Science and Engineering","Computer Science","Business"
"result.323","Physical Science and Engineering","Computer Science","Computer Science"
"result.324","Physical Science and Engineering","Computer Science","Data Science"
"result.325","Physical Science and Engineering","Computer Science","Social Sciences"
"result.326","Physical Science and Engineering","Computer Science","Business"
"result.327","Physical Science and Engineering","Computer Science",NA
"result.328","Physical Science and Engineering","Computer Science","Business"
"result.329","Physical Science and Engineering","Computer Science","Computer Science"
"result.330","Physical Science and Engineering","Computer Science","Life Sciences"
"result.331","Physical Science and Engineering","Computer Science","Business"
"result.332","Physical Science and Engineering","Computer Science","Data Science"
"result.333","Physical Science and Engineering","Computer Science","Life Sciences"
"result.334","Physical Science and Engineering","Computer Science","Business"
"result.335","Physical Science and Engineering","Computer Science","Language Learning"
"result.336","Physical Science and Engineering","Computer Science","Arts and Humanities"
"result.337","Physical Science and Engineering","Computer Science","Business"
"result.338","Physical Science and Engineering","Computer Science","Data Science"
"result.339","Physical Science and Engineering","Computer Science","Physical Science and Engineering"
"result.340","Physical Science and Engineering","Computer Science","Computer Science"
"result.341","Physical Science and Engineering","Computer Science","Social Sciences"
"result.342","Physical Science and Engineering","Business","Computer Science"
"result.343","Physical Science and Engineering","Business","Data Science"
"result.344","Physical Science and Engineering","Business","Social Sciences"
"result.345","Physical Science and Engineering","Business","Business"
"result.346","Physical Science and Engineering","Business",NA
"result.347","Physical Science and Engineering","Business","Business"
"result.348","Physical Science and Engineering","Business","Computer Science"
"result.349","Physical Science and Engineering","Business","Life Sciences"
"result.350","Physical Science and Engineering","Business","Business"
"result.351","Physical Science and Engineering","Business","Data Science"
"result.352","Physical Science and Engineering","Business","Life Sciences"
"result.353","Physical Science and Engineering","Business","Business"
"result.354","Physical Science and Engineering","Business","Language Learning"
"result.355","Physical Science and Engineering","Business","Arts and Humanities"
"result.356","Physical Science and Engineering","Business","Business"
"result.357","Physical Science and Engineering","Business","Data Science"
"result.358","Physical Science and Engineering","Business","Physical Science and Engineering"
"result.359","Physical Science and Engineering","Business","Computer Science"
"result.360","Physical Science and Engineering","Business","Social Sciences"
"result.361","Physical Science and Engineering","Computer Science","Data Science"
"result.362","Physical Science and Engineering","Computer Science","Social Sciences"
"result.363","Physical Science and Engineering","Computer Science","Business"
"result.364","Physical Science and Engineering","Computer Science",NA
"result.365","Physical Science and Engineering","Computer Science","Business"
"result.366","Physical Science and Engineering","Computer Science","Computer Science"
"result.367","Physical Science and Engineering","Computer Science","Life Sciences"
"result.368","Physical Science and Engineering","Computer Science","Business"
"result.369","Physical Science and Engineering","Computer Science","Data Science"
"result.370","Physical Science and Engineering","Computer Science","Life Sciences"
"result.371","Physical Science and Engineering","Computer Science","Business"
"result.372","Physical Science and Engineering","Computer Science","Language Learning"
"result.373","Physical Science and Engineering","Computer Science","Arts and Humanities"
"result.374","Physical Science and Engineering","Computer Science","Business"
"result.375","Physical Science and Engineering","Computer Science","Data Science"
"result.376","Physical Science and Engineering","Computer Science","Physical Science and Engineering"
"result.377","Physical Science and Engineering","Computer Science","Computer Science"
"result.378","Physical Science and Engineering","Computer Science","Social Sciences"
"result.379","Physical Science and Engineering","Data Science","Social Sciences"
"result.380","Physical Science and Engineering","Data Science","Business"
"result.381","Physical Science and Engineering","Data Science",NA
"result.382","Physical Science and Engineering","Data Science","Business"
"result.383","Physical Science and Engineering","Data Science","Computer Science"
"result.384","Physical Science and Engineering","Data Science","Life Sciences"
"result.385","Physical Science and Engineering","Data Science","Business"
"result.386","Physical Science and Engineering","Data Science","Data Science"
"result.387","Physical Science and Engineering","Data Science","Life Sciences"
"result.388","Physical Science and Engineering","Data Science","Business"
"result.389","Physical Science and Engineering","Data Science","Language Learning"
"result.390","Physical Science and Engineering","Data Science","Arts and Humanities"
"result.391","Physical Science and Engineering","Data Science","Business"
"result.392","Physical Science and Engineering","Data Science","Data Science"
"result.393","Physical Science and Engineering","Data Science","Physical Science and Engineering"
"result.394","Physical Science and Engineering","Data Science","Computer Science"
"result.395","Physical Science and Engineering","Data Science","Social Sciences"
"result.396","Physical Science and Engineering","Social Sciences","Business"
"result.397","Physical Science and Engineering","Social Sciences",NA
"result.398","Physical Science and Engineering","Social Sciences","Business"
"result.399","Physical Science and Engineering","Social Sciences","Computer Science"
"result.400","Physical Science and Engineering","Social Sciences","Life Sciences"
"result.401","Physical Science and Engineering","Social Sciences","Business"
"result.402","Physical Science and Engineering","Social Sciences","Data Science"
"result.403","Physical Science and Engineering","Social Sciences","Life Sciences"
"result.404","Physical Science and Engineering","Social Sciences","Business"
"result.405","Physical Science and Engineering","Social Sciences","Language Learning"
"result.406","Physical Science and Engineering","Social Sciences","Arts and Humanities"
"result.407","Physical Science and Engineering","Social Sciences","Business"
"result.408","Physical Science and Engineering","Social Sciences","Data Science"
"result.409","Physical Science and Engineering","Social Sciences","Physical Science and Engineering"
"result.410","Physical Science and Engineering","Social Sciences","Computer Science"
"result.411","Physical Science and Engineering","Social Sciences","Social Sciences"
"result.412","Physical Science and Engineering","Business",NA
"result.413","Physical Science and Engineering","Business","Business"
"result.414","Physical Science and Engineering","Business","Computer Science"
"result.415","Physical Science and Engineering","Business","Life Sciences"
"result.416","Physical Science and Engineering","Business","Business"
"result.417","Physical Science and Engineering","Business","Data Science"
"result.418","Physical Science and Engineering","Business","Life Sciences"
"result.419","Physical Science and Engineering","Business","Business"
"result.420","Physical Science and Engineering","Business","Language Learning"
"result.421","Physical Science and Engineering","Business","Arts and Humanities"
"result.422","Physical Science and Engineering","Business","Business"
"result.423","Physical Science and Engineering","Business","Data Science"
"result.424","Physical Science and Engineering","Business","Physical Science and Engineering"
"result.425","Physical Science and Engineering","Business","Computer Science"
"result.426","Physical Science and Engineering","Business","Social Sciences"
"result.427","Physical Science and Engineering",NA,"Business"
"result.428","Physical Science and Engineering",NA,"Computer Science"
"result.429","Physical Science and Engineering",NA,"Life Sciences"
"result.430","Physical Science and Engineering",NA,"Business"
"result.431","Physical Science and Engineering",NA,"Data Science"
"result.432","Physical Science and Engineering",NA,"Life Sciences"
"result.433","Physical Science and Engineering",NA,"Business"
"result.434","Physical Science and Engineering",NA,"Language Learning"
"result.435","Physical Science and Engineering",NA,"Arts and Humanities"
"result.436","Physical Science and Engineering",NA,"Business"
"result.437","Physical Science and Engineering",NA,"Data Science"
"result.438","Physical Science and Engineering",NA,"Physical Science and Engineering"
"result.439","Physical Science and Engineering",NA,"Computer Science"
"result.440","Physical Science and Engineering",NA,"Social Sciences"
"result.441","Physical Science and Engineering","Business","Computer Science"
"result.442","Physical Science and Engineering","Business","Life Sciences"
"result.443","Physical Science and Engineering","Business","Business"
"result.444","Physical Science and Engineering","Business","Data Science"
"result.445","Physical Science and Engineering","Business","Life Sciences"
"result.446","Physical Science and Engineering","Business","Business"
"result.447","Physical Science and Engineering","Business","Language Learning"
"result.448","Physical Science and Engineering","Business","Arts and Humanities"
"result.449","Physical Science and Engineering","Business","Business"
"result.450","Physical Science and Engineering","Business","Data Science"
"result.451","Physical Science and Engineering","Business","Physical Science and Engineering"
"result.452","Physical Science and Engineering","Business","Computer Science"
"result.453","Physical Science and Engineering","Business","Social Sciences"
"result.454","Physical Science and Engineering","Computer Science","Life Sciences"
"result.455","Physical Science and Engineering","Computer Science","Business"
"result.456","Physical Science and Engineering","Computer Science","Data Science"
"result.457","Physical Science and Engineering","Computer Science","Life Sciences"
"result.458","Physical Science and Engineering","Computer Science","Business"
"result.459","Physical Science and Engineering","Computer Science","Language Learning"
"result.460","Physical Science and Engineering","Computer Science","Arts and Humanities"
"result.461","Physical Science and Engineering","Computer Science","Business"
"result.462","Physical Science and Engineering","Computer Science","Data Science"
"result.463","Physical Science and Engineering","Computer Science","Physical Science and Engineering"
"result.464","Physical Science and Engineering","Computer Science","Computer Science"
"result.465","Physical Science and Engineering","Computer Science","Social Sciences"
"result.466","Physical Science and Engineering","Life Sciences","Business"
"result.467","Physical Science and Engineering","Life Sciences","Data Science"
"result.468","Physical Science and Engineering","Life Sciences","Life Sciences"
"result.469","Physical Science and Engineering","Life Sciences","Business"
"result.470","Physical Science and Engineering","Life Sciences","Language Learning"
"result.471","Physical Science and Engineering","Life Sciences","Arts and Humanities"
"result.472","Physical Science and Engineering","Life Sciences","Business"
"result.473","Physical Science and Engineering","Life Sciences","Data Science"
"result.474","Physical Science and Engineering","Life Sciences","Physical Science and Engineering"
"result.475","Physical Science and Engineering","Life Sciences","Computer Science"
"result.476","Physical Science and Engineering","Life Sciences","Social Sciences"
"result.477","Physical Science and Engineering","Business","Data Science"
"result.478","Physical Science and Engineering","Business","Life Sciences"
"result.479","Physical Science and Engineering","Business","Business"
"result.480","Physical Science and Engineering","Business","Language Learning"
"result.481","Physical Science and Engineering","Business","Arts and Humanities"
"result.482","Physical Science and Engineering","Business","Business"
"result.483","Physical Science and Engineering","Business","Data Science"
"result.484","Physical Science and Engineering","Business","Physical Science and Engineering"
"result.485","Physical Science and Engineering","Business","Computer Science"
"result.486","Physical Science and Engineering","Business","Social Sciences"
"result.487","Physical Science and Engineering","Data Science","Life Sciences"
"result.488","Physical Science and Engineering","Data Science","Business"
"result.489","Physical Science and Engineering","Data Science","Language Learning"
"result.490","Physical Science and Engineering","Data Science","Arts and Humanities"
"result.491","Physical Science and Engineering","Data Science","Business"
"result.492","Physical Science and Engineering","Data Science","Data Science"
"result.493","Physical Science and Engineering","Data Science","Physical Science and Engineering"
"result.494","Physical Science and Engineering","Data Science","Computer Science"
"result.495","Physical Science and Engineering","Data Science","Social Sciences"
"result.496","Physical Science and Engineering","Life Sciences","Business"
"result.497","Physical Science and Engineering","Life Sciences","Language Learning"
"result.498","Physical Science and Engineering","Life Sciences","Arts and Humanities"
"result.499","Physical Science and Engineering","Life Sciences","Business"
"result.500","Physical Science and Engineering","Life Sciences","Data Science"
"result.501","Physical Science and Engineering","Life Sciences","Physical Science and Engineering"
"result.502","Physical Science and Engineering","Life Sciences","Computer Science"
"result.503","Physical Science and Engineering","Life Sciences","Social Sciences"
