"","V1","V2","V3","V4"
"result.11163","Computer Science","Life Sciences","Data Science","Business"
"result.11164","Computer Science","Life Sciences","Data Science","Computer Science"
"result.11165","Computer Science","Life Sciences","Data Science","Life Sciences"
"result.11166","Computer Science","Life Sciences","Data Science","Business"
"result.11167","Computer Science","Life Sciences","Data Science","Data Science"
"result.11168","Computer Science","Life Sciences","Data Science","Life Sciences"
"result.11169","Computer Science","Life Sciences","Data Science","Business"
"result.11170","Computer Science","Life Sciences","Data Science","Language Learning"
"result.11171","Computer Science","Life Sciences","Data Science","Arts and Humanities"
"result.11172","Computer Science","Life Sciences","Data Science","Business"
"result.11173","Computer Science","Life Sciences","Data Science","Data Science"
"result.11174","Computer Science","Life Sciences","Data Science","Physical Science and Engineering"
"result.11175","Computer Science","Life Sciences","Data Science","Computer Science"
"result.11176","Computer Science","Life Sciences","Data Science","Social Sciences"
"result.11177","Computer Science","Life Sciences","Data Science","Computer Science"
"result.11178","Computer Science","Life Sciences","Data Science","Business"
"result.11179","Computer Science","Life Sciences","Data Science","Computer Science"
"result.11180","Computer Science","Life Sciences","Data Science","Data Science"
"result.11181","Computer Science","Life Sciences","Data Science","Social Sciences"
"result.11182","Computer Science","Life Sciences","Data Science","Business"
"result.11183","Computer Science","Life Sciences","Data Science",NA
"result.11184","Computer Science","Life Sciences","Data Science","Business"
"result.11185","Computer Science","Life Sciences","Data Science","Computer Science"
"result.11186","Computer Science","Life Sciences","Data Science","Life Sciences"
"result.11187","Computer Science","Life Sciences","Data Science","Business"
"result.11188","Computer Science","Life Sciences","Data Science","Data Science"
"result.11189","Computer Science","Life Sciences","Data Science","Life Sciences"
"result.11190","Computer Science","Life Sciences","Data Science","Business"
"result.11191","Computer Science","Life Sciences","Data Science","Language Learning"
"result.11192","Computer Science","Life Sciences","Data Science","Arts and Humanities"
"result.11193","Computer Science","Life Sciences","Data Science","Business"
"result.11194","Computer Science","Life Sciences","Data Science","Data Science"
"result.11195","Computer Science","Life Sciences","Data Science","Physical Science and Engineering"
"result.11196","Computer Science","Life Sciences","Data Science","Computer Science"
"result.11197","Computer Science","Life Sciences","Data Science","Social Sciences"
"result.11198","Computer Science","Life Sciences","Computer Science","Business"
"result.11199","Computer Science","Life Sciences","Computer Science","Computer Science"
"result.11200","Computer Science","Life Sciences","Computer Science","Data Science"
"result.11201","Computer Science","Life Sciences","Computer Science","Social Sciences"
"result.11202","Computer Science","Life Sciences","Computer Science","Business"
"result.11203","Computer Science","Life Sciences","Computer Science",NA
"result.11204","Computer Science","Life Sciences","Computer Science","Business"
"result.11205","Computer Science","Life Sciences","Computer Science","Computer Science"
"result.11206","Computer Science","Life Sciences","Computer Science","Life Sciences"
"result.11207","Computer Science","Life Sciences","Computer Science","Business"
"result.11208","Computer Science","Life Sciences","Computer Science","Data Science"
"result.11209","Computer Science","Life Sciences","Computer Science","Life Sciences"
"result.11210","Computer Science","Life Sciences","Computer Science","Business"
"result.11211","Computer Science","Life Sciences","Computer Science","Language Learning"
"result.11212","Computer Science","Life Sciences","Computer Science","Arts and Humanities"
"result.11213","Computer Science","Life Sciences","Computer Science","Business"
"result.11214","Computer Science","Life Sciences","Computer Science","Data Science"
"result.11215","Computer Science","Life Sciences","Computer Science","Physical Science and Engineering"
"result.11216","Computer Science","Life Sciences","Computer Science","Computer Science"
"result.11217","Computer Science","Life Sciences","Computer Science","Social Sciences"
"result.11218","Computer Science","Life Sciences","Business","Computer Science"
"result.11219","Computer Science","Life Sciences","Business","Data Science"
"result.11220","Computer Science","Life Sciences","Business","Social Sciences"
"result.11221","Computer Science","Life Sciences","Business","Business"
"result.11222","Computer Science","Life Sciences","Business",NA
"result.11223","Computer Science","Life Sciences","Business","Business"
"result.11224","Computer Science","Life Sciences","Business","Computer Science"
"result.11225","Computer Science","Life Sciences","Business","Life Sciences"
"result.11226","Computer Science","Life Sciences","Business","Business"
"result.11227","Computer Science","Life Sciences","Business","Data Science"
"result.11228","Computer Science","Life Sciences","Business","Life Sciences"
"result.11229","Computer Science","Life Sciences","Business","Business"
"result.11230","Computer Science","Life Sciences","Business","Language Learning"
"result.11231","Computer Science","Life Sciences","Business","Arts and Humanities"
"result.11232","Computer Science","Life Sciences","Business","Business"
"result.11233","Computer Science","Life Sciences","Business","Data Science"
"result.11234","Computer Science","Life Sciences","Business","Physical Science and Engineering"
"result.11235","Computer Science","Life Sciences","Business","Computer Science"
"result.11236","Computer Science","Life Sciences","Business","Social Sciences"
"result.11237","Computer Science","Life Sciences","Computer Science","Data Science"
"result.11238","Computer Science","Life Sciences","Computer Science","Social Sciences"
"result.11239","Computer Science","Life Sciences","Computer Science","Business"
"result.11240","Computer Science","Life Sciences","Computer Science",NA
"result.11241","Computer Science","Life Sciences","Computer Science","Business"
"result.11242","Computer Science","Life Sciences","Computer Science","Computer Science"
"result.11243","Computer Science","Life Sciences","Computer Science","Life Sciences"
"result.11244","Computer Science","Life Sciences","Computer Science","Business"
"result.11245","Computer Science","Life Sciences","Computer Science","Data Science"
"result.11246","Computer Science","Life Sciences","Computer Science","Life Sciences"
"result.11247","Computer Science","Life Sciences","Computer Science","Business"
"result.11248","Computer Science","Life Sciences","Computer Science","Language Learning"
"result.11249","Computer Science","Life Sciences","Computer Science","Arts and Humanities"
"result.11250","Computer Science","Life Sciences","Computer Science","Business"
"result.11251","Computer Science","Life Sciences","Computer Science","Data Science"
"result.11252","Computer Science","Life Sciences","Computer Science","Physical Science and Engineering"
"result.11253","Computer Science","Life Sciences","Computer Science","Computer Science"
"result.11254","Computer Science","Life Sciences","Computer Science","Social Sciences"
"result.11255","Computer Science","Life Sciences","Data Science","Social Sciences"
"result.11256","Computer Science","Life Sciences","Data Science","Business"
"result.11257","Computer Science","Life Sciences","Data Science",NA
"result.11258","Computer Science","Life Sciences","Data Science","Business"
"result.11259","Computer Science","Life Sciences","Data Science","Computer Science"
"result.11260","Computer Science","Life Sciences","Data Science","Life Sciences"
"result.11261","Computer Science","Life Sciences","Data Science","Business"
"result.11262","Computer Science","Life Sciences","Data Science","Data Science"
"result.11263","Computer Science","Life Sciences","Data Science","Life Sciences"
"result.11264","Computer Science","Life Sciences","Data Science","Business"
"result.11265","Computer Science","Life Sciences","Data Science","Language Learning"
"result.11266","Computer Science","Life Sciences","Data Science","Arts and Humanities"
"result.11267","Computer Science","Life Sciences","Data Science","Business"
"result.11268","Computer Science","Life Sciences","Data Science","Data Science"
"result.11269","Computer Science","Life Sciences","Data Science","Physical Science and Engineering"
"result.11270","Computer Science","Life Sciences","Data Science","Computer Science"
"result.11271","Computer Science","Life Sciences","Data Science","Social Sciences"
"result.11272","Computer Science","Life Sciences","Social Sciences","Business"
"result.11273","Computer Science","Life Sciences","Social Sciences",NA
"result.11274","Computer Science","Life Sciences","Social Sciences","Business"
"result.11275","Computer Science","Life Sciences","Social Sciences","Computer Science"
"result.11276","Computer Science","Life Sciences","Social Sciences","Life Sciences"
"result.11277","Computer Science","Life Sciences","Social Sciences","Business"
"result.11278","Computer Science","Life Sciences","Social Sciences","Data Science"
"result.11279","Computer Science","Life Sciences","Social Sciences","Life Sciences"
"result.11280","Computer Science","Life Sciences","Social Sciences","Business"
"result.11281","Computer Science","Life Sciences","Social Sciences","Language Learning"
"result.11282","Computer Science","Life Sciences","Social Sciences","Arts and Humanities"
"result.11283","Computer Science","Life Sciences","Social Sciences","Business"
"result.11284","Computer Science","Life Sciences","Social Sciences","Data Science"
"result.11285","Computer Science","Life Sciences","Social Sciences","Physical Science and Engineering"
"result.11286","Computer Science","Life Sciences","Social Sciences","Computer Science"
"result.11287","Computer Science","Life Sciences","Social Sciences","Social Sciences"
"result.11288","Computer Science","Life Sciences","Business",NA
"result.11289","Computer Science","Life Sciences","Business","Business"
"result.11290","Computer Science","Life Sciences","Business","Computer Science"
"result.11291","Computer Science","Life Sciences","Business","Life Sciences"
"result.11292","Computer Science","Life Sciences","Business","Business"
"result.11293","Computer Science","Life Sciences","Business","Data Science"
"result.11294","Computer Science","Life Sciences","Business","Life Sciences"
"result.11295","Computer Science","Life Sciences","Business","Business"
"result.11296","Computer Science","Life Sciences","Business","Language Learning"
"result.11297","Computer Science","Life Sciences","Business","Arts and Humanities"
"result.11298","Computer Science","Life Sciences","Business","Business"
"result.11299","Computer Science","Life Sciences","Business","Data Science"
"result.11300","Computer Science","Life Sciences","Business","Physical Science and Engineering"
"result.11301","Computer Science","Life Sciences","Business","Computer Science"
"result.11302","Computer Science","Life Sciences","Business","Social Sciences"
"result.11303","Computer Science","Life Sciences",NA,"Business"
"result.11304","Computer Science","Life Sciences",NA,"Computer Science"
"result.11305","Computer Science","Life Sciences",NA,"Life Sciences"
"result.11306","Computer Science","Life Sciences",NA,"Business"
"result.11307","Computer Science","Life Sciences",NA,"Data Science"
"result.11308","Computer Science","Life Sciences",NA,"Life Sciences"
"result.11309","Computer Science","Life Sciences",NA,"Business"
"result.11310","Computer Science","Life Sciences",NA,"Language Learning"
"result.11311","Computer Science","Life Sciences",NA,"Arts and Humanities"
"result.11312","Computer Science","Life Sciences",NA,"Business"
"result.11313","Computer Science","Life Sciences",NA,"Data Science"
"result.11314","Computer Science","Life Sciences",NA,"Physical Science and Engineering"
"result.11315","Computer Science","Life Sciences",NA,"Computer Science"
"result.11316","Computer Science","Life Sciences",NA,"Social Sciences"
"result.11317","Computer Science","Life Sciences","Business","Computer Science"
"result.11318","Computer Science","Life Sciences","Business","Life Sciences"
"result.11319","Computer Science","Life Sciences","Business","Business"
"result.11320","Computer Science","Life Sciences","Business","Data Science"
"result.11321","Computer Science","Life Sciences","Business","Life Sciences"
"result.11322","Computer Science","Life Sciences","Business","Business"
"result.11323","Computer Science","Life Sciences","Business","Language Learning"
"result.11324","Computer Science","Life Sciences","Business","Arts and Humanities"
"result.11325","Computer Science","Life Sciences","Business","Business"
"result.11326","Computer Science","Life Sciences","Business","Data Science"
"result.11327","Computer Science","Life Sciences","Business","Physical Science and Engineering"
"result.11328","Computer Science","Life Sciences","Business","Computer Science"
"result.11329","Computer Science","Life Sciences","Business","Social Sciences"
"result.11330","Computer Science","Life Sciences","Computer Science","Life Sciences"
"result.11331","Computer Science","Life Sciences","Computer Science","Business"
"result.11332","Computer Science","Life Sciences","Computer Science","Data Science"
"result.11333","Computer Science","Life Sciences","Computer Science","Life Sciences"
"result.11334","Computer Science","Life Sciences","Computer Science","Business"
"result.11335","Computer Science","Life Sciences","Computer Science","Language Learning"
"result.11336","Computer Science","Life Sciences","Computer Science","Arts and Humanities"
"result.11337","Computer Science","Life Sciences","Computer Science","Business"
"result.11338","Computer Science","Life Sciences","Computer Science","Data Science"
"result.11339","Computer Science","Life Sciences","Computer Science","Physical Science and Engineering"
"result.11340","Computer Science","Life Sciences","Computer Science","Computer Science"
"result.11341","Computer Science","Life Sciences","Computer Science","Social Sciences"
"result.11342","Computer Science","Life Sciences","Life Sciences","Business"
"result.11343","Computer Science","Life Sciences","Life Sciences","Data Science"
"result.11344","Computer Science","Life Sciences","Life Sciences","Life Sciences"
"result.11345","Computer Science","Life Sciences","Life Sciences","Business"
"result.11346","Computer Science","Life Sciences","Life Sciences","Language Learning"
"result.11347","Computer Science","Life Sciences","Life Sciences","Arts and Humanities"
"result.11348","Computer Science","Life Sciences","Life Sciences","Business"
"result.11349","Computer Science","Life Sciences","Life Sciences","Data Science"
"result.11350","Computer Science","Life Sciences","Life Sciences","Physical Science and Engineering"
"result.11351","Computer Science","Life Sciences","Life Sciences","Computer Science"
"result.11352","Computer Science","Life Sciences","Life Sciences","Social Sciences"
"result.11353","Computer Science","Life Sciences","Business","Data Science"
"result.11354","Computer Science","Life Sciences","Business","Life Sciences"
"result.11355","Computer Science","Life Sciences","Business","Business"
"result.11356","Computer Science","Life Sciences","Business","Language Learning"
"result.11357","Computer Science","Life Sciences","Business","Arts and Humanities"
"result.11358","Computer Science","Life Sciences","Business","Business"
"result.11359","Computer Science","Life Sciences","Business","Data Science"
"result.11360","Computer Science","Life Sciences","Business","Physical Science and Engineering"
"result.11361","Computer Science","Life Sciences","Business","Computer Science"
"result.11362","Computer Science","Life Sciences","Business","Social Sciences"
"result.11363","Computer Science","Life Sciences","Data Science","Life Sciences"
"result.11364","Computer Science","Life Sciences","Data Science","Business"
"result.11365","Computer Science","Life Sciences","Data Science","Language Learning"
"result.11366","Computer Science","Life Sciences","Data Science","Arts and Humanities"
"result.11367","Computer Science","Life Sciences","Data Science","Business"
"result.11368","Computer Science","Life Sciences","Data Science","Data Science"
"result.11369","Computer Science","Life Sciences","Data Science","Physical Science and Engineering"
"result.11370","Computer Science","Life Sciences","Data Science","Computer Science"
"result.11371","Computer Science","Life Sciences","Data Science","Social Sciences"
"result.11372","Computer Science","Life Sciences","Life Sciences","Business"
"result.11373","Computer Science","Life Sciences","Life Sciences","Language Learning"
"result.11374","Computer Science","Life Sciences","Life Sciences","Arts and Humanities"
"result.11375","Computer Science","Life Sciences","Life Sciences","Business"
"result.11376","Computer Science","Life Sciences","Life Sciences","Data Science"
"result.11377","Computer Science","Life Sciences","Life Sciences","Physical Science and Engineering"
"result.11378","Computer Science","Life Sciences","Life Sciences","Computer Science"
"result.11379","Computer Science","Life Sciences","Life Sciences","Social Sciences"
"result.11380","Computer Science","Life Sciences","Business","Language Learning"
"result.11381","Computer Science","Life Sciences","Business","Arts and Humanities"
"result.11382","Computer Science","Life Sciences","Business","Business"
"result.11383","Computer Science","Life Sciences","Business","Data Science"
"result.11384","Computer Science","Life Sciences","Business","Physical Science and Engineering"
"result.11385","Computer Science","Life Sciences","Business","Computer Science"
"result.11386","Computer Science","Life Sciences","Business","Social Sciences"
"result.11387","Computer Science","Life Sciences","Language Learning","Arts and Humanities"
"result.11388","Computer Science","Life Sciences","Language Learning","Business"
"result.11389","Computer Science","Life Sciences","Language Learning","Data Science"
"result.11390","Computer Science","Life Sciences","Language Learning","Physical Science and Engineering"
"result.11391","Computer Science","Life Sciences","Language Learning","Computer Science"
"result.11392","Computer Science","Life Sciences","Language Learning","Social Sciences"
"result.11393","Computer Science","Life Sciences","Arts and Humanities","Business"
"result.11394","Computer Science","Life Sciences","Arts and Humanities","Data Science"
"result.11395","Computer Science","Life Sciences","Arts and Humanities","Physical Science and Engineering"
"result.11396","Computer Science","Life Sciences","Arts and Humanities","Computer Science"
"result.11397","Computer Science","Life Sciences","Arts and Humanities","Social Sciences"
"result.11398","Computer Science","Life Sciences","Business","Data Science"
"result.11399","Computer Science","Life Sciences","Business","Physical Science and Engineering"
"result.11400","Computer Science","Life Sciences","Business","Computer Science"
"result.11401","Computer Science","Life Sciences","Business","Social Sciences"
"result.11402","Computer Science","Life Sciences","Data Science","Physical Science and Engineering"
"result.11403","Computer Science","Life Sciences","Data Science","Computer Science"
"result.11404","Computer Science","Life Sciences","Data Science","Social Sciences"
"result.11405","Computer Science","Life Sciences","Physical Science and Engineering","Computer Science"
"result.11406","Computer Science","Life Sciences","Physical Science and Engineering","Social Sciences"
"result.11407","Computer Science","Life Sciences","Computer Science","Social Sciences"
"result.11408","Computer Science","Social Sciences","Life Sciences","Data Science"
"result.11409","Computer Science","Social Sciences","Life Sciences","Data Science"
"result.11410","Computer Science","Social Sciences","Life Sciences","Computer Science"
"result.11411","Computer Science","Social Sciences","Life Sciences","Business"
"result.11412","Computer Science","Social Sciences","Life Sciences","Computer Science"
"result.11413","Computer Science","Social Sciences","Life Sciences","Data Science"
"result.11414","Computer Science","Social Sciences","Life Sciences","Social Sciences"
"result.11415","Computer Science","Social Sciences","Life Sciences","Business"
"result.11416","Computer Science","Social Sciences","Life Sciences",NA
"result.11417","Computer Science","Social Sciences","Life Sciences","Business"
"result.11418","Computer Science","Social Sciences","Life Sciences","Computer Science"
"result.11419","Computer Science","Social Sciences","Life Sciences","Life Sciences"
"result.11420","Computer Science","Social Sciences","Life Sciences","Business"
"result.11421","Computer Science","Social Sciences","Life Sciences","Data Science"
"result.11422","Computer Science","Social Sciences","Life Sciences","Life Sciences"
"result.11423","Computer Science","Social Sciences","Life Sciences","Business"
"result.11424","Computer Science","Social Sciences","Life Sciences","Language Learning"
"result.11425","Computer Science","Social Sciences","Life Sciences","Arts and Humanities"
"result.11426","Computer Science","Social Sciences","Life Sciences","Business"
"result.11427","Computer Science","Social Sciences","Life Sciences","Data Science"
"result.11428","Computer Science","Social Sciences","Life Sciences","Physical Science and Engineering"
"result.11429","Computer Science","Social Sciences","Life Sciences","Computer Science"
"result.11430","Computer Science","Social Sciences","Life Sciences","Social Sciences"
"result.11431","Computer Science","Social Sciences","Data Science","Data Science"
"result.11432","Computer Science","Social Sciences","Data Science","Computer Science"
"result.11433","Computer Science","Social Sciences","Data Science","Business"
"result.11434","Computer Science","Social Sciences","Data Science","Computer Science"
"result.11435","Computer Science","Social Sciences","Data Science","Data Science"
"result.11436","Computer Science","Social Sciences","Data Science","Social Sciences"
"result.11437","Computer Science","Social Sciences","Data Science","Business"
"result.11438","Computer Science","Social Sciences","Data Science",NA
"result.11439","Computer Science","Social Sciences","Data Science","Business"
"result.11440","Computer Science","Social Sciences","Data Science","Computer Science"
"result.11441","Computer Science","Social Sciences","Data Science","Life Sciences"
"result.11442","Computer Science","Social Sciences","Data Science","Business"
"result.11443","Computer Science","Social Sciences","Data Science","Data Science"
"result.11444","Computer Science","Social Sciences","Data Science","Life Sciences"
"result.11445","Computer Science","Social Sciences","Data Science","Business"
"result.11446","Computer Science","Social Sciences","Data Science","Language Learning"
"result.11447","Computer Science","Social Sciences","Data Science","Arts and Humanities"
"result.11448","Computer Science","Social Sciences","Data Science","Business"
"result.11449","Computer Science","Social Sciences","Data Science","Data Science"
"result.11450","Computer Science","Social Sciences","Data Science","Physical Science and Engineering"
"result.11451","Computer Science","Social Sciences","Data Science","Computer Science"
"result.11452","Computer Science","Social Sciences","Data Science","Social Sciences"
"result.11453","Computer Science","Social Sciences","Data Science","Computer Science"
"result.11454","Computer Science","Social Sciences","Data Science","Business"
"result.11455","Computer Science","Social Sciences","Data Science","Computer Science"
"result.11456","Computer Science","Social Sciences","Data Science","Data Science"
"result.11457","Computer Science","Social Sciences","Data Science","Social Sciences"
"result.11458","Computer Science","Social Sciences","Data Science","Business"
"result.11459","Computer Science","Social Sciences","Data Science",NA
"result.11460","Computer Science","Social Sciences","Data Science","Business"
"result.11461","Computer Science","Social Sciences","Data Science","Computer Science"
"result.11462","Computer Science","Social Sciences","Data Science","Life Sciences"
"result.11463","Computer Science","Social Sciences","Data Science","Business"
"result.11464","Computer Science","Social Sciences","Data Science","Data Science"
"result.11465","Computer Science","Social Sciences","Data Science","Life Sciences"
"result.11466","Computer Science","Social Sciences","Data Science","Business"
"result.11467","Computer Science","Social Sciences","Data Science","Language Learning"
"result.11468","Computer Science","Social Sciences","Data Science","Arts and Humanities"
"result.11469","Computer Science","Social Sciences","Data Science","Business"
"result.11470","Computer Science","Social Sciences","Data Science","Data Science"
"result.11471","Computer Science","Social Sciences","Data Science","Physical Science and Engineering"
"result.11472","Computer Science","Social Sciences","Data Science","Computer Science"
"result.11473","Computer Science","Social Sciences","Data Science","Social Sciences"
"result.11474","Computer Science","Social Sciences","Computer Science","Business"
"result.11475","Computer Science","Social Sciences","Computer Science","Computer Science"
"result.11476","Computer Science","Social Sciences","Computer Science","Data Science"
"result.11477","Computer Science","Social Sciences","Computer Science","Social Sciences"
"result.11478","Computer Science","Social Sciences","Computer Science","Business"
"result.11479","Computer Science","Social Sciences","Computer Science",NA
"result.11480","Computer Science","Social Sciences","Computer Science","Business"
"result.11481","Computer Science","Social Sciences","Computer Science","Computer Science"
"result.11482","Computer Science","Social Sciences","Computer Science","Life Sciences"
"result.11483","Computer Science","Social Sciences","Computer Science","Business"
"result.11484","Computer Science","Social Sciences","Computer Science","Data Science"
"result.11485","Computer Science","Social Sciences","Computer Science","Life Sciences"
"result.11486","Computer Science","Social Sciences","Computer Science","Business"
"result.11487","Computer Science","Social Sciences","Computer Science","Language Learning"
"result.11488","Computer Science","Social Sciences","Computer Science","Arts and Humanities"
"result.11489","Computer Science","Social Sciences","Computer Science","Business"
"result.11490","Computer Science","Social Sciences","Computer Science","Data Science"
"result.11491","Computer Science","Social Sciences","Computer Science","Physical Science and Engineering"
"result.11492","Computer Science","Social Sciences","Computer Science","Computer Science"
"result.11493","Computer Science","Social Sciences","Computer Science","Social Sciences"
"result.11494","Computer Science","Social Sciences","Business","Computer Science"
"result.11495","Computer Science","Social Sciences","Business","Data Science"
"result.11496","Computer Science","Social Sciences","Business","Social Sciences"
"result.11497","Computer Science","Social Sciences","Business","Business"
"result.11498","Computer Science","Social Sciences","Business",NA
"result.11499","Computer Science","Social Sciences","Business","Business"
"result.11500","Computer Science","Social Sciences","Business","Computer Science"
"result.11501","Computer Science","Social Sciences","Business","Life Sciences"
"result.11502","Computer Science","Social Sciences","Business","Business"
"result.11503","Computer Science","Social Sciences","Business","Data Science"
"result.11504","Computer Science","Social Sciences","Business","Life Sciences"
"result.11505","Computer Science","Social Sciences","Business","Business"
"result.11506","Computer Science","Social Sciences","Business","Language Learning"
"result.11507","Computer Science","Social Sciences","Business","Arts and Humanities"
"result.11508","Computer Science","Social Sciences","Business","Business"
"result.11509","Computer Science","Social Sciences","Business","Data Science"
"result.11510","Computer Science","Social Sciences","Business","Physical Science and Engineering"
"result.11511","Computer Science","Social Sciences","Business","Computer Science"
"result.11512","Computer Science","Social Sciences","Business","Social Sciences"
"result.11513","Computer Science","Social Sciences","Computer Science","Data Science"
"result.11514","Computer Science","Social Sciences","Computer Science","Social Sciences"
"result.11515","Computer Science","Social Sciences","Computer Science","Business"
"result.11516","Computer Science","Social Sciences","Computer Science",NA
"result.11517","Computer Science","Social Sciences","Computer Science","Business"
"result.11518","Computer Science","Social Sciences","Computer Science","Computer Science"
"result.11519","Computer Science","Social Sciences","Computer Science","Life Sciences"
"result.11520","Computer Science","Social Sciences","Computer Science","Business"
"result.11521","Computer Science","Social Sciences","Computer Science","Data Science"
"result.11522","Computer Science","Social Sciences","Computer Science","Life Sciences"
"result.11523","Computer Science","Social Sciences","Computer Science","Business"
"result.11524","Computer Science","Social Sciences","Computer Science","Language Learning"
"result.11525","Computer Science","Social Sciences","Computer Science","Arts and Humanities"
"result.11526","Computer Science","Social Sciences","Computer Science","Business"
"result.11527","Computer Science","Social Sciences","Computer Science","Data Science"
"result.11528","Computer Science","Social Sciences","Computer Science","Physical Science and Engineering"
"result.11529","Computer Science","Social Sciences","Computer Science","Computer Science"
"result.11530","Computer Science","Social Sciences","Computer Science","Social Sciences"
"result.11531","Computer Science","Social Sciences","Data Science","Social Sciences"
"result.11532","Computer Science","Social Sciences","Data Science","Business"
"result.11533","Computer Science","Social Sciences","Data Science",NA
"result.11534","Computer Science","Social Sciences","Data Science","Business"
"result.11535","Computer Science","Social Sciences","Data Science","Computer Science"
"result.11536","Computer Science","Social Sciences","Data Science","Life Sciences"
"result.11537","Computer Science","Social Sciences","Data Science","Business"
"result.11538","Computer Science","Social Sciences","Data Science","Data Science"
"result.11539","Computer Science","Social Sciences","Data Science","Life Sciences"
"result.11540","Computer Science","Social Sciences","Data Science","Business"
"result.11541","Computer Science","Social Sciences","Data Science","Language Learning"
"result.11542","Computer Science","Social Sciences","Data Science","Arts and Humanities"
"result.11543","Computer Science","Social Sciences","Data Science","Business"
"result.11544","Computer Science","Social Sciences","Data Science","Data Science"
"result.11545","Computer Science","Social Sciences","Data Science","Physical Science and Engineering"
"result.11546","Computer Science","Social Sciences","Data Science","Computer Science"
"result.11547","Computer Science","Social Sciences","Data Science","Social Sciences"
"result.11548","Computer Science","Social Sciences","Social Sciences","Business"
"result.11549","Computer Science","Social Sciences","Social Sciences",NA
"result.11550","Computer Science","Social Sciences","Social Sciences","Business"
"result.11551","Computer Science","Social Sciences","Social Sciences","Computer Science"
"result.11552","Computer Science","Social Sciences","Social Sciences","Life Sciences"
"result.11553","Computer Science","Social Sciences","Social Sciences","Business"
"result.11554","Computer Science","Social Sciences","Social Sciences","Data Science"
"result.11555","Computer Science","Social Sciences","Social Sciences","Life Sciences"
"result.11556","Computer Science","Social Sciences","Social Sciences","Business"
"result.11557","Computer Science","Social Sciences","Social Sciences","Language Learning"
"result.11558","Computer Science","Social Sciences","Social Sciences","Arts and Humanities"
"result.11559","Computer Science","Social Sciences","Social Sciences","Business"
"result.11560","Computer Science","Social Sciences","Social Sciences","Data Science"
"result.11561","Computer Science","Social Sciences","Social Sciences","Physical Science and Engineering"
"result.11562","Computer Science","Social Sciences","Social Sciences","Computer Science"
"result.11563","Computer Science","Social Sciences","Social Sciences","Social Sciences"
"result.11564","Computer Science","Social Sciences","Business",NA
"result.11565","Computer Science","Social Sciences","Business","Business"
"result.11566","Computer Science","Social Sciences","Business","Computer Science"
"result.11567","Computer Science","Social Sciences","Business","Life Sciences"
"result.11568","Computer Science","Social Sciences","Business","Business"
"result.11569","Computer Science","Social Sciences","Business","Data Science"
"result.11570","Computer Science","Social Sciences","Business","Life Sciences"
"result.11571","Computer Science","Social Sciences","Business","Business"
"result.11572","Computer Science","Social Sciences","Business","Language Learning"
"result.11573","Computer Science","Social Sciences","Business","Arts and Humanities"
"result.11574","Computer Science","Social Sciences","Business","Business"
"result.11575","Computer Science","Social Sciences","Business","Data Science"
"result.11576","Computer Science","Social Sciences","Business","Physical Science and Engineering"
"result.11577","Computer Science","Social Sciences","Business","Computer Science"
"result.11578","Computer Science","Social Sciences","Business","Social Sciences"
"result.11579","Computer Science","Social Sciences",NA,"Business"
"result.11580","Computer Science","Social Sciences",NA,"Computer Science"
"result.11581","Computer Science","Social Sciences",NA,"Life Sciences"
"result.11582","Computer Science","Social Sciences",NA,"Business"
"result.11583","Computer Science","Social Sciences",NA,"Data Science"
"result.11584","Computer Science","Social Sciences",NA,"Life Sciences"
"result.11585","Computer Science","Social Sciences",NA,"Business"
"result.11586","Computer Science","Social Sciences",NA,"Language Learning"
"result.11587","Computer Science","Social Sciences",NA,"Arts and Humanities"
"result.11588","Computer Science","Social Sciences",NA,"Business"
"result.11589","Computer Science","Social Sciences",NA,"Data Science"
"result.11590","Computer Science","Social Sciences",NA,"Physical Science and Engineering"
"result.11591","Computer Science","Social Sciences",NA,"Computer Science"
"result.11592","Computer Science","Social Sciences",NA,"Social Sciences"
"result.11593","Computer Science","Social Sciences","Business","Computer Science"
"result.11594","Computer Science","Social Sciences","Business","Life Sciences"
"result.11595","Computer Science","Social Sciences","Business","Business"
"result.11596","Computer Science","Social Sciences","Business","Data Science"
"result.11597","Computer Science","Social Sciences","Business","Life Sciences"
"result.11598","Computer Science","Social Sciences","Business","Business"
"result.11599","Computer Science","Social Sciences","Business","Language Learning"
"result.11600","Computer Science","Social Sciences","Business","Arts and Humanities"
"result.11601","Computer Science","Social Sciences","Business","Business"
"result.11602","Computer Science","Social Sciences","Business","Data Science"
"result.11603","Computer Science","Social Sciences","Business","Physical Science and Engineering"
"result.11604","Computer Science","Social Sciences","Business","Computer Science"
"result.11605","Computer Science","Social Sciences","Business","Social Sciences"
"result.11606","Computer Science","Social Sciences","Computer Science","Life Sciences"
"result.11607","Computer Science","Social Sciences","Computer Science","Business"
"result.11608","Computer Science","Social Sciences","Computer Science","Data Science"
"result.11609","Computer Science","Social Sciences","Computer Science","Life Sciences"
"result.11610","Computer Science","Social Sciences","Computer Science","Business"
"result.11611","Computer Science","Social Sciences","Computer Science","Language Learning"
"result.11612","Computer Science","Social Sciences","Computer Science","Arts and Humanities"
"result.11613","Computer Science","Social Sciences","Computer Science","Business"
"result.11614","Computer Science","Social Sciences","Computer Science","Data Science"
"result.11615","Computer Science","Social Sciences","Computer Science","Physical Science and Engineering"
"result.11616","Computer Science","Social Sciences","Computer Science","Computer Science"
"result.11617","Computer Science","Social Sciences","Computer Science","Social Sciences"
