"","V1","V2","V3"
"result.104","Social Sciences","Life Sciences","Data Science"
"result.105","Social Sciences","Life Sciences","Arts and Humanities"
"result.106","Social Sciences","Life Sciences","Arts and Humanities"
"result.107","Social Sciences","Life Sciences","Physical Science and Engineering"
"result.108","Social Sciences","Life Sciences","Arts and Humanities"
"result.109","Social Sciences","Life Sciences","Business"
"result.110","Social Sciences","Life Sciences","Physical Science and Engineering"
"result.111","Social Sciences","Life Sciences","Computer Science"
"result.112","Social Sciences","Life Sciences","Business"
"result.113","Social Sciences","Life Sciences","Physical Science and Engineering"
"result.114","Social Sciences","Life Sciences","Life Sciences"
"result.115","Social Sciences","Business","Business"
"result.116","Social Sciences","Business","Business"
"result.117","Social Sciences","Business","Physical Science and Engineering"
"result.118","Social Sciences","Business","Personal Development"
"result.119","Social Sciences","Business","Life Sciences"
"result.120","Social Sciences","Business","Language Learning"
"result.121","Social Sciences","Business","Physical Science and Engineering"
"result.122","Social Sciences","Business","Business"
"result.123","Social Sciences","Business","Data Science"
"result.124","Social Sciences","Business","Arts and Humanities"
"result.125","Social Sciences","Business","Arts and Humanities"
"result.126","Social Sciences","Business","Physical Science and Engineering"
"result.127","Social Sciences","Business","Arts and Humanities"
"result.128","Social Sciences","Business","Business"
"result.129","Social Sciences","Business","Physical Science and Engineering"
"result.130","Social Sciences","Business","Computer Science"
"result.131","Social Sciences","Business","Business"
"result.132","Social Sciences","Business","Physical Science and Engineering"
"result.133","Social Sciences","Business","Life Sciences"
"result.134","Social Sciences","Business","Business"
"result.135","Social Sciences","Business","Physical Science and Engineering"
"result.136","Social Sciences","Business","Personal Development"
"result.137","Social Sciences","Business","Life Sciences"
"result.138","Social Sciences","Business","Language Learning"
"result.139","Social Sciences","Business","Physical Science and Engineering"
"result.140","Social Sciences","Business","Business"
"result.141","Social Sciences","Business","Data Science"
"result.142","Social Sciences","Business","Arts and Humanities"
"result.143","Social Sciences","Business","Arts and Humanities"
"result.144","Social Sciences","Business","Physical Science and Engineering"
"result.145","Social Sciences","Business","Arts and Humanities"
"result.146","Social Sciences","Business","Business"
"result.147","Social Sciences","Business","Physical Science and Engineering"
"result.148","Social Sciences","Business","Computer Science"
"result.149","Social Sciences","Business","Business"
"result.150","Social Sciences","Business","Physical Science and Engineering"
"result.151","Social Sciences","Business","Life Sciences"
"result.152","Social Sciences","Business","Physical Science and Engineering"
"result.153","Social Sciences","Business","Personal Development"
"result.154","Social Sciences","Business","Life Sciences"
"result.155","Social Sciences","Business","Language Learning"
"result.156","Social Sciences","Business","Physical Science and Engineering"
"result.157","Social Sciences","Business","Business"
"result.158","Social Sciences","Business","Data Science"
"result.159","Social Sciences","Business","Arts and Humanities"
"result.160","Social Sciences","Business","Arts and Humanities"
"result.161","Social Sciences","Business","Physical Science and Engineering"
"result.162","Social Sciences","Business","Arts and Humanities"
"result.163","Social Sciences","Business","Business"
"result.164","Social Sciences","Business","Physical Science and Engineering"
"result.165","Social Sciences","Business","Computer Science"
"result.166","Social Sciences","Business","Business"
"result.167","Social Sciences","Business","Physical Science and Engineering"
"result.168","Social Sciences","Business","Life Sciences"
"result.169","Social Sciences","Physical Science and Engineering","Personal Development"
"result.170","Social Sciences","Physical Science and Engineering","Life Sciences"
"result.171","Social Sciences","Physical Science and Engineering","Language Learning"
"result.172","Social Sciences","Physical Science and Engineering","Physical Science and Engineering"
"result.173","Social Sciences","Physical Science and Engineering","Business"
"result.174","Social Sciences","Physical Science and Engineering","Data Science"
"result.175","Social Sciences","Physical Science and Engineering","Arts and Humanities"
"result.176","Social Sciences","Physical Science and Engineering","Arts and Humanities"
"result.177","Social Sciences","Physical Science and Engineering","Physical Science and Engineering"
"result.178","Social Sciences","Physical Science and Engineering","Arts and Humanities"
"result.179","Social Sciences","Physical Science and Engineering","Business"
"result.180","Social Sciences","Physical Science and Engineering","Physical Science and Engineering"
"result.181","Social Sciences","Physical Science and Engineering","Computer Science"
"result.182","Social Sciences","Physical Science and Engineering","Business"
"result.183","Social Sciences","Physical Science and Engineering","Physical Science and Engineering"
"result.184","Social Sciences","Physical Science and Engineering","Life Sciences"
"result.185","Social Sciences","Personal Development","Life Sciences"
"result.186","Social Sciences","Personal Development","Language Learning"
"result.187","Social Sciences","Personal Development","Physical Science and Engineering"
"result.188","Social Sciences","Personal Development","Business"
"result.189","Social Sciences","Personal Development","Data Science"
"result.190","Social Sciences","Personal Development","Arts and Humanities"
"result.191","Social Sciences","Personal Development","Arts and Humanities"
"result.192","Social Sciences","Personal Development","Physical Science and Engineering"
"result.193","Social Sciences","Personal Development","Arts and Humanities"
"result.194","Social Sciences","Personal Development","Business"
"result.195","Social Sciences","Personal Development","Physical Science and Engineering"
"result.196","Social Sciences","Personal Development","Computer Science"
"result.197","Social Sciences","Personal Development","Business"
"result.198","Social Sciences","Personal Development","Physical Science and Engineering"
"result.199","Social Sciences","Personal Development","Life Sciences"
"result.200","Social Sciences","Life Sciences","Language Learning"
"result.201","Social Sciences","Life Sciences","Physical Science and Engineering"
"result.202","Social Sciences","Life Sciences","Business"
"result.203","Social Sciences","Life Sciences","Data Science"
"result.204","Social Sciences","Life Sciences","Arts and Humanities"
"result.205","Social Sciences","Life Sciences","Arts and Humanities"
"result.206","Social Sciences","Life Sciences","Physical Science and Engineering"
"result.207","Social Sciences","Life Sciences","Arts and Humanities"
"result.208","Social Sciences","Life Sciences","Business"
"result.209","Social Sciences","Life Sciences","Physical Science and Engineering"
"result.210","Social Sciences","Life Sciences","Computer Science"
"result.211","Social Sciences","Life Sciences","Business"
"result.212","Social Sciences","Life Sciences","Physical Science and Engineering"
"result.213","Social Sciences","Life Sciences","Life Sciences"
"result.214","Social Sciences","Language Learning","Physical Science and Engineering"
"result.215","Social Sciences","Language Learning","Business"
"result.216","Social Sciences","Language Learning","Data Science"
"result.217","Social Sciences","Language Learning","Arts and Humanities"
"result.218","Social Sciences","Language Learning","Arts and Humanities"
"result.219","Social Sciences","Language Learning","Physical Science and Engineering"
"result.220","Social Sciences","Language Learning","Arts and Humanities"
"result.221","Social Sciences","Language Learning","Business"
"result.222","Social Sciences","Language Learning","Physical Science and Engineering"
"result.223","Social Sciences","Language Learning","Computer Science"
"result.224","Social Sciences","Language Learning","Business"
"result.225","Social Sciences","Language Learning","Physical Science and Engineering"
"result.226","Social Sciences","Language Learning","Life Sciences"
"result.227","Social Sciences","Physical Science and Engineering","Business"
"result.228","Social Sciences","Physical Science and Engineering","Data Science"
"result.229","Social Sciences","Physical Science and Engineering","Arts and Humanities"
"result.230","Social Sciences","Physical Science and Engineering","Arts and Humanities"
"result.231","Social Sciences","Physical Science and Engineering","Physical Science and Engineering"
"result.232","Social Sciences","Physical Science and Engineering","Arts and Humanities"
"result.233","Social Sciences","Physical Science and Engineering","Business"
"result.234","Social Sciences","Physical Science and Engineering","Physical Science and Engineering"
"result.235","Social Sciences","Physical Science and Engineering","Computer Science"
"result.236","Social Sciences","Physical Science and Engineering","Business"
"result.237","Social Sciences","Physical Science and Engineering","Physical Science and Engineering"
"result.238","Social Sciences","Physical Science and Engineering","Life Sciences"
"result.239","Social Sciences","Business","Data Science"
"result.240","Social Sciences","Business","Arts and Humanities"
"result.241","Social Sciences","Business","Arts and Humanities"
"result.242","Social Sciences","Business","Physical Science and Engineering"
"result.243","Social Sciences","Business","Arts and Humanities"
"result.244","Social Sciences","Business","Business"
"result.245","Social Sciences","Business","Physical Science and Engineering"
"result.246","Social Sciences","Business","Computer Science"
"result.247","Social Sciences","Business","Business"
"result.248","Social Sciences","Business","Physical Science and Engineering"
"result.249","Social Sciences","Business","Life Sciences"
"result.250","Social Sciences","Data Science","Arts and Humanities"
"result.251","Social Sciences","Data Science","Arts and Humanities"
"result.252","Social Sciences","Data Science","Physical Science and Engineering"
"result.253","Social Sciences","Data Science","Arts and Humanities"
"result.254","Social Sciences","Data Science","Business"
"result.255","Social Sciences","Data Science","Physical Science and Engineering"
"result.256","Social Sciences","Data Science","Computer Science"
"result.257","Social Sciences","Data Science","Business"
"result.258","Social Sciences","Data Science","Physical Science and Engineering"
"result.259","Social Sciences","Data Science","Life Sciences"
"result.260","Social Sciences","Arts and Humanities","Arts and Humanities"
"result.261","Social Sciences","Arts and Humanities","Physical Science and Engineering"
"result.262","Social Sciences","Arts and Humanities","Arts and Humanities"
"result.263","Social Sciences","Arts and Humanities","Business"
"result.264","Social Sciences","Arts and Humanities","Physical Science and Engineering"
"result.265","Social Sciences","Arts and Humanities","Computer Science"
"result.266","Social Sciences","Arts and Humanities","Business"
"result.267","Social Sciences","Arts and Humanities","Physical Science and Engineering"
"result.268","Social Sciences","Arts and Humanities","Life Sciences"
"result.269","Social Sciences","Arts and Humanities","Physical Science and Engineering"
"result.270","Social Sciences","Arts and Humanities","Arts and Humanities"
"result.271","Social Sciences","Arts and Humanities","Business"
"result.272","Social Sciences","Arts and Humanities","Physical Science and Engineering"
"result.273","Social Sciences","Arts and Humanities","Computer Science"
"result.274","Social Sciences","Arts and Humanities","Business"
"result.275","Social Sciences","Arts and Humanities","Physical Science and Engineering"
"result.276","Social Sciences","Arts and Humanities","Life Sciences"
"result.277","Social Sciences","Physical Science and Engineering","Arts and Humanities"
"result.278","Social Sciences","Physical Science and Engineering","Business"
"result.279","Social Sciences","Physical Science and Engineering","Physical Science and Engineering"
"result.280","Social Sciences","Physical Science and Engineering","Computer Science"
"result.281","Social Sciences","Physical Science and Engineering","Business"
"result.282","Social Sciences","Physical Science and Engineering","Physical Science and Engineering"
"result.283","Social Sciences","Physical Science and Engineering","Life Sciences"
"result.284","Social Sciences","Arts and Humanities","Business"
"result.285","Social Sciences","Arts and Humanities","Physical Science and Engineering"
"result.286","Social Sciences","Arts and Humanities","Computer Science"
"result.287","Social Sciences","Arts and Humanities","Business"
"result.288","Social Sciences","Arts and Humanities","Physical Science and Engineering"
"result.289","Social Sciences","Arts and Humanities","Life Sciences"
"result.290","Social Sciences","Business","Physical Science and Engineering"
"result.291","Social Sciences","Business","Computer Science"
"result.292","Social Sciences","Business","Business"
"result.293","Social Sciences","Business","Physical Science and Engineering"
"result.294","Social Sciences","Business","Life Sciences"
"result.295","Social Sciences","Physical Science and Engineering","Computer Science"
"result.296","Social Sciences","Physical Science and Engineering","Business"
"result.297","Social Sciences","Physical Science and Engineering","Physical Science and Engineering"
"result.298","Social Sciences","Physical Science and Engineering","Life Sciences"
"result.299","Social Sciences","Computer Science","Business"
"result.300","Social Sciences","Computer Science","Physical Science and Engineering"
"result.301","Social Sciences","Computer Science","Life Sciences"
"result.302","Social Sciences","Business","Physical Science and Engineering"
"result.303","Social Sciences","Business","Life Sciences"
"result.304","Social Sciences","Physical Science and Engineering","Life Sciences"
"result.305","Social Sciences","Social Sciences","Language Learning"
"result.306","Social Sciences","Social Sciences","Social Sciences"
"result.307","Social Sciences","Social Sciences","Computer Science"
"result.308","Social Sciences","Social Sciences","Life Sciences"
"result.309","Social Sciences","Social Sciences","Social Sciences"
"result.310","Social Sciences","Language Learning","Social Sciences"
"result.311","Social Sciences","Language Learning","Computer Science"
"result.312","Social Sciences","Language Learning","Life Sciences"
"result.313","Social Sciences","Language Learning","Social Sciences"
"result.314","Social Sciences","Social Sciences","Computer Science"
"result.315","Social Sciences","Social Sciences","Life Sciences"
"result.316","Social Sciences","Social Sciences","Social Sciences"
"result.317","Social Sciences","Computer Science","Life Sciences"
"result.318","Social Sciences","Computer Science","Social Sciences"
"result.319","Social Sciences","Life Sciences","Social Sciences"
"result.320","Life Sciences","Arts and Humanities","Data Science"
"result.321","Life Sciences","Arts and Humanities","Arts and Humanities"
"result.322","Life Sciences","Arts and Humanities","Computer Science"
"result.323","Life Sciences","Arts and Humanities","Physical Science and Engineering"
"result.324","Life Sciences","Arts and Humanities","Computer Science"
"result.325","Life Sciences","Data Science","Arts and Humanities"
"result.326","Life Sciences","Data Science","Computer Science"
"result.327","Life Sciences","Data Science","Physical Science and Engineering"
"result.328","Life Sciences","Data Science","Computer Science"
"result.329","Life Sciences","Arts and Humanities","Computer Science"
"result.330","Life Sciences","Arts and Humanities","Physical Science and Engineering"
"result.331","Life Sciences","Arts and Humanities","Computer Science"
"result.332","Life Sciences","Computer Science","Physical Science and Engineering"
"result.333","Life Sciences","Computer Science","Computer Science"
"result.334","Life Sciences","Physical Science and Engineering","Computer Science"
"result.335","Math and Logic","Computer Science","Business"
"result.336","Math and Logic","Computer Science","Computer Science"
"result.337","Math and Logic","Computer Science","Physical Science and Engineering"
"result.338","Math and Logic","Business","Computer Science"
"result.339","Math and Logic","Business","Physical Science and Engineering"
"result.340","Math and Logic","Computer Science","Physical Science and Engineering"
"result.341","Business","Computer Science","Arts and Humanities"
"result.342","Business","Computer Science","Social Sciences"
"result.343","Business","Computer Science","Life Sciences"
"result.344","Business","Arts and Humanities","Social Sciences"
"result.345","Business","Arts and Humanities","Life Sciences"
"result.346","Business","Social Sciences","Life Sciences"
"result.347","Arts and Humanities","Data Science","Arts and Humanities"
"result.348","Arts and Humanities","Data Science","Computer Science"
"result.349","Arts and Humanities","Data Science","Physical Science and Engineering"
"result.350","Arts and Humanities","Data Science","Computer Science"
"result.351","Arts and Humanities","Arts and Humanities","Computer Science"
"result.352","Arts and Humanities","Arts and Humanities","Physical Science and Engineering"
"result.353","Arts and Humanities","Arts and Humanities","Computer Science"
"result.354","Arts and Humanities","Computer Science","Physical Science and Engineering"
"result.355","Arts and Humanities","Computer Science","Computer Science"
"result.356","Arts and Humanities","Physical Science and Engineering","Computer Science"
"result.357","Computer Science","Business","Business"
"result.358","Computer Science","Business","Data Science"
"result.359","Computer Science","Business","Business"
"result.360","Computer Science","Business","Life Sciences"
"result.361","Computer Science","Social Sciences","Business"
"result.362","Computer Science","Social Sciences","Computer Science"
"result.363","Computer Science","Social Sciences","Data Science"
"result.364","Computer Science","Social Sciences","Business"
"result.365","Computer Science","Social Sciences","Physical Science and Engineering"
"result.366","Computer Science","Social Sciences","Arts and Humanities"
"result.367","Computer Science","Social Sciences","Life Sciences"
"result.368","Computer Science","Social Sciences","Business"
"result.369","Computer Science","Physical Science and Engineering","Business"
"result.370","Computer Science","Physical Science and Engineering","Data Science"
"result.371","Computer Science","Physical Science and Engineering","Computer Science"
"result.372","Computer Science","Business","Computer Science"
"result.373","Computer Science","Business","Data Science"
"result.374","Computer Science","Business","Business"
"result.375","Computer Science","Business","Physical Science and Engineering"
"result.376","Computer Science","Business","Arts and Humanities"
"result.377","Computer Science","Business","Life Sciences"
"result.378","Computer Science","Business","Business"
"result.379","Computer Science","Computer Science","Data Science"
"result.380","Computer Science","Computer Science","Business"
"result.381","Computer Science","Computer Science","Physical Science and Engineering"
"result.382","Computer Science","Computer Science","Arts and Humanities"
"result.383","Computer Science","Computer Science","Life Sciences"
"result.384","Computer Science","Computer Science","Business"
"result.385","Computer Science","Business","Data Science"
"result.386","Computer Science","Business","Computer Science"
"result.387","Computer Science","Business","Business"
"result.388","Computer Science","Business","Life Sciences"
"result.389","Computer Science","Data Science","Computer Science"
"result.390","Computer Science","Data Science","Business"
"result.391","Computer Science","Data Science","Physical Science and Engineering"
"result.392","Computer Science","Data Science","Arts and Humanities"
"result.393","Computer Science","Data Science","Life Sciences"
"result.394","Computer Science","Data Science","Business"
"result.395","Computer Science","Business","Physical Science and Engineering"
"result.396","Computer Science","Business","Arts and Humanities"
"result.397","Computer Science","Business","Life Sciences"
"result.398","Computer Science","Business","Business"
"result.399","Computer Science","Physical Science and Engineering","Arts and Humanities"
"result.400","Computer Science","Physical Science and Engineering","Life Sciences"
"result.401","Computer Science","Physical Science and Engineering","Business"
"result.402","Computer Science","Arts and Humanities","Life Sciences"
"result.403","Computer Science","Arts and Humanities","Business"
"result.404","Computer Science","Life Sciences","Business"
"result.405","Computer Science","Physical Science and Engineering","Data Science"
"result.406","Computer Science","Physical Science and Engineering","Physical Science and Engineering"
"result.407","Computer Science","Physical Science and Engineering","Data Science"
"result.408","Computer Science","Physical Science and Engineering","Business"
"result.409","Computer Science","Physical Science and Engineering","Business"
"result.410","Computer Science","Data Science","Physical Science and Engineering"
"result.411","Computer Science","Data Science","Data Science"
"result.412","Computer Science","Data Science","Business"
"result.413","Computer Science","Data Science","Business"
"result.414","Computer Science","Physical Science and Engineering","Data Science"
"result.415","Computer Science","Physical Science and Engineering","Business"
"result.416","Computer Science","Physical Science and Engineering","Business"
"result.417","Computer Science","Data Science","Business"
"result.418","Computer Science","Data Science","Business"
"result.419","Computer Science","Business","Computer Science"
"result.420","Computer Science","Business","Physical Science and Engineering"
"result.421","Computer Science","Computer Science","Physical Science and Engineering"
"result.422","Computer Science","Business","Business"
"result.423","Math and Logic","Business","Business"
"result.424","Math and Logic","Business","Physical Science and Engineering"
"result.425","Math and Logic","Business","Business"
"result.426","Math and Logic","Business","Business"
"result.427","Math and Logic","Business","Data Science"
"result.428","Math and Logic","Business","Computer Science"
"result.429","Math and Logic","Business","Computer Science"
"result.430","Math and Logic","Business","Life Sciences"
"result.431","Math and Logic","Business","Physical Science and Engineering"
"result.432","Math and Logic","Business","Social Sciences"
"result.433","Math and Logic","Business","Physical Science and Engineering"
"result.434","Math and Logic","Business","Business"
"result.435","Math and Logic","Business","Business"
"result.436","Math and Logic","Business","Data Science"
"result.437","Math and Logic","Business","Computer Science"
"result.438","Math and Logic","Business","Computer Science"
"result.439","Math and Logic","Business","Life Sciences"
"result.440","Math and Logic","Business","Physical Science and Engineering"
"result.441","Math and Logic","Business","Social Sciences"
"result.442","Math and Logic","Physical Science and Engineering","Data Science"
"result.443","Math and Logic","Physical Science and Engineering","Arts and Humanities"
"result.444","Math and Logic","Physical Science and Engineering","Life Sciences"
"result.445","Math and Logic","Physical Science and Engineering","Computer Science"
"result.446","Math and Logic","Physical Science and Engineering","Business"
"result.447","Math and Logic","Physical Science and Engineering","Business"
"result.448","Math and Logic","Physical Science and Engineering","Business"
"result.449","Math and Logic","Physical Science and Engineering","Data Science"
"result.450","Math and Logic","Physical Science and Engineering","Computer Science"
"result.451","Math and Logic","Physical Science and Engineering","Computer Science"
"result.452","Math and Logic","Physical Science and Engineering","Life Sciences"
"result.453","Math and Logic","Physical Science and Engineering","Physical Science and Engineering"
"result.454","Math and Logic","Physical Science and Engineering","Social Sciences"
"result.455","Math and Logic","Business","Business"
"result.456","Math and Logic","Business","Data Science"
"result.457","Math and Logic","Business","Computer Science"
"result.458","Math and Logic","Business","Computer Science"
"result.459","Math and Logic","Business","Life Sciences"
"result.460","Math and Logic","Business","Physical Science and Engineering"
"result.461","Math and Logic","Business","Social Sciences"
"result.462","Math and Logic","Business","Data Science"
"result.463","Math and Logic","Business","Computer Science"
"result.464","Math and Logic","Business","Computer Science"
"result.465","Math and Logic","Business","Life Sciences"
"result.466","Math and Logic","Business","Physical Science and Engineering"
"result.467","Math and Logic","Business","Social Sciences"
"result.468","Math and Logic","Data Science","Arts and Humanities"
"result.469","Math and Logic","Data Science","Computer Science"
"result.470","Math and Logic","Data Science","Computer Science"
"result.471","Math and Logic","Data Science","Life Sciences"
"result.472","Math and Logic","Data Science","Physical Science and Engineering"
"result.473","Math and Logic","Data Science","Social Sciences"
"result.474","Math and Logic","Arts and Humanities","Life Sciences"
"result.475","Math and Logic","Arts and Humanities","Computer Science"
"result.476","Math and Logic","Arts and Humanities","Business"
"result.477","Math and Logic","Life Sciences","Computer Science"
"result.478","Math and Logic","Life Sciences","Business"
"result.479","Math and Logic","Computer Science","Computer Science"
"result.480","Math and Logic","Computer Science","Life Sciences"
"result.481","Math and Logic","Computer Science","Physical Science and Engineering"
"result.482","Math and Logic","Computer Science","Business"
"result.483","Math and Logic","Computer Science","Social Sciences"
"result.484","Math and Logic","Computer Science","Life Sciences"
"result.485","Math and Logic","Computer Science","Physical Science and Engineering"
"result.486","Math and Logic","Computer Science","Social Sciences"
"result.487","Math and Logic","Life Sciences","Physical Science and Engineering"
"result.488","Math and Logic","Life Sciences","Social Sciences"
"result.489","Math and Logic","Physical Science and Engineering","Social Sciences"
"result.490","Life Sciences","Business","Math and Logic"
"result.491","Life Sciences","Business","Arts and Humanities"
"result.492","Life Sciences","Business","Business"
"result.493","Life Sciences","Business","Business"
"result.494","Life Sciences","Business","Computer Science"
"result.495","Life Sciences","Business","Computer Science"
"result.496","Life Sciences","Business","Life Sciences"
"result.497","Life Sciences","Math and Logic","Arts and Humanities"
"result.498","Life Sciences","Math and Logic","Business"
"result.499","Life Sciences","Math and Logic","Business"
"result.500","Life Sciences","Math and Logic","Computer Science"
"result.501","Life Sciences","Math and Logic","Computer Science"
"result.502","Life Sciences","Math and Logic","Life Sciences"
"result.503","Life Sciences","Physical Science and Engineering","Business"
"result.504","Life Sciences","Arts and Humanities","Business"
"result.505","Life Sciences","Arts and Humanities","Business"
"result.506","Life Sciences","Arts and Humanities","Computer Science"
"result.507","Life Sciences","Arts and Humanities","Computer Science"
"result.508","Life Sciences","Arts and Humanities","Life Sciences"
"result.509","Life Sciences","Business","Business"
"result.510","Life Sciences","Business","Computer Science"
"result.511","Life Sciences","Business","Computer Science"
"result.512","Life Sciences","Business","Life Sciences"
"result.513","Life Sciences","Business","Computer Science"
"result.514","Life Sciences","Business","Computer Science"
"result.515","Life Sciences","Business","Life Sciences"
"result.516","Life Sciences","Computer Science","Computer Science"
"result.517","Life Sciences","Computer Science","Life Sciences"
"result.518","Life Sciences","Computer Science","Life Sciences"
"result.519","Arts and Humanities","Social Sciences","Physical Science and Engineering"
"result.520","Arts and Humanities","Social Sciences","Business"
"result.521","Arts and Humanities","Business","Business"
"result.522","Arts and Humanities","Social Sciences","Data Science"
"result.523","Arts and Humanities","Social Sciences","Arts and Humanities"
"result.524","Arts and Humanities","Social Sciences","Arts and Humanities"
"result.525","Arts and Humanities","Social Sciences","Computer Science"
"result.526","Arts and Humanities","Social Sciences","Arts and Humanities"
"result.527","Arts and Humanities","Social Sciences","Life Sciences"
"result.528","Arts and Humanities","Social Sciences","Life Sciences"
"result.529","Arts and Humanities","Social Sciences","Life Sciences"
"result.530","Arts and Humanities","Social Sciences","Business"
"result.531","Arts and Humanities","Data Science","Arts and Humanities"
"result.532","Arts and Humanities","Data Science","Arts and Humanities"
"result.533","Arts and Humanities","Data Science","Computer Science"
"result.534","Arts and Humanities","Data Science","Arts and Humanities"
"result.535","Arts and Humanities","Data Science","Life Sciences"
"result.536","Arts and Humanities","Data Science","Life Sciences"
"result.537","Arts and Humanities","Data Science","Life Sciences"
"result.538","Arts and Humanities","Data Science","Business"
"result.539","Arts and Humanities","Arts and Humanities","Arts and Humanities"
"result.540","Arts and Humanities","Arts and Humanities","Computer Science"
"result.541","Arts and Humanities","Arts and Humanities","Arts and Humanities"
"result.542","Arts and Humanities","Arts and Humanities","Life Sciences"
