id,community,overlapping_num
https://www.class-central.com/mooc/1714/coursera-getting-and-cleaning-data,c1,1
https://www.class-central.com/mooc/1718/coursera-regression-models,c1,1
https://www.class-central.com/mooc/1713/coursera-r-programming,c1+c5,2
https://www.class-central.com/mooc/1715/coursera-exploratory-data-analysis,c1,1
https://www.class-central.com/mooc/1716/coursera-reproducible-research,c1,1
https://www.class-central.com/mooc/1720/coursera-developing-data-products,c1,1
https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,c1+c4,2
https://www.class-central.com/mooc/1719/coursera-practical-machine-learning,c1,1
https://www.class-central.com/mooc/1717/coursera-statistical-inference,c1,1
https://www.class-central.com/mooc/408/coursera-an-introduction-to-interactive-programming-in-python-part-1,c1+c7+c9,3
https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis,c1,1
https://www.class-central.com/mooc/2445/coursera-process-mining-data-science-in-action,c1,1
https://www.class-central.com/mooc/835/coursera-machine-learning,c1+c3+c5+c7+c9+c10,6
https://www.class-central.com/mooc/2965/edx-cs190-1x-scalable-machine-learning,c1+c3,2
https://www.class-central.com/mooc/2737/coursera-data-visualization,c1+c7+c10,3
https://www.class-central.com/mooc/2736/coursera-text-mining-and-analytics,c1,1
https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1,c1+c3,2
https://www.class-central.com/mooc/1724/coursera-principles-of-computing-part-1,c1+c7+c9,3
https://www.class-central.com/mooc/1349/coursera-data-analysis-and-statistical-inference,c1+c3,2
https://www.class-central.com/mooc/3196/coursera-an-introduction-to-interactive-programming-in-python-part-2,c1+c7,2
https://www.class-central.com/mooc/446/edx-6-00x-introduction-to-computer-science-and-programming,c1,1
https://www.class-central.com/mooc/3396/coursera-introduction-to-programming-with-matlab,c1+c9,2
https://www.class-central.com/mooc/4164/coursera-introduction-to-big-data,c1+c8,2
https://www.class-central.com/mooc/505/coursera-coding-the-matrix-linear-algebra-through-computer-science-applications,c1,1
https://www.class-central.com/mooc/338/coursera-social-network-analysis,c1,1
https://www.class-central.com/mooc/4216/coursera-introduction-to-big-data-analytics,c1,1
https://www.class-central.com/mooc/445/edx-cs188-1x-artificial-intelligence,c1,1
