id,community,overlapping_num
https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,c1+c3,2
https://www.class-central.com/mooc/911/coursera-moralities-of-everyday-life,c1+c3+c6,3
https://www.class-central.com/mooc/610/edx-justice,c1+c3+c14,3
https://www.class-central.com/mooc/3599/edx-ignorance,c1+c3,2
https://www.class-central.com/mooc/1705/coursera-the-french-revolution,c1+c3+c4+c12,4
https://www.class-central.com/mooc/2909/edx-frankenstein-or-the-modern-prometheus-by-shelley-berkeleyx-book-club,c1,1
https://www.class-central.com/mooc/2849/edx-a-christmas-carol-by-dickens-berkeleyx-book-club,c1,1
https://www.class-central.com/mooc/2624/edx-hum2-3x-the-ancient-greek-hero-in-24-hours-hours-12-15-cult-of-heroes,c1,1
https://www.class-central.com/mooc/2502/edx-hum2-2x-the-ancient-greek-hero-in-24-hours-hours-6-11-signs-of-the-hero-in-epic-and-iconography,c1,1
https://www.class-central.com/mooc/2629/edx-hum2-5x-the-ancient-greek-hero-in-24-hours-hours-22-24-plato-and-beyond,c1,1
https://www.class-central.com/mooc/2429/edx-hum2-1x-the-ancient-greek-hero-in-24-hours-hours-1-5-epic-and-lyric,c1,1
https://www.class-central.com/mooc/2626/edx-hum2-4x-the-ancient-greek-hero-in-24-hours-hours-16-21-the-hero-in-tragedy,c1,1
https://www.class-central.com/mooc/418/coursera-introduction-to-philosophy,c1+c3+c4+c9+c12+c17,6
https://www.class-central.com/mooc/2912/edx-dubliners-by-joyce-berkeleyx-book-club,c1+c3,2
https://www.class-central.com/mooc/2470/edx-china-part-10-greater-china-today-the-people-s-republic-taiwan-and-hong-kong,c1,1
https://www.class-central.com/mooc/1773/edx-china-part-3-cosmopolitan-tang-aristocratic-culture,c1,1
https://www.class-central.com/mooc/1845/edx-china-part-4-literati-china-examinations-and-neo-confucianism,c1,1
https://www.class-central.com/mooc/1617/edx-china-part-2-the-creation-and-end-of-centralized-empire,c1,1
https://www.class-central.com/mooc/2468/edx-china-part-8-creating-modern-china-the-birth-of-a-nation,c1,1
https://www.class-central.com/mooc/2467/edx-china-part-7-invasions-rebellions-and-the-fall-of-imperial-china,c1,1
https://www.class-central.com/mooc/1928/edx-anthropology-of-current-world-issues,c1,1
https://www.class-central.com/mooc/941/edx-china-part-1-political-and-intellectual-foundations-from-the-sage-kings-to-confucius-and-the-legalists,c1,1
https://www.class-central.com/mooc/1986/edx-china-part-6-the-manchus-and-the-qing-dynasty,c1,1
https://www.class-central.com/mooc/980/coursera-reason-and-persuasion-thinking-through-three-dialogues-by-plato,c1+c3,2
https://www.class-central.com/mooc/2469/edx-china-part-9-china-and-communism,c1,1
https://www.class-central.com/mooc/2900/coursera-psychological-first-aid,c1+c16,2
https://www.class-central.com/mooc/944/edx-was-alexander-great-the-life-leadership-and-legacies-of-history-s-greatest-warrior,c1+c3,2
https://www.class-central.com/mooc/2940/coursera-miracles-of-human-language-an-introduction-to-linguistics,c1+c15,2
https://www.class-central.com/mooc/1009/edx-behavioral-economics-in-action,c1,1
https://www.class-central.com/mooc/3062/edx-00690242x-historical-relic-treasures-and-cultural-china,c1,1
https://www.class-central.com/mooc/653/coursera-classics-of-chinese-humanities-guided-readings,c1,1
https://www.class-central.com/mooc/3588/coursera-contemporary-india,c1,1
https://www.class-central.com/mooc/608/edx-the-challenges-of-global-poverty,c1,1
https://www.class-central.com/mooc/1391/coursera-understanding-violence,c1,1
https://www.class-central.com/mooc/3192/edx-making-sense-of-news,c1,1
https://www.class-central.com/mooc/2850/edx-adventures-of-huckleberry-finn-by-twain-berkeleyx-book-club,c1,1
https://www.class-central.com/mooc/810/edx-ideas-of-the-twentieth-century,c1,1
https://www.class-central.com/mooc/2905/edx-incarceration-s-witnesses-american-prison-writing,c1,1
https://www.class-central.com/mooc/1988/edx-china-part-5-from-a-global-empire-under-the-mongols-to-a-global-economy-under-the-ming-dynasty,c1,1
https://www.class-central.com/mooc/3305/edx-greeks-at-war-homer-at-troy,c1,1
https://www.class-central.com/mooc/2811/edx-reclaiming-broken-places-introduction-to-civic-ecology,c1,1
https://www.class-central.com/mooc/3603/edx-paradox-and-infinity,c1,1
https://www.class-central.com/mooc/3746/edx-will-china-rise-as-a-disruptive-force-the-insiders-perspective,c1+c5,2
https://www.class-central.com/mooc/2690/edx-the-body-matters-why-exercise-makes-you-healthy-and-how-to-stay-uninjured,c1+c9,2
https://www.class-central.com/mooc/2079/edx-humanity-and-nature-in-chinese-thought,c1,1
https://www.class-central.com/mooc/2520/edx-introduction-to-psychology,c1,1
https://www.class-central.com/mooc/667/coursera-soren-kierkegaard-subjectivity-irony-and-the-crisis-of-modernity,c1+c18,2
https://www.class-central.com/mooc/2471/edx-china300x-chinese-thought-ancient-wisdom-meets-modern-science,c1,1
https://www.class-central.com/mooc/926/edx-introduction-to-philosophy-god-knowledge-and-consciousness,c1,1
https://www.class-central.com/mooc/1332/edx-the-science-of-everyday-thinking,c1,1
https://www.class-central.com/mooc/3322/edx-the-rise-of-superheroes-and-their-impact-on-pop-culture,c1+c14,2
https://www.class-central.com/mooc/3477/coursera-magic-in-the-middle-ages,c1,1
https://www.class-central.com/mooc/352/coursera-fantasy-and-science-fiction-the-human-mind-our-modern-world,c1,1
https://www.class-central.com/mooc/2154/edx-nutrition-and-health-part-1-macronutrients-and-overnutrition,c1,1
https://www.class-central.com/mooc/1781/edx-the-science-of-happiness,c1+c9,2
https://www.class-central.com/mooc/2027/edx-leaders-of-learning,c1,1
https://www.class-central.com/mooc/1714/coursera-getting-and-cleaning-data,c2+c6,2
https://www.class-central.com/mooc/1712/coursera-the-data-scientist-s-toolbox,c2+c4+c6,3
https://www.class-central.com/mooc/1718/coursera-regression-models,c2+c6,2
https://www.class-central.com/mooc/1720/coursera-developing-data-products,c2+c6,2
https://www.class-central.com/mooc/1717/coursera-statistical-inference,c2+c6,2
https://www.class-central.com/mooc/1719/coursera-practical-machine-learning,c2+c6,2
https://www.class-central.com/mooc/445/edx-cs188-1x-artificial-intelligence,c2,1
https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis,c2+c6,2
https://www.class-central.com/mooc/505/coursera-coding-the-matrix-linear-algebra-through-computer-science-applications,c2,1
https://www.class-central.com/mooc/338/coursera-social-network-analysis,c2,1
https://www.class-central.com/mooc/1713/coursera-r-programming,c2+c6+c12+c13,4
https://www.class-central.com/mooc/1715/coursera-exploratory-data-analysis,c2+c6,2
https://www.class-central.com/mooc/835/coursera-machine-learning,c2+c7+c12+c13,4
https://www.class-central.com/mooc/408/coursera-an-introduction-to-interactive-programming-in-python-part-1,c2+c6+c12+c13,4
https://www.class-central.com/mooc/4164/coursera-introduction-to-big-data,c2+c9,2
https://www.class-central.com/mooc/1186/coursera-principles-of-reactive-programming,c2+c7,2
https://www.class-central.com/mooc/3076/coursera-programming-mobile-applications-for-android-handheld-systems-part-2,c2,1
https://www.class-central.com/mooc/446/edx-6-00x-introduction-to-computer-science-and-programming,c2,1
https://www.class-central.com/mooc/1716/coursera-reproducible-research,c2+c6+c11,3
https://www.class-central.com/mooc/386/coursera-data-analysis,c2+c18,2
https://www.class-central.com/mooc/4269/coursera-hadoop-platform-and-application-framework,c2,1
https://www.class-central.com/mooc/1724/coursera-principles-of-computing-part-1,c2+c12+c13,3
https://www.class-central.com/mooc/1386/coursera-core-concepts-in-data-analysis,c2+c13,2
https://www.class-central.com/mooc/406/coursera-computational-investing-part-i,c2,1
https://www.class-central.com/mooc/2445/coursera-process-mining-data-science-in-action,c2+c6,2
https://www.class-central.com/mooc/2965/edx-cs190-1x-scalable-machine-learning,c2+c6,2
https://www.class-central.com/mooc/429/coursera-creative-serious-and-playful-science-of-android-apps,c2+c9,2
https://www.class-central.com/mooc/1349/coursera-data-analysis-and-statistical-inference,c2+c5,2
https://www.class-central.com/mooc/3396/coursera-introduction-to-programming-with-matlab,c2+c11+c12,3
https://www.class-central.com/mooc/3080/coursera-programming-cloud-services-for-android-handheld-systems-security,c2,1
https://www.class-central.com/mooc/3077/coursera-programming-mobile-services-for-android-handheld-systems-concurrency,c2,1
https://www.class-central.com/mooc/3078/coursera-programming-mobile-services-for-android-handheld-systems-communication,c2,1
https://www.class-central.com/mooc/616/coursera-cryptography-i,c2+c5+c7+c13,4
https://www.class-central.com/mooc/3079/coursera-programming-cloud-services-for-android-handheld-systems-spring,c2,1
https://www.class-central.com/mooc/427/coursera-heterogeneous-parallel-programming,c2,1
https://www.class-central.com/mooc/3198/coursera-principles-of-computing-part-2,c2+c12+c13,3
https://www.class-central.com/mooc/2736/coursera-text-mining-and-analytics,c2+c6,2
https://www.class-central.com/mooc/4251/coursera-best-practices-for-ios-user-interface-design,c2,1
https://www.class-central.com/mooc/4248/coursera-introduction-to-swift-programming,c2,1
https://www.class-central.com/mooc/4268/coursera-foundations-of-objective-c-app-development,c2,1
https://www.class-central.com/mooc/2732/coursera-cloud-networking,c2,1
https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis,c2,1
https://www.class-central.com/mooc/1766/coursera-from-gps-and-google-maps-to-spatial-computing,c2,1
https://www.class-central.com/mooc/4348/coursera-ios-app-development-basics,c2,1
https://www.class-central.com/mooc/2735/coursera-cluster-analysis-in-data-mining,c2,1
https://www.class-central.com/mooc/2733/coursera-pattern-discovery-in-data-mining,c2,1
https://www.class-central.com/mooc/1487/edx-louv1-01x-paradigms-of-computer-programming,c2,1
https://www.class-central.com/mooc/426/coursera-algorithms-design-and-analysis-part-2,c2,1
https://www.class-central.com/mooc/4175/coursera-app-design-and-development-for-ios,c2,1
https://www.class-central.com/mooc/1178/coursera-programming-mobile-applications-for-android-handheld-systems-part-1,c2,1
https://www.class-central.com/mooc/2737/coursera-data-visualization,c2+c6+c12,3
https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1,c2+c5+c13,3
https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala,c2+c13,2
https://www.class-central.com/mooc/4216/coursera-introduction-to-big-data-analytics,c2,1
https://www.class-central.com/mooc/2717/coursera-cloud-computing-concepts-part-1,c2,1
https://www.class-central.com/mooc/451/coursera-introduction-to-data-science,c2+c7,2
https://www.class-central.com/mooc/2942/coursera-cloud-computing-concepts-part-2,c2,1
https://www.class-central.com/mooc/1816/coursera-web-application-architectures,c2+c5,2
https://www.class-central.com/mooc/4238/coursera-machine-learning-with-big-data,c2,1
https://www.class-central.com/mooc/3196/coursera-an-introduction-to-interactive-programming-in-python-part-2,c2+c12,2
https://www.class-central.com/mooc/1725/coursera-algorithmic-thinking-part-1,c2,1
https://www.class-central.com/mooc/563/coursera-calculus-one,c2+c12+c15,3
https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,c2,1
https://www.class-central.com/mooc/3472/coursera-introduction-to-genomic-technologies,c2,1
https://www.class-central.com/mooc/3476/coursera-python-for-genomic-data-science,c2,1
https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science,c2,1
https://www.class-central.com/mooc/2161/coursera-learning-how-to-learn-powerful-mental-tools-to-help-you-master-tough-subjects,c2+c6+c9+c11+c12+c13+c15+c17+c18+c19,10
https://www.class-central.com/mooc/3475/coursera-bioconductor-for-genomic-data-science,c2,1
https://www.class-central.com/mooc/502/coursera-the-ancient-greeks,c3,1
https://www.class-central.com/mooc/3184/edx-dracula-by-stoker-berkeleyx-book-club,c3,1
https://www.class-central.com/mooc/1057/coursera-dino-101-dinosaur-paleobiology,c3+c4,2
https://www.class-central.com/mooc/1173/coursera-plagues-witches-and-war-the-worlds-of-historical-fiction,c3,1
https://www.class-central.com/mooc/381/coursera-introduction-to-genetics-and-evolution,c3+c4,2
https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i,c3+c19,2
https://www.class-central.com/mooc/1135/coursera-the-music-of-the-beatles,c3,1
https://www.class-central.com/mooc/681/coursera-human-evolution-past-and-future,c3,1
https://www.class-central.com/mooc/687/coursera-introduction-to-mathematical-philosophy,c3+c12,2
https://www.class-central.com/mooc/351/coursera-a-history-of-the-world-since-1300,c3,1
https://www.class-central.com/mooc/543/coursera-english-common-law-structure-and-principles,c3,1
https://www.class-central.com/mooc/722/coursera-from-the-big-bang-to-dark-energy,c3+c9+c10,3
https://www.class-central.com/mooc/1172/coursera-the-kennedy-half-century,c3+c18,2
https://www.class-central.com/mooc/1606/coursera-understanding-the-brain-the-neurobiology-of-everyday-life,c3+c5,2
https://www.class-central.com/mooc/730/coursera-exploring-beethoven-s-piano-sonatas,c3,1
https://www.class-central.com/mooc/1350/coursera-practicing-tolerance-in-a-religious-society-the-church-and-the-jews-in-italy,c3,1
https://www.class-central.com/mooc/711/coursera-volcanic-eruptions-a-material-science,c3,1
https://www.class-central.com/mooc/1268/coursera-history-of-the-slave-south,c3,1
https://www.class-central.com/mooc/430/coursera-the-modern-world-part-one-global-history-from-1760-to-1910,c3,1
https://www.class-central.com/mooc/1136/coursera-music-s-big-bang-the-genesis-of-rock-n-roll,c3,1
https://www.class-central.com/mooc/1406/coursera-the-bible-s-prehistory-purpose-and-political-future,c3+c18,2
https://www.class-central.com/mooc/692/coursera-history-of-rock-part-two,c3,1
https://www.class-central.com/mooc/1401/coursera-emergence-of-life,c3,1
https://www.class-central.com/mooc/1765/coursera-introduction-to-human-behavioral-genetics,c3+c4,2
https://www.class-central.com/mooc/1378/coursera-our-earth-its-climate-history-and-processes,c3+c4,2
https://www.class-central.com/mooc/690/coursera-history-of-rock-part-one,c3,1
https://www.class-central.com/mooc/1649/edx-tropical-coastal-ecosystems,c3,1
https://www.class-central.com/mooc/335/coursera-internet-history-technology-and-security,c3+c9+c13,3
https://www.class-central.com/mooc/513/coursera-archaeology-s-dirty-little-secrets,c3,1
https://www.class-central.com/mooc/1031/coursera-beginning-game-programming-with-c,c4,1
https://www.class-central.com/mooc/2667/coursera-the-bilingual-brain,c4,1
https://www.class-central.com/mooc/1362/coursera-the-brain-and-space,c4,1
https://www.class-central.com/mooc/2883/coursera-welcome-to-game-theory,c4,1
https://www.class-central.com/mooc/3890/coursera-photography-a-victorian-sensation,c4,1
https://www.class-central.com/mooc/2987/coursera-introduction-to-classical-music,c4,1
https://www.class-central.com/mooc/3233/coursera-sleep-neurobiology-medicine-and-society,c4+c15,2
https://www.class-central.com/mooc/4257/coursera-story-and-narrative-development-for-video-games,c4+c17,2
https://www.class-central.com/mooc/4220/coursera-introduction-to-game-design,c4+c13+c17,3
https://www.class-central.com/mooc/509/coursera-the-language-of-hollywood-storytelling-sound-and-color,c4+c9+c13,3
https://www.class-central.com/mooc/1815/coursera-marriage-and-the-movies-a-history,c4,1
https://www.class-central.com/mooc/2363/coursera-visual-perception-and-the-brain,c4,1
https://www.class-central.com/mooc/378/coursera-bioelectricity-a-quantitative-approach,c4,1
https://www.class-central.com/mooc/4053/coursera-sexing-the-canvas-art-and-gender,c4,1
https://www.class-central.com/mooc/5439/coursera-music-as-biology-what-we-like-to-hear-and-why,c4,1
https://www.class-central.com/mooc/544/coursera-online-games-literature-new-media-and-narrative,c4+c13,2
https://www.class-central.com/mooc/4103/coursera-spacebooks-an-introduction-to-extraterrestrial-literature,c4,1
https://www.class-central.com/mooc/3647/coursera-graphene-and-2-dimensional-materials,c4,1
https://www.class-central.com/mooc/2291/coursera-biology-meets-programming-bioinformatics-for-beginners,c4,1
https://www.class-central.com/mooc/1454/coursera-logic-language-and-information-1,c4+c18,2
https://www.class-central.com/mooc/486/coursera-epigenetic-control-of-gene-expression,c4,1
https://www.class-central.com/mooc/5236/coursera-paleontology-theropod-dinosaurs-and-the-origin-of-birds,c4,1
https://www.class-central.com/mooc/3324/coursera-mental-health-a-global-priority,c4,1
https://www.class-central.com/mooc/415/coursera-astrobiology-and-the-search-for-extraterrestrial-life,c4,1
https://www.class-central.com/mooc/1957/coursera-programming-for-everybody-python,c4+c6+c9+c13,4
https://www.class-central.com/mooc/668/coursera-origins-formation-of-the-universe-solar-system-earth-and-life,c4+c9,2
https://www.class-central.com/mooc/2164/coursera-geospatial-intelligence-the-geospatial-revolution,c4+c14,2
https://www.class-central.com/mooc/1264/coursera-introduction-to-forensic-science,c4+c14,2
https://www.class-central.com/mooc/2963/edx-introduction-to-linear-models-and-matrix-algebra,c5,1
