"","node1","node2","cluster"
"1","48082","51178","1"
"2","48082","49838","1"
"3","51178","49838","1"
"4","34666","63","2"
"5","34666","70338","2"
"6","34666","70385","2"
"7","63","70338","2"
"8","63","70385","2"
"9","70338","70385","2"
"10","34742","36355","3"
"11","34742","50628","3"
"12","34742","50462","3"
"13","34742","102","3"
"14","36355","50628","3"
"15","36355","50462","3"
"16","36355","102","3"
"17","50628","50462","3"
"18","50628","102","3"
"19","50462","102","3"
"20","70232","69885","4"
"21","70232","51455","4"
"22","69885","51455","4"
"23","69232","69212","5"
"24","48089","69212","5"
"25","92728","69212","5"
"26","83109","83108","6"
"27","83109","69277","6"
"28","83109","83110","6"
"29","83109","69221","6"
"30","83109","49839","6"
"31","83108","69277","6"
"32","83108","83110","6"
"33","83108","69221","6"
"34","83108","49839","6"
"35","69277","69221","6"
"36","69277","49839","6"
"37","83110","69221","6"
"38","83110","49839","6"
"39","69221","49839","6"
"40","14133","35742","7"
"41","14133","75403","7"
"42","14133","407","7"
"43","14133","51837","7"
"44","14133","51745","7"
"45","14133","50777","7"
"46","14133","51411","7"
"47","14133","50783","7"
"48","14133","51794","7"
"49","14133","50411","7"
"50","14133","50711","7"
"51","35742","75403","7"
"52","35742","407","7"
"53","35742","51837","7"
"54","35742","51745","7"
"55","35742","50777","7"
"56","35742","51411","7"
"57","35742","50783","7"
"58","35742","51794","7"
"59","35742","50411","7"
"60","35742","50711","7"
"61","75403","407","7"
"62","75403","51837","7"
"63","75403","51745","7"
"64","75403","50777","7"
"65","75403","51411","7"
"66","75403","50783","7"
"67","75403","51794","7"
"68","75403","50411","7"
"69","75403","50711","7"
"70","407","51837","7"
"71","407","51745","7"
"72","407","50777","7"
"73","407","51411","7"
"74","407","50783","7"
"75","407","51794","7"
"76","407","50411","7"
"77","407","50711","7"
"78","51837","51745","7"
"79","51837","50777","7"
"80","51837","51411","7"
"81","51837","50783","7"
"82","51837","51794","7"
"83","51837","50411","7"
"84","51837","50711","7"
"85","51745","50777","7"
"86","51745","51411","7"
"87","51745","50783","7"
"88","51745","51794","7"
