"","node1","node2","cluster"
"1","45512","45519","1"
"2","45512","28798","1"
"3","45519","28798","1"
"4","1177","239","2"
"5","1177","24","2"
"6","239","24","2"
"7","196","44021","3"
"8","196","45403","3"
"9","196","1199","3"
"10","44021","45403","3"
"11","44021","1199","3"
"12","45403","1199","3"
"13","45520","49419","4"
"14","45520","62","4"
"15","45520","50728","4"
"16","45520","50426","4"
"17","49419","62","4"
"18","49419","50728","4"
"19","49419","50426","4"
"20","62","50728","4"
"21","62","50426","4"
"22","50728","50426","4"
"23","47053","67376","5"
"24","47053","66034","5"
"25","83882","67376","5"
"26","83882","66034","5"
"27","90815","50791","6"
"28","90815","50555","6"
"29","90815","50337","6"
"30","90815","50634","6"
"31","90815","50896","6"
"32","90815","50360","6"
"33","90815","50792","6"
"34","90815","50507","6"
"35","50791","50555","6"
"36","50791","50337","6"
"37","50791","50634","6"
"38","50791","50896","6"
"39","50791","50360","6"
"40","50791","50792","6"
"41","50791","50507","6"
"42","50555","50337","6"
"43","50555","50634","6"
"44","50555","50896","6"
"45","50555","50360","6"
"46","50555","50792","6"
"47","50555","50507","6"
"48","50337","50634","6"
"49","50337","50896","6"
"50","50337","50360","6"
"51","50337","50792","6"
"52","50337","50507","6"
"53","50634","50896","6"
"54","50634","50360","6"
"55","50634","50792","6"
"56","50634","50507","6"
"57","50896","50360","6"
"58","50896","50792","6"
"59","50896","50507","6"
"60","50360","50792","6"
"61","50360","50507","6"
"62","50792","50507","6"
"63","14381","50882","7"
"64","14381","50759","7"
"65","50882","50759","7"
"66","34642","35774","8"
"67","34642","76","8"
"68","34834","35774","8"
"69","34834","76","8"
"70","69895","35774","8"
"71","69895","76","8"
"72","35774","76","8"
"73","51413","51415","9"
"74","51413","51477","9"
"75","51413","51444","9"
"76","51413","51403","9"
"77","51413","51426","9"
"78","51413","51467","9"
"79","51415","51477","9"
"80","51415","51444","9"
"81","51415","51403","9"
"82","51415","51426","9"
"83","51415","51467","9"
"84","51477","51444","9"
"85","51477","51403","9"
"86","51477","51426","9"
"87","51477","51467","9"
"88","51444","51403","9"
"89","51444","51426","9"
"90","51444","51467","9"
"91","51403","51426","9"
"92","51403","51467","9"
"93","51426","51467","9"
"94","86","42456","10"
"95","86","42455","10"
"96","42456","42455","10"
"97","45518","68514","11"
"98","68514","68512","11"
"99","68514","50568","11"
"100","68512","50568","11"
"101","70223","89756","12"
"102","70223","45502","12"
"103","70223","80158","12"
"104","70223","83277","12"
"105","70223","44776","12"
"106","70223","44777","12"
"107","70223","45431","12"
"108","70223","44778","12"
"109","70223","50753","12"
"110","70223","45401","12"
"111","70223","50532","12"
"112","70223","26582","12"
"113","70223","188","12"
"114","89756","45502","12"
"115","89756","80158","12"
"116","89756","83277","12"
"117","89756","44776","12"
"118","89756","44777","12"
"119","89756","45431","12"
"120","89756","44778","12"
"121","89756","50753","12"
"122","89756","45401","12"
"123","89756","50532","12"
"124","89756","26582","12"
"125","89756","188","12"
"126","45502","80158","12"
"127","45502","83277","12"
"128","45502","44776","12"
"129","45502","44777","12"
"130","45502","45431","12"
"131","45502","44778","12"
"132","45502","50753","12"
"133","45502","45401","12"
"134","45502","50532","12"
"135","45502","26582","12"
"136","45502","188","12"
"137","80158","83277","12"
"138","80158","44776","12"
"139","80158","44777","12"
"140","80158","45431","12"
"141","80158","44778","12"
"142","80158","50753","12"
"143","80158","45401","12"
"144","80158","50532","12"
"145","80158","26582","12"
"146","80158","188","12"
"147","83277","44776","12"
"148","83277","44777","12"
"149","83277","45431","12"
"150","83277","44778","12"
"151","83277","50753","12"
"152","83277","45401","12"
"153","83277","50532","12"
"154","83277","26582","12"
"155","83277","188","12"
"156","44776","44777","12"
"157","44776","45431","12"
"158","44776","44778","12"
"159","44776","50753","12"
"160","44776","45401","12"
"161","44776","50532","12"
"162","44776","26582","12"
"163","44776","188","12"
"164","44777","45431","12"
"165","44777","44778","12"
"166","44777","50753","12"
"167","44777","45401","12"
"168","44777","50532","12"
"169","44777","26582","12"
"170","44777","188","12"
"171","45431","44778","12"
"172","45431","50753","12"
"173","45431","45401","12"
"174","45431","50532","12"
"175","45431","26582","12"
"176","45431","188","12"
"177","44778","50753","12"
"178","44778","45401","12"
"179","44778","50532","12"
"180","44778","26582","12"
"181","44778","188","12"
"182","50753","45401","12"
"183","50753","50532","12"
"184","50753","26582","12"
"185","50753","188","12"
"186","45401","50532","12"
"187","45401","26582","12"
"188","45401","188","12"
"189","50532","26582","12"
"190","50532","188","12"
"191","26582","188","12"
"192","35774","12","13"
"193","12","76","13"
"194","12","1177","13"
"195","12","239","13"
"196","12","24","13"
"197","12","50038","13"
"198","12","45393","13"
"199","12","50901","13"
"200","25392","50901","13"
"201","50635","50020","14"
"202","50878","50020","14"
"203","50878","50556","14"
"204","69742","68081","15"
"205","69742","51759","15"
"206","69742","50759","15"
"207","68081","51759","15"
"208","68081","50759","15"
"209","51759","50759","15"
"210","83109","70219","16"
"211","83109","69882","16"
"212","80768","70219","16"
"213","70219","83108","16"
"214","70219","50570","16"
"215","70219","83015","16"
"216","70219","50855","16"
"217","70219","34835","16"
"218","69742","104","17"
"219","69742","81876","17"
"220","69742","14080","17"
"221","69742","50480","17"
"222","69742","355","17"
"223","81876","14080","17"
"224","81876","50480","17"
"225","81876","355","17"
"226","81876","50477","17"
"227","81876","51174","17"
"228","14080","50480","17"
"229","14080","355","17"
"230","50480","355","17"
"231","81876","63","18"
"232","81876","379","18"
"233","81876","50584","18"
"234","81876","407","18"
"235","81876","3370","18"
"236","81876","98","18"
"237","81876","6287","18"
"238","81876","28664","18"
"239","81876","194","18"
"240","63","379","18"
"241","63","50584","18"
"242","63","407","18"
"243","63","3370","18"
"244","63","98","18"
"245","63","6287","18"
"246","63","28664","18"
"247","63","194","18"
"248","379","50584","18"
"249","379","407","18"
"250","379","3370","18"
"251","379","98","18"
"252","379","6287","18"
"253","379","28664","18"
"254","379","194","18"
"255","50584","407","18"
"256","50584","3370","18"
"257","50584","98","18"
"258","50584","6287","18"
"259","50584","28664","18"
"260","50584","194","18"
"261","50584","68121","18"
"262","407","3370","18"
"263","407","98","18"
"264","407","6287","18"
"265","407","28664","18"
"266","407","194","18"
"267","3370","6287","18"
"268","3370","194","18"
"269","98","6287","18"
"270","98","194","18"
"271","6287","28664","18"
"272","6287","194","18"
"273","28664","194","18"
