"","node1","node2","cluster"
"1","https://www.class-central.com/mooc/408/coursera-an-introduction-to-interactive-programming-in-python-part-1","https://www.class-central.com/mooc/317/coursera-model-thinking","1"
"2","https://www.class-central.com/mooc/408/coursera-an-introduction-to-interactive-programming-in-python-part-1","https://www.class-central.com/mooc/307/coursera-natural-language-processing","1"
"3","https://www.class-central.com/mooc/317/coursera-model-thinking","https://www.class-central.com/mooc/307/coursera-natural-language-processing","1"
"4","https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala","https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy","2"
"5","https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala","https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis","2"
"6","https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala","https://www.class-central.com/mooc/338/coursera-social-network-analysis","2"
"7","https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala","https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","2"
"8","https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy","https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis","2"
"9","https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy","https://www.class-central.com/mooc/338/coursera-social-network-analysis","2"
"10","https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy","https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","2"
"11","https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis","https://www.class-central.com/mooc/338/coursera-social-network-analysis","2"
"12","https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis","https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","2"
"13","https://www.class-central.com/mooc/338/coursera-social-network-analysis","https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","2"
"14","https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking","https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i","3"
"15","https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking","https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business","3"
"16","https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking","https://www.class-central.com/mooc/1529/coursera-technology-and-ethics","3"
"17","https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking","https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society","3"
"18","https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking","https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges","3"
"19","https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i","https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business","3"
"20","https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i","https://www.class-central.com/mooc/1529/coursera-technology-and-ethics","3"
"21","https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i","https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society","3"
"22","https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i","https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges","3"
"23","https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business","https://www.class-central.com/mooc/1529/coursera-technology-and-ethics","3"
"24","https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business","https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society","3"
"25","https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business","https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges","3"
"26","https://www.class-central.com/mooc/1529/coursera-technology-and-ethics","https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society","3"
"27","https://www.class-central.com/mooc/1529/coursera-technology-and-ethics","https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges","3"
"28","https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society","https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges","3"
