"","node","cluster"
"1","48082","1"
"2","51178","1"
"3","49838","1"
"4","34666","2"
"5","63","2"
"6","70338","2"
"7","70385","2"
"8","34742","3"
"9","36355","3"
"10","50628","3"
"11","50462","3"
"12","102","3"
"13","70232","4"
"14","69885","4"
"15","51455","4"
"16","69232","5"
"17","48089","5"
"18","92728","5"
"19","69212","5"
"20","83109","6"
"21","83108","6"
"22","69277","6"
"23","83110","6"
"24","69221","6"
"25","49839","6"
"26","14133","7"
"27","35742","7"
"28","75403","7"
"29","407","7"
"30","51837","7"
"31","51745","7"
"32","50777","7"
"33","51411","7"
"34","50783","7"
"35","51794","7"
"36","50411","7"
"37","50711","7"
"38","69742","8"
"39","48827","8"
"40","69277","8"
"41","83110","8"
"42","75449","8"
"43","75597","8"
"44","75604","8"
"45","75603","8"
"46","75608","8"
"47","14098","9"
"48","47113","9"
"49","71725","9"
"50","69742","9"
"51","75571","9"
"52","69203","9"
"53","92724","9"
"54","45322","9"
"55","36266","9"
"56","69887","9"
"57","69540","9"
"58","69292","9"
"59","83123","10"
"60","45321","10"
"61","50911","10"
"62","70303","10"
"63","50047","10"
"64","69939","11"
"65","81648","11"
"66","50497","11"
"67","70680","11"
"68","45464","12"
"69","83277","12"
"70","68512","12"
"71","14133","13"
"72","46951","13"
"73","75625","13"
"74","69887","13"
"75","14098","14"
"76","47113","14"
"77","71725","14"
"78","69742","14"
"79","75571","14"
"80","69203","14"
"81","69939","14"
"82","48827","14"
"83","70680","14"
"84","92724","14"
"85","45322","14"
"86","69277","14"
"87","36266","14"
"88","83110","14"
"89","75449","14"
"90","69887","14"
"91","69540","14"
"92","86","14"
"93","12","14"
"94","69292","14"
"95","75597","14"
"96","75604","14"
"97","75603","14"
"98","75608","14"
"99","82782","14"
"100","30","14"
"101","34642","15"
"102","34834","15"
"103","69895","15"
"104","34617","15"
"105","69939","15"
"106","49843","15"
"107","46983","15"
"108","401","15"
"109","69762","15"
"110","50537","15"
"111","36404","16"
"112","69880","16"
"113","66041","16"
"114","66120","16"
"115","70334","16"
"116","50882","16"
"117","68106","16"
"118","69871","17"
"119","83210","17"
"120","78764","17"
"121","82607","17"
"122","70230","17"
"123","69244","17"
"124","46951","17"
"125","69545","17"
"126","70233","17"
"127","51186","17"
"128","51189","17"
"129","51187","17"
"130","71484","17"
"131","83212","17"
"132","75549","17"
"133","70680","18"
"134","78577","18"
"135","71382","18"
"136","70231","18"
"137","69246","18"
"138","50741","18"
"139","69885","18"
"140","80333","19"
"141","36498","19"
"142","83024","19"
"143","78764","19"
"144","75241","19"
"145","70222","19"
"146","68055","19"
"147","75625","19"
"148","68042","19"
"149","86977","19"
"150","71723","19"
"151","78961","19"
"152","83277","19"
"153","51747","19"
"154","84320","19"
"155","78787","19"
"156","75198","19"
"157","83873","19"
"158","71536","19"
"159","81709","19"
"160","83458","19"
"161","90862","19"
"162","71535","19"
"163","83004","19"
"164","401","19"
"165","83927","19"
"166","12672","19"
"167","51548","19"
"168","82740","19"
"169","70017","19"
"170","28660","19"
"171","50491","19"
"172","83109","20"
"173","69858","20"
"174","70219","20"
"175","83015","20"
"176","48811","20"
"177","83108","20"
"178","50780","20"
"179","80844","20"
"180","49839","20"
