"","node","cluster"
"1","45512","1"
"2","45519","1"
"3","28798","1"
"4","1177","2"
"5","239","2"
"6","24","2"
"7","196","3"
"8","44021","3"
"9","45403","3"
"10","1199","3"
"11","45520","4"
"12","49419","4"
"13","62","4"
"14","50728","4"
"15","50426","4"
"16","47053","5"
"17","83882","5"
"18","67376","5"
"19","66034","5"
"20","90815","6"
"21","50791","6"
"22","50555","6"
"23","50337","6"
"24","50634","6"
"25","50896","6"
"26","50360","6"
"27","50792","6"
"28","50507","6"
"29","14381","7"
"30","50882","7"
"31","50759","7"
"32","34642","8"
"33","34834","8"
"34","69895","8"
"35","35774","8"
"36","76","8"
"37","51413","9"
"38","51415","9"
"39","51477","9"
"40","51444","9"
"41","51403","9"
"42","51426","9"
"43","51467","9"
"44","86","10"
"45","42456","10"
"46","42455","10"
"47","45518","11"
"48","68514","11"
"49","68512","11"
"50","50568","11"
"51","70223","12"
"52","89756","12"
"53","45502","12"
"54","80158","12"
"55","83277","12"
"56","44776","12"
"57","44777","12"
"58","45431","12"
"59","44778","12"
"60","50753","12"
"61","45401","12"
"62","50532","12"
"63","26582","12"
"64","188","12"
"65","35774","13"
"66","12","13"
"67","25392","13"
"68","76","13"
"69","1177","13"
"70","239","13"
"71","24","13"
"72","50038","13"
"73","45393","13"
"74","50901","13"
"75","50635","14"
"76","50878","14"
"77","50020","14"
"78","50556","14"
"79","69742","15"
"80","68081","15"
"81","51759","15"
"82","50759","15"
"83","83109","16"
"84","80768","16"
"85","70219","16"
"86","69882","16"
"87","83108","16"
"88","50570","16"
"89","83015","16"
"90","50855","16"
"91","34835","16"
"92","69742","17"
"93","81876","17"
"94","14080","17"
"95","50480","17"
"96","104","17"
"97","355","17"
"98","50477","17"
"99","51174","17"
"100","81876","18"
"101","63","18"
"102","379","18"
"103","50584","18"
"104","407","18"
"105","3370","18"
"106","98","18"
"107","6287","18"
"108","28664","18"
"109","194","18"
"110","68121","18"
"111","90812","19"
"112","83109","19"
"113","90815","19"
"114","50791","19"
"115","50555","19"
"116","50337","19"
"117","50634","19"
"118","50896","19"
"119","50360","19"
"120","50792","19"
"121","50507","19"
"122","36403","20"
"123","26582","20"
"124","121","20"
"125","36498","21"
"126","19241","21"
"127","51362","21"
"128","47113","21"
"129","81878","21"
"130","34704","21"
"131","34642","21"
"132","34834","21"
"133","45524","21"
"134","45486","21"
"135","69895","21"
"136","69854","21"
"137","34617","21"
"138","90812","21"
"139","69939","21"
"140","83111","21"
"141","36466","21"
"142","88626","21"
"143","48089","21"
"144","36320","21"
"145","45191","21"
"146","69985","21"
"147","36395","21"
"148","48093","21"
"149","36477","21"
"150","83107","21"
"151","24089","21"
"152","47048","21"
"153","3133","21"
"154","81151","21"
"155","34633","21"
"156","14146","21"
"157","19239","21"
"158","69968","21"
"159","34841","21"
"160","36403","21"
"161","34596","21"
"162","45227","21"
"163","28052","21"
"164","32030","21"
"165","28970","21"
"166","45467","21"
"167","34816","21"
"168","14123","21"
"169","45466","21"
"170","36392","21"
"171","45483","21"
"172","26687","21"
"173","17457","21"
"174","29216","21"
"175","24359","21"
"176","47058","21"
"177","80164","21"
"178","46933","21"
"179","78565","21"
"180","45521","21"
"181","14133","21"
"182","51341","21"
"183","27188","21"
"184","49805","21"
"185","48819","21"
"186","46962","21"
"187","3131","21"
"188","34639","21"
"189","92727","21"
"190","46931","21"
"191","69877","21"
"192","66273","21"
"193","51560","21"
"194","46961","21"
"195","28809","21"
"196","35927","21"
"197","68078","21"
"198","50071","21"
"199","45447","21"
"200","68077","21"
"201","68079","21"
"202","48821","21"
"203","45326","21"
"204","45499","21"
"205","45489","21"
"206","46930","21"
"207","48812","21"
"208","51188","21"
"209","69983","21"
"210","69868","21"
"211","36405","21"
"212","69964","21"
"213","46963","21"
"214","83882","21"
"215","51340","21"
"216","26686","21"
"217","65195","21"
"218","47113","22"
"219","81876","22"
"220","50497","22"
"221","16","22"
"222","50537","22"
"223","82101","23"
"224","68081","23"
"225","47061","23"
"226","84021","23"
"227","89710","23"
"228","68512","23"
"229","34840","24"
"230","50831","24"
"231","50020","24"
"232","50579","24"
"233","50476","24"
"234","45173","24"
"235","50404","24"
"236","36498","25"
"237","48832","25"
"238","34642","25"
"239","34834","25"
"240","69895","25"
"241","69854","25"
"242","34617","25"
"243","80164","25"
"244","69939","25"
"245","83111","25"
"246","36466","25"
"247","47063","25"
"248","51341","25"
"249","88626","25"
"250","48819","25"
"251","45486","25"
"252","36320","25"
"253","45191","25"
"254","69985","25"
"255","36395","25"
"256","48093","25"
"257","36477","25"
"258","51560","25"
"259","83107","25"
"260","78860","25"
"261","24089","25"
"262","47048","25"
"263","3133","25"
"264","81151","25"
"265","34633","25"
"266","14146","25"
"267","51181","25"
"268","19239","25"
"269","69968","25"
"270","49998","25"
"271","34841","25"
"272","36403","25"
"273","34596","25"
"274","45227","25"
"275","28052","25"
"276","32030","25"
"277","28970","25"
"278","45467","25"
"279","34816","25"
"280","14123","25"
"281","45466","25"
"282","36392","25"
"283","45483","25"
"284","26687","25"
"285","17457","25"
"286","29216","25"
"287","24359","25"
"288","34593","25"
"289","418","25"
"290","167","25"
"291","93","25"
"292","51480","25"
"293","51409","25"
"294","50758","25"
"295","50618","25"
"296","3613","25"
"297","50675","25"
"298","3370","25"
"299","20","25"
"300","406","25"
"301","12658","25"
"302","25295","25"
"303","390","25"
"304","227","25"
"305","50363","25"
"306","51320","25"
"307","51335","25"
"308","98","25"
"309","92","25"
"310","28662","25"
"311","113","25"
"312","25392","25"
"313","68132","25"
"314","47718","25"
"315","36407","26"
"316","67376","26"
"317","26","26"
"318","35413","26"
"319","19349","26"
"320","29858","26"
"321","66034","26"
"322","70219","27"
"323","69882","27"
"324","50635","27"
"325","50878","27"
"326","50309","27"
"327","50862","27"
"328","50770","27"
"329","50637","27"
"330","50416","27"
"331","50659","27"
"332","28664","27"
"333","50408","27"
"334","50900","27"
"335","50884","27"
"336","68121","27"
"337","47113","28"
"338","45217","28"
"339","36466","28"
"340","83107","28"
"341","14103","28"
"342","27409","28"
"343","34841","28"
"344","27204","28"
"345","50497","28"
"346","108","28"
"347","51309","28"
"348","51311","28"
"349","51305","28"
"350","51316","28"
"351","51322","28"
"352","16068","28"
"353","50361","28"
"354","86","29"
"355","44776","29"
"356","51474","29"
"357","42452","29"
"358","51419","29"
"359","51423","29"
"360","51481","29"
"361","42453","29"
"362","51467","29"
"363","51446","29"
"364","50047","30"
"365","50036","30"
"366","50856","30"
"367","50584","30"
"368","43473","30"
"369","42456","30"
"370","61","30"
"371","51759","30"
"372","50873","30"
"373","51407","30"
"374","50563","30"
"375","50888","30"
"376","50313","30"
"377","42457","30"
"378","28664","30"
"379","68121","30"
"380","45226","31"
"381","45524","31"
"382","69976","31"
"383","70219","31"
"384","75654","31"
"385","47052","31"
"386","45464","31"
"387","45476","31"
"388","80163","31"
"389","81430","31"
"390","45182","31"
"391","65185","31"
"392","69849","31"
"393","45488","31"
"394","48828","31"
"395","65212","31"
"396","36345","31"
"397","51414","31"
"398","48832","32"
"399","34642","32"
"400","34834","32"
"401","69895","32"
"402","90812","32"
"403","80164","32"
"404","47063","32"
"405","51341","32"
"406","48819","32"
"407","48089","32"
"408","51560","32"
"409","78860","32"
"410","51181","32"
"411","49998","32"
"412","34816","32"
"413","89710","32"
"414","34593","32"
"415","12","32"
"416","418","32"
"417","167","32"
"418","93","32"
"419","51480","32"
"420","51409","32"
"421","50758","32"
"422","50618","32"
"423","3613","32"
"424","50675","32"
"425","3370","32"
"426","20","32"
"427","406","32"
"428","12658","32"
"429","25295","32"
"430","390","32"
"431","227","32"
"432","50363","32"
"433","51320","32"
"434","50361","32"
"435","51335","32"
"436","98","32"
"437","92","32"
"438","28662","32"
"439","113","32"
"440","28664","32"
"441","25392","32"
"442","68132","32"
"443","47718","32"
"444","51446","32"
"445","68121","32"
"446","51339","33"
"447","45337","33"
"448","51482","33"
"449","34816","33"
"450","83109","34"
"451","12681","34"
"452","69880","34"
"453","83108","34"
"454","46984","34"
"455","51467","34"
"456","36404","35"
"457","50911","35"
"458","50622","35"
"459","50312","35"
"460","50732","35"
"461","51729","35"
"462","51818","35"
"463","50563","35"
"464","50487","35"
"465","50017","35"
"466","50882","35"
"467","50390","35"
"468","50490","35"
"469","69880","35"
"470","36498","36"
"471","47113","36"
"472","34642","36"
"473","34834","36"
"474","45524","36"
"475","69895","36"
"476","69854","36"
"477","36404","36"
"478","34617","36"
"479","90812","36"
"480","69939","36"
"481","83111","36"
"482","36466","36"
"483","88626","36"
"484","45486","36"
"485","48089","36"
"486","36320","36"
"487","45191","36"
"488","69985","36"
"489","36395","36"
"490","48093","36"
"491","36477","36"
"492","83107","36"
"493","24089","36"
"494","47048","36"
"495","3133","36"
"496","81151","36"
"497","34633","36"
"498","14146","36"
"499","19239","36"
"500","69968","36"
"501","34841","36"
"502","36403","36"
"503","34596","36"
"504","45227","36"
"505","65185","36"
"506","28052","36"
"507","32030","36"
"508","28970","36"
"509","45467","36"
"510","34816","36"
"511","14123","36"
"512","45466","36"
"513","36392","36"
"514","45488","36"
"515","45483","36"
"516","26687","36"
"517","17457","36"
"518","29216","36"
"519","24359","36"
"520","19241","37"
"521","51362","37"
"522","81878","37"
"523","34704","37"
"524","45524","37"
"525","36404","37"
"526","47058","37"
"527","47053","37"
"528","80164","37"
"529","46933","37"
"530","78565","37"
"531","45521","37"
"532","14133","37"
"533","51341","37"
"534","27188","37"
"535","49805","37"
"536","48819","37"
"537","45486","37"
"538","46962","37"
"539","3131","37"
"540","34639","37"
"541","92727","37"
"542","46931","37"
"543","69877","37"
"544","66273","37"
"545","51560","37"
"546","46961","37"
"547","28809","37"
"548","35927","37"
"549","68078","37"
"550","50071","37"
"551","45447","37"
"552","68077","37"
"553","68079","37"
"554","48821","37"
"555","45326","37"
"556","45499","37"
"557","45489","37"
"558","46930","37"
"559","48812","37"
"560","51188","37"
"561","69983","37"
"562","69868","37"
"563","65185","37"
"564","36405","37"
"565","69964","37"
"566","46963","37"
"567","83882","37"
"568","51340","37"
"569","45466","37"
"570","26686","37"
"571","65195","37"
"572","36498","38"
"573","48832","38"
"574","47113","38"
"575","34642","38"
"576","34834","38"
"577","69895","38"
"578","69854","38"
"579","34617","38"
"580","90812","38"
"581","80164","38"
"582","69939","38"
"583","83111","38"
"584","36466","38"
"585","47063","38"
"586","51341","38"
"587","88626","38"
"588","48819","38"
"589","45486","38"
"590","48089","38"
"591","36320","38"
"592","45191","38"
"593","69985","38"
"594","36395","38"
"595","48093","38"
"596","36477","38"
"597","83107","38"
"598","24089","38"
"599","47048","38"
"600","3133","38"
"601","81151","38"
"602","34633","38"
"603","14146","38"
"604","19239","38"
"605","69968","38"
"606","34841","38"
"607","36403","38"
"608","34596","38"
"609","45227","38"
"610","28052","38"
"611","32030","38"
"612","28970","38"
"613","45467","38"
"614","34816","38"
"615","14123","38"
"616","45466","38"
"617","36392","38"
"618","45483","38"
"619","26687","38"
"620","17457","38"
"621","29216","38"
"622","24359","38"
"623","51560","38"
"624","78860","38"
"625","51181","38"
"626","49998","38"
"627","89710","38"
"628","34593","38"
"629","418","38"
"630","167","38"
"631","93","38"
"632","51480","38"
"633","51409","38"
"634","50758","38"
"635","50618","38"
"636","3613","38"
"637","50675","38"
"638","3370","38"
"639","20","38"
"640","406","38"
"641","12658","38"
"642","25295","38"
"643","390","38"
"644","227","38"
"645","50363","38"
"646","51320","38"
"647","51335","38"
"648","98","38"
"649","92","38"
"650","28662","38"
"651","113","38"
"652","25392","38"
"653","68132","38"
"654","47718","38"
"655","69226","39"
"656","80895","39"
"657","14128","39"
"658","46926","39"
"659","108","39"
"660","50911","39"
"661","50856","39"
"662","50829","39"
"663","51759","39"
"664","69742","40"
"665","12695","40"
"666","3356","40"
"667","12661","40"
"668","16","40"
"669","112","40"
"670","51426","40"
"671","434","40"
"672","19241","41"
"673","51362","41"
"674","48832","41"
"675","81878","41"
"676","34704","41"
"677","47058","41"
"678","80164","41"
"679","46933","41"
"680","78565","41"
"681","45521","41"
"682","47063","41"
"683","14133","41"
"684","51341","41"
"685","27188","41"
"686","49805","41"
"687","48819","41"
"688","45486","41"
"689","46962","41"
"690","3131","41"
"691","34639","41"
"692","92727","41"
"693","46931","41"
"694","69877","41"
"695","66273","41"
"696","51560","41"
"697","46961","41"
"698","28809","41"
"699","35927","41"
"700","68078","41"
"701","50071","41"
"702","45447","41"
"703","68077","41"
"704","68079","41"
"705","48821","41"
"706","45326","41"
"707","45499","41"
"708","45489","41"
"709","46930","41"
"710","48812","41"
"711","51188","41"
"712","69983","41"
"713","69868","41"
"714","36405","41"
"715","69964","41"
"716","46963","41"
"717","51340","41"
"718","45466","41"
"719","26686","41"
"720","65195","41"
"721","78860","41"
"722","51181","41"
"723","49998","41"
"724","34593","41"
"725","418","41"
"726","167","41"
"727","93","41"
"728","51480","41"
"729","51409","41"
"730","50758","41"
"731","50618","41"
"732","3613","41"
"733","50675","41"
"734","20","41"
"735","406","41"
"736","12658","41"
"737","25295","41"
"738","390","41"
"739","227","41"
"740","50363","41"
"741","51320","41"
"742","51335","41"
"743","92","41"
"744","28662","41"
"745","113","41"
"746","68132","41"
"747","47718","41"
