"","node","cluster"
"1","https://www.class-central.com/mooc/408/coursera-an-introduction-to-interactive-programming-in-python-part-1","1"
"2","https://www.class-central.com/mooc/317/coursera-model-thinking","1"
"3","https://www.class-central.com/mooc/307/coursera-natural-language-processing","1"
"4","https://www.class-central.com/mooc/422/coursera-functional-programming-principles-in-scala","2"
"5","https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy","2"
"6","https://www.class-central.com/mooc/388/coursera-computing-for-data-analysis","2"
"7","https://www.class-central.com/mooc/338/coursera-social-network-analysis","2"
"8","https://www.class-central.com/mooc/374/coursera-algorithms-design-and-analysis-part-1","2"
"9","https://www.class-central.com/mooc/707/coursera-understanding-economic-policymaking","3"
"10","https://www.class-central.com/mooc/976/coursera-the-emergence-of-the-modern-middle-east-part-i","3"
"11","https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business","3"
"12","https://www.class-central.com/mooc/1529/coursera-technology-and-ethics","3"
"13","https://www.class-central.com/mooc/1751/coursera-analyzing-global-trends-for-business-and-society","3"
"14","https://www.class-central.com/mooc/1771/coursera-international-human-rights-law-prospects-and-challenges","3"
